"DrivingDistance_RANKTHISWEEK_2010","DrivingDistance_RANKLASTWEEK_2010","DrivingDistance_PLAYERNAME_2010","DrivingDistance_ROUNDS_2010","DrivingDistance_AVG_2010","DrivingDistance_TOTALDISTANCE_2010","DrivingDistance_TOTALDRIVES_2010","stat_name","year"
77,77,"Camilo Villegas",78,289.6,41703,144,"DrivingDistance",2010
78,78,"Mathew Goggin",85,289.3,49181,170,"DrivingDistance",2010
78,78,"Sean OHair",84,289.3,47162,163,"DrivingDistance",2010
80,80,"Steve Elkington",74,289.2,39333,136,"DrivingDistance",2010
80,80,"Nicholas Thompson",88,289.2,48593,168,"DrivingDistance",2010
82,82,"Robert Allenby",76,289.1,42505,147,"DrivingDistance",2010
82,82,"Rory Sabbatini",79,289.1,43946,152,"DrivingDistance",2010
84,84,"Stuart Appleby",101,289,57221,198,"DrivingDistance",2010
85,85,"Bill Lunde",79,288.9,43329,150,"DrivingDistance",2010
86,86,"Tom Gillis",97,288.7,56016,194,"DrivingDistance",2010
86,86,"Jeff Gove",57,288.7,29449,102,"DrivingDistance",2010
88,88,"Scott McCarron",90,288.6,51943,180,"DrivingDistance",2010
88,88,"YE Yang",72,288.6,40409,140,"DrivingDistance",2010
90,90,"Ernie Els",72,288.4,40374,140,"DrivingDistance",2010
90,90,"Brenden Pappas",66,288.4,35766,124,"DrivingDistance",2010
92,92,"Troy Merritt",86,288.2,48417,168,"DrivingDistance",2010
93,93,"Henrik Bjornstad",72,288.1,38024,132,"DrivingDistance",2010
93,93,"Chris Tidland",77,288.1,42060,146,"DrivingDistance",2010
95,95,"Roland Thatcher",72,288,41467,144,"DrivingDistance",2010
96,96,"Kevin Sutherland",86,287.9,49523,172,"DrivingDistance",2010
97,97,"Justin Rose",78,287.8,44894,156,"DrivingDistance",2010
98,98,"Lee Janzen",77,287.7,44302,154,"DrivingDistance",2010
99,99,"Rich Barcelo",70,287.6,36812,128,"DrivingDistance",2010
100,100,"Jeev Milkha Singh",59,287.3,29882,104,"DrivingDistance",2010
101,101,"Chris Stroud",90,287.2,47103,164,"DrivingDistance",2010
102,102,"Pat Perez",90,287.1,51681,180,"DrivingDistance",2010
102,102,"Steve Wheatcroft",74,287.1,37893,132,"DrivingDistance",2010
104,104,"Geoff Ogilvy",62,287,34437,120,"DrivingDistance",2010
105,105,"Brendon de Jonge",114,286.9,60816,212,"DrivingDistance",2010
105,105,"David Duval",71,286.9,39309,137,"DrivingDistance",2010
105,105,"Matt Kuchar",97,286.9,54505,190,"DrivingDistance",2010
105,105,"Brian Stuard",81,286.9,43037,150,"DrivingDistance",2010
109,109,"Ian Poulter",55,286.8,28104,98,"DrivingDistance",2010
110,110,"Kris Blanks",91,286.4,47543,166,"DrivingDistance",2010
110,110,"Trevor Immelman",55,286.4,31214,109,"DrivingDistance",2010
112,112,"Steve Lowery",67,286.2,36066,126,"DrivingDistance",2010
112,112,"James Nitties",92,286.2,49231,172,"DrivingDistance",2010
114,114,"Joe Ogilvie",99,285.9,53172,186,"DrivingDistance",2010
115,115,"Cameron Beckman",68,285.7,36570,128,"DrivingDistance",2010
116,116,"Joe Durant",67,285.6,34847,122,"DrivingDistance",2010
117,117,"Ricky Barnes",103,285.5,58818,206,"DrivingDistance",2010
118,118,"Webb Simpson",98,285.4,55944,196,"DrivingDistance",2010
119,119,"Chad Campbell",95,285.2,53621,188,"DrivingDistance",2010
120,120,"Jay Williamson",76,285.1,38772,136,"DrivingDistance",2010
121,121,"Aron Price",70,284.6,36433,128,"DrivingDistance",2010
122,122,"Vaughn Taylor",87,284.4,49484,174,"DrivingDistance",2010
123,123,"Vance Veazey",58,284.3,29568,104,"DrivingDistance",2010
124,124,"Billy Mayfair",78,284,39753,140,"DrivingDistance",2010
125,125,"Bob Estes",79,283.9,44858,158,"DrivingDistance",2010
126,126,"Rod Pampling",77,283.5,43656,154,"DrivingDistance",2010
127,127,"Michael Sim",64,283.3,35698,126,"DrivingDistance",2010
128,128,"Cliff Kresge",50,283.2,26053,92,"DrivingDistance",2010
128,128,"Shaun Micheel",70,283.2,35118,124,"DrivingDistance",2010
128,128,"Brett Quigley",96,283.2,53808,190,"DrivingDistance",2010
131,131,"KJ Choi",82,283.1,44169,156,"DrivingDistance",2010
131,131,"Freddie Jacobson",83,283.1,46987,166,"DrivingDistance",2010
133,133,"DA Points",90,283,50947,180,"DrivingDistance",2010
134,134,"Steve Stricker",73,282.9,40735,144,"DrivingDistance",2010
135,135,"Johnson Wagner",85,282.4,45743,162,"DrivingDistance",2010
136,136,"Ben Crane",85,282.3,46304,164,"DrivingDistance",2010
137,137,"Carl Pettersson",99,282.1,51340,182,"DrivingDistance",2010
138,138,"Stephen Ames",75,282,41737,148,"DrivingDistance",2010
138,138,"Briny Baird",87,282,46805,166,"DrivingDistance",2010
140,140,"Jason Dufner",87,281.9,49051,174,"DrivingDistance",2010
141,141,"Justin Bolli",55,281.8,27618,98,"DrivingDistance",2010
142,142,"Dean Wilson",54,281.6,27032,96,"DrivingDistance",2010
143,143,"Michael Bradley",77,281.5,41099,146,"DrivingDistance",2010
144,144,"Michael Connell",89,281.3,45569,162,"DrivingDistance",2010
144,144,"David Toms",86,281.3,47819,170,"DrivingDistance",2010
146,146,"Charlie Wi",95,281.2,53425,190,"DrivingDistance",2010
147,147,"Woody Austin",93,281.1,50039,178,"DrivingDistance",2010
148,148,"Mark Calcavecchia",50,281,23606,84,"DrivingDistance",2010
148,148,"JP Hayes",79,281,42150,150,"DrivingDistance",2010
150,150,"Spencer Levin",110,280.6,57242,204,"DrivingDistance",2010
150,150,"Mark Wilson",87,280.6,46583,166,"DrivingDistance",2010
152,152,"John Mallinger",78,280.4,42627,152,"DrivingDistance",2010
153,153,"Garrett Willis",82,280.2,43714,156,"DrivingDistance",2010
154,154,"Tom Pernice Jr",74,280,36954,132,"DrivingDistance",2010
155,155,"Jason Bohn",84,279.8,47008,168,"DrivingDistance",2010
156,156,"Zach Johnson",93,279.7,50904,182,"DrivingDistance",2010
157,157,"Nathan Green",86,279.5,48073,172,"DrivingDistance",2010
157,157,"Skip Kendall",58,279.5,27950,100,"DrivingDistance",2010
159,159,"Jeff Maggert",76,279.1,37963,136,"DrivingDistance",2010
160,160,"Chris DiMarco",88,279,46870,168,"DrivingDistance",2010
160,160,"Jerry Kelly",99,279,53001,190,"DrivingDistance",2010
160,160,"Jerod Turner",54,279,25666,92,"DrivingDistance",2010
163,163,"Brian Davis",101,278.9,56341,202,"DrivingDistance",2010
163,163,"Heath Slocum",97,278.9,51877,186,"DrivingDistance",2010
165,165,"Ryuji Imada",90,278.7,50173,180,"DrivingDistance",2010
165,165,"Tim Petrovic",105,278.7,58536,210,"DrivingDistance",2010
167,167,"Kevin Na",94,278.6,51816,186,"DrivingDistance",2010
167,167,"Scott Verplank",74,278.6,40669,146,"DrivingDistance",2010
169,169,"Chris Riley",73,278.3,37293,134,"DrivingDistance",2010
170,170,"Rocco Mediate",71,278.1,38372,138,"DrivingDistance",2010
171,171,"Bryce Molder",84,278,44482,160,"DrivingDistance",2010
172,172,"Justin Leonard",89,277.8,48892,176,"DrivingDistance",2010
173,173,"Alex Cejka",81,277.4,43834,158,"DrivingDistance",2010
173,173,"Steve Flesch",78,277.4,41051,148,"DrivingDistance",2010
175,175,"Richard Johnson",90,277.3,45474,164,"DrivingDistance",2010
176,176,"Brandt Snedeker",89,277.1,49315,178,"DrivingDistance",2010
177,177,"Luke Donald",71,277,37676,136,"DrivingDistance",2010
178,178,"Kevin Johnson",62,276.5,30971,112,"DrivingDistance",2010
179,179,"Jim Furyk",76,276,40853,148,"DrivingDistance",2010
180,180,"Chad Collins",87,275.8,43575,158,"DrivingDistance",2010
181,181,"Brent Delahoussaye",57,275.6,28107,102,"DrivingDistance",2010
182,182,"Greg Chalmers",93,275.5,51242,186,"DrivingDistance",2010
182,182,"Ben Curtis",78,275.5,42985,156,"DrivingDistance",2010
184,184,"Mike Weir",59,273.9,31230,114,"DrivingDistance",2010
185,185,"Paul Goydos",78,273.6,42682,156,"DrivingDistance",2010
186,186,"Jeff Quinney",91,273.3,47553,174,"DrivingDistance",2010
187,187,"Greg Kraft",52,273.2,25130,92,"DrivingDistance",2010
188,188,"Tim Clark",88,272.2,46282,170,"DrivingDistance",2010
189,189,"Omar Uresti",74,272,36987,136,"DrivingDistance",2010
190,190,"Brad Faxon",58,271.4,29306,108,"DrivingDistance",2010
191,191,"Craig Bowden",56,270,27545,102,"DrivingDistance",2010
192,192,"Brian Gay",101,266.4,52220,196,"DrivingDistance",2010
