"FinalRoundScoringAverage_RANKTHISWEEK_2006","FinalRoundScoringAverage_RANKLASTWEEK_2006","FinalRoundScoringAverage_PLAYERNAME_2006","FinalRoundScoringAverage__2006","FinalRoundScoringAverage_AVG_2006","FinalRoundScoringAverage_TOTALSTROKES_2006","FinalRoundScoringAverage_TOTALROUNDS_2006","stat_name","year"
23,NA,"Vaughn Taylor",NA,70.39,1267,18,"FinalRoundScoringAverage",2006
24,NA,"Joe Ogilvie",NA,70.41,1197,17,"FinalRoundScoringAverage",2006
25,NA,"Jeff Gove",NA,70.47,1057,15,"FinalRoundScoringAverage",2006
25,NA,"Dudley Hart",NA,70.47,1057,15,"FinalRoundScoringAverage",2006
25,NA,"Trevor Immelman",NA,70.47,1339,19,"FinalRoundScoringAverage",2006
28,NA,"Hunter Mahan",NA,70.48,1480,21,"FinalRoundScoringAverage",2006
29,NA,"Greg Chalmers",NA,70.5,423,6,"FinalRoundScoringAverage",2006
29,NA,"Brian Davis",NA,70.5,1269,18,"FinalRoundScoringAverage",2006
29,NA,"Stephen Leaney",NA,70.5,987,14,"FinalRoundScoringAverage",2006
32,NA,"Fred Funk",NA,70.58,1694,24,"FinalRoundScoringAverage",2006
33,NA,"Briny Baird",NA,70.6,1059,15,"FinalRoundScoringAverage",2006
34,NA,"Jose Maria Olazabal",NA,70.62,918,13,"FinalRoundScoringAverage",2006
35,NA,"Tjaart van der Walt",NA,70.63,565,8,"FinalRoundScoringAverage",2006
36,NA,"Bubba Watson",NA,70.64,989,14,"FinalRoundScoringAverage",2006
37,NA,"Stephen Ames",NA,70.67,848,12,"FinalRoundScoringAverage",2006
37,NA,"Michael Connell",NA,70.67,212,3,"FinalRoundScoringAverage",2006
37,NA,"Mathew Goggin",NA,70.67,636,9,"FinalRoundScoringAverage",2006
37,NA,"David Toms",NA,70.67,1060,15,"FinalRoundScoringAverage",2006
41,NA,"Vijay Singh",NA,70.71,1697,24,"FinalRoundScoringAverage",2006
42,NA,"Stuart Appleby",NA,70.72,1273,18,"FinalRoundScoringAverage",2006
43,NA,"Jeff Brehaut",NA,70.73,1061,15,"FinalRoundScoringAverage",2006
44,NA,"KJ Choi",NA,70.76,1486,21,"FinalRoundScoringAverage",2006
45,NA,"JJ Henry",NA,70.78,1274,18,"FinalRoundScoringAverage",2006
46,NA,"Kenny Perry",NA,70.8,1062,15,"FinalRoundScoringAverage",2006
47,NA,"Lucas Glover",NA,70.81,1487,21,"FinalRoundScoringAverage",2006
48,NA,"Heath Slocum",NA,70.82,1204,17,"FinalRoundScoringAverage",2006
49,NA,"Ian Poulter",NA,70.83,850,12,"FinalRoundScoringAverage",2006
49,NA,"John Rollins",NA,70.83,1275,18,"FinalRoundScoringAverage",2006
51,NA,"Carl Pettersson",NA,70.84,1346,19,"FinalRoundScoringAverage",2006
52,NA,"Tommy Armour III",NA,70.89,638,9,"FinalRoundScoringAverage",2006
52,NA,"Bill Haas",NA,70.89,1276,18,"FinalRoundScoringAverage",2006
54,NA,"Retief Goosen",NA,70.93,993,14,"FinalRoundScoringAverage",2006
55,NA,"Shaun Micheel",NA,70.94,1277,18,"FinalRoundScoringAverage",2006
55,NA,"Patrick Sheehan",NA,70.94,1135,16,"FinalRoundScoringAverage",2006
57,NA,"Jason Bohn",NA,71,1633,23,"FinalRoundScoringAverage",2006
57,NA,"Padraig Harrington",NA,71,781,11,"FinalRoundScoringAverage",2006
57,NA,"Daisuke Maruyama",NA,71,1065,15,"FinalRoundScoringAverage",2006
60,NA,"John Senden",NA,71.05,1350,19,"FinalRoundScoringAverage",2006
61,NA,"Jerry Kelly",NA,71.06,1279,18,"FinalRoundScoringAverage",2006
61,NA,"Duffy Waldorf",NA,71.06,1279,18,"FinalRoundScoringAverage",2006
63,NA,"Ron Whittaker",NA,71.08,924,13,"FinalRoundScoringAverage",2006
64,NA,"David Branshaw",NA,71.1,1422,20,"FinalRoundScoringAverage",2006
64,NA,"Jeff Sluman",NA,71.1,1493,21,"FinalRoundScoringAverage",2006
66,NA,"Brian Bateman",NA,71.11,640,9,"FinalRoundScoringAverage",2006
66,NA,"Brent Geiberger",NA,71.11,1351,19,"FinalRoundScoringAverage",2006
66,NA,"Arron Oberholser",NA,71.11,1280,18,"FinalRoundScoringAverage",2006
66,NA,"Charles Warren",NA,71.11,1351,19,"FinalRoundScoringAverage",2006
70,NA,"Richard Johnson",NA,71.12,1209,17,"FinalRoundScoringAverage",2006
71,NA,"Aaron Baddeley",NA,71.14,996,14,"FinalRoundScoringAverage",2006
71,NA,"Skip Kendall",NA,71.14,996,14,"FinalRoundScoringAverage",2006
73,NA,"Ted Purdy",NA,71.18,1210,17,"FinalRoundScoringAverage",2006
74,NA,"Steve Elkington",NA,71.22,641,9,"FinalRoundScoringAverage",2006
75,NA,"DJ Trahan",NA,71.23,926,13,"FinalRoundScoringAverage",2006
76,NA,"Joey Sindelar",NA,71.27,1069,15,"FinalRoundScoringAverage",2006
77,NA,"Steve Lowery",NA,71.32,1355,19,"FinalRoundScoringAverage",2006
77,NA,"Dean Wilson",NA,71.32,1569,22,"FinalRoundScoringAverage",2006
79,NA,"Tim Petrovic",NA,71.33,1070,15,"FinalRoundScoringAverage",2006
79,NA,"Mike Sposa",NA,71.33,642,9,"FinalRoundScoringAverage",2006
81,NA,"Paul Goydos",NA,71.36,785,11,"FinalRoundScoringAverage",2006
82,NA,"Jeff Overton",NA,71.37,1356,19,"FinalRoundScoringAverage",2006
83,NA,"Alex Cejka",NA,71.38,1142,16,"FinalRoundScoringAverage",2006
83,NA,"Davis Love III",NA,71.38,1142,16,"FinalRoundScoringAverage",2006
85,NA,"Bubba Dickerson",NA,71.39,1285,18,"FinalRoundScoringAverage",2006
86,NA,"Chris Couch",NA,71.4,714,10,"FinalRoundScoringAverage",2006
86,NA,"Justin Leonard",NA,71.4,1071,15,"FinalRoundScoringAverage",2006
88,NA,"Corey Pavin",NA,71.42,857,12,"FinalRoundScoringAverage",2006
88,NA,"Scott Verplank",NA,71.42,1357,19,"FinalRoundScoringAverage",2006
88,NA,"Nick Watney",NA,71.42,1357,19,"FinalRoundScoringAverage",2006
91,NA,"JL Lewis",NA,71.45,786,11,"FinalRoundScoringAverage",2006
92,NA,"Robert Allenby",NA,71.47,1215,17,"FinalRoundScoringAverage",2006
92,NA,"Henrik Bjornstad",NA,71.47,1215,17,"FinalRoundScoringAverage",2006
92,NA,"Chad Campbell",NA,71.47,1358,19,"FinalRoundScoringAverage",2006
92,NA,"Phil Mickelson",NA,71.47,1215,17,"FinalRoundScoringAverage",2006
92,NA,"Rod Pampling",NA,71.47,1358,19,"FinalRoundScoringAverage",2006
97,NA,"Charley Hoffman",NA,71.48,1501,21,"FinalRoundScoringAverage",2006
98,NA,"JP Hayes",NA,71.5,572,8,"FinalRoundScoringAverage",2006
99,NA,"Harrison Frazar",NA,71.53,1216,17,"FinalRoundScoringAverage",2006
99,NA,"Will Ma Kenzie",NA,71.53,1073,15,"FinalRoundScoringAverage",2006
101,NA,"Camilo Villegas",NA,71.56,1288,18,"FinalRoundScoringAverage",2006
102,NA,"Scott Gutschewski",NA,71.57,501,7,"FinalRoundScoringAverage",2006
103,NA,"Joe Durant",NA,71.59,1575,22,"FinalRoundScoringAverage",2006
104,NA,"Bernhard Langer",NA,71.62,931,13,"FinalRoundScoringAverage",2006
105,NA,"Ben Curtis",NA,71.65,1218,17,"FinalRoundScoringAverage",2006
106,NA,"Arjun Atwal",NA,71.67,1075,15,"FinalRoundScoringAverage",2006
106,NA,"Chris DiMarco",NA,71.67,1075,15,"FinalRoundScoringAverage",2006
106,NA,"Matt Hansen",NA,71.67,645,9,"FinalRoundScoringAverage",2006
106,NA,"Len Mattiace",NA,71.67,430,6,"FinalRoundScoringAverage",2006
110,NA,"Brad Faxon",NA,71.69,932,13,"FinalRoundScoringAverage",2006
110,NA,"Carlos Franco",NA,71.69,932,13,"FinalRoundScoringAverage",2006
112,NA,"Ryan Palmer",NA,71.7,1434,20,"FinalRoundScoringAverage",2006
113,NA,"Michael Allen",NA,71.71,1219,17,"FinalRoundScoringAverage",2006
113,NA,"Bob Tway",NA,71.71,1004,14,"FinalRoundScoringAverage",2006
115,NA,"Zach Johnson",NA,71.74,1363,19,"FinalRoundScoringAverage",2006
116,NA,"Larry Mize",NA,71.75,574,8,"FinalRoundScoringAverage",2006
116,NA,"DA Points",NA,71.75,861,12,"FinalRoundScoringAverage",2006
118,NA,"Steve Flesch",NA,71.76,1794,25,"FinalRoundScoringAverage",2006
119,NA,"Bart Bryant",NA,71.78,1292,18,"FinalRoundScoringAverage",2006
119,NA,"Rory Sabbatini",NA,71.78,1292,18,"FinalRoundScoringAverage",2006
121,NA,"Marco Dawson",NA,71.81,1149,16,"FinalRoundScoringAverage",2006
121,NA,"Geoff Ogilvy",NA,71.81,1149,16,"FinalRoundScoringAverage",2006
123,NA,"John Cook",NA,71.82,790,11,"FinalRoundScoringAverage",2006
123,NA,"Lee Janzen",NA,71.82,790,11,"FinalRoundScoringAverage",2006
125,NA,"Troy Matteson",NA,71.83,1293,18,"FinalRoundScoringAverage",2006
126,NA,"Billy Andrade",NA,71.86,1006,14,"FinalRoundScoringAverage",2006
127,NA,"Mathias Gronberg",NA,71.87,1078,15,"FinalRoundScoringAverage",2006
128,NA,"Jerry Smith",NA,71.88,1222,17,"FinalRoundScoringAverage",2006
129,NA,"Charles Howell III",NA,71.89,1366,19,"FinalRoundScoringAverage",2006
130,NA,"Justin Rose",NA,71.9,1438,20,"FinalRoundScoringAverage",2006
131,NA,"Nathan Green",NA,71.91,1654,23,"FinalRoundScoringAverage",2006
132,NA,"Kris Cox",NA,71.92,863,12,"FinalRoundScoringAverage",2006
132,NA,"John Huston",NA,71.92,863,12,"FinalRoundScoringAverage",2006
132,NA,"Ryan Moore",NA,71.92,863,12,"FinalRoundScoringAverage",2006
135,NA,"Ben Crane",NA,71.94,1223,17,"FinalRoundScoringAverage",2006
135,NA,"Bob Estes",NA,71.94,1223,17,"FinalRoundScoringAverage",2006
135,NA,"Jonathan Kaye",NA,71.94,1151,16,"FinalRoundScoringAverage",2006
138,NA,"Tim Clark",NA,72,1296,18,"FinalRoundScoringAverage",2006
138,NA,"Jason Gore",NA,72,1008,14,"FinalRoundScoringAverage",2006
138,NA,"Tom Lehman",NA,72,864,12,"FinalRoundScoringAverage",2006
138,NA,"Kevin Sutherland",NA,72,1368,19,"FinalRoundScoringAverage",2006
142,NA,"Ernie Els",NA,72.06,1153,16,"FinalRoundScoringAverage",2006
142,NA,"Brandt Jobe",NA,72.06,1225,17,"FinalRoundScoringAverage",2006
144,NA,"Greg Owen",NA,72.07,1081,15,"FinalRoundScoringAverage",2006
145,NA,"Woody Austin",NA,72.09,1586,22,"FinalRoundScoringAverage",2006
145,NA,"David Duval",NA,72.09,793,11,"FinalRoundScoringAverage",2006
147,NA,"Danny Ellis",NA,72.1,721,10,"FinalRoundScoringAverage",2006
147,NA,"Freddie Jacobson",NA,72.1,721,10,"FinalRoundScoringAverage",2006
149,NA,"Robert Garrigus",NA,72.13,1082,15,"FinalRoundScoringAverage",2006
150,NA,"Todd Fischer",NA,72.19,1155,16,"FinalRoundScoringAverage",2006
151,NA,"JB Holmes",NA,72.2,1083,15,"FinalRoundScoringAverage",2006
152,NA,"Robert Damron",NA,72.23,939,13,"FinalRoundScoringAverage",2006
153,NA,"Robert Gamez",NA,72.25,1156,16,"FinalRoundScoringAverage",2006
154,NA,"Sean OHair",NA,72.26,1373,19,"FinalRoundScoringAverage",2006
155,NA,"Craig Barlow",NA,72.27,1084,15,"FinalRoundScoringAverage",2006
155,NA,"Chris Riley",NA,72.27,1084,15,"FinalRoundScoringAverage",2006
157,NA,"Daniel Chopra",NA,72.29,1518,21,"FinalRoundScoringAverage",2006
158,NA,"Paul Stankowski",NA,72.31,940,13,"FinalRoundScoringAverage",2006
159,NA,"Greg Kraft",NA,72.33,868,12,"FinalRoundScoringAverage",2006
159,NA,"David McKenzie",NA,72.33,868,12,"FinalRoundScoringAverage",2006
159,NA,"Roger Tambellini",NA,72.33,434,6,"FinalRoundScoringAverage",2006
162,NA,"Todd Hamilton",NA,72.38,579,8,"FinalRoundScoringAverage",2006
163,NA,"Vance Veazey",NA,72.4,724,10,"FinalRoundScoringAverage",2006
164,NA,"John Engler Jr",NA,72.43,507,7,"FinalRoundScoringAverage",2006
164,NA,"Bo Van Pelt",NA,72.43,1666,23,"FinalRoundScoringAverage",2006
166,NA,"Doug Barron",NA,72.5,725,10,"FinalRoundScoringAverage",2006
166,NA,"Jason Schultz",NA,72.5,725,10,"FinalRoundScoringAverage",2006
166,NA,"Chris Smith",NA,72.5,870,12,"FinalRoundScoringAverage",2006
169,NA,"Mike Weir",NA,72.53,1378,19,"FinalRoundScoringAverage",2006
170,NA,"Thomas Levet",NA,72.56,653,9,"FinalRoundScoringAverage",2006
171,NA,"David Howell",NA,72.6,726,10,"FinalRoundScoringAverage",2006
171,NA,"Mark Wilson",NA,72.6,1089,15,"FinalRoundScoringAverage",2006
173,NA,"Olin Browne",NA,72.68,1599,22,"FinalRoundScoringAverage",2006
174,NA,"Jeff Maggert",NA,72.71,1018,14,"FinalRoundScoringAverage",2006
174,NA,"Nicholas Thompson",NA,72.71,1018,14,"FinalRoundScoringAverage",2006
176,NA,"Rich Beem",NA,72.73,1091,15,"FinalRoundScoringAverage",2006
177,NA,"Tag Ridings",NA,72.76,1237,17,"FinalRoundScoringAverage",2006
178,NA,"Tim Herron",NA,72.86,1020,14,"FinalRoundScoringAverage",2006
178,NA,"Mark OMeara",NA,72.86,510,7,"FinalRoundScoringAverage",2006
180,NA,"Fred Couples",NA,72.89,656,9,"FinalRoundScoringAverage",2006
181,NA,"Sergio Garcia",NA,72.92,875,12,"FinalRoundScoringAverage",2006
182,NA,"Steve Jones",NA,72.93,1021,14,"FinalRoundScoringAverage",2006
183,NA,"Shane Bertsch",NA,73,1387,19,"FinalRoundScoringAverage",2006
183,NA,"Jon Mills",NA,73,438,6,"FinalRoundScoringAverage",2006
185,NA,"Alex Aragon",NA,73.17,439,6,"FinalRoundScoringAverage",2006
186,NA,"Mark Brooks",NA,73.22,659,9,"FinalRoundScoringAverage",2006
186,NA,"Ian Leggatt",NA,73.22,659,9,"FinalRoundScoringAverage",2006
186,NA,"Pat Perez",NA,73.22,659,9,"FinalRoundScoringAverage",2006
189,NA,"Ryan Hietala",NA,73.29,513,7,"FinalRoundScoringAverage",2006
190,NA,"Kirk Triplett",NA,73.3,733,10,"FinalRoundScoringAverage",2006
191,NA,"Peter Lonard",NA,73.35,1247,17,"FinalRoundScoringAverage",2006
192,NA,"Mark Calcavecchia",NA,73.67,1547,21,"FinalRoundScoringAverage",2006
193,NA,"James Driscoll",NA,73.82,812,11,"FinalRoundScoringAverage",2006
194,NA,"Wes Short Jr",NA,74.14,1038,14,"FinalRoundScoringAverage",2006
195,NA,"John Daly",NA,74.57,522,7,"FinalRoundScoringAverage",2006
196,NA,"Hidemichi Tanaka",NA,74.71,523,7,"FinalRoundScoringAverage",2006
