"OnePuttPercentage_RANKTHISWEEK_2009","OnePuttPercentage_RANKLASTWEEK_2009","OnePuttPercentage_PLAYERNAME_2009","OnePuttPercentage_ROUNDS_2009","OnePuttPercentage_Pct_2009","OnePuttPercentage_OF1PUTTS_2009","OnePuttPercentage_OFHOLES_2009","stat_name","year"
29,29,"Jeff Quinney",78,40.53,569,1404,"OnePuttPercentage",2009
30,30,"Scott McCarron",91,40.48,663,1638,"OnePuttPercentage",2009
31,31,"Tim Petrovic",97,40.44,706,1746,"OnePuttPercentage",2009
32,32,"Phil Mickelson",66,40.3,457,1134,"OnePuttPercentage",2009
33,33,"George McNeill",82,40.24,594,1476,"OnePuttPercentage",2009
34,34,"Freddie Jacobson",83,40.16,600,1494,"OnePuttPercentage",2009
34,34,"Jeff Overton",92,40.16,665,1656,"OnePuttPercentage",2009
36,36,"Woody Austin",84,40.15,607,1512,"OnePuttPercentage",2009
36,36,"Charley Hoffman",97,40.15,701,1746,"OnePuttPercentage",2009
38,38,"Steve Lowery",83,40.09,599,1494,"OnePuttPercentage",2009
39,39,"Brian Davis",103,40.08,743,1854,"OnePuttPercentage",2009
40,40,"Zach Johnson",94,40.04,663,1656,"OnePuttPercentage",2009
41,41,"Lucas Glover",93,40.02,670,1674,"OnePuttPercentage",2009
42,42,"Justin Leonard",95,39.93,654,1638,"OnePuttPercentage",2009
42,42,"Kenny Perry",92,39.93,654,1638,"OnePuttPercentage",2009
44,44,"Hunter Mahan",94,39.86,660,1656,"OnePuttPercentage",2009
45,45,"Justin Rose",71,39.84,502,1260,"OnePuttPercentage",2009
46,46,"Angel Cabrera",55,39.81,387,972,"OnePuttPercentage",2009
47,47,"Nathan Green",104,39.74,744,1872,"OnePuttPercentage",2009
48,48,"Brandt Snedeker",81,39.64,578,1458,"OnePuttPercentage",2009
49,49,"Mark Calcavecchia",72,39.51,512,1296,"OnePuttPercentage",2009
50,50,"Tim Herron",87,39.46,618,1566,"OnePuttPercentage",2009
51,51,"Bob Heintz",59,39.36,418,1062,"OnePuttPercentage",2009
52,52,"Ryan Palmer",78,39.32,552,1404,"OnePuttPercentage",2009
53,53,"Rod Pampling",72,39.28,502,1278,"OnePuttPercentage",2009
54,54,"Michael Letzig",96,39.18,677,1728,"OnePuttPercentage",2009
55,55,"Harrison Frazar",93,39.07,654,1674,"OnePuttPercentage",2009
56,56,"Carl Pettersson",86,38.95,603,1548,"OnePuttPercentage",2009
57,57,"Ben Curtis",63,38.89,434,1116,"OnePuttPercentage",2009
57,57,"Bubba Watson",73,38.89,511,1314,"OnePuttPercentage",2009
59,59,"Kirk Triplett",60,38.8,419,1080,"OnePuttPercentage",2009
60,60,"Ryan Moore",89,38.76,621,1602,"OnePuttPercentage",2009
60,60,"Nick Watney",86,38.76,600,1548,"OnePuttPercentage",2009
62,62,"Steve Flesch",77,38.74,537,1386,"OnePuttPercentage",2009
63,63,"Eric Axley",71,38.73,495,1278,"OnePuttPercentage",2009
64,64,"Mark Wilson",99,38.72,690,1782,"OnePuttPercentage",2009
65,65,"David Duval",56,38.69,390,1008,"OnePuttPercentage",2009
65,65,"Dustin Johnson",85,38.69,585,1512,"OnePuttPercentage",2009
65,65,"Andres Romero",58,38.69,397,1026,"OnePuttPercentage",2009
68,68,"Ken Duke",87,38.57,604,1566,"OnePuttPercentage",2009
69,69,"Dean Wilson",81,38.55,562,1458,"OnePuttPercentage",2009
70,70,"Kevin Sutherland",96,38.48,658,1710,"OnePuttPercentage",2009
71,71,"Ernie Els",70,38.47,457,1188,"OnePuttPercentage",2009
72,72,"Brad Adamonis",70,38.41,484,1260,"OnePuttPercentage",2009
73,73,"Sean OHair",80,38.38,525,1368,"OnePuttPercentage",2009
74,74,"Chris DiMarco",97,38.37,670,1746,"OnePuttPercentage",2009
74,74,"Richard Johnson",85,38.37,587,1530,"OnePuttPercentage",2009
76,76,"Jeff Klauk",97,38.32,669,1746,"OnePuttPercentage",2009
77,77,"Bo Van Pelt",100,38.28,689,1800,"OnePuttPercentage",2009
78,78,"Jerry Kelly",90,38.27,620,1620,"OnePuttPercentage",2009
79,79,"Vaughn Taylor",88,38.26,606,1584,"OnePuttPercentage",2009
80,80,"James Nitties",86,38.24,592,1548,"OnePuttPercentage",2009
81,81,"JB Holmes",74,38.21,509,1332,"OnePuttPercentage",2009
81,81,"John Mallinger",90,38.21,619,1620,"OnePuttPercentage",2009
83,83,"Jason Dufner",90,38.15,618,1620,"OnePuttPercentage",2009
84,84,"David Mathis",82,38.14,563,1476,"OnePuttPercentage",2009
85,85,"Rory Sabbatini",81,38.13,549,1440,"OnePuttPercentage",2009
86,86,"Stewart Cink",79,38.05,500,1314,"OnePuttPercentage",2009
87,87,"John Rollins",92,38.04,630,1656,"OnePuttPercentage",2009
88,88,"Chris Riley",77,38.02,527,1386,"OnePuttPercentage",2009
89,89,"Paul Goydos",79,37.97,540,1422,"OnePuttPercentage",2009
90,90,"Fred Couples",54,37.86,368,972,"OnePuttPercentage",2009
91,91,"Cliff Kresge",78,37.75,530,1404,"OnePuttPercentage",2009
92,92,"Matt Weibring",65,37.69,441,1170,"OnePuttPercentage",2009
93,93,"Camilo Villegas",76,37.67,495,1314,"OnePuttPercentage",2009
94,94,"Bill Haas",91,37.61,616,1638,"OnePuttPercentage",2009
94,94,"Jimmy Walker",74,37.61,501,1332,"OnePuttPercentage",2009
96,96,"Sergio Garcia",59,37.55,392,1044,"OnePuttPercentage",2009
96,96,"Bill Lunde",83,37.55,561,1494,"OnePuttPercentage",2009
98,98,"Lee Janzen",74,37.54,500,1332,"OnePuttPercentage",2009
99,99,"Nick OHern",90,37.53,608,1620,"OnePuttPercentage",2009
100,100,"Scott Verplank",88,37.5,594,1584,"OnePuttPercentage",2009
101,101,"Greg Chalmers",85,37.45,573,1530,"OnePuttPercentage",2009
102,102,"Jason Day",61,37.43,411,1098,"OnePuttPercentage",2009
103,103,"Johnson Wagner",81,37.38,545,1458,"OnePuttPercentage",2009
104,104,"David Toms",98,37.24,657,1764,"OnePuttPercentage",2009
105,105,"YE Yang",83,37.22,556,1494,"OnePuttPercentage",2009
106,106,"Todd Hamilton",83,37.08,554,1494,"OnePuttPercentage",2009
107,107,"Leif Olson",51,37.04,340,918,"OnePuttPercentage",2009
108,108,"Davis Love III",89,36.97,579,1566,"OnePuttPercentage",2009
109,109,"Nicholas Thompson",96,36.92,638,1728,"OnePuttPercentage",2009
110,110,"Brian Bateman",55,36.77,364,990,"OnePuttPercentage",2009
111,111,"Marc Leishman",91,36.75,602,1638,"OnePuttPercentage",2009
112,112,"Stuart Appleby",79,36.68,515,1404,"OnePuttPercentage",2009
113,113,"Mathew Goggin",76,36.64,488,1332,"OnePuttPercentage",2009
114,114,"Derek Fathauer",63,36.6,415,1134,"OnePuttPercentage",2009
115,115,"Martin Laird",72,36.57,474,1296,"OnePuttPercentage",2009
116,116,"Jason Bohn",88,36.55,579,1584,"OnePuttPercentage",2009
117,117,"Steve Marino",98,36.51,644,1764,"OnePuttPercentage",2009
118,118,"DA Points",99,36.42,649,1782,"OnePuttPercentage",2009
119,119,"Kevin Streelman",97,36.31,634,1746,"OnePuttPercentage",2009
120,120,"Chad Campbell",90,36.3,588,1620,"OnePuttPercentage",2009
121,121,"Jeff Maggert",79,36.29,516,1422,"OnePuttPercentage",2009
122,122,"KJ Choi",65,36.2,417,1152,"OnePuttPercentage",2009
123,123,"Michael Allen",73,36.15,475,1314,"OnePuttPercentage",2009
123,123,"Vijay Singh",71,36.15,449,1242,"OnePuttPercentage",2009
125,125,"Alex Cejka",82,36.11,533,1476,"OnePuttPercentage",2009
126,126,"Brendon de Jonge",90,36.05,584,1620,"OnePuttPercentage",2009
127,127,"Cameron Beckman",87,36.02,564,1566,"OnePuttPercentage",2009
128,128,"Spencer Levin",75,36,486,1350,"OnePuttPercentage",2009
129,129,"Bryce Molder",69,35.99,447,1242,"OnePuttPercentage",2009
130,130,"Steve Elkington",70,35.95,453,1260,"OnePuttPercentage",2009
130,130,"Scott Piercy",85,35.95,550,1530,"OnePuttPercentage",2009
132,132,"Marc Turnesa",77,35.86,497,1386,"OnePuttPercentage",2009
133,133,"Brian Vranesh",51,35.84,329,918,"OnePuttPercentage",2009
134,134,"Tommy Armour III",58,35.82,374,1044,"OnePuttPercentage",2009
135,135,"Brett Quigley",92,35.81,593,1656,"OnePuttPercentage",2009
136,136,"DJ Trahan",96,35.76,618,1728,"OnePuttPercentage",2009
137,137,"Heath Slocum",95,35.67,610,1710,"OnePuttPercentage",2009
138,138,"Jonathan Byrd",89,35.64,571,1602,"OnePuttPercentage",2009
139,139,"John Senden",100,35.61,641,1800,"OnePuttPercentage",2009
140,140,"Ted Purdy",101,35.53,646,1818,"OnePuttPercentage",2009
141,141,"Chez Reavie",81,35.46,517,1458,"OnePuttPercentage",2009
142,142,"Bart Bryant",58,35.34,369,1044,"OnePuttPercentage",2009
143,143,"Chris Stroud",88,35.29,559,1584,"OnePuttPercentage",2009
144,144,"Robert Garrigus",83,35.27,527,1494,"OnePuttPercentage",2009
145,145,"Robert Allenby",71,35.16,443,1260,"OnePuttPercentage",2009
146,146,"Will Ma Kenzie",69,35.1,436,1242,"OnePuttPercentage",2009
147,147,"Corey Pavin",73,35.08,461,1314,"OnePuttPercentage",2009
148,148,"Adam Scott",53,35.04,328,936,"OnePuttPercentage",2009
149,149,"Peter Lonard",86,35.01,542,1548,"OnePuttPercentage",2009
150,150,"Boo Weekley",79,34.99,485,1386,"OnePuttPercentage",2009
151,151,"Troy Matteson",95,34.97,598,1710,"OnePuttPercentage",2009
152,152,"Billy Mayfair",83,34.87,521,1494,"OnePuttPercentage",2009
153,153,"Brendon Todd",53,34.8,332,954,"OnePuttPercentage",2009
154,154,"Kris Blanks",60,34.72,375,1080,"OnePuttPercentage",2009
154,154,"Darron Stiles",52,34.72,325,936,"OnePuttPercentage",2009
156,156,"Jason Gore",74,34.61,461,1332,"OnePuttPercentage",2009
157,157,"Rocco Mediate",79,34.46,490,1422,"OnePuttPercentage",2009
158,158,"Charles Howell III",99,34.34,612,1782,"OnePuttPercentage",2009
159,159,"Aron Price",89,34.33,550,1602,"OnePuttPercentage",2009
160,160,"Greg Kraft",51,34.2,314,918,"OnePuttPercentage",2009
161,161,"Briny Baird",89,34.14,547,1602,"OnePuttPercentage",2009
162,162,"Matt Jones",56,34.03,343,1008,"OnePuttPercentage",2009
163,163,"Mark Brooks",55,33.94,336,990,"OnePuttPercentage",2009
163,163,"John Merrick",91,33.94,556,1638,"OnePuttPercentage",2009
165,165,"Peter Tomasulo",61,33.7,370,1098,"OnePuttPercentage",2009
166,166,"Colt Knost",71,33.65,430,1278,"OnePuttPercentage",2009
167,167,"Rich Beem",77,33.55,465,1386,"OnePuttPercentage",2009
168,168,"Kevin Stadler",65,33.42,391,1170,"OnePuttPercentage",2009
169,169,"Glen Day",79,33.4,475,1422,"OnePuttPercentage",2009
170,170,"Charles Warren",63,33.07,375,1134,"OnePuttPercentage",2009
171,171,"JJ Henry",97,33.05,577,1746,"OnePuttPercentage",2009
172,172,"Rick Price",54,32.51,316,972,"OnePuttPercentage",2009
173,173,"Greg Owen",97,32.36,565,1746,"OnePuttPercentage",2009
174,174,"Kent Jones",73,32.34,425,1314,"OnePuttPercentage",2009
175,175,"Casey Wittenberg",71,32.08,410,1278,"OnePuttPercentage",2009
176,176,"Scott Sterling",51,31.37,288,918,"OnePuttPercentage",2009
177,177,"Jarrod Lyle",65,31.28,366,1170,"OnePuttPercentage",2009
178,178,"Joe Durant",62,30.91,345,1116,"OnePuttPercentage",2009
179,179,"Patrick Sheehan",51,30.83,283,918,"OnePuttPercentage",2009
180,180,"Tag Ridings",50,30.67,276,900,"OnePuttPercentage",2009
181,181,"Gary Woodland",53,30.4,290,954,"OnePuttPercentage",2009
182,182,"Ricky Barnes",67,29.77,359,1206,"OnePuttPercentage",2009
183,183,"Jay Williamson",69,29.71,369,1242,"OnePuttPercentage",2009
184,184,"Tom Lehman",55,28.89,286,990,"OnePuttPercentage",2009
