"CarryDistance_RANKTHISWEEK_2010","CarryDistance_RANKLASTWEEK_2010","CarryDistance_PLAYERNAME_2010","CarryDistance_ROUNDS_2010","CarryDistance_AVG_2010","CarryDistance_TOTALDISTTOIMPACT_2010","CarryDistance_TOTALATTEMPTS_2010","CarryDistance_LONGESTCARRYDISTANCE_2010","CarryDistance_SHORTESTCARRYDISTANCE_2010","stat_name","year"
37,37,"Jonathan Byrd",85,278.1,17795.8,64,304.5,229,"CarryDistance",2010
37,37,"Steve Marino",81,278.1,17517.6,63,305.7,233.6,"CarryDistance",2010
39,39,"Adam Scott",70,277.9,14450.6,52,314.4,244,"CarryDistance",2010
40,40,"Jeff Overton",89,277.8,16390.8,59,312.1,238.2,"CarryDistance",2010
41,41,"Rickie Fowler",98,277.7,20550.2,74,304.5,227.4,"CarryDistance",2010
42,42,"Bill Haas",87,277.2,18570.1,67,314.1,233.6,"CarryDistance",2010
42,42,"Vijay Singh",75,277.2,15522.8,56,304.7,235.8,"CarryDistance",2010
44,44,"John Rollins",81,277.1,18286.7,66,307.3,238.7,"CarryDistance",2010
45,45,"Garth Mulroy",53,276.9,8861.3,32,299.9,243.7,"CarryDistance",2010
46,46,"Cameron Percy",73,276.7,12449.9,45,306,256.8,"CarryDistance",2010
47,47,"Matt Jones",89,276.3,17129.2,62,301.5,250.1,"CarryDistance",2010
48,48,"Rory Sabbatini",79,276.1,12422.4,45,309.1,235.7,"CarryDistance",2010
49,49,"Josh Teater",101,275.6,20944.8,76,304,248.8,"CarryDistance",2010
50,50,"Mathew Goggin",85,275.4,14323.2,52,316.3,240.5,"CarryDistance",2010
51,51,"James Driscoll",78,274.9,15944.8,58,303.5,241.1,"CarryDistance",2010
51,51,"Andrew McLardy",52,274.9,8246.5,30,292.1,250.1,"CarryDistance",2010
51,51,"Geoff Ogilvy",62,274.9,14294.6,52,307.4,246,"CarryDistance",2010
54,54,"Boo Weekley",88,274.7,18401.8,67,306.4,245.4,"CarryDistance",2010
55,55,"Brenden Pappas",66,274.4,10426.8,38,297.2,243,"CarryDistance",2010
56,56,"John Merrick",109,274.2,21663.5,79,303.8,229.5,"CarryDistance",2010
56,56,"Cameron Tringale",55,274.2,9322.8,34,295.9,243.6,"CarryDistance",2010
58,58,"Blake Adams",84,274,16989.8,62,304.5,251.8,"CarryDistance",2010
58,58,"Retief Goosen",75,274,12328.8,45,309.6,232.5,"CarryDistance",2010
60,60,"Kevin Stadler",86,273.9,15614,57,303.7,244.9,"CarryDistance",2010
60,60,"Chris Wilson",65,273.9,10956,40,313.1,249.1,"CarryDistance",2010
62,62,"Mark Calcavecchia",50,273.7,9579.2,35,312.6,248.5,"CarryDistance",2010
63,63,"John Senden",103,273.4,19957.4,73,299.3,222.3,"CarryDistance",2010
64,64,"Lucas Glover",75,273.3,13663.1,50,322.4,213,"CarryDistance",2010
65,65,"Greg Owen",69,273,15016.7,55,296.5,244.9,"CarryDistance",2010
66,66,"Camilo Villegas",78,272.9,12282.2,45,303.9,226.5,"CarryDistance",2010
67,67,"David Duval",71,272.5,9538.7,35,305.3,238.4,"CarryDistance",2010
68,68,"Charles Howell III",103,272.4,21245.7,78,297.4,238.4,"CarryDistance",2010
69,69,"Rich Barcelo",70,272.3,11438.4,42,291.7,251.9,"CarryDistance",2010
70,70,"Ryan Moore",80,272.1,16052.8,59,304.5,231.4,"CarryDistance",2010
71,71,"Stuart Appleby",101,271.9,22027.1,81,305.6,243.9,"CarryDistance",2010
71,71,"Kevin Sutherland",86,271.9,19035.3,70,293.4,233.3,"CarryDistance",2010
73,73,"Mathias Gronberg",61,271.7,10054.3,37,297.5,244.1,"CarryDistance",2010
74,74,"Tim Herron",79,271.6,15207.6,56,302.5,245.8,"CarryDistance",2010
74,74,"Will Ma Kenzie",72,271.6,15208.5,56,298.7,244.6,"CarryDistance",2010
76,76,"Roger Tambellini",77,271.5,13844.3,51,301.1,240.7,"CarryDistance",2010
77,77,"Brett Quigley",96,271.3,17907.8,66,300.8,236.6,"CarryDistance",2010
77,77,"Justin Rose",78,271.3,15736.8,58,300.8,226.5,"CarryDistance",2010
77,77,"Nicholas Thompson",88,271.3,17092,63,296.2,225.3,"CarryDistance",2010
80,80,"Matt Every",60,271.2,10846.4,40,299,250.8,"CarryDistance",2010
81,81,"Paul Stankowski",62,271.1,9217.9,34,294.1,249.4,"CarryDistance",2010
82,82,"Joe Ogilvie",99,271,20328.3,75,301.1,234.8,"CarryDistance",2010
83,83,"Ernie Els",72,270.8,13808.6,51,305.5,229.7,"CarryDistance",2010
83,83,"Sean OHair",84,270.8,15974.5,59,307,225,"CarryDistance",2010
85,85,"Troy Merritt",86,270.7,15158,56,301,248,"CarryDistance",2010
86,86,"JJ Henry",92,270.5,18392.5,68,310.2,244.6,"CarryDistance",2010
87,87,"Chris Tidland",77,270.4,15412.7,57,298.8,243.9,"CarryDistance",2010
88,88,"Kevin Streelman",90,270.2,18641.8,69,295.6,236.4,"CarryDistance",2010
89,89,"YE Yang",72,269.8,11063.4,41,332.8,209.2,"CarryDistance",2010
90,90,"Jarrod Lyle",54,269.7,10518,39,295.6,243,"CarryDistance",2010
91,91,"Kenny Perry",69,269.6,14827.3,55,291.2,238.3,"CarryDistance",2010
92,92,"Robert Allenby",76,269.5,14552,54,300.3,221.7,"CarryDistance",2010
92,92,"Roland Thatcher",72,269.5,15360.7,57,311.7,221.9,"CarryDistance",2010
94,94,"Brendon de Jonge",114,269.1,21798.8,81,296.7,236.9,"CarryDistance",2010
95,95,"Lee Janzen",77,269,15064.5,56,292.9,227.2,"CarryDistance",2010
96,96,"Pat Perez",90,268.9,18284.3,68,322.9,232,"CarryDistance",2010
97,97,"Kris Blanks",91,268.8,16937,63,299,239.3,"CarryDistance",2010
97,97,"Scott McCarron",90,268.8,18009.3,67,299.7,224.2,"CarryDistance",2010
99,99,"Michael Letzig",84,268.7,17466.2,65,302.2,222,"CarryDistance",2010
100,100,"Steve Lowery",67,268.2,11265.8,42,294.1,242.6,"CarryDistance",2010
100,100,"Steve Stricker",73,268.2,15286.8,57,311.3,228.5,"CarryDistance",2010
100,100,"Chris Stroud",90,268.2,15019.9,56,293.8,221.1,"CarryDistance",2010
103,103,"David Lutterus",69,268.1,9920.8,37,294.2,236.4,"CarryDistance",2010
104,104,"Henrik Bjornstad",72,267.7,11511,43,291.8,230.2,"CarryDistance",2010
104,104,"Hunter Mahan",85,267.7,19008.7,71,297.6,207,"CarryDistance",2010
106,106,"Bill Lunde",79,267.5,14444.4,54,295.4,223.2,"CarryDistance",2010
107,107,"Matt Bettencourt",91,267.2,12560.2,47,298,210.7,"CarryDistance",2010
108,108,"Billy Mayfair",78,266.5,13856.1,52,301,238.1,"CarryDistance",2010
108,108,"Vaughn Taylor",87,266.5,17854.4,67,291.4,217.8,"CarryDistance",2010
110,110,"Ricky Barnes",103,266.1,18357.9,69,304.2,230.9,"CarryDistance",2010
110,110,"James Nitties",92,266.1,13039,49,286.9,228.7,"CarryDistance",2010
112,112,"Jeff Gove",57,265.6,8498.4,32,296.3,229.9,"CarryDistance",2010
113,113,"Brian Stuard",81,265.4,16718.7,63,292.4,239.8,"CarryDistance",2010
114,114,"Mark Wilson",87,265.2,17769.4,67,294.2,224.4,"CarryDistance",2010
115,115,"Chad Campbell",95,265.1,15906.8,60,288.1,222.6,"CarryDistance",2010
116,116,"Ben Crane",85,264.9,17746.6,67,290.6,237.6,"CarryDistance",2010
117,117,"Ian Poulter",55,264.6,8995,34,285.6,238.5,"CarryDistance",2010
118,118,"Michael Sim",64,264.2,12155.5,46,295.9,218.6,"CarryDistance",2010
119,119,"Woody Austin",93,264,17422,66,284.8,240.3,"CarryDistance",2010
119,119,"KJ Choi",82,264,15045.9,57,301.2,213,"CarryDistance",2010
121,121,"Michael Connell",89,263.8,17407.5,66,284.3,244.9,"CarryDistance",2010
122,122,"Michael Bradley",77,263.7,11073.6,42,291.7,213,"CarryDistance",2010
122,122,"Zach Johnson",93,263.7,19511.5,74,319.2,236.5,"CarryDistance",2010
124,124,"Webb Simpson",98,263.6,21611.8,82,295.3,228,"CarryDistance",2010
125,125,"Carl Pettersson",99,263.5,22923.9,87,293,224.6,"CarryDistance",2010
126,126,"Freddie Jacobson",83,263.1,18943.3,72,292.8,213.4,"CarryDistance",2010
127,127,"Aron Price",70,263,11573.1,44,281.2,248.8,"CarryDistance",2010
128,128,"Jeev Milkha Singh",59,262.5,8925.7,34,290.3,221.3,"CarryDistance",2010
129,129,"DA Points",90,262.4,18107.7,69,284.5,235.1,"CarryDistance",2010
129,129,"Brandt Snedeker",89,262.4,18365.7,70,303.8,221.3,"CarryDistance",2010
131,131,"Spencer Levin",110,262.2,20715.2,79,301.1,226.9,"CarryDistance",2010
132,132,"Jason Bohn",84,261.9,18855.4,72,285.3,210.5,"CarryDistance",2010
133,133,"Matt Kuchar",97,261.8,18325.1,70,296.1,228.9,"CarryDistance",2010
134,134,"Jason Dufner",87,261.5,16473.9,63,286.4,225.6,"CarryDistance",2010
134,134,"David Toms",86,261.5,16996.5,65,290.4,223.9,"CarryDistance",2010
134,134,"Charlie Wi",95,261.5,19089.6,73,291.5,215.2,"CarryDistance",2010
137,137,"JP Hayes",79,261.3,16200.9,62,287,224.9,"CarryDistance",2010
137,137,"Heath Slocum",97,261.3,19856.8,76,285.2,217.7,"CarryDistance",2010
139,139,"Rod Pampling",77,261.1,15144.4,58,296.7,227.2,"CarryDistance",2010
140,140,"Tim Petrovic",105,260.7,19813.2,76,277.5,220.6,"CarryDistance",2010
141,141,"Jerod Turner",54,260.6,8861.1,34,291.3,233.1,"CarryDistance",2010
141,141,"Garrett Willis",82,260.6,16154.5,62,282.2,240.9,"CarryDistance",2010
143,143,"Cameron Beckman",68,260.3,13014.6,50,278.9,219.7,"CarryDistance",2010
143,143,"Ryuji Imada",90,260.3,19264.5,74,292.3,233.8,"CarryDistance",2010
145,145,"Brian Davis",101,260.2,18213.1,70,296.4,225.4,"CarryDistance",2010
145,145,"Luke Donald",71,260.2,14310.6,55,290.9,234.3,"CarryDistance",2010
145,145,"Joe Durant",67,260.2,11187.6,43,308.7,228.1,"CarryDistance",2010
145,145,"John Mallinger",78,260.2,11448.9,44,288.5,213.9,"CarryDistance",2010
145,145,"Vance Veazey",58,260.2,9626,37,287.4,220.7,"CarryDistance",2010
150,150,"Steve Wheatcroft",74,260.1,10923.2,42,286.1,230.5,"CarryDistance",2010
151,151,"Tom Gillis",97,259.9,20275.3,78,290.7,231.8,"CarryDistance",2010
151,151,"Jerry Kelly",99,259.9,17931.5,69,290.2,216.7,"CarryDistance",2010
153,153,"Chris DiMarco",88,259.8,14547.4,56,282,228.2,"CarryDistance",2010
154,154,"Rocco Mediate",71,259.3,13742.4,53,280,237.2,"CarryDistance",2010
155,155,"Alex Cejka",81,259.2,14512.5,56,287.2,230.2,"CarryDistance",2010
155,155,"Ben Curtis",78,259.2,16845,65,278.6,220.9,"CarryDistance",2010
157,157,"Steve Elkington",74,259.1,12957.1,50,299.8,207.3,"CarryDistance",2010
158,158,"Kevin Johnson",62,258.8,10353.9,40,287.7,227.6,"CarryDistance",2010
159,159,"Stephen Ames",75,258.5,13442.2,52,283.1,226.6,"CarryDistance",2010
160,160,"Trevor Immelman",55,258.4,8786.7,34,284.2,215.5,"CarryDistance",2010
161,161,"Jay Williamson",76,258,13156.5,51,282,232.6,"CarryDistance",2010
162,162,"Johnson Wagner",85,257.7,15976.2,62,284.6,187.8,"CarryDistance",2010
163,163,"Bob Estes",79,257.6,15971.7,62,285,226.6,"CarryDistance",2010
164,164,"Jeff Maggert",76,257.4,14155.4,55,277.7,234.1,"CarryDistance",2010
165,165,"Nathan Green",86,256.8,16438.1,64,287.5,206.8,"CarryDistance",2010
166,166,"Tom Pernice Jr",74,256.7,10268.8,40,282.3,226.6,"CarryDistance",2010
167,167,"Chad Collins",87,256.3,17169,67,283,227.6,"CarryDistance",2010
168,168,"Justin Bolli",55,256.1,8707.3,34,283.5,233.6,"CarryDistance",2010
169,169,"Briny Baird",87,256,15614.9,61,288.3,218.4,"CarryDistance",2010
170,170,"Shaun Micheel",70,255.8,11256.9,44,282.6,217.5,"CarryDistance",2010
171,171,"Greg Chalmers",93,255.5,20693.9,81,281,219,"CarryDistance",2010
171,171,"Bryce Molder",84,255.5,16354.8,64,289.8,212.4,"CarryDistance",2010
173,173,"Jim Furyk",76,255.1,16838.9,66,282,220.3,"CarryDistance",2010
174,174,"Greg Kraft",52,255,8160.7,32,273.9,228.5,"CarryDistance",2010
175,175,"Dean Wilson",54,254.4,7886.2,31,279.8,227.6,"CarryDistance",2010
176,176,"Richard Johnson",90,254,12955.5,51,281.6,222.3,"CarryDistance",2010
177,177,"Cliff Kresge",50,253.5,7604.3,30,274.7,237.4,"CarryDistance",2010
178,178,"Chris Riley",73,253,13408.9,53,281.2,230.1,"CarryDistance",2010
179,179,"Steve Flesch",78,252.7,12886.9,51,280.1,222.8,"CarryDistance",2010
179,179,"Justin Leonard",89,252.7,17180.7,68,283.2,217.4,"CarryDistance",2010
181,181,"Skip Kendall",58,251.3,8795.8,35,270.8,227.8,"CarryDistance",2010
181,181,"Kevin Na",94,251.3,17088.3,68,290.8,217.4,"CarryDistance",2010
183,183,"Tim Clark",88,251,15559,62,279,219.5,"CarryDistance",2010
184,184,"Omar Uresti",74,250.8,13043.7,52,284.3,227.9,"CarryDistance",2010
185,185,"Paul Goydos",78,249.5,15467.9,62,268.3,220.1,"CarryDistance",2010
186,186,"Brent Delahoussaye",57,248.1,8434.3,34,266.8,222.2,"CarryDistance",2010
186,186,"Scott Verplank",74,248.1,14389.8,58,272.7,212.9,"CarryDistance",2010
188,188,"Mike Weir",59,246.9,8640.5,35,274.8,187.3,"CarryDistance",2010
189,189,"Jeff Quinney",91,246.6,14305.2,58,283,219.7,"CarryDistance",2010
190,190,"Craig Bowden",56,244.6,9048.5,37,266,214.1,"CarryDistance",2010
191,191,"Brad Faxon",58,242.6,10431.3,43,277.4,195,"CarryDistance",2010
192,192,"Brian Gay",101,241.4,20275.5,84,276.5,202.3,"CarryDistance",2010
