"RyderCupEuroPoints_RANKTHISWEEK_2011","RyderCupEuroPoints_RANKLASTWEEK_2011","RyderCupEuroPoints_PLAYERNAME_2011","RyderCupEuroPoints__2011","RyderCupEuroPoints_POINTS_2011","stat_name","year"
139,NA,"Pablo Martin Benavides",NA,18598.97,"RyderCupEuroPoints",2011
140,NA,"Liam Bond",NA,16850,"RyderCupEuroPoints",2011
142,NA,"Barry Lane",NA,16830,"RyderCupEuroPoints",2011
143,NA,"Mikael Lundberg",NA,16830,"RyderCupEuroPoints",2011
144,NA,"Richard Finch",NA,16200,"RyderCupEuroPoints",2011
145,NA,"Jarmo Sandelin",NA,16066.67,"RyderCupEuroPoints",2011
147,NA,"Manuel Quiros",NA,15000,"RyderCupEuroPoints",2011
149,NA,"Sam Walker",NA,14918.86,"RyderCupEuroPoints",2011
155,NA,"Pedro Oriol",NA,13800,"RyderCupEuroPoints",2011
157,NA,"Chris Rodgers",NA,13327.32,"RyderCupEuroPoints",2011
159,NA,"Alexandre Kaleka",NA,12800,"RyderCupEuroPoints",2011
161,NA,"Stuart Manley",NA,10800,"RyderCupEuroPoints",2011
165,NA,"Nick Dougherty",NA,10600,"RyderCupEuroPoints",2011
168,NA,"Emanuele Canonica",NA,10400,"RyderCupEuroPoints",2011
172,NA,"John Parry",NA,9700,"RyderCupEuroPoints",2011
174,NA,"Miles Tunnicliff",NA,9070,"RyderCupEuroPoints",2011
176,NA,"Jamie McLeary",NA,8732.99,"RyderCupEuroPoints",2011
180,NA,"Floris De Vries",NA,8100,"RyderCupEuroPoints",2011
183,NA,"Justin Walters",NA,7900,"RyderCupEuroPoints",2011
184,NA,"Paul Broadhurst",NA,7100,"RyderCupEuroPoints",2011
186,NA,"Julien Clement",NA,6834.91,"RyderCupEuroPoints",2011
188,NA,"Ross Bain",NA,6404.19,"RyderCupEuroPoints",2011
190,NA,"Niklas Lemke",NA,6400,"RyderCupEuroPoints",2011
193,NA,"Martin Rominger",NA,5100,"RyderCupEuroPoints",2011
195,NA,"Andrea Maestroni",NA,5000,"RyderCupEuroPoints",2011
199,NA,"Birgir Hafthorsson",NA,4200,"RyderCupEuroPoints",2011
