"DrivingDistanceAllDrives_RANKTHISWEEK_2006","DrivingDistanceAllDrives_RANKLASTWEEK_2006","DrivingDistanceAllDrives_PLAYERNAME_2006","DrivingDistanceAllDrives_ROUNDS_2006","DrivingDistanceAllDrives_ALLDRIVES_2006","DrivingDistanceAllDrives_TOTALDISTANCE_2006","DrivingDistanceAllDrives_OFDRIVES_2006","stat_name","year"
115,115,"Shigeki Maruyama",94,279.7,312092,1116,"DrivingDistanceAllDrives",2006
116,116,"Greg Chalmers",71,279.6,222535,796,"DrivingDistanceAllDrives",2006
117,117,"Brent Geiberger",99,279.4,350140,1253,"DrivingDistanceAllDrives",2006
118,118,"Woody Austin",107,279.3,361090,1293,"DrivingDistanceAllDrives",2006
119,119,"David McKenzie",82,279.2,268556,962,"DrivingDistanceAllDrives",2006
119,119,"Duffy Waldorf",96,279.2,318307,1140,"DrivingDistanceAllDrives",2006
121,121,"Briny Baird",81,278.8,272066,976,"DrivingDistanceAllDrives",2006
122,122,"David Branshaw",98,278.7,337238,1210,"DrivingDistanceAllDrives",2006
122,122,"JP Hayes",55,278.7,193986,696,"DrivingDistanceAllDrives",2006
122,122,"Kent Jones",103,278.7,341071,1224,"DrivingDistanceAllDrives",2006
122,122,"Len Mattiace",59,278.7,201530,723,"DrivingDistanceAllDrives",2006
122,122,"Mike Sposa",68,278.7,225785,810,"DrivingDistanceAllDrives",2006
127,127,"Bob Tway",81,278.6,260802,936,"DrivingDistanceAllDrives",2006
128,128,"Todd Hamilton",72,278.5,217768,782,"DrivingDistanceAllDrives",2006
128,128,"Shaun Micheel",96,278.5,301885,1084,"DrivingDistanceAllDrives",2006
130,130,"Tommy Armour III",65,278.2,204776,736,"DrivingDistanceAllDrives",2006
130,130,"Jeff Brehaut",100,278.2,329330,1184,"DrivingDistanceAllDrives",2006
132,132,"Mark Calcavecchia",94,277.9,306207,1102,"DrivingDistanceAllDrives",2006
133,133,"Paul Azinger",87,277.8,309520,1114,"DrivingDistanceAllDrives",2006
134,134,"Bernhard Langer",77,277.7,227985,821,"DrivingDistanceAllDrives",2006
135,135,"Aaron Baddeley",78,277.6,263701,950,"DrivingDistanceAllDrives",2006
135,135,"Mike Weir",88,277.6,243735,878,"DrivingDistanceAllDrives",2006
137,137,"Ben Crane",85,277.3,236524,853,"DrivingDistanceAllDrives",2006
137,137,"Peter Lonard",77,277.3,255964,923,"DrivingDistanceAllDrives",2006
137,137,"Ian Poulter",53,277.3,163072,588,"DrivingDistanceAllDrives",2006
137,137,"Heath Slocum",96,277.3,325509,1174,"DrivingDistanceAllDrives",2006
141,141,"Luke Donald",66,277.2,166854,602,"DrivingDistanceAllDrives",2006
142,142,"Steve Flesch",119,277.1,398186,1437,"DrivingDistanceAllDrives",2006
143,143,"Steve Elkington",52,277,177262,640,"DrivingDistanceAllDrives",2006
143,143,"Chris Riley",86,277,265899,960,"DrivingDistanceAllDrives",2006
145,145,"Steve Stricker",64,276.9,199903,722,"DrivingDistanceAllDrives",2006
146,146,"Jeff Maggert",81,276.8,262930,950,"DrivingDistanceAllDrives",2006
147,147,"Jim Furyk",89,276.7,264572,956,"DrivingDistanceAllDrives",2006
147,147,"Ryuji Imada",105,276.7,334855,1210,"DrivingDistanceAllDrives",2006
147,147,"Billy Mayfair",94,276.7,297752,1076,"DrivingDistanceAllDrives",2006
150,150,"Robert Damron",91,276.4,315960,1143,"DrivingDistanceAllDrives",2006
150,150,"Daisuke Maruyama",83,276.4,269794,976,"DrivingDistanceAllDrives",2006
152,152,"Justin Leonard",83,276.3,251182,909,"DrivingDistanceAllDrives",2006
153,153,"Bob Estes",85,276.2,287787,1042,"DrivingDistanceAllDrives",2006
154,154,"Tjaart van der Walt",60,276.1,200471,726,"DrivingDistanceAllDrives",2006
155,155,"Billy Andrade",78,276,230219,834,"DrivingDistanceAllDrives",2006
155,155,"Bart Bryant",87,276,274060,993,"DrivingDistanceAllDrives",2006
155,155,"JL Lewis",57,276,193232,700,"DrivingDistanceAllDrives",2006
158,158,"Dean Wilson",115,275.9,357041,1294,"DrivingDistanceAllDrives",2006
159,159,"Skip Kendall",72,275.8,226117,820,"DrivingDistanceAllDrives",2006
160,160,"Dudley Hart",83,275.6,272580,989,"DrivingDistanceAllDrives",2006
160,160,"Lee Janzen",79,275.6,260144,944,"DrivingDistanceAllDrives",2006
162,162,"Joey Sindelar",90,275.5,291510,1058,"DrivingDistanceAllDrives",2006
163,163,"Tim Petrovic",95,275.4,319447,1160,"DrivingDistanceAllDrives",2006
164,164,"Kirk Triplett",58,275.2,188808,686,"DrivingDistanceAllDrives",2006
164,164,"Mark Wilson",79,275.2,276054,1003,"DrivingDistanceAllDrives",2006
166,166,"Tom Pernice Jr",108,275.1,332829,1210,"DrivingDistanceAllDrives",2006
167,167,"Omar Uresti",61,274.9,195191,710,"DrivingDistanceAllDrives",2006
168,168,"Michael Connell",51,274.8,161058,586,"DrivingDistanceAllDrives",2006
169,169,"Chris DiMarco",83,274.7,234568,854,"DrivingDistanceAllDrives",2006
170,170,"Ben Curtis",86,274.6,256513,934,"DrivingDistanceAllDrives",2006
171,171,"Robert Gamez",94,274.5,314521,1146,"DrivingDistanceAllDrives",2006
172,172,"Nathan Green",108,274.4,359420,1310,"DrivingDistanceAllDrives",2006
173,173,"Richard Johnson",94,274.2,324066,1182,"DrivingDistanceAllDrives",2006
174,174,"Ron Whittaker",81,273.7,271012,990,"DrivingDistanceAllDrives",2006
175,175,"Hidemichi Tanaka",74,273.5,248353,908,"DrivingDistanceAllDrives",2006
176,176,"Jeff Sluman",101,273.2,315285,1154,"DrivingDistanceAllDrives",2006
177,177,"Greg Kraft",79,272.9,255459,936,"DrivingDistanceAllDrives",2006
178,178,"Tim Clark",80,272.8,220384,808,"DrivingDistanceAllDrives",2006
179,179,"Shane Bertsch",104,272.2,340552,1251,"DrivingDistanceAllDrives",2006
179,179,"Paul Goydos",72,272.2,242254,890,"DrivingDistanceAllDrives",2006
181,181,"Olin Browne",108,272.1,328161,1206,"DrivingDistanceAllDrives",2006
182,182,"Todd Fischer",101,271.8,340332,1252,"DrivingDistanceAllDrives",2006
182,182,"Steve Jones",83,271.8,262011,964,"DrivingDistanceAllDrives",2006
182,182,"Jerry Kelly",100,271.8,317948,1170,"DrivingDistanceAllDrives",2006
185,185,"Doug Barron",74,271.6,253941,935,"DrivingDistanceAllDrives",2006
186,186,"Scott Verplank",88,271.3,256129,944,"DrivingDistanceAllDrives",2006
187,187,"John Cook",67,270.1,206339,764,"DrivingDistanceAllDrives",2006
187,187,"Brian Gay",107,270.1,375454,1390,"DrivingDistanceAllDrives",2006
187,187,"Larry Mize",53,270.1,153960,570,"DrivingDistanceAllDrives",2006
190,190,"Mark Brooks",90,270,278607,1032,"DrivingDistanceAllDrives",2006
191,191,"Jerry Smith",94,269.8,316256,1172,"DrivingDistanceAllDrives",2006
192,192,"Stephen Leaney",84,269.5,288359,1070,"DrivingDistanceAllDrives",2006
193,193,"Mark OMeara",52,269.1,134529,500,"DrivingDistanceAllDrives",2006
194,194,"Fred Funk",106,268.9,318616,1185,"DrivingDistanceAllDrives",2006
195,195,"Brad Faxon",78,266.3,272155,1022,"DrivingDistanceAllDrives",2006
196,196,"Corey Pavin",74,259.8,206293,794,"DrivingDistanceAllDrives",2006
