"ConsecutiveFairwaysHit_RANKTHISWEEK_2006","ConsecutiveFairwaysHit_RANKLASTWEEK_2006","ConsecutiveFairwaysHit_PLAYERNAME_2006","ConsecutiveFairwaysHit_EVENTS_2006","ConsecutiveFairwaysHit_BESTSTREAK_2006","ConsecutiveFairwaysHit_CURRENTSTREAK_2006","stat_name","year"
29,29,"Ian Woosnam",1,23,3,"ConsecutiveFairwaysHit",2006
40,40,"John Cook",22,22,1,"ConsecutiveFairwaysHit",2006
40,40,"Brad Faxon",26,22,5,"ConsecutiveFairwaysHit",2006
40,40,"Zach Johnson",27,22,1,"ConsecutiveFairwaysHit",2006
40,40,"Steve Jones",27,22,NA,"ConsecutiveFairwaysHit",2006
40,40,"Stephen Leaney",27,22,1,"ConsecutiveFairwaysHit",2006
40,40,"Steve Lowery",31,22,NA,"ConsecutiveFairwaysHit",2006
40,40,"Troy Matteson",32,22,4,"ConsecutiveFairwaysHit",2006
40,40,"Billy Mayfair",29,22,NA,"ConsecutiveFairwaysHit",2006
40,40,"David Toms",22,22,3,"ConsecutiveFairwaysHit",2006
40,40,"Mike Weir",24,22,NA,"ConsecutiveFairwaysHit",2006
50,50,"Alex Cejka",30,21,3,"ConsecutiveFairwaysHit",2006
50,50,"Brent Geiberger",30,21,2,"ConsecutiveFairwaysHit",2006
50,50,"Daisuke Maruyama",25,21,NA,"ConsecutiveFairwaysHit",2006
50,50,"Joey Sindelar",29,21,1,"ConsecutiveFairwaysHit",2006
50,50,"Darron Stiles",15,21,1,"ConsecutiveFairwaysHit",2006
50,50,"Nicholas Thompson",32,21,5,"ConsecutiveFairwaysHit",2006
56,56,"Jason Bohn",29,20,NA,"ConsecutiveFairwaysHit",2006
56,56,"Ben Curtis",26,20,1,"ConsecutiveFairwaysHit",2006
56,56,"Nick Faldo",6,20,5,"ConsecutiveFairwaysHit",2006
56,56,"Robert Gamez",30,20,NA,"ConsecutiveFairwaysHit",2006
56,56,"Nathan Green",30,20,NA,"ConsecutiveFairwaysHit",2006
56,56,"Brian Henninger",12,20,NA,"ConsecutiveFairwaysHit",2006
56,56,"Skip Kendall",22,20,2,"ConsecutiveFairwaysHit",2006
56,56,"Hunter Mahan",29,20,NA,"ConsecutiveFairwaysHit",2006
56,56,"Spike McRoy",9,20,4,"ConsecutiveFairwaysHit",2006
56,56,"Greg Owen",24,20,7,"ConsecutiveFairwaysHit",2006
56,56,"Craig Parry",15,20,1,"ConsecutiveFairwaysHit",2006
56,56,"Ian Poulter",15,20,2,"ConsecutiveFairwaysHit",2006
56,56,"Mike Small",9,20,1,"ConsecutiveFairwaysHit",2006
56,56,"Steve Stricker",17,20,6,"ConsecutiveFairwaysHit",2006
56,56,"DJ Trahan",33,20,NA,"ConsecutiveFairwaysHit",2006
56,56,"Omar Uresti",22,20,20,"ConsecutiveFairwaysHit",2006
72,72,"Mark Brooks",36,19,NA,"ConsecutiveFairwaysHit",2006
72,72,"Olin Browne",30,19,NA,"ConsecutiveFairwaysHit",2006
72,72,"Brian Gay",31,19,4,"ConsecutiveFairwaysHit",2006
72,72,"Jason Gore",29,19,NA,"ConsecutiveFairwaysHit",2006
72,72,"Scott Gutschewski",19,19,1,"ConsecutiveFairwaysHit",2006
72,72,"Todd Hamilton",27,19,2,"ConsecutiveFairwaysHit",2006
72,72,"Justin Leonard",26,19,4,"ConsecutiveFairwaysHit",2006
72,72,"Shigeki Maruyama",30,19,1,"ConsecutiveFairwaysHit",2006
72,72,"David McKenzie",28,19,4,"ConsecutiveFairwaysHit",2006
72,72,"Carl Pettersson",28,19,9,"ConsecutiveFairwaysHit",2006
72,72,"John Rollins",28,19,6,"ConsecutiveFairwaysHit",2006
72,72,"Charl Schwartzel",8,19,NA,"ConsecutiveFairwaysHit",2006
72,72,"Duffy Waldorf",28,19,NA,"ConsecutiveFairwaysHit",2006
85,85,"Arjun Atwal",33,18,NA,"ConsecutiveFairwaysHit",2006
85,85,"Woody Austin",31,18,NA,"ConsecutiveFairwaysHit",2006
85,85,"Notah Begay III",12,18,5,"ConsecutiveFairwaysHit",2006
85,85,"Jonathan Byrd",20,18,1,"ConsecutiveFairwaysHit",2006
85,85,"Tom Byrum",11,18,1,"ConsecutiveFairwaysHit",2006
85,85,"KJ Choi",26,18,3,"ConsecutiveFairwaysHit",2006
85,85,"Gabriel Hjertstedt",16,18,4,"ConsecutiveFairwaysHit",2006
85,85,"Freddie Jacobson",18,18,NA,"ConsecutiveFairwaysHit",2006
85,85,"Kent Jones",32,18,NA,"ConsecutiveFairwaysHit",2006
85,85,"Ian Leggatt",29,18,NA,"ConsecutiveFairwaysHit",2006
85,85,"Jeff Overton",28,18,1,"ConsecutiveFairwaysHit",2006
85,85,"Corey Pavin",23,18,NA,"ConsecutiveFairwaysHit",2006
85,85,"Tom Pernice Jr",33,18,5,"ConsecutiveFairwaysHit",2006
85,85,"Ted Purdy",33,18,5,"ConsecutiveFairwaysHit",2006
85,85,"Tag Ridings",33,18,4,"ConsecutiveFairwaysHit",2006
85,85,"Grant Waite",8,18,3,"ConsecutiveFairwaysHit",2006
85,85,"Brett Wetterich",25,18,NA,"ConsecutiveFairwaysHit",2006
85,85,"Ron Whittaker",28,18,1,"ConsecutiveFairwaysHit",2006
103,103,"Craig Barlow",22,17,NA,"ConsecutiveFairwaysHit",2006
103,103,"Rich Beem",27,17,NA,"ConsecutiveFairwaysHit",2006
103,103,"Shane Bertsch",34,17,1,"ConsecutiveFairwaysHit",2006
103,103,"Henrik Bjornstad",31,17,NA,"ConsecutiveFairwaysHit",2006
103,103,"Bart Bryant",26,17,5,"ConsecutiveFairwaysHit",2006
103,103,"Bill Glasson",17,17,8,"ConsecutiveFairwaysHit",2006
103,103,"Mark Hensby",16,17,1,"ConsecutiveFairwaysHit",2006
103,103,"Charley Hoffman",29,17,1,"ConsecutiveFairwaysHit",2006
103,103,"Shiv Kapur",3,17,3,"ConsecutiveFairwaysHit",2006
103,103,"Thomas Levet",18,17,NA,"ConsecutiveFairwaysHit",2006
103,103,"Peter Lonard",22,17,2,"ConsecutiveFairwaysHit",2006
103,103,"Kevin Na",11,17,2,"ConsecutiveFairwaysHit",2006
103,103,"Nick OHern",15,17,3,"ConsecutiveFairwaysHit",2006
103,103,"Chris Riley",27,17,2,"ConsecutiveFairwaysHit",2006
103,103,"Kevin Sutherland",29,17,1,"ConsecutiveFairwaysHit",2006
103,103,"Tjaart van der Walt",21,17,1,"ConsecutiveFairwaysHit",2006
119,119,"Paul Azinger",30,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"Kris Cox",28,16,1,"ConsecutiveFairwaysHit",2006
119,119,"Ben Crane",26,16,3,"ConsecutiveFairwaysHit",2006
119,119,"John Daly",21,16,5,"ConsecutiveFairwaysHit",2006
119,119,"Marco Dawson",27,16,3,"ConsecutiveFairwaysHit",2006
119,119,"Jason Day",7,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"James Driscoll",29,16,2,"ConsecutiveFairwaysHit",2006
119,119,"Ernie Els",18,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"Bob Estes",25,16,5,"ConsecutiveFairwaysHit",2006
119,119,"Todd Fischer",35,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"Bill Haas",30,16,1,"ConsecutiveFairwaysHit",2006
119,119,"JP Hayes",19,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"Billy Hurley III",6,16,3,"ConsecutiveFairwaysHit",2006
119,119,"Lee Janzen",28,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"Jonathan Kaye",32,16,1,"ConsecutiveFairwaysHit",2006
119,119,"Bernhard Langer",24,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"Curtis Malm",1,16,1,"ConsecutiveFairwaysHit",2006
119,119,"Scott McCarron",15,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"Rod Pampling",24,16,1,"ConsecutiveFairwaysHit",2006
119,119,"Jesper Parnevik",24,16,1,"ConsecutiveFairwaysHit",2006
119,119,"Kenny Perry",22,16,3,"ConsecutiveFairwaysHit",2006
119,119,"Tim Petrovic",30,16,5,"ConsecutiveFairwaysHit",2006
119,119,"Nick Price",16,16,1,"ConsecutiveFairwaysHit",2006
119,119,"Justin Rose",28,16,1,"ConsecutiveFairwaysHit",2006
119,119,"Adam Scott",19,16,NA,"ConsecutiveFairwaysHit",2006
119,119,"Patrick Sheehan",34,16,1,"ConsecutiveFairwaysHit",2006
119,119,"Paul Stankowski",22,16,1,"ConsecutiveFairwaysHit",2006
119,119,"BJ Staten",18,16,2,"ConsecutiveFairwaysHit",2006
119,119,"Garrett Willis",10,16,2,"ConsecutiveFairwaysHit",2006
148,148,"Stephen Ames",21,15,6,"ConsecutiveFairwaysHit",2006
148,148,"Stuart Appleby",23,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Aaron Baddeley",25,15,5,"ConsecutiveFairwaysHit",2006
148,148,"Rich Barcelo",1,15,2,"ConsecutiveFairwaysHit",2006
148,148,"Glen Day",12,15,2,"ConsecutiveFairwaysHit",2006
148,148,"Brent Delahoussaye",1,15,8,"ConsecutiveFairwaysHit",2006
148,148,"Bubba Dickerson",32,15,2,"ConsecutiveFairwaysHit",2006
148,148,"Luke Donald",18,15,1,"ConsecutiveFairwaysHit",2006
148,148,"David Duval",24,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Steve Elkington",17,15,2,"ConsecutiveFairwaysHit",2006
148,148,"Dan Forsman",15,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Mathew Goggin",26,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Tim Herron",27,15,1,"ConsecutiveFairwaysHit",2006
148,148,"Miguel Angel Jimenez",8,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Anthony Kim",2,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Matt Kuchar",8,15,3,"ConsecutiveFairwaysHit",2006
148,148,"Frank Lickliter II",29,15,1,"ConsecutiveFairwaysHit",2006
148,148,"Davis Love III",23,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Shaun Micheel",29,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Will Moore",2,15,2,"ConsecutiveFairwaysHit",2006
148,148,"Sean OHair",30,15,2,"ConsecutiveFairwaysHit",2006
148,148,"Scott Piercy",6,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"DA Points",28,15,1,"ConsecutiveFairwaysHit",2006
148,148,"John Riegger",20,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"John Senden",28,15,NA,"ConsecutiveFairwaysHit",2006
148,148,"Charles Warren",27,15,NA,"ConsecutiveFairwaysHit",2006
174,174,"Robert Allenby",22,14,2,"ConsecutiveFairwaysHit",2006
174,174,"Doug Barron",28,14,5,"ConsecutiveFairwaysHit",2006
174,174,"Darren Clarke",11,14,NA,"ConsecutiveFairwaysHit",2006
174,174,"Jay Delsing",14,14,2,"ConsecutiveFairwaysHit",2006
174,174,"Retief Goosen",18,14,NA,"ConsecutiveFairwaysHit",2006
174,174,"Mathias Gronberg",30,14,2,"ConsecutiveFairwaysHit",2006
174,174,"Padraig Harrington",15,14,NA,"ConsecutiveFairwaysHit",2006
174,174,"Dudley Hart",29,14,NA,"ConsecutiveFairwaysHit",2006
174,174,"Brandt Jobe",28,14,NA,"ConsecutiveFairwaysHit",2006
174,174,"Tom Lehman",20,14,1,"ConsecutiveFairwaysHit",2006
174,174,"Dicky Pride",9,14,1,"ConsecutiveFairwaysHit",2006
174,174,"Chez Reavie",1,14,1,"ConsecutiveFairwaysHit",2006
174,174,"Tony Rohlik",2,14,14,"ConsecutiveFairwaysHit",2006
174,174,"Bo Van Pelt",28,14,6,"ConsecutiveFairwaysHit",2006
174,174,"Nick Watney",29,14,NA,"ConsecutiveFairwaysHit",2006
174,174,"Dean Wilson",34,14,1,"ConsecutiveFairwaysHit",2006
174,174,"Tiger Woods",15,14,1,"ConsecutiveFairwaysHit",2006
191,191,"John Bickerton",4,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Jeff Brehaut",33,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Bob Burns",9,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Mark Calcavecchia",27,13,2,"ConsecutiveFairwaysHit",2006
191,191,"Chad Campbell",25,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Paul Casey",8,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Daniel Chopra",33,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Fred Couples",17,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Jamie Donaldson",1,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Joel Edwards",3,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Danny Ellis",23,13,1,"ConsecutiveFairwaysHit",2006
191,191,"John Engler Jr",27,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Marcus Fraser",1,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Harrison Frazar",29,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Sergio Garcia",17,13,6,"ConsecutiveFairwaysHit",2006
191,191,"Lucas Glover",31,13,2,"ConsecutiveFairwaysHit",2006
191,191,"Jeff Gove",29,13,1,"ConsecutiveFairwaysHit",2006
191,191,"JB Holmes",26,13,1,"ConsecutiveFairwaysHit",2006
191,191,"David Howell",14,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Ryuji Imada",31,13,2,"ConsecutiveFairwaysHit",2006
191,191,"Trevor Immelman",24,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Shingo Katayama",6,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Soren Kjeldsen",1,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Neal Lancaster",19,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Fran Marrello",1,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Bob May",21,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Jim McGovern",8,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"James McLean",4,13,2,"ConsecutiveFairwaysHit",2006
191,191,"Phil Mickelson",19,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Jon Mills",27,13,2,"ConsecutiveFairwaysHit",2006
191,191,"Joe Ogilvie",29,13,3,"ConsecutiveFairwaysHit",2006
191,191,"Jose Maria Olazabal",18,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Pat Perez",19,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Ron Philo Jr",2,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Brett Quigley",33,13,2,"ConsecutiveFairwaysHit",2006
191,191,"Lee Rinker",2,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Chris Smith",21,13,2,"ConsecutiveFairwaysHit",2006
191,191,"Kevin Stadler",6,13,NA,"ConsecutiveFairwaysHit",2006
191,191,"Vaughn Taylor",26,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Mario Tiziani",1,13,13,"ConsecutiveFairwaysHit",2006
191,191,"Esteban Toledo",2,13,2,"ConsecutiveFairwaysHit",2006
191,191,"Vance Veazey",20,13,1,"ConsecutiveFairwaysHit",2006
191,191,"Camilo Villegas",29,13,4,"ConsecutiveFairwaysHit",2006
234,234,"Tommy Armour III",25,12,1,"ConsecutiveFairwaysHit",2006
234,234,"Eric Axley",29,12,NA,"ConsecutiveFairwaysHit",2006
234,234,"Brian Bateman",26,12,2,"ConsecutiveFairwaysHit",2006
234,234,"Adam Bland",1,12,5,"ConsecutiveFairwaysHit",2006
234,234,"Greg Chalmers",28,12,2,"ConsecutiveFairwaysHit",2006
234,234,"Michael Connell",22,12,3,"ConsecutiveFairwaysHit",2006
234,234,"Robert Damron",31,12,2,"ConsecutiveFairwaysHit",2006
234,234,"Carlos Franco",29,12,2,"ConsecutiveFairwaysHit",2006
234,234,"Matt Gogel",14,12,5,"ConsecutiveFairwaysHit",2006
234,234,"Matt Hansen",25,12,2,"ConsecutiveFairwaysHit",2006
234,234,"JJ Henry",28,12,3,"ConsecutiveFairwaysHit",2006
234,234,"Andrew Marshall",1,12,1,"ConsecutiveFairwaysHit",2006
234,234,"Rocco Mediate",18,12,2,"ConsecutiveFairwaysHit",2006
234,234,"Jason Schultz",28,12,2,"ConsecutiveFairwaysHit",2006
234,234,"Scott Simpson",1,12,2,"ConsecutiveFairwaysHit",2006
234,234,"Vijay Singh",27,12,2,"ConsecutiveFairwaysHit",2006
234,234,"Roger Tambellini",25,12,3,"ConsecutiveFairwaysHit",2006
234,234,"Lee Westwood",14,12,4,"ConsecutiveFairwaysHit",2006
234,234,"Don Yrene",2,12,NA,"ConsecutiveFairwaysHit",2006
253,253,"Michael Allen",25,11,NA,"ConsecutiveFairwaysHit",2006
253,253,"Chip Beck",1,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Cameron Beckman",16,11,4,"ConsecutiveFairwaysHit",2006
253,253,"Markus Brier",1,11,4,"ConsecutiveFairwaysHit",2006
253,253,"Ben Crenshaw",2,11,NA,"ConsecutiveFairwaysHit",2006
253,253,"Keiichiro Fukabori",4,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Jay Haas",7,11,NA,"ConsecutiveFairwaysHit",2006
253,253,"Kevin Hall",3,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Charles Howell III",30,11,1,"ConsecutiveFairwaysHit",2006
253,253,"John Huston",27,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Peter Jacobsen",4,11,4,"ConsecutiveFairwaysHit",2006
253,253,"Robert Karlsson",5,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Wayne Levi",1,11,2,"ConsecutiveFairwaysHit",2006
253,253,"Sam Little",1,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Andrew Magee",19,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Yusaku Miyazato",2,11,NA,"ConsecutiveFairwaysHit",2006
253,253,"Geoff Ogilvy",20,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Ryan Palmer",30,11,1,"ConsecutiveFairwaysHit",2006
253,253,"Jin Park",1,11,2,"ConsecutiveFairwaysHit",2006
253,253,"Steve Pate",2,11,3,"ConsecutiveFairwaysHit",2006
253,253,"Jody Rokisky",1,11,NA,"ConsecutiveFairwaysHit",2006
253,253,"Todd Rossetti",1,11,NA,"ConsecutiveFairwaysHit",2006
253,253,"Rory Sabbatini",24,11,NA,"ConsecutiveFairwaysHit",2006
253,253,"Mike Sposa",25,11,9,"ConsecutiveFairwaysHit",2006
253,253,"Hidemichi Tanaka",31,11,2,"ConsecutiveFairwaysHit",2006
253,253,"Marius Thorp",1,11,8,"ConsecutiveFairwaysHit",2006
253,253,"Bubba Watson",27,11,NA,"ConsecutiveFairwaysHit",2006
253,253,"Casey Wittenberg",1,11,2,"ConsecutiveFairwaysHit",2006
253,253,"Willie Wood",11,11,NA,"ConsecutiveFairwaysHit",2006
282,282,"Lonny Alexander",1,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Alex Aragon",26,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Guy Boros",5,10,1,"ConsecutiveFairwaysHit",2006
282,282,"Michael Bradley",6,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Paul Broadhurst",4,10,1,"ConsecutiveFairwaysHit",2006
282,282,"John Ellis",1,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Robert Garrigus",28,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Jim Gormley",1,10,10,"ConsecutiveFairwaysHit",2006
282,282,"David Hearn",1,10,5,"ConsecutiveFairwaysHit",2006
282,282,"Brandon Knaub",1,10,6,"ConsecutiveFairwaysHit",2006
282,282,"Brian McCann",1,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Colin Montgomerie",8,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Louis Oosthuizen",2,10,1,"ConsecutiveFairwaysHit",2006
282,282,"Scott Parel",1,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Don Pooley",1,10,10,"ConsecutiveFairwaysHit",2006
282,282,"Loren Roberts",4,10,2,"ConsecutiveFairwaysHit",2006
282,282,"Jeff Roth",1,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Joey Snyder III",6,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Roland Thatcher",1,10,NA,"ConsecutiveFairwaysHit",2006
282,282,"Stan Utley",1,10,4,"ConsecutiveFairwaysHit",2006
282,282,"Tom Watson",2,10,7,"ConsecutiveFairwaysHit",2006
303,303,"Warren Abery",1,9,2,"ConsecutiveFairwaysHit",2006
303,303,"Ricky Barnes",2,9,2,"ConsecutiveFairwaysHit",2006
303,303,"Thomas Bjorn",7,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Andrew Buckle",2,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Michael Campbell",10,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Michael Clark II",4,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Patrick Damron",1,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Barry Evans",1,9,5,"ConsecutiveFairwaysHit",2006
303,303,"Adam Frayne",1,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Nick Gilliam",2,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Julien Guerrier",1,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Gary Hallberg",4,9,4,"ConsecutiveFairwaysHit",2006
303,303,"Scott Harrington",1,9,6,"ConsecutiveFairwaysHit",2006
303,303,"Bradley Hughes",1,9,4,"ConsecutiveFairwaysHit",2006
303,303,"Brendan Jones",9,9,2,"ConsecutiveFairwaysHit",2006
303,303,"Pete Jordan",1,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Simon Khan",2,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Barry Lane",1,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"David Lundstrom",2,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Paul McGinley",9,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Mark OMeara",18,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Justin Peters",2,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Brett Rumford",1,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Richard Scott",1,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Jeev Milkha Singh",3,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Sonny Skinner",1,9,2,"ConsecutiveFairwaysHit",2006
303,303,"Henrik Stenson",10,9,NA,"ConsecutiveFairwaysHit",2006
303,303,"Toru Taniguchi",2,9,9,"ConsecutiveFairwaysHit",2006
303,303,"Jimmy Walker",21,9,1,"ConsecutiveFairwaysHit",2006
303,303,"Stephen Woodard",1,9,1,"ConsecutiveFairwaysHit",2006
333,333,"Jason Allred",2,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Seve Ballesteros",1,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Jon Bevan",1,8,1,"ConsecutiveFairwaysHit",2006
333,333,"Steven Bowditch",22,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Rett Crowder",1,8,1,"ConsecutiveFairwaysHit",2006
333,333,"Danny Denison",1,8,8,"ConsecutiveFairwaysHit",2006
333,333,"Scott Drummond",1,8,2,"ConsecutiveFairwaysHit",2006
333,333,"David Edwards",3,8,2,"ConsecutiveFairwaysHit",2006
333,333,"Gonzalo Fdez Castano",5,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Kenneth Ferrie",3,8,2,"ConsecutiveFairwaysHit",2006
333,333,"Robin Freeman",2,8,2,"ConsecutiveFairwaysHit",2006
333,333,"David Frost",7,8,4,"ConsecutiveFairwaysHit",2006
333,333,"David Gossett",7,8,2,"ConsecutiveFairwaysHit",2006
333,333,"Jerry Haas",1,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Brian Harman",1,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Michael Henderson",1,8,1,"ConsecutiveFairwaysHit",2006
333,333,"Ryan Hietala",23,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Lon Hinkle",1,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Tetsuji Hiratsuka",1,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"SK Ho",2,8,NA,"ConsecutiveFairwaysHit",2006
333,333,"Doyle Ledbetter",1,8,3,"ConsecutiveFairwaysHit",2006
