"PresidentsCupUnitedes_RANKTHISWEEK_2012","PresidentsCupUnitedes_RANKLASTWEEK_2012","PresidentsCupUnitedes_PLAYERNAME_2012","PresidentsCupUnitedes__2012","PresidentsCupUnitedes_POINTS_2012","stat_name","year"
34,34,"Jonathan Byrd",NA,1779675,"PresidentsCupUnitedes",2012
35,35,"Michael Thompson",NA,1711776,"PresidentsCupUnitedes",2012
36,36,"Jeff Overton",NA,1709080,"PresidentsCupUnitedes",2012
37,37,"Jimmy Walker",NA,1638419,"PresidentsCupUnitedes",2012
38,38,"Spencer Levin",NA,1602765,"PresidentsCupUnitedes",2012
39,39,"Kevin Stadler",NA,1593214,"PresidentsCupUnitedes",2012
40,40,"Charles Howell III",NA,1576045,"PresidentsCupUnitedes",2012
41,41,"Ryan Palmer",NA,1548626,"PresidentsCupUnitedes",2012
42,42,"DA Points",NA,1542441,"PresidentsCupUnitedes",2012
43,43,"Ken Duke",NA,1511628,"PresidentsCupUnitedes",2012
44,44,"Ted Potter Jr",NA,1383170,"PresidentsCupUnitedes",2012
45,45,"Charlie Beljan",NA,1373528,"PresidentsCupUnitedes",2012
46,46,"William McGirt",NA,1333920,"PresidentsCupUnitedes",2012
47,47,"Scott Stallings",NA,1323036,"PresidentsCupUnitedes",2012
48,48,"JJ Henry",NA,1297802,"PresidentsCupUnitedes",2012
49,49,"Cameron Tringale",NA,1292639,"PresidentsCupUnitedes",2012
50,50,"Charley Hoffman",NA,1292083,"PresidentsCupUnitedes",2012
51,51,"Blake Adams",NA,1285114,"PresidentsCupUnitedes",2012
52,52,"Dicky Pride",NA,1259712,"PresidentsCupUnitedes",2012
53,53,"Tom Gillis",NA,1238058,"PresidentsCupUnitedes",2012
54,54,"Sean OHair",NA,1224981,"PresidentsCupUnitedes",2012
55,55,"Troy Matteson",NA,1215041,"PresidentsCupUnitedes",2012
56,56,"Chris Kirk",NA,1197562,"PresidentsCupUnitedes",2012
57,57,"Harris English",NA,1186003,"PresidentsCupUnitedes",2012
58,58,"JB Holmes",NA,1179505,"PresidentsCupUnitedes",2012
59,59,"Josh Teater",NA,1170933,"PresidentsCupUnitedes",2012
60,60,"George McNeill",NA,1147991,"PresidentsCupUnitedes",2012
61,61,"John Mallinger",NA,1146852,"PresidentsCupUnitedes",2012
62,62,"Brian Harman",NA,1146448,"PresidentsCupUnitedes",2012
63,63,"John Merrick",NA,1124199,"PresidentsCupUnitedes",2012
64,64,"Daniel Summerhays",NA,1111522,"PresidentsCupUnitedes",2012
65,65,"Kevin Streelman",NA,1080662,"PresidentsCupUnitedes",2012
66,66,"Pat Perez",NA,1064053,"PresidentsCupUnitedes",2012
67,67,"Justin Leonard",NA,1058555,"PresidentsCupUnitedes",2012
68,68,"Bob Estes",NA,1054486,"PresidentsCupUnitedes",2012
69,69,"Martin Flores",NA,1035569,"PresidentsCupUnitedes",2012
70,70,"Brendan Steele",NA,1033003,"PresidentsCupUnitedes",2012
71,71,"Davis Love III",NA,989753,"PresidentsCupUnitedes",2012
72,72,"Brian Gay",NA,986230,"PresidentsCupUnitedes",2012
73,73,"Chris Stroud",NA,981070,"PresidentsCupUnitedes",2012
74,74,"Chad Campbell",NA,945434,"PresidentsCupUnitedes",2012
75,75,"Kevin Chappell",NA,907329,"PresidentsCupUnitedes",2012
76,76,"Boo Weekley",NA,889747,"PresidentsCupUnitedes",2012
77,77,"Colt Knost",NA,888547,"PresidentsCupUnitedes",2012
78,78,"David Mathis",NA,888417,"PresidentsCupUnitedes",2012
79,79,"Gary Woodland",NA,878454,"PresidentsCupUnitedes",2012
80,80,"Billy Mayfair",NA,862046,"PresidentsCupUnitedes",2012
81,81,"Tim Herron",NA,847416,"PresidentsCupUnitedes",2012
82,82,"Jason Bohn",NA,839676,"PresidentsCupUnitedes",2012
83,83,"Ricky Barnes",NA,830691,"PresidentsCupUnitedes",2012
84,84,"James Driscoll",NA,792313,"PresidentsCupUnitedes",2012
85,85,"Troy Kelly",NA,786832,"PresidentsCupUnitedes",2012
86,86,"Will Claxton",NA,780969,"PresidentsCupUnitedes",2012
87,87,"Roberto Castro",NA,755095,"PresidentsCupUnitedes",2012
88,88,"Harrison Frazar",NA,752423,"PresidentsCupUnitedes",2012
89,89,"Jason Kokrak",NA,750221,"PresidentsCupUnitedes",2012
90,90,"Briny Baird",NA,729740,"PresidentsCupUnitedes",2012
91,91,"Billy Horschel",NA,721549,"PresidentsCupUnitedes",2012
92,92,"Chez Reavie",NA,713417,"PresidentsCupUnitedes",2012
93,93,"DJ Trahan",NA,711711,"PresidentsCupUnitedes",2012
94,94,"Jerry Kelly",NA,699813,"PresidentsCupUnitedes",2012
95,95,"Jeff Maggert",NA,693521,"PresidentsCupUnitedes",2012
96,96,"Kris Blanks",NA,693092,"PresidentsCupUnitedes",2012
97,97,"Heath Slocum",NA,645697,"PresidentsCupUnitedes",2012
98,98,"Bill Lunde",NA,622198,"PresidentsCupUnitedes",2012
99,99,"Vaughn Taylor",NA,595780,"PresidentsCupUnitedes",2012
100,100,"Bobby Gates",NA,593781,"PresidentsCupUnitedes",2012
101,101,"Tim Petrovic",NA,592165,"PresidentsCupUnitedes",2012
102,102,"Richard Lee",NA,547733,"PresidentsCupUnitedes",2012
103,103,"Hunter Haas",NA,512985,"PresidentsCupUnitedes",2012
104,104,"Roland Thatcher",NA,508368,"PresidentsCupUnitedes",2012
105,105,"Kevin Kisner",NA,498991,"PresidentsCupUnitedes",2012
106,106,"Chris DiMarco",NA,489967,"PresidentsCupUnitedes",2012
107,107,"John Daly",NA,488505,"PresidentsCupUnitedes",2012
108,108,"Scott Brown",NA,478763,"PresidentsCupUnitedes",2012
109,109,"Stewart Cink",NA,477173,"PresidentsCupUnitedes",2012
110,110,"Brendon Todd",NA,474295,"PresidentsCupUnitedes",2012
111,111,"Billy Hurley III",NA,474130,"PresidentsCupUnitedes",2012
112,112,"Tom Pernice Jr",NA,457348,"PresidentsCupUnitedes",2012
113,113,"Kyle Reifers",NA,448960,"PresidentsCupUnitedes",2012
114,114,"Joe Durant",NA,443658,"PresidentsCupUnitedes",2012
115,115,"Mark Anderson",NA,441019,"PresidentsCupUnitedes",2012
116,116,"JJ Killeen",NA,414257,"PresidentsCupUnitedes",2012
117,117,"Brandt Jobe",NA,389716,"PresidentsCupUnitedes",2012
118,118,"Erik Compton",NA,359765,"PresidentsCupUnitedes",2012
119,119,"Matt Bettencourt",NA,353926,"PresidentsCupUnitedes",2012
120,120,"Chris Couch",NA,344928,"PresidentsCupUnitedes",2012
121,121,"Paul Goydos",NA,331432,"PresidentsCupUnitedes",2012
122,122,"Derek Lamely",NA,324053,"PresidentsCupUnitedes",2012
123,123,"Shane Bertsch",NA,303849,"PresidentsCupUnitedes",2012
124,124,"Cameron Beckman",NA,295998,"PresidentsCupUnitedes",2012
125,125,"Michael Bradley",NA,292752,"PresidentsCupUnitedes",2012
126,126,"Lee Janzen",NA,274677,"PresidentsCupUnitedes",2012
127,127,"Rocco Mediate",NA,262278,"PresidentsCupUnitedes",2012
128,128,"Scott Dunlap",NA,230220,"PresidentsCupUnitedes",2012
129,129,"Todd Hamilton",NA,214339,"PresidentsCupUnitedes",2012
130,130,"Rich Beem",NA,208979,"PresidentsCupUnitedes",2012
131,131,"Garrett Willis",NA,204134,"PresidentsCupUnitedes",2012
132,132,"Fred Couples",NA,188378,"PresidentsCupUnitedes",2012
133,133,"Chris Riley",NA,187331,"PresidentsCupUnitedes",2012
134,134,"Duffy Waldorf",NA,182485,"PresidentsCupUnitedes",2012
135,135,"Woody Austin",NA,171558,"PresidentsCupUnitedes",2012
136,136,"Joe Ogilvie",NA,163493,"PresidentsCupUnitedes",2012
137,137,"Zack Miller",NA,146192,"PresidentsCupUnitedes",2012
138,138,"Paul Stankowski",NA,142706,"PresidentsCupUnitedes",2012
139,139,"Marc Turnesa",NA,142344,"PresidentsCupUnitedes",2012
140,140,"Michael Allen",NA,142105,"PresidentsCupUnitedes",2012
141,141,"Frank Lickliter II",NA,137858,"PresidentsCupUnitedes",2012
142,142,"Steve Wheatcroft",NA,135196,"PresidentsCupUnitedes",2012
143,143,"Mark Calcavecchia",NA,134495,"PresidentsCupUnitedes",2012
144,144,"Scott McCarron",NA,134088,"PresidentsCupUnitedes",2012
145,145,"Lucas Glover",NA,131112,"PresidentsCupUnitedes",2012
146,146,"Patrick Sheehan",NA,129590,"PresidentsCupUnitedes",2012
147,147,"Will Ma Kenzie",NA,127260,"PresidentsCupUnitedes",2012
148,148,"Shaun Micheel",NA,113612,"PresidentsCupUnitedes",2012
149,149,"Joey Snyder III",NA,112800,"PresidentsCupUnitedes",2012
150,150,"Tommy Biershenk",NA,107266,"PresidentsCupUnitedes",2012
151,151,"Edward Loar",NA,97947,"PresidentsCupUnitedes",2012
152,152,"Steve Marino",NA,85040,"PresidentsCupUnitedes",2012
153,153,"Marco Dawson",NA,79727,"PresidentsCupUnitedes",2012
154,154,"Kenny Perry",NA,76544,"PresidentsCupUnitedes",2012
155,155,"David Duval",NA,70996,"PresidentsCupUnitedes",2012
156,156,"Kent Jones",NA,67213,"PresidentsCupUnitedes",2012
157,157,"Skip Kendall",NA,62390,"PresidentsCupUnitedes",2012
158,158,"Tom Lehman",NA,59559,"PresidentsCupUnitedes",2012
159,159,"Corey Pavin",NA,59120,"PresidentsCupUnitedes",2012
160,160,"Stephen Gangluff",NA,58702,"PresidentsCupUnitedes",2012
161,161,"Brett Wetterich",NA,50917,"PresidentsCupUnitedes",2012
162,162,"Kyle Thompson",NA,45460,"PresidentsCupUnitedes",2012
163,163,"Fred Funk",NA,45449,"PresidentsCupUnitedes",2012
164,164,"Willie Wood",NA,42000,"PresidentsCupUnitedes",2012
165,165,"Glen Day",NA,38850,"PresidentsCupUnitedes",2012
166,166,"Robert Gamez",NA,37221,"PresidentsCupUnitedes",2012
167,167,"Anthony Kim",NA,33960,"PresidentsCupUnitedes",2012
168,168,"Brett Quigley",NA,31858,"PresidentsCupUnitedes",2012
169,169,"Scott Verplank",NA,31168,"PresidentsCupUnitedes",2012
170,170,"Robert Damron",NA,30673,"PresidentsCupUnitedes",2012
171,171,"Omar Uresti",NA,28844,"PresidentsCupUnitedes",2012
172,172,"Tom Watson",NA,28470,"PresidentsCupUnitedes",2012
173,173,"Carl Paulson",NA,27095,"PresidentsCupUnitedes",2012
174,174,"Jason Gore",NA,26700,"PresidentsCupUnitedes",2012
175,175,"Craig Barlow",NA,26538,"PresidentsCupUnitedes",2012
176,176,"Hank Kuehne",NA,26342,"PresidentsCupUnitedes",2012
177,177,"Ted Purdy",NA,24900,"PresidentsCupUnitedes",2012
178,178,"Bart Bryant",NA,23134,"PresidentsCupUnitedes",2012
179,179,"Kevin Sutherland",NA,22886,"PresidentsCupUnitedes",2012
180,180,"Neal Lancaster",NA,22184,"PresidentsCupUnitedes",2012
181,181,"Steve Flesch",NA,21617,"PresidentsCupUnitedes",2012
182,182,"Guy Boros",NA,21015,"PresidentsCupUnitedes",2012
183,183,"JP Hayes",NA,18204,"PresidentsCupUnitedes",2012
184,184,"Len Mattiace",NA,16650,"PresidentsCupUnitedes",2012
185,185,"Gene Sauers",NA,12900,"PresidentsCupUnitedes",2012
186,186,"Peter Tomasulo",NA,12827,"PresidentsCupUnitedes",2012
187,187,"Eric Axley",NA,7215,"PresidentsCupUnitedes",2012
187,187,"Mark Brooks",NA,7215,"PresidentsCupUnitedes",2012
187,187,"Steve Lowery",NA,7215,"PresidentsCupUnitedes",2012
190,190,"Kirk Triplett",NA,7141,"PresidentsCupUnitedes",2012
