"PuttsPerRound_RANKTHISWEEK_2015","PuttsPerRound_RANKLASTWEEK_2015","PuttsPerRound_PLAYERNAME_2015","PuttsPerRound_ROUNDS_2015","PuttsPerRound_AVG_2015","PuttsPerRound_TOTALPUTTS_2015","PuttsPerRound_TOTALROUNDS_2015","PuttsPerRound_LOWTOTALPUTTS_2015","stat_name","year"
24,24,"Brian Davis",86,28.51,2338,82,22,"PuttsPerRound",2015
24,24,"Ryan Moore",81,28.51,2224,78,23,"PuttsPerRound",2015
26,26,"Jason Bohn",95,28.54,2711,95,22,"PuttsPerRound",2015
26,26,"Daniel Summerhays",101,28.54,2883,101,24,"PuttsPerRound",2015
28,28,"Eric Axley",57,28.55,1570,55,23,"PuttsPerRound",2015
28,28,"Sangmoon Bae",98,28.55,2798,98,21,"PuttsPerRound",2015
30,30,"Jonas Blixt",78,28.56,2085,73,23,"PuttsPerRound",2015
30,30,"Scott Brown",97,28.56,2770,97,21,"PuttsPerRound",2015
30,30,"Chad Collins",79,28.56,2256,79,22,"PuttsPerRound",2015
33,33,"Brian Stuard",97,28.57,2657,93,22,"PuttsPerRound",2015
34,34,"Greg Chalmers",58,28.59,1544,54,24,"PuttsPerRound",2015
34,34,"Troy Merritt",91,28.59,2602,91,22,"PuttsPerRound",2015
34,34,"Steve Wheatcroft",87,28.59,2373,83,20,"PuttsPerRound",2015
37,37,"Chris Kirk",76,28.6,2088,73,22,"PuttsPerRound",2015
38,38,"Andres Romero",69,28.64,1890,66,23,"PuttsPerRound",2015
38,38,"Justin Thomas",106,28.64,3036,106,24,"PuttsPerRound",2015
40,40,"David Lingmerth",90,28.66,2579,90,22,"PuttsPerRound",2015
41,41,"Matt Every",73,28.67,2007,70,20,"PuttsPerRound",2015
42,42,"Zac Blair",108,28.68,2983,104,24,"PuttsPerRound",2015
42,42,"Chesson Hadley",101,28.68,2897,101,24,"PuttsPerRound",2015
42,42,"Bryce Molder",91,28.68,2495,87,24,"PuttsPerRound",2015
45,45,"Luke Guthrie",84,28.7,2353,82,23,"PuttsPerRound",2015
45,45,"Jimmy Walker",89,28.7,2468,86,22,"PuttsPerRound",2015
47,47,"KJ Choi",66,28.71,1780,62,24,"PuttsPerRound",2015
47,47,"John Huh",102,28.71,2900,101,24,"PuttsPerRound",2015
47,47,"Pat Perez",96,28.71,2756,96,24,"PuttsPerRound",2015
50,50,"Fabian Gomez",83,28.72,2384,83,23,"PuttsPerRound",2015
50,50,"Kevin Kisner",104,28.72,2987,104,22,"PuttsPerRound",2015
52,52,"Steven Alker",62,28.73,1724,60,23,"PuttsPerRound",2015
53,53,"David Toms",62,28.74,1667,58,22,"PuttsPerRound",2015
54,54,"Zach Johnson",90,28.78,2504,87,23,"PuttsPerRound",2015
54,54,"Jeff Overton",94,28.78,2648,92,24,"PuttsPerRound",2015
56,56,"Hideki Matsuyama",95,28.79,2591,90,23,"PuttsPerRound",2015
57,57,"Nick Taylor",91,28.8,2621,91,24,"PuttsPerRound",2015
58,58,"Oscar Fraustro",58,28.81,1556,54,25,"PuttsPerRound",2015
58,58,"Ian Poulter",68,28.81,1844,64,24,"PuttsPerRound",2015
60,60,"Justin Leonard",61,28.82,1758,61,23,"PuttsPerRound",2015
61,61,"Harris English",105,28.83,2941,102,22,"PuttsPerRound",2015
61,61,"Charley Hoffman",97,28.83,2710,94,20,"PuttsPerRound",2015
63,63,"Billy Hurley III",83,28.84,2278,79,23,"PuttsPerRound",2015
64,64,"Max Homa",78,28.85,2135,74,22,"PuttsPerRound",2015
65,65,"Scott Piercy",90,28.88,2599,90,23,"PuttsPerRound",2015
66,66,"Blayne Barber",76,28.89,2138,74,23,"PuttsPerRound",2015
67,67,"Tom Hoge",83,28.9,2283,79,23,"PuttsPerRound",2015
68,68,"Tim Wilkinson",73,28.92,2053,71,24,"PuttsPerRound",2015
69,69,"Alex Cejka",94,28.93,2662,92,24,"PuttsPerRound",2015
69,69,"David Hearn",97,28.93,2806,97,23,"PuttsPerRound",2015
69,69,"Camilo Villegas",83,28.93,2401,83,23,"PuttsPerRound",2015
72,72,"Jonathan Byrd",69,28.94,1881,65,23,"PuttsPerRound",2015
72,72,"Rory Sabbatini",81,28.94,2344,81,21,"PuttsPerRound",2015
74,74,"Kevin Chappell",86,28.95,2490,86,21,"PuttsPerRound",2015
74,74,"Ben Crane",62,28.95,1679,58,23,"PuttsPerRound",2015
74,74,"Ryo Ishikawa",90,28.95,2548,88,23,"PuttsPerRound",2015
74,74,"Chris Stroud",84,28.95,2432,84,23,"PuttsPerRound",2015
78,78,"Jamie Donaldson",50,28.96,1361,47,23,"PuttsPerRound",2015
78,78,"Sergio Garcia",59,28.96,1622,56,24,"PuttsPerRound",2015
78,78,"William McGirt",103,28.96,2983,103,22,"PuttsPerRound",2015
78,78,"Bubba Watson",71,28.96,1940,67,23,"PuttsPerRound",2015
82,82,"Colt Knost",90,28.98,2492,86,24,"PuttsPerRound",2015
82,82,"Hunter Mahan",88,28.98,2376,82,22,"PuttsPerRound",2015
82,82,"Patrick Rodgers",57,28.98,1536,53,23,"PuttsPerRound",2015
85,85,"Andres Gonzales",90,28.99,2493,86,23,"PuttsPerRound",2015
85,85,"Jason Kokrak",88,28.99,2551,88,24,"PuttsPerRound",2015
85,85,"Scott Langley",94,28.99,2667,92,24,"PuttsPerRound",2015
85,85,"Marc Leishman",74,28.99,2000,69,22,"PuttsPerRound",2015
89,89,"James Hahn",94,29,2726,94,22,"PuttsPerRound",2015
89,89,"Ryan Palmer",80,29,2204,76,22,"PuttsPerRound",2015
89,89,"Cameron Tringale",96,29,2784,96,23,"PuttsPerRound",2015
92,92,"Ken Duke",93,29.01,2582,89,21,"PuttsPerRound",2015
92,92,"Russell Henley",87,29.01,2437,84,23,"PuttsPerRound",2015
92,92,"George McNeill",93,29.01,2698,93,25,"PuttsPerRound",2015
95,95,"Shawn Stefani",94,29.02,2728,94,24,"PuttsPerRound",2015
96,96,"Brendon de Jonge",106,29.03,3077,106,23,"PuttsPerRound",2015
97,97,"Retief Goosen",81,29.04,2236,77,22,"PuttsPerRound",2015
98,98,"Whee Kim",71,29.07,2006,69,23,"PuttsPerRound",2015
99,99,"Brian Harman",90,29.09,2618,90,23,"PuttsPerRound",2015
100,100,"Gonzalo Fdez Castano",81,29.1,2241,77,23,"PuttsPerRound",2015
100,100,"Brooks Koepka",84,29.1,2357,81,23,"PuttsPerRound",2015
100,100,"Robert Streb",110,29.1,3201,110,23,"PuttsPerRound",2015
103,103,"Tony Finau",106,29.11,3086,106,23,"PuttsPerRound",2015
104,104,"Martin Laird",77,29.12,2242,77,22,"PuttsPerRound",2015
105,105,"Brendan Steele",88,29.13,2447,84,23,"PuttsPerRound",2015
106,106,"Adam Hadwin",95,29.15,2711,93,24,"PuttsPerRound",2015
106,106,"Padraig Harrington",60,29.15,1749,60,22,"PuttsPerRound",2015
106,106,"Vijay Singh",78,29.15,2274,78,24,"PuttsPerRound",2015
109,109,"Kyle Reifers",96,29.16,2683,92,24,"PuttsPerRound",2015
110,110,"Luke Donald",71,29.17,2071,71,23,"PuttsPerRound",2015
110,110,"Justin Rose",69,29.17,1925,66,24,"PuttsPerRound",2015
112,112,"Louis Oosthuizen",68,29.19,1810,62,25,"PuttsPerRound",2015
113,113,"Jonathan Randolph",72,29.2,2044,70,23,"PuttsPerRound",2015
114,114,"John Peterson",84,29.21,2454,84,24,"PuttsPerRound",2015
115,115,"Daniel Berger",97,29.23,2835,97,22,"PuttsPerRound",2015
115,115,"Mark Hubbard",79,29.23,2251,77,23,"PuttsPerRound",2015
115,115,"SJ Park",79,29.23,2251,77,23,"PuttsPerRound",2015
118,118,"DA Points",72,29.24,2047,70,24,"PuttsPerRound",2015
119,119,"Heath Slocum",57,29.25,1550,53,23,"PuttsPerRound",2015
120,120,"Graham DeLaet",65,29.26,1902,65,22,"PuttsPerRound",2015
120,120,"Carlos Ortiz",100,29.26,2809,96,22,"PuttsPerRound",2015
122,122,"Scott Stallings",60,29.27,1756,60,23,"PuttsPerRound",2015
122,122,"Boo Weekley",79,29.27,2312,79,24,"PuttsPerRound",2015
124,124,"Jon Curran",83,29.28,2313,79,25,"PuttsPerRound",2015
125,125,"Jhonattan Vegas",90,29.29,2519,86,22,"PuttsPerRound",2015
125,125,"Lee Westwood",56,29.29,1523,52,23,"PuttsPerRound",2015
127,127,"Seung Yul Noh",65,29.31,1905,65,24,"PuttsPerRound",2015
127,127,"Cameron Percy",72,29.31,2052,70,22,"PuttsPerRound",2015
129,129,"Hudson Swafford",97,29.32,2785,95,26,"PuttsPerRound",2015
129,129,"Nick Watney",91,29.32,2668,91,22,"PuttsPerRound",2015
131,131,"Roger Sloan",56,29.33,1525,52,24,"PuttsPerRound",2015
132,132,"Webb Simpson",81,29.35,2289,78,23,"PuttsPerRound",2015
132,132,"Michael Thompson",83,29.35,2377,81,23,"PuttsPerRound",2015
132,132,"Mark Wilson",89,29.35,2495,85,26,"PuttsPerRound",2015
135,135,"Sam Saunders",83,29.37,2379,81,25,"PuttsPerRound",2015
135,135,"Johnson Wagner",68,29.37,1997,68,25,"PuttsPerRound",2015
137,137,"Jim Furyk",71,29.39,1881,64,24,"PuttsPerRound",2015
138,138,"Jason Gore",76,29.4,2117,72,24,"PuttsPerRound",2015
139,139,"Chad Campbell",97,29.41,2853,97,24,"PuttsPerRound",2015
139,139,"Robert Garrigus",70,29.41,1941,66,24,"PuttsPerRound",2015
141,141,"Will Wilcox",58,29.46,1591,54,25,"PuttsPerRound",2015
142,142,"Scott Pinckney",88,29.48,2594,88,24,"PuttsPerRound",2015
142,142,"Tyrone Van Aswegen",58,29.48,1592,54,25,"PuttsPerRound",2015
144,144,"Keegan Bradley",87,29.49,2477,84,24,"PuttsPerRound",2015
145,145,"Andrew Svoboda",80,29.51,2302,78,24,"PuttsPerRound",2015
146,146,"John Senden",80,29.53,2215,75,23,"PuttsPerRound",2015
146,146,"Gary Woodland",81,29.53,2185,74,22,"PuttsPerRound",2015
148,148,"Bo Van Pelt",81,29.54,2334,79,23,"PuttsPerRound",2015
149,149,"Russell Knox",96,29.56,2838,96,24,"PuttsPerRound",2015
150,150,"Charl Schwartzel",67,29.57,1863,63,25,"PuttsPerRound",2015
151,151,"Bill Haas",89,29.58,2544,86,22,"PuttsPerRound",2015
152,152,"Jason Dufner",76,29.6,2161,73,24,"PuttsPerRound",2015
152,152,"Martin Flores",95,29.6,2694,91,23,"PuttsPerRound",2015
152,152,"Spencer Levin",99,29.6,2871,97,23,"PuttsPerRound",2015
155,155,"Chez Reavie",56,29.63,1659,56,26,"PuttsPerRound",2015
156,156,"Ben Martin",93,29.64,2668,90,22,"PuttsPerRound",2015
157,157,"John Merrick",78,29.65,2194,74,24,"PuttsPerRound",2015
157,157,"Kevin Streelman",95,29.65,2698,91,25,"PuttsPerRound",2015
159,159,"Davis Love III",51,29.67,1513,51,24,"PuttsPerRound",2015
160,160,"Derek Ernst",75,29.7,2109,71,24,"PuttsPerRound",2015
161,161,"Billy Horschel",99,29.71,2793,94,25,"PuttsPerRound",2015
162,162,"Charles Howell III",105,29.75,3124,105,22,"PuttsPerRound",2015
163,163,"Paul Casey",87,29.77,2441,82,24,"PuttsPerRound",2015
163,163,"Brice Garnett",81,29.77,2352,79,25,"PuttsPerRound",2015
165,165,"Ernie Els",57,29.79,1698,57,24,"PuttsPerRound",2015
166,166,"Roberto Castro",54,29.8,1490,50,25,"PuttsPerRound",2015
167,167,"Nicholas Thompson",90,29.81,2564,86,24,"PuttsPerRound",2015
168,168,"Michael Putnam",87,29.84,2536,85,23,"PuttsPerRound",2015
168,168,"Byron Smith",59,29.84,1641,55,25,"PuttsPerRound",2015
170,170,"Greg Owen",58,29.86,1732,58,23,"PuttsPerRound",2015
171,171,"Angel Cabrera",53,29.87,1583,53,25,"PuttsPerRound",2015
171,171,"Henrik Stenson",63,29.87,1792,60,22,"PuttsPerRound",2015
173,173,"Francesco Molinari",56,29.94,1587,53,24,"PuttsPerRound",2015
174,174,"Charlie Beljan",76,29.97,2158,72,23,"PuttsPerRound",2015
175,175,"Bill Lunde",50,30.02,1381,46,24,"PuttsPerRound",2015
176,176,"Robert Allenby",63,30.03,1772,59,22,"PuttsPerRound",2015
177,177,"Alex Prugh",84,30.04,2403,80,26,"PuttsPerRound",2015
178,178,"Jim Renner",68,30.06,1984,66,24,"PuttsPerRound",2015
179,179,"Adam Scott",51,30.11,1415,47,26,"PuttsPerRound",2015
180,180,"Stewart Cink",77,30.14,2321,77,24,"PuttsPerRound",2015
181,181,"Jim Herman",88,30.22,2659,88,25,"PuttsPerRound",2015
182,182,"JJ Henry",94,30.24,2722,90,23,"PuttsPerRound",2015
183,183,"Geoff Ogilvy",50,30.44,1461,48,25,"PuttsPerRound",2015
184,184,"Lucas Glover",79,30.54,2413,79,25,"PuttsPerRound",2015
