"AverageGoingforitShotDistanceinYards_RANKTHISWEEK_2006","AverageGoingforitShotDistanceinYards_RANKLASTWEEK_2006","AverageGoingforitShotDistanceinYards_PLAYERNAME_2006","AverageGoingforitShotDistanceinYards_EVENTS_2006","AverageGoingforitShotDistanceinYards_AVG_2006","AverageGoingforitShotDistanceinYards_DISTANCEININCHES_2006","AverageGoingforitShotDistanceinYards_ATTEMPTS_2006","stat_name","year"
25,25,"Richard Johnson",29,251.1,1093595,121,"AverageGoingforitShotDistanceinYards",2006
25,25,"Pat Perez",19,251.1,822563,91,"AverageGoingforitShotDistanceinYards",2006
28,28,"Steve Elkington",17,251.2,678135,75,"AverageGoingforitShotDistanceinYards",2006
28,28,"Joey Sindelar",29,251.2,1184745,131,"AverageGoingforitShotDistanceinYards",2006
30,30,"John Huston",27,251.6,1096080,121,"AverageGoingforitShotDistanceinYards",2006
31,31,"John Engler Jr",27,251.7,924247,102,"AverageGoingforitShotDistanceinYards",2006
32,32,"Daniel Chopra",33,251.8,1813092,200,"AverageGoingforitShotDistanceinYards",2006
32,32,"Stewart Cink",26,251.8,1069590,118,"AverageGoingforitShotDistanceinYards",2006
32,32,"Dudley Hart",29,251.8,997269,110,"AverageGoingforitShotDistanceinYards",2006
32,32,"Bubba Watson",27,251.8,1876596,207,"AverageGoingforitShotDistanceinYards",2006
36,36,"Henrik Bjornstad",31,252,1660197,183,"AverageGoingforitShotDistanceinYards",2006
36,36,"KJ Choi",26,252,1279310,141,"AverageGoingforitShotDistanceinYards",2006
38,38,"Camilo Villegas",29,252.1,1806071,199,"AverageGoingforitShotDistanceinYards",2006
39,39,"Bart Bryant",26,252.2,926213,102,"AverageGoingforitShotDistanceinYards",2006
39,39,"Tom Lehman",20,252.2,744400,82,"AverageGoingforitShotDistanceinYards",2006
41,41,"Harrison Frazar",29,252.3,1680145,185,"AverageGoingforitShotDistanceinYards",2006
41,41,"Steve Jones",27,252.3,899134,99,"AverageGoingforitShotDistanceinYards",2006
43,43,"James Driscoll",29,252.4,1408167,155,"AverageGoingforitShotDistanceinYards",2006
43,43,"Will Ma Kenzie",29,252.4,1472097,162,"AverageGoingforitShotDistanceinYards",2006
43,43,"Phil Mickelson",19,252.4,1217525,134,"AverageGoingforitShotDistanceinYards",2006
46,46,"Ian Poulter",15,252.5,808884,89,"AverageGoingforitShotDistanceinYards",2006
47,47,"Retief Goosen",18,252.6,1027717,113,"AverageGoingforitShotDistanceinYards",2006
47,47,"Ryuji Imada",31,252.6,1336882,147,"AverageGoingforitShotDistanceinYards",2006
47,47,"Davis Love III",23,252.6,1264154,139,"AverageGoingforitShotDistanceinYards",2006
47,47,"Joe Ogilvie",29,252.6,1309301,144,"AverageGoingforitShotDistanceinYards",2006
47,47,"Rory Sabbatini",24,252.6,1091214,120,"AverageGoingforitShotDistanceinYards",2006
52,52,"JJ Henry",28,252.7,1282459,141,"AverageGoingforitShotDistanceinYards",2006
52,52,"Trevor Immelman",24,252.7,1391636,153,"AverageGoingforitShotDistanceinYards",2006
52,52,"Heath Slocum",30,252.7,1346638,148,"AverageGoingforitShotDistanceinYards",2006
52,52,"Kevin Sutherland",29,252.7,1664791,183,"AverageGoingforitShotDistanceinYards",2006
52,52,"Kirk Triplett",18,252.7,600302,66,"AverageGoingforitShotDistanceinYards",2006
57,57,"Carl Pettersson",28,252.8,1310658,144,"AverageGoingforitShotDistanceinYards",2006
58,58,"Jerry Kelly",31,252.9,1174259,129,"AverageGoingforitShotDistanceinYards",2006
58,58,"Omar Uresti",22,252.9,637237,70,"AverageGoingforitShotDistanceinYards",2006
60,60,"Steve Flesch",33,253.3,1741611,191,"AverageGoingforitShotDistanceinYards",2006
60,60,"Tom Pernice Jr",33,253.3,1486078,163,"AverageGoingforitShotDistanceinYards",2006
62,62,"Charles Howell III",30,253.4,1642080,180,"AverageGoingforitShotDistanceinYards",2006
63,63,"Chris Riley",27,253.5,976593,107,"AverageGoingforitShotDistanceinYards",2006
64,64,"Shaun Micheel",29,253.6,1223411,134,"AverageGoingforitShotDistanceinYards",2006
64,64,"David Toms",22,253.6,949391,104,"AverageGoingforitShotDistanceinYards",2006
66,66,"Luke Donald",18,253.7,639242,70,"AverageGoingforitShotDistanceinYards",2006
67,67,"Chris Couch",27,253.8,1644687,180,"AverageGoingforitShotDistanceinYards",2006
67,67,"Nick Watney",29,253.8,2147107,235,"AverageGoingforitShotDistanceinYards",2006
69,69,"Ben Crane",26,253.9,968987,106,"AverageGoingforitShotDistanceinYards",2006
69,69,"Carlos Franco",29,253.9,1553780,170,"AverageGoingforitShotDistanceinYards",2006
71,71,"Chad Campbell",25,254,1033127,113,"AverageGoingforitShotDistanceinYards",2006
71,71,"Bill Haas",30,254,1847342,202,"AverageGoingforitShotDistanceinYards",2006
71,71,"Charley Hoffman",29,254,2194426,240,"AverageGoingforitShotDistanceinYards",2006
74,74,"JL Lewis",17,254.1,823421,90,"AverageGoingforitShotDistanceinYards",2006
75,75,"Greg Owen",24,254.2,1491588,163,"AverageGoingforitShotDistanceinYards",2006
75,75,"Paul Stankowski",22,254.2,1162297,127,"AverageGoingforitShotDistanceinYards",2006
77,77,"Briny Baird",25,254.3,1180754,129,"AverageGoingforitShotDistanceinYards",2006
77,77,"Brian Gay",31,254.3,1043637,114,"AverageGoingforitShotDistanceinYards",2006
79,79,"Brad Faxon",26,254.5,897917,98,"AverageGoingforitShotDistanceinYards",2006
79,79,"JP Hayes",19,254.5,723693,79,"AverageGoingforitShotDistanceinYards",2006
79,79,"Bob May",21,254.5,971342,106,"AverageGoingforitShotDistanceinYards",2006
82,82,"Stuart Appleby",23,254.6,1246348,136,"AverageGoingforitShotDistanceinYards",2006
83,83,"Woody Austin",31,254.7,1503987,164,"AverageGoingforitShotDistanceinYards",2006
84,84,"Mark OMeara",18,254.8,311814,34,"AverageGoingforitShotDistanceinYards",2006
84,84,"Brett Wetterich",25,254.8,1651050,180,"AverageGoingforitShotDistanceinYards",2006
86,86,"Robert Allenby",22,254.9,1248197,136,"AverageGoingforitShotDistanceinYards",2006
86,86,"Mark Brooks",36,254.9,853324,93,"AverageGoingforitShotDistanceinYards",2006
86,86,"Zach Johnson",27,254.9,972763,106,"AverageGoingforitShotDistanceinYards",2006
86,86,"Jason Schultz",28,254.9,1193023,130,"AverageGoingforitShotDistanceinYards",2006
86,86,"Tiger Woods",15,254.9,908585,99,"AverageGoingforitShotDistanceinYards",2006
91,91,"Ryan Moore",22,255,1101570,120,"AverageGoingforitShotDistanceinYards",2006
92,92,"Rich Beem",27,255.1,1432646,156,"AverageGoingforitShotDistanceinYards",2006
93,93,"Brian Bateman",26,255.3,1038601,113,"AverageGoingforitShotDistanceinYards",2006
93,93,"Billy Mayfair",29,255.3,1332766,145,"AverageGoingforitShotDistanceinYards",2006
95,95,"Steve Lowery",31,255.4,1682466,183,"AverageGoingforitShotDistanceinYards",2006
96,96,"Tim Clark",22,255.5,772764,84,"AverageGoingforitShotDistanceinYards",2006
96,96,"Kris Cox",28,255.5,1361232,148,"AverageGoingforitShotDistanceinYards",2006
96,96,"Chris DiMarco",26,255.5,883133,96,"AverageGoingforitShotDistanceinYards",2006
96,96,"Robert Garrigus",28,255.5,1857840,202,"AverageGoingforitShotDistanceinYards",2006
96,96,"Chris Smith",21,255.5,1140555,124,"AverageGoingforitShotDistanceinYards",2006
96,96,"Roger Tambellini",25,255.5,1094667,119,"AverageGoingforitShotDistanceinYards",2006
102,102,"John Daly",21,255.6,1049150,114,"AverageGoingforitShotDistanceinYards",2006
102,102,"Robert Damron",31,255.6,1140997,124,"AverageGoingforitShotDistanceinYards",2006
104,104,"Arjun Atwal",33,255.7,1490996,162,"AverageGoingforitShotDistanceinYards",2006
104,104,"Brian Davis",28,255.7,1573920,171,"AverageGoingforitShotDistanceinYards",2006
104,104,"Tag Ridings",33,255.7,1951578,212,"AverageGoingforitShotDistanceinYards",2006
107,107,"Tommy Armour III",25,255.8,699847,76,"AverageGoingforitShotDistanceinYards",2006
107,107,"Jeff Maggert",26,255.8,1187770,129,"AverageGoingforitShotDistanceinYards",2006
107,107,"DJ Trahan",33,255.8,1602202,174,"AverageGoingforitShotDistanceinYards",2006
110,110,"Lucas Glover",31,255.9,1962579,213,"AverageGoingforitShotDistanceinYards",2006
111,111,"Jason Bohn",29,256,1640456,178,"AverageGoingforitShotDistanceinYards",2006
111,111,"Joe Durant",28,256,1963299,213,"AverageGoingforitShotDistanceinYards",2006
111,111,"Ryan Hietala",23,256,939912,102,"AverageGoingforitShotDistanceinYards",2006
111,111,"Tim Petrovic",30,256,1456105,158,"AverageGoingforitShotDistanceinYards",2006
111,111,"Jeff Sluman",29,256,1170475,127,"AverageGoingforitShotDistanceinYards",2006
116,116,"Alex Aragon",26,256.2,968619,105,"AverageGoingforitShotDistanceinYards",2006
117,117,"Eric Axley",29,256.3,1633072,177,"AverageGoingforitShotDistanceinYards",2006
117,117,"Thomas Levet",18,256.3,821157,89,"AverageGoingforitShotDistanceinYards",2006
117,117,"Geoff Ogilvy",20,256.3,1088796,118,"AverageGoingforitShotDistanceinYards",2006
117,117,"Wes Short Jr",33,256.3,1661122,180,"AverageGoingforitShotDistanceinYards",2006
121,121,"Fred Funk",29,256.5,978874,106,"AverageGoingforitShotDistanceinYards",2006
121,121,"Jonathan Kaye",32,256.5,1763900,191,"AverageGoingforitShotDistanceinYards",2006
121,121,"Charles Warren",27,256.5,1818811,197,"AverageGoingforitShotDistanceinYards",2006
124,124,"David Branshaw",29,256.6,1561015,169,"AverageGoingforitShotDistanceinYards",2006
125,125,"Olin Browne",30,256.9,1026409,111,"AverageGoingforitShotDistanceinYards",2006
125,125,"Mathew Goggin",26,256.9,1451814,157,"AverageGoingforitShotDistanceinYards",2006
125,125,"Mathias Gronberg",30,256.9,1960334,212,"AverageGoingforitShotDistanceinYards",2006
128,128,"Arron Oberholser",23,257,962375,104,"AverageGoingforitShotDistanceinYards",2006
128,128,"John Rollins",28,257,1619256,175,"AverageGoingforitShotDistanceinYards",2006
130,130,"Hidemichi Tanaka",31,257.1,749841,81,"AverageGoingforitShotDistanceinYards",2006
130,130,"Duffy Waldorf",28,257.1,1554732,168,"AverageGoingforitShotDistanceinYards",2006
132,132,"Brandt Jobe",28,257.2,1287116,139,"AverageGoingforitShotDistanceinYards",2006
132,132,"Bernhard Langer",24,257.2,1129438,122,"AverageGoingforitShotDistanceinYards",2006
132,132,"Hunter Mahan",29,257.2,1897776,205,"AverageGoingforitShotDistanceinYards",2006
135,135,"Ben Curtis",26,257.4,778490,84,"AverageGoingforitShotDistanceinYards",2006
135,135,"Ron Whittaker",28,257.4,973003,105,"AverageGoingforitShotDistanceinYards",2006
137,137,"Paul Azinger",30,257.5,1279240,138,"AverageGoingforitShotDistanceinYards",2006
137,137,"Rod Pampling",24,257.5,1056600,114,"AverageGoingforitShotDistanceinYards",2006
139,139,"Stephen Ames",21,257.7,732787,79,"AverageGoingforitShotDistanceinYards",2006
139,139,"Jesper Parnevik",24,257.7,1716489,185,"AverageGoingforitShotDistanceinYards",2006
141,141,"Brett Quigley",33,257.9,1652489,178,"AverageGoingforitShotDistanceinYards",2006
142,142,"Shane Bertsch",34,258,994000,107,"AverageGoingforitShotDistanceinYards",2006
142,142,"John Cook",22,258,594436,64,"AverageGoingforitShotDistanceinYards",2006
142,142,"Danny Ellis",23,258,1086594,117,"AverageGoingforitShotDistanceinYards",2006
145,145,"Jeff Brehaut",33,258.1,1598204,172,"AverageGoingforitShotDistanceinYards",2006
145,145,"Troy Matteson",32,258.1,1923235,207,"AverageGoingforitShotDistanceinYards",2006
147,147,"Daisuke Maruyama",25,258.2,1199103,129,"AverageGoingforitShotDistanceinYards",2006
147,147,"Sean OHair",30,258.2,1756498,189,"AverageGoingforitShotDistanceinYards",2006
149,149,"David McKenzie",28,258.3,1116001,120,"AverageGoingforitShotDistanceinYards",2006
150,150,"Bubba Dickerson",32,258.4,1915931,206,"AverageGoingforitShotDistanceinYards",2006
150,150,"Scott Verplank",25,258.4,939406,101,"AverageGoingforitShotDistanceinYards",2006
152,152,"Jeff Gove",29,258.5,1479864,159,"AverageGoingforitShotDistanceinYards",2006
152,152,"Ian Leggatt",29,258.5,1358889,146,"AverageGoingforitShotDistanceinYards",2006
152,152,"Nicholas Thompson",32,258.5,1638027,176,"AverageGoingforitShotDistanceinYards",2006
155,155,"Ted Purdy",33,258.6,1694506,182,"AverageGoingforitShotDistanceinYards",2006
155,155,"Dean Wilson",34,258.6,1480069,159,"AverageGoingforitShotDistanceinYards",2006
157,157,"Padraig Harrington",15,258.7,828972,89,"AverageGoingforitShotDistanceinYards",2006
157,157,"Bob Tway",25,258.7,1080456,116,"AverageGoingforitShotDistanceinYards",2006
159,159,"David Howell",14,258.9,680471,73,"AverageGoingforitShotDistanceinYards",2006
159,159,"Jose Maria Olazabal",18,258.9,773458,83,"AverageGoingforitShotDistanceinYards",2006
161,161,"Marco Dawson",27,259.2,1362319,146,"AverageGoingforitShotDistanceinYards",2006
161,161,"Matt Hansen",25,259.2,1185258,127,"AverageGoingforitShotDistanceinYards",2006
163,163,"Justin Leonard",26,259.4,784523,84,"AverageGoingforitShotDistanceinYards",2006
163,163,"Shigeki Maruyama",30,259.4,1241893,133,"AverageGoingforitShotDistanceinYards",2006
165,165,"Kent Jones",32,259.5,1476098,158,"AverageGoingforitShotDistanceinYards",2006
166,166,"Jerry Smith",29,259.6,925064,99,"AverageGoingforitShotDistanceinYards",2006
166,166,"Mike Weir",24,259.6,1028160,110,"AverageGoingforitShotDistanceinYards",2006
168,168,"Nathan Green",30,259.7,1729718,185,"AverageGoingforitShotDistanceinYards",2006
168,168,"Tjaart van der Walt",21,259.7,719781,77,"AverageGoingforitShotDistanceinYards",2006
170,170,"Mark Calcavecchia",27,259.8,1524617,163,"AverageGoingforitShotDistanceinYards",2006
170,170,"Greg Chalmers",28,259.8,822945,88,"AverageGoingforitShotDistanceinYards",2006
172,172,"Kenny Perry",22,259.9,1019835,109,"AverageGoingforitShotDistanceinYards",2006
173,173,"Todd Fischer",35,260.2,1180266,126,"AverageGoingforitShotDistanceinYards",2006
173,173,"Larry Mize",18,260.2,440262,47,"AverageGoingforitShotDistanceinYards",2006
175,175,"DA Points",28,260.3,1208756,129,"AverageGoingforitShotDistanceinYards",2006
176,176,"Lee Janzen",28,260.8,985862,105,"AverageGoingforitShotDistanceinYards",2006
176,176,"Vijay Singh",27,260.8,1980763,211,"AverageGoingforitShotDistanceinYards",2006
178,178,"Scott Gutschewski",19,260.9,1051910,112,"AverageGoingforitShotDistanceinYards",2006
178,178,"Frank Lickliter II",29,260.9,1624923,173,"AverageGoingforitShotDistanceinYards",2006
180,180,"Stephen Leaney",27,261,939536,100,"AverageGoingforitShotDistanceinYards",2006
181,181,"Craig Barlow",22,261.1,1353299,144,"AverageGoingforitShotDistanceinYards",2006
182,182,"Brent Geiberger",30,261.2,1420087,151,"AverageGoingforitShotDistanceinYards",2006
183,183,"Mike Sposa",25,261.4,959802,102,"AverageGoingforitShotDistanceinYards",2006
183,183,"Vaughn Taylor",26,261.4,1364610,145,"AverageGoingforitShotDistanceinYards",2006
185,185,"Doug Barron",28,261.5,913273,97,"AverageGoingforitShotDistanceinYards",2006
185,185,"Skip Kendall",22,261.5,790675,84,"AverageGoingforitShotDistanceinYards",2006
185,185,"Ryan Palmer",30,261.5,1844999,196,"AverageGoingforitShotDistanceinYards",2006
188,188,"Corey Pavin",23,261.7,593565,63,"AverageGoingforitShotDistanceinYards",2006
189,189,"Greg Kraft",26,262.6,775185,82,"AverageGoingforitShotDistanceinYards",2006
190,190,"Michael Connell",22,263.1,520953,55,"AverageGoingforitShotDistanceinYards",2006
191,191,"Jeff Overton",28,263.8,2013569,212,"AverageGoingforitShotDistanceinYards",2006
191,191,"Jimmy Walker",21,263.8,1092244,115,"AverageGoingforitShotDistanceinYards",2006
193,193,"Alex Cejka",30,264.1,1483236,156,"AverageGoingforitShotDistanceinYards",2006
194,194,"Paul Goydos",24,265.1,849481,89,"AverageGoingforitShotDistanceinYards",2006
195,195,"Sergio Garcia",17,265.2,964366,101,"AverageGoingforitShotDistanceinYards",2006
196,196,"Freddie Jacobson",18,265.4,1022508,107,"AverageGoingforitShotDistanceinYards",2006
