"PresidentsCupInternational_RANKTHISWEEK_2010","PresidentsCupInternational_RANKLASTWEEK_2010","PresidentsCupInternational_PLAYERNAME_2010","PresidentsCupInternational_EVENTS_2010","PresidentsCupInternational_AVGPOINTS_2010","PresidentsCupInternational_TOTALPOINTS_2010","PresidentsCupInternational_POINTSLOST_2010","PresidentsCupInternational_POINTSGAINED_2010","stat_name","year"
68,NA,"Kiradech Aphibarnrat",58,0.89,51.7,-21.61,45.07,"PresidentsCupInternational",2010
69,NA,"Hideto Tanihara",56,0.87,48.85,-46.14,39.55,"PresidentsCupInternational",2010
70,NA,"Jay Choi",40,0.87,34.86,-1.69,36.56,"PresidentsCupInternational",2010
71,NA,"Gaganjeet Bhullar",40,0.87,34.76,-32.54,25.48,"PresidentsCupInternational",2010
72,NA,"Fabrizio Zanotti",51,0.86,44.01,-25.03,35.89,"PresidentsCupInternational",2010
73,NA,"Siddikur Rahman",40,0.86,34.4,-1.37,35.77,"PresidentsCupInternational",2010
74,NA,"Yasuharu Imano",40,0.84,33.62,-46.21,7.77,"PresidentsCupInternational",2010
75,NA,"Masaya Tomida",50,0.8,40.01,-30.52,27.63,"PresidentsCupInternational",2010
76,NA,"Tomohiro Kondo",49,0.8,39.13,-44.62,15.34,"PresidentsCupInternational",2010
77,NA,"Alistair Presnell",58,0.78,45.28,-17.76,45.29,"PresidentsCupInternational",2010
78,NA,"Prayad Marksaeng",58,0.78,45.08,-82.9,33.31,"PresidentsCupInternational",2010
79,NA,"Mardan Mamat",45,0.77,34.57,-19.35,29.25,"PresidentsCupInternational",2010
80,NA,"Nathan Green",58,0.75,43.41,-47.14,35.91,"PresidentsCupInternational",2010
81,NA,"Cameron Percy",51,0.74,37.92,-30.5,21.17,"PresidentsCupInternational",2010
82,NA,"Kazuhiro Yamashita",47,0.74,34.82,-28.88,17.79,"PresidentsCupInternational",2010
83,NA,"Peter Senior",40,0.71,28.4,-8.98,27.78,"PresidentsCupInternational",2010
84,NA,"Azuma Yano",55,0.7,38.23,-57.77,21.34,"PresidentsCupInternational",2010
85,NA,"Trevor Immelman",40,0.69,27.72,-56.37,30.13,"PresidentsCupInternational",2010
86,NA,"Shiv Kapur",58,0.69,39.89,-30.11,21.17,"PresidentsCupInternational",2010
87,NA,"Fabian Gomez",46,0.69,31.55,-25.97,30.24,"PresidentsCupInternational",2010
88,NA,"Aaron Baddeley",54,0.68,36.52,-51,30.06,"PresidentsCupInternational",2010
89,NA,"David Smail",45,0.67,30.25,-57.64,14.24,"PresidentsCupInternational",2010
90,NA,"Hirofumi Miyase",48,0.67,32.16,-22.64,18.94,"PresidentsCupInternational",2010
91,NA,"Keith Horne",44,0.67,29.27,-21.24,29.06,"PresidentsCupInternational",2010
92,NA,"Wen Tang Lin",40,0.66,26.34,-47.25,15.28,"PresidentsCupInternational",2010
93,NA,"Tetsuya Haraguchi",49,0.65,31.91,-16.71,26.3,"PresidentsCupInternational",2010
94,NA,"Kunihiro Kamii",48,0.65,31.17,-18.54,26.53,"PresidentsCupInternational",2010
95,NA,"Marcus Both",44,0.65,28.57,-21.86,13.24,"PresidentsCupInternational",2010
96,NA,"Hyung Sung Kim",47,0.65,30.49,-18.42,22.02,"PresidentsCupInternational",2010
97,NA,"Kim Hyung Tae",41,0.64,26.05,-9.55,25.92,"PresidentsCupInternational",2010
98,NA,"Hennie Otto",55,0.63,34.8,-35.92,35.8,"PresidentsCupInternational",2010
99,NA,"Toru Suzuki",48,0.63,30.35,-31.34,11.02,"PresidentsCupInternational",2010
100,NA,"Scott Strange",49,0.63,30.93,-57,4.92,"PresidentsCupInternational",2010
101,NA,"Mamo Osanai",40,0.62,24.95,-10.19,25.58,"PresidentsCupInternational",2010
102,NA,"Kaname Yokoo",51,0.62,31.4,-36.25,17.48,"PresidentsCupInternational",2010
103,NA,"Hiroshi Iwata",50,0.6,30.12,-23.25,26.49,"PresidentsCupInternational",2010
104,NA,"Udorn Duangdecha",40,0.6,24.02,-9.43,17.89,"PresidentsCupInternational",2010
105,NA,"Mathew Goggin",58,0.6,34.8,-88.72,21.19,"PresidentsCupInternational",2010
106,NA,"Daehyun Kim",40,0.6,23.98,-12.95,22.02,"PresidentsCupInternational",2010
107,NA,"Peter Karmis",40,0.59,23.66,-4.09,24.08,"PresidentsCupInternational",2010
108,NA,"Taichi Teshima",45,0.59,26.35,-30.06,20.83,"PresidentsCupInternational",2010
109,NA,"Toshinori Muto",46,0.58,26.87,-40.49,11.52,"PresidentsCupInternational",2010
110,NA,"Shigeru Nonaka",47,0.58,27.22,-8.42,23.6,"PresidentsCupInternational",2010
111,NA,"Scott Hend",51,0.58,29.52,-22.09,21.1,"PresidentsCupInternational",2010
112,NA,"Adam Bland",54,0.58,31.2,-16.15,26.4,"PresidentsCupInternational",2010
113,NA,"Steven Bowditch",50,0.58,28.83,-4.45,26.31,"PresidentsCupInternational",2010
114,NA,"Cho Minjun",40,0.56,22.53,-1.49,24.02,"PresidentsCupInternational",2010
115,NA,"Ricardo Gonzalez",49,0.56,27.39,-38.88,14.32,"PresidentsCupInternational",2010
116,NA,"David Hearn",43,0.56,24.01,-7.54,26.46,"PresidentsCupInternational",2010
117,NA,"Rafael Echenique",58,0.56,32.29,-27.69,25.31,"PresidentsCupInternational",2010
118,NA,"Mitsuhiro Tateyama",44,0.56,24.44,-11.96,20.42,"PresidentsCupInternational",2010
119,NA,"Tano Goya",55,0.55,30.34,-38.7,24.06,"PresidentsCupInternational",2010
120,NA,"Julio Zapata",40,0.55,21.94,-9.22,26.46,"PresidentsCupInternational",2010
121,NA,"Chan Yihshin",40,0.55,21.83,-12.55,12.61,"PresidentsCupInternational",2010
122,NA,"Rod Pampling",58,0.54,31.49,-75.9,12.48,"PresidentsCupInternational",2010
123,NA,"Kyung Nam Kang",40,0.54,21.63,-5.92,21.99,"PresidentsCupInternational",2010
124,NA,"Jarrod Lyle",53,0.52,27.72,-24.13,28.07,"PresidentsCupInternational",2010
125,NA,"Jaco Van Zyl",40,0.52,20.87,-17.73,22.86,"PresidentsCupInternational",2010
126,NA,"SK Ho",46,0.51,23.53,-27.87,20.36,"PresidentsCupInternational",2010
127,NA,"Shinichi Yokota",47,0.51,23.96,-4.81,21.83,"PresidentsCupInternational",2010
128,NA,"Yusaku Miyazato",46,0.5,22.96,-22.34,13.79,"PresidentsCupInternational",2010
129,NA,"Andre Stolz",40,0.49,19.67,-4.13,19.93,"PresidentsCupInternational",2010
130,NA,"Michiel Bothma",40,0.49,19.57,-14.06,22.91,"PresidentsCupInternational",2010
131,NA,"Juvic Pagunsan",40,0.49,19.43,-16.5,15.93,"PresidentsCupInternational",2010
132,NA,"Angelo Que",40,0.48,19.32,-12.92,18.21,"PresidentsCupInternational",2010
133,NA,"James Nitties",58,0.48,27.94,-31.66,20.43,"PresidentsCupInternational",2010
134,NA,"Jaebum Park",40,0.48,19.01,-3.7,19.3,"PresidentsCupInternational",2010
135,NA,"Scott Gardiner",53,0.47,25.15,-12.47,21.08,"PresidentsCupInternational",2010
136,NA,"Kodai Ichihara",47,0.47,21.9,-14.95,17.06,"PresidentsCupInternational",2010
137,NA,"Won Joon Lee",58,0.46,26.77,-14.71,22.18,"PresidentsCupInternational",2010
138,NA,"Darren Fichardt",40,0.45,17.99,-22.12,18.08,"PresidentsCupInternational",2010
139,NA,"Mike Hendry",40,0.45,17.97,-2.2,20.17,"PresidentsCupInternational",2010
140,NA,"Chinnarat Phadungsil",44,0.45,19.62,-16.2,14.23,"PresidentsCupInternational",2010
141,NA,"Dinesh Chand",47,0.44,20.61,-8.59,21.06,"PresidentsCupInternational",2010
142,NA,"Hiroo Kawai",42,0.43,18.16,-6.03,17.57,"PresidentsCupInternational",2010
143,NA,"Aron Price",54,0.43,23.31,-18.35,22.4,"PresidentsCupInternational",2010
144,NA,"Makoto Inoue",47,0.43,20.17,-20.71,17.47,"PresidentsCupInternational",2010
145,NA,"Paul Sheehan",53,0.43,22.7,-11.32,21.31,"PresidentsCupInternational",2010
146,NA,"Matthew Griffin",40,0.43,17.08,-6.16,11.57,"PresidentsCupInternational",2010
147,NA,"Akio Sadakata",44,0.43,18.79,-12.82,15.89,"PresidentsCupInternational",2010
148,NA,"George Coetzee",53,0.43,22.59,-10.51,25.16,"PresidentsCupInternational",2010
149,NA,"Matthew Zions",44,0.42,18.42,-9.21,17.35,"PresidentsCupInternational",2010
150,NA,"Shintaro Kai",49,0.42,20.49,-33.4,14.62,"PresidentsCupInternational",2010
151,NA,"I J Jang",42,0.41,17.41,-8.72,15.28,"PresidentsCupInternational",2010
152,NA,"Nobuhiro Masuda",46,0.41,18.74,-8.23,17.03,"PresidentsCupInternational",2010
153,NA,"Warren Abery",40,0.41,16.23,-4.39,16.27,"PresidentsCupInternational",2010
154,NA,"Anirban Lahiri",40,0.4,16.17,-9.02,10.24,"PresidentsCupInternational",2010
155,NA,"Mark Brown",58,0.4,23.05,-27.26,22.77,"PresidentsCupInternational",2010
156,NA,"Felipe Aguilar",56,0.4,22.25,-29.1,17.41,"PresidentsCupInternational",2010
157,NA,"Richard Sterne",40,0.39,15.78,-62.15,4.3,"PresidentsCupInternational",2010
158,NA,"Bradley Iles",49,0.39,19.3,-13.17,15.3,"PresidentsCupInternational",2010
159,NA,"Chapchai Nirat",52,0.39,20.05,-40.6,9.21,"PresidentsCupInternational",2010
160,NA,"Takuya Taniguchi",45,0.36,16.37,-7.1,16.57,"PresidentsCupInternational",2010
161,NA,"Branden Grace",56,0.36,20.32,-26.99,18.8,"PresidentsCupInternational",2010
162,NA,"Jyoti Randhawa",54,0.36,19.4,-36.2,11.95,"PresidentsCupInternational",2010
163,NA,"Jon Mills",52,0.36,18.59,-11.44,17.5,"PresidentsCupInternational",2010
164,NA,"Gavin Coles",47,0.36,16.71,-16.41,14.9,"PresidentsCupInternational",2010
165,NA,"Kazuhiko Hosokawa",47,0.35,16.67,-4.9,16.21,"PresidentsCupInternational",2010
166,NA,"Alex Haindl",40,0.35,14.15,-2.42,15.43,"PresidentsCupInternational",2010
167,NA,"Chris Campbell",40,0.35,14.09,-3.29,11.35,"PresidentsCupInternational",2010
168,NA,"Tjaart van der Walt",49,0.34,16.68,-9.86,16.37,"PresidentsCupInternational",2010
169,NA,"Chih Bing Lam",44,0.34,14.93,-27.37,12.89,"PresidentsCupInternational",2010
170,NA,"Tim Wilkinson",40,0.34,13.5,-24.13,10.47,"PresidentsCupInternational",2010
171,NA,"Scott Barr",45,0.34,15.18,-9.19,12.14,"PresidentsCupInternational",2010
172,NA,"Rick Kulacz",45,0.34,15.15,-23.24,11.65,"PresidentsCupInternational",2010
173,NA,"Darren Beck",40,0.33,13.29,-17.86,6.3,"PresidentsCupInternational",2010
174,NA,"Danny Lee",47,0.33,15.47,-35.96,5.49,"PresidentsCupInternational",2010
175,NA,"Chris Baryla",40,0.33,13.14,-18.3,NA,"PresidentsCupInternational",2010
176,NA,"Sung Lee",40,0.33,13.11,-5.99,9.14,"PresidentsCupInternational",2010
177,NA,"Masamichi Uehira",40,0.33,13.02,-3.49,12.59,"PresidentsCupInternational",2010
178,NA,"Daniel Alfredo Vancsik",55,0.32,17.82,-21.49,11.63,"PresidentsCupInternational",2010
179,NA,"Adam Hadwin",40,0.32,12.79,-1.03,13.82,"PresidentsCupInternational",2010
180,NA,"Adilson da Silva",40,0.32,12.64,-9.7,10.65,"PresidentsCupInternational",2010
181,NA,"Ewan Porter",41,0.32,12.93,-9.18,14,"PresidentsCupInternational",2010
182,NA,"Rahil Gangjee",40,0.31,12.57,-7.13,11.76,"PresidentsCupInternational",2010
183,NA,"Yoshikazu Haku",40,0.31,12.49,-1.59,13.36,"PresidentsCupInternational",2010
184,NA,"Josh Geary",40,0.31,12.34,-12.78,9.73,"PresidentsCupInternational",2010
185,NA,"Iain Steel",40,0.31,12.31,-12.43,11.43,"PresidentsCupInternational",2010
186,NA,"Lu Weichih",40,0.31,12.22,-14.27,9.23,"PresidentsCupInternational",2010
187,NA,"Mark Hensby",40,0.3,12.1,-7.95,14.46,"PresidentsCupInternational",2010
188,NA,"SSP Chawrasia",53,0.3,15.87,-8.89,15.52,"PresidentsCupInternational",2010
189,NA,"Dustin Risdon",44,0.3,13.14,-11.95,10.39,"PresidentsCupInternational",2010
190,NA,"Marc Cayeux",40,0.29,11.76,-19.46,8.4,"PresidentsCupInternational",2010
191,NA,"Anthony Michael",40,0.28,11.33,-0.79,12.12,"PresidentsCupInternational",2010
192,NA,"Sung Kang",40,0.28,11.17,-10.55,7.38,"PresidentsCupInternational",2010
193,NA,"Marco Ruiz",40,0.28,11.16,-7.65,12.6,"PresidentsCupInternational",2010
194,NA,"Terry Pilkadaris",46,0.28,12.74,-19.38,8.43,"PresidentsCupInternational",2010
195,NA,"Kiyoshi Miyazato",46,0.27,12.6,-15.28,10.47,"PresidentsCupInternational",2010
196,NA,"Eddie Lee",47,0.27,12.82,-10.98,7.29,"PresidentsCupInternational",2010
197,NA,"James Kamte",47,0.27,12.8,-26.16,10.39,"PresidentsCupInternational",2010
198,NA,"Jin Park",54,0.26,14.26,-5.71,14.06,"PresidentsCupInternational",2010
199,NA,"Kurt Barnes",40,0.26,10.53,-5.69,11.35,"PresidentsCupInternational",2010
200,NA,"Satoru Hirota",47,0.26,12.32,-12.1,12.63,"PresidentsCupInternational",2010
201,NA,"Sushi Ishigaki",40,0.26,10.44,-10.48,8.83,"PresidentsCupInternational",2010
202,NA,"Unho Park",42,0.26,10.85,-10.08,8.33,"PresidentsCupInternational",2010
203,NA,"Garth Mulroy",54,0.26,13.85,-25.33,4.94,"PresidentsCupInternational",2010
204,NA,"Bio Kim",40,0.26,10.24,-2.5,10.19,"PresidentsCupInternational",2010
205,NA,"Seukhyun Baek",40,0.26,10.22,0,10.22,"PresidentsCupInternational",2010
206,NA,"David McKenzie",55,0.26,14.04,-11.98,9.73,"PresidentsCupInternational",2010
207,NA,"Hideki Matsuyama",40,0.25,10.03,0,10.03,"PresidentsCupInternational",2010
208,NA,"Koichiro Kawano",40,0.25,9.83,-1.13,9.58,"PresidentsCupInternational",2010
209,NA,"Joong Kyung Mo",40,0.24,9.77,-7.25,9.16,"PresidentsCupInternational",2010
210,NA,"David Vanegas",40,0.24,9.75,-4.19,13.94,"PresidentsCupInternational",2010
211,NA,"Marc Pucay",40,0.24,9.64,-9.59,9.11,"PresidentsCupInternational",2010
212,NA,"Kim Felton",40,0.24,9.64,-0.6,9.65,"PresidentsCupInternational",2010
213,NA,"Yui Ueda",43,0.24,10.21,-9.74,8.31,"PresidentsCupInternational",2010
214,NA,"Steve Allan",40,0.24,9.43,-12.86,9.07,"PresidentsCupInternational",2010
215,NA,"Lucas Lee",40,0.23,9.25,-5.83,8.17,"PresidentsCupInternational",2010
216,NA,"Camilo Benedetti",40,0.23,9.18,-4.34,7.57,"PresidentsCupInternational",2010
217,NA,"Danny Chia",40,0.23,9.16,-11.5,5.41,"PresidentsCupInternational",2010
218,NA,"Michael Long",40,0.22,8.94,-5.45,2.48,"PresidentsCupInternational",2010
219,NA,"Andrew Buckle",54,0.22,12.03,-10.51,8.79,"PresidentsCupInternational",2010
220,NA,"Shaaban Hussin",40,0.22,8.91,-5.83,3.16,"PresidentsCupInternational",2010
221,NA,"Namchoak Tantipokakul",40,0.22,8.87,-0.83,9.7,"PresidentsCupInternational",2010
222,NA,"Brad Kennedy",40,0.22,8.87,-4.64,6.95,"PresidentsCupInternational",2010
223,NA,"Gareth Paddison",40,0.22,8.86,-7.71,6.81,"PresidentsCupInternational",2010
224,NA,"Clodomiro Carranza",45,0.22,9.95,-5.15,9.88,"PresidentsCupInternational",2010
225,NA,"Peter Fowler",40,0.22,8.85,-3.28,8.85,"PresidentsCupInternational",2010
226,NA,"Kohki Idoki",40,0.22,8.7,-9.36,3.67,"PresidentsCupInternational",2010
227,NA,"Inn Choon Hwang",40,0.22,8.69,-6.48,11.09,"PresidentsCupInternational",2010
228,NA,"Jordan Sherratt",40,0.22,8.64,0,8.64,"PresidentsCupInternational",2010
229,NA,"Yuji Igarashi",48,0.21,10.28,-14.63,2.4,"PresidentsCupInternational",2010
230,NA,"Tony Carolan",53,0.21,11.18,-8.29,7.63,"PresidentsCupInternational",2010
231,NA,"Jake Roos",40,0.21,8.32,-5.41,10.51,"PresidentsCupInternational",2010
232,NA,"Jose de Jesus Rodriguez",40,0.21,8.29,-2.74,9.9,"PresidentsCupInternational",2010
233,NA,"Hiroo Okamo",40,0.21,8.23,-0.64,8.88,"PresidentsCupInternational",2010
235,NA,"Wayne Perske",44,0.2,8.98,-10.21,6.15,"PresidentsCupInternational",2010
236,NA,"Taigen Tsumagari",44,0.2,8.96,-9.09,3.42,"PresidentsCupInternational",2010
237,NA,"Hur Inhoi",40,0.2,8.06,-2.7,8.28,"PresidentsCupInternational",2010
238,NA,"Jim Rutledge",40,0.2,7.99,-6.41,5.08,"PresidentsCupInternational",2010
239,NA,"Gavin Flint",42,0.2,8.36,-8.42,5.99,"PresidentsCupInternational",2010
240,NA,"Anthony Brown",40,0.2,7.83,-3.45,6.99,"PresidentsCupInternational",2010
241,NA,"Thammanoon Sriroj",40,0.2,7.81,-9.01,3.24,"PresidentsCupInternational",2010
242,NA,"Ben Leong",40,0.19,7.62,-10.24,8.09,"PresidentsCupInternational",2010
243,NA,"Toyokazu Fujishima",46,0.19,8.74,-12.22,5.35,"PresidentsCupInternational",2010
244,NA,"Trevor Fisher Jr",40,0.19,7.58,-7.24,9.27,"PresidentsCupInternational",2010
245,NA,"Peter OMalley",46,0.19,8.71,-16.57,2.78,"PresidentsCupInternational",2010
246,NA,"C Muniyappa",40,0.19,7.55,-8.96,NA,"PresidentsCupInternational",2010
247,NA,"Adam Blyth",42,0.19,7.92,-19.59,3.72,"PresidentsCupInternational",2010
248,NA,"Kwanchai Tannin",40,0.19,7.53,-2.81,5.48,"PresidentsCupInternational",2010
249,NA,"Ariel Canete",40,0.19,7.45,-6.93,11.61,"PresidentsCupInternational",2010
250,NA,"Yoshinobu Tsukada",47,0.18,8.66,-11.57,2.53,"PresidentsCupInternational",2010
251,NA,"Michael Wright",40,0.18,7.32,-2.82,6.2,"PresidentsCupInternational",2010
252,NA,"Yuudai Maeda",44,0.18,8.03,-8.54,3.7,"PresidentsCupInternational",2010
253,NA,"Wen Teh Lu",40,0.18,7.29,-15.37,3.45,"PresidentsCupInternational",2010
254,NA,"Jin Jeong",40,0.18,7.22,-0.78,8,"PresidentsCupInternational",2010
255,NA,"Ryan Yip",40,0.18,7.19,-5.7,4.02,"PresidentsCupInternational",2010
256,NA,"Choi Hosung",40,0.18,7.06,-2.83,6,"PresidentsCupInternational",2010
257,NA,"Nick Flanagan",40,0.17,6.95,-3.79,7.44,"PresidentsCupInternational",2010
258,NA,"Hidemasa Hoshino",46,0.17,7.89,-20.7,1.35,"PresidentsCupInternational",2010
259,NA,"Pablo Del Grosso",40,0.17,6.86,-2.7,8.34,"PresidentsCupInternational",2010
260,NA,"Bronson La Cassie",40,0.17,6.86,-0.1,6.96,"PresidentsCupInternational",2010
261,NA,"Tyrone Van Aswegen",40,0.17,6.85,-9.94,6.21,"PresidentsCupInternational",2010
262,NA,"Josh Cunliffe",40,0.17,6.85,-3.18,8.42,"PresidentsCupInternational",2010
263,NA,"Wade Ormsby",43,0.17,7.19,-7.4,5.94,"PresidentsCupInternational",2010
264,NA,"Aaron Townsend",40,0.16,6.57,-2.43,7.01,"PresidentsCupInternational",2010
265,NA,"Lian Wei Zhang",40,0.16,6.55,-5.58,3.63,"PresidentsCupInternational",2010
266,NA,"Ulrich Van den Berg",40,0.16,6.55,-7.15,4.8,"PresidentsCupInternational",2010
267,NA,"Dawie van der Walt",40,0.16,6.49,-5.94,5.49,"PresidentsCupInternational",2010
268,NA,"Takeshi Kajikawa",40,0.16,6.43,-8.13,NA,"PresidentsCupInternational",2010
269,NA,"Craig Parry",47,0.16,7.51,-9.41,5.72,"PresidentsCupInternational",2010
270,NA,"Tatsunori Nukaga",44,0.16,6.99,-5.94,2.5,"PresidentsCupInternational",2010
271,NA,"Taichiro Kiyota",51,0.16,8.01,-11.63,4.02,"PresidentsCupInternational",2010
272,NA,"Ryan Haller",40,0.16,6.27,-0.83,6.09,"PresidentsCupInternational",2010
273,NA,"Keiichiro Fukabori",40,0.16,6.24,-13.2,6.22,"PresidentsCupInternational",2010
274,NA,"Katsunori Kuwabara",43,0.15,6.62,-7.21,2.8,"PresidentsCupInternational",2010
275,NA,"Titch Moore",40,0.15,6.12,-10.82,1.66,"PresidentsCupInternational",2010
276,NA,"Artemio Murakami",40,0.15,6.09,-5.57,4.08,"PresidentsCupInternational",2010
277,NA,"Oliver Bekker",40,0.15,6.07,-0.06,6.07,"PresidentsCupInternational",2010
278,NA,"Prom Meesawat",44,0.15,6.62,-4.84,5.88,"PresidentsCupInternational",2010
