"TotalBirdies_RANKTHISWEEK_2006","TotalBirdies_RANKLASTWEEK_2006","TotalBirdies_PLAYERNAME_2006","TotalBirdies_ROUNDS_2006","TotalBirdies_TOTAL_2006","stat_name","year"
33,33,"Jeff Brehaut",100,346,"TotalBirdies",2006
33,33,"Todd Fischer",101,346,"TotalBirdies",2006
33,33,"Troy Matteson",101,346,"TotalBirdies",2006
36,36,"Sean OHair",100,344,"TotalBirdies",2006
37,37,"Camilo Villegas",95,340,"TotalBirdies",2006
38,38,"Joe Ogilvie",95,339,"TotalBirdies",2006
39,39,"Alex Cejka",93,338,"TotalBirdies",2006
39,39,"Wes Short Jr",96,338,"TotalBirdies",2006
41,41,"John Rollins",93,336,"TotalBirdies",2006
42,42,"Mark Calcavecchia",94,335,"TotalBirdies",2006
42,42,"Bill Haas",99,335,"TotalBirdies",2006
42,42,"Steve Lowery",99,335,"TotalBirdies",2006
45,45,"David Branshaw",98,334,"TotalBirdies",2006
45,45,"Shigeki Maruyama",94,334,"TotalBirdies",2006
47,47,"Eric Axley",91,331,"TotalBirdies",2006
47,47,"Brett Wetterich",82,331,"TotalBirdies",2006
49,49,"Heath Slocum",96,330,"TotalBirdies",2006
50,50,"Arjun Atwal",97,329,"TotalBirdies",2006
50,50,"JJ Henry",96,329,"TotalBirdies",2006
50,50,"Trevor Immelman",86,329,"TotalBirdies",2006
50,50,"John Senden",96,329,"TotalBirdies",2006
54,54,"Brent Geiberger",99,328,"TotalBirdies",2006
55,55,"Jerry Smith",94,326,"TotalBirdies",2006
56,56,"Marco Dawson",87,325,"TotalBirdies",2006
56,56,"Shaun Micheel",96,325,"TotalBirdies",2006
58,58,"Mathias Gronberg",92,324,"TotalBirdies",2006
58,58,"Richard Johnson",94,324,"TotalBirdies",2006
58,58,"Jeff Overton",95,324,"TotalBirdies",2006
61,61,"Kevin Sutherland",100,323,"TotalBirdies",2006
62,62,"Stewart Cink",93,322,"TotalBirdies",2006
62,62,"Carl Pettersson",95,322,"TotalBirdies",2006
62,62,"Patrick Sheehan",104,322,"TotalBirdies",2006
65,65,"Duffy Waldorf",96,320,"TotalBirdies",2006
66,66,"KJ Choi",93,319,"TotalBirdies",2006
67,67,"Robert Garrigus",85,318,"TotalBirdies",2006
67,67,"Scott Verplank",88,318,"TotalBirdies",2006
67,67,"Mike Weir",88,318,"TotalBirdies",2006
70,70,"Brian Davis",92,317,"TotalBirdies",2006
71,71,"Robert Gamez",94,315,"TotalBirdies",2006
71,71,"Will Ma Kenzie",91,315,"TotalBirdies",2006
73,73,"Michael Allen",84,313,"TotalBirdies",2006
74,74,"DJ Trahan",92,312,"TotalBirdies",2006
74,74,"Charles Warren",93,312,"TotalBirdies",2006
76,76,"Billy Mayfair",94,310,"TotalBirdies",2006
77,77,"Nicholas Thompson",96,307,"TotalBirdies",2006
78,78,"Rod Pampling",89,306,"TotalBirdies",2006
79,79,"Jonathan Kaye",95,305,"TotalBirdies",2006
80,80,"Robert Damron",91,304,"TotalBirdies",2006
81,81,"Henrik Bjornstad",97,303,"TotalBirdies",2006
81,81,"Chad Campbell",91,303,"TotalBirdies",2006
81,81,"Jesper Parnevik",84,303,"TotalBirdies",2006
84,84,"Jeff Gove",91,302,"TotalBirdies",2006
84,84,"Phil Mickelson",74,302,"TotalBirdies",2006
84,84,"Joey Sindelar",90,302,"TotalBirdies",2006
87,87,"Ben Crane",85,301,"TotalBirdies",2006
88,88,"Charles Howell III",96,300,"TotalBirdies",2006
88,88,"Brandt Jobe",91,300,"TotalBirdies",2006
88,88,"Rory Sabbatini",84,300,"TotalBirdies",2006
91,91,"Rich Beem",85,298,"TotalBirdies",2006
92,92,"Tim Clark",80,297,"TotalBirdies",2006
93,93,"Bob Estes",85,295,"TotalBirdies",2006
94,94,"Davis Love III",85,294,"TotalBirdies",2006
95,95,"Stuart Appleby",83,292,"TotalBirdies",2006
95,95,"Bubba Watson",83,292,"TotalBirdies",2006
97,97,"Dudley Hart",83,291,"TotalBirdies",2006
98,98,"Briny Baird",81,290,"TotalBirdies",2006
98,98,"Stephen Leaney",84,290,"TotalBirdies",2006
98,98,"Arron Oberholser",82,290,"TotalBirdies",2006
98,98,"Chris Riley",86,290,"TotalBirdies",2006
102,102,"Carlos Franco",86,289,"TotalBirdies",2006
102,102,"Zach Johnson",98,289,"TotalBirdies",2006
104,104,"Robert Allenby",79,288,"TotalBirdies",2006
105,105,"Paul Azinger",87,286,"TotalBirdies",2006
105,105,"Tim Petrovic",95,286,"TotalBirdies",2006
107,107,"Greg Owen",79,284,"TotalBirdies",2006
107,107,"Mark Wilson",79,284,"TotalBirdies",2006
109,109,"Chris Couch",75,282,"TotalBirdies",2006
109,109,"DA Points",82,282,"TotalBirdies",2006
111,111,"Kris Cox",83,281,"TotalBirdies",2006
111,111,"Jason Gore",86,281,"TotalBirdies",2006
111,111,"JB Holmes",81,281,"TotalBirdies",2006
114,114,"Jonathan Byrd",66,280,"TotalBirdies",2006
114,114,"Daisuke Maruyama",83,280,"TotalBirdies",2006
116,116,"Lee Janzen",79,279,"TotalBirdies",2006
117,117,"Chris DiMarco",83,277,"TotalBirdies",2006
117,117,"David McKenzie",82,277,"TotalBirdies",2006
119,119,"Ben Curtis",86,274,"TotalBirdies",2006
120,120,"Craig Barlow",77,272,"TotalBirdies",2006
120,120,"Jeff Maggert",81,272,"TotalBirdies",2006
122,122,"Bart Bryant",87,270,"TotalBirdies",2006
123,123,"David Toms",76,266,"TotalBirdies",2006
124,124,"Adam Scott",70,262,"TotalBirdies",2006
125,125,"Aaron Baddeley",78,261,"TotalBirdies",2006
125,125,"James Driscoll",80,261,"TotalBirdies",2006
127,127,"Steve Jones",83,258,"TotalBirdies",2006
128,128,"Mark Brooks",90,256,"TotalBirdies",2006
129,129,"Bob Tway",81,254,"TotalBirdies",2006
130,130,"John Huston",74,253,"TotalBirdies",2006
131,131,"Tim Herron",82,252,"TotalBirdies",2006
131,131,"Ron Whittaker",81,252,"TotalBirdies",2006
133,133,"Geoff Ogilvy",76,251,"TotalBirdies",2006
134,134,"Ian Leggatt",80,250,"TotalBirdies",2006
135,135,"Billy Andrade",78,249,"TotalBirdies",2006
136,136,"Bernhard Langer",77,247,"TotalBirdies",2006
137,137,"Justin Leonard",83,246,"TotalBirdies",2006
138,138,"Skip Kendall",72,244,"TotalBirdies",2006
138,138,"Jason Schultz",77,244,"TotalBirdies",2006
140,140,"Steve Stricker",64,243,"TotalBirdies",2006
141,141,"Greg Kraft",79,242,"TotalBirdies",2006
141,141,"Kenny Perry",73,242,"TotalBirdies",2006
141,141,"Tiger Woods",55,242,"TotalBirdies",2006
144,144,"Brad Faxon",78,241,"TotalBirdies",2006
144,144,"Paul Goydos",72,241,"TotalBirdies",2006
146,146,"Doug Barron",74,238,"TotalBirdies",2006
147,147,"Mathew Goggin",72,237,"TotalBirdies",2006
148,148,"Luke Donald",66,235,"TotalBirdies",2006
148,148,"David Duval",71,235,"TotalBirdies",2006
148,148,"Ryan Moore",68,235,"TotalBirdies",2006
151,151,"Ernie Els",69,234,"TotalBirdies",2006
152,152,"Tommy Armour III",65,232,"TotalBirdies",2006
153,153,"Peter Lonard",77,231,"TotalBirdies",2006
154,154,"Chris Smith",67,229,"TotalBirdies",2006
155,155,"Stephen Ames",63,227,"TotalBirdies",2006
155,155,"Bob May",65,227,"TotalBirdies",2006
157,157,"Paul Stankowski",70,226,"TotalBirdies",2006
158,158,"Matt Hansen",68,222,"TotalBirdies",2006
159,159,"Greg Chalmers",71,218,"TotalBirdies",2006
159,159,"John Cook",67,218,"TotalBirdies",2006
159,159,"Danny Ellis",68,218,"TotalBirdies",2006
159,159,"JP Hayes",55,218,"TotalBirdies",2006
163,163,"Retief Goosen",68,217,"TotalBirdies",2006
164,164,"Sergio Garcia",59,210,"TotalBirdies",2006
165,165,"Todd Hamilton",72,208,"TotalBirdies",2006
166,166,"Mike Sposa",68,207,"TotalBirdies",2006
167,167,"Corey Pavin",74,202,"TotalBirdies",2006
168,168,"Brian Bateman",69,201,"TotalBirdies",2006
168,168,"Kirk Triplett",58,201,"TotalBirdies",2006
170,170,"Vance Veazey",59,200,"TotalBirdies",2006
171,171,"Freddie Jacobson",56,199,"TotalBirdies",2006
172,172,"Jose Maria Olazabal",62,198,"TotalBirdies",2006
173,173,"Omar Uresti",61,195,"TotalBirdies",2006
174,174,"Alex Aragon",63,193,"TotalBirdies",2006
174,174,"Hidemichi Tanaka",74,193,"TotalBirdies",2006
176,176,"Jimmy Walker",60,192,"TotalBirdies",2006
177,177,"Roger Tambellini",64,191,"TotalBirdies",2006
178,178,"John Engler Jr",69,189,"TotalBirdies",2006
178,178,"Ian Poulter",53,189,"TotalBirdies",2006
180,180,"Len Mattiace",59,187,"TotalBirdies",2006
180,180,"Jon Mills",68,187,"TotalBirdies",2006
182,182,"Padraig Harrington",54,186,"TotalBirdies",2006
183,183,"Pat Perez",50,185,"TotalBirdies",2006
184,184,"Scott Gutschewski",53,178,"TotalBirdies",2006
184,184,"Ryan Hietala",61,178,"TotalBirdies",2006
186,186,"Tom Lehman",70,177,"TotalBirdies",2006
187,187,"JL Lewis",57,175,"TotalBirdies",2006
188,188,"David Howell",52,172,"TotalBirdies",2006
188,188,"Tjaart van der Walt",60,172,"TotalBirdies",2006
190,190,"John Daly",51,171,"TotalBirdies",2006
191,191,"Steve Elkington",52,164,"TotalBirdies",2006
192,192,"Fred Couples",52,161,"TotalBirdies",2006
193,193,"Mark OMeara",52,154,"TotalBirdies",2006
194,194,"Michael Connell",51,148,"TotalBirdies",2006
194,194,"Thomas Levet",53,148,"TotalBirdies",2006
196,196,"Larry Mize",53,140,"TotalBirdies",2006
