"LongestPutts_RANKTHISWEEK_2008","LongestPutts_RANKLASTWEEK_2008","LongestPutts_PLAYERNAME_2008","LongestPutts_ROUNDS_2008","LongestPutts_DISTANCE_2008","LongestPutts_YEARTOURN_2008","LongestPutts_ROUND_2008","LongestPutts_HOLE_2008","stat_name","year"
71,72,"Charley Hoffman",94,NA,NA,4,8,"LongestPutts",2008
73,75,"Pat Perez",93,NA,NA,2,4,"LongestPutts",2008
76,76,"Camilo Villegas",79,NA,NA,4,6,"LongestPutts",2008
77,78,"Bob May",15,NA,NA,4,8,"LongestPutts",2008
77,77,"Briny Baird",113,NA,NA,3,3,"LongestPutts",2008
79,80,"Nicholas Thompson",113,NA,NA,1,7,"LongestPutts",2008
84,85,"John Mallinger",95,NA,NA,2,4,"LongestPutts",2008
84,84,"Martin Kaymer",23,NA,NA,3,7,"LongestPutts",2008
86,87,"Stephen Ames",83,NA,NA,2,7,"LongestPutts",2008
86,86,"Kyle Thompson",70,NA,NA,3,15,"LongestPutts",2008
88,89,"Johnson Wagner",83,NA,NA,2,1,"LongestPutts",2008
90,90,"Steve Stricker",75,NA,NA,2,2,"LongestPutts",2008
91,92,"Olin Browne",77,NA,NA,4,5,"LongestPutts",2008
91,91,"Tiger Woods",26,NA,NA,4,11,"LongestPutts",2008
95,97,"Billy Mayfair",103,NA,NA,4,1,"LongestPutts",2008
95,95,"Matt Jones",95,NA,NA,1,1,"LongestPutts",2008
100,100,"Dudley Hart",74,NA,NA,4,3,"LongestPutts",2008
101,101,"Chez Reavie",102,NA,NA,2,9,"LongestPutts",2008
102,102,"Glen Day",64,NA,NA,4,10,"LongestPutts",2008
102,103,"Stephen Leaney",53,NA,NA,4,17,"LongestPutts",2008
105,105,"Doug LaBelle II",65,NA,NA,4,14,"LongestPutts",2008
105,106,"Tag Ridings",88,NA,NA,3,15,"LongestPutts",2008
107,107,"Tommy Armour III",77,NA,NA,3,17,"LongestPutts",2008
107,108,"Steve Lowery",74,NA,NA,4,10,"LongestPutts",2008
109,109,"Tim Petrovic",97,NA,NA,2,13,"LongestPutts",2008
111,111,"KJ Choi",74,NA,NA,2,16,"LongestPutts",2008
113,113,"JP Hayes",67,NA,NA,2,9,"LongestPutts",2008
113,114,"Ron Whittaker",54,NA,NA,1,17,"LongestPutts",2008
117,117,"Robert Allenby",108,NA,NA,1,14,"LongestPutts",2008
119,119,"Jim McGovern",75,NA,NA,2,11,"LongestPutts",2008
120,121,"Kenny Perry",97,NA,NA,3,3,"LongestPutts",2008
124,124,"Paul Azinger",21,NA,NA,4,18,"LongestPutts",2008
126,126,"Adam Scott",51,NA,NA,1,10,"LongestPutts",2008
127,127,"Jon Mills",95,NA,NA,2,4,"LongestPutts",2008
128,128,"Aaron Baddeley",76,NA,NA,4,6,"LongestPutts",2008
129,129,"Kent Jones",68,NA,NA,2,2,"LongestPutts",2008
130,130,"Ken Duke",116,NA,NA,2,4,"LongestPutts",2008
132,132,"Shane Bertsch",96,NA,NA,1,10,"LongestPutts",2008
134,134,"Jesper Parnevik",88,NA,NA,2,15,"LongestPutts",2008
135,135,"Tom Pernice Jr",104,NA,NA,4,8,"LongestPutts",2008
136,137,"Martin Laird",98,NA,NA,3,3,"LongestPutts",2008
143,144,"Padraig Harrington",52,NA,NA,3,17,"LongestPutts",2008
145,145,"Richard Green",29,NA,NA,2,3,"LongestPutts",2008
148,149,"Phil Mickelson",80,NA,NA,2,13,"LongestPutts",2008
150,150,"Bob Tway",70,NA,NA,3,11,"LongestPutts",2008
150,151,"Dicky Pride",39,NA,NA,3,3,"LongestPutts",2008
155,156,"Mark Wilson",107,NA,NA,1,3,"LongestPutts",2008
157,157,"David Toms",70,NA,NA,1,12,"LongestPutts",2008
162,162,"Chad Collins",72,NA,NA,4,18,"LongestPutts",2008
166,166,"Davis Love III",78,NA,NA,1,1,"LongestPutts",2008
166,169,"John Rollins",94,NA,NA,3,9,"LongestPutts",2008
166,167,"Vaughn Taylor",103,NA,NA,2,9,"LongestPutts",2008
166,168,"Andrew Buckle",46,NA,NA,1,11,"LongestPutts",2008
172,173,"Bob Sowards",61,NA,NA,1,18,"LongestPutts",2008
172,172,"Richard Johnson",77,NA,NA,4,15,"LongestPutts",2008
172,174,"Kevin Chappell",4,NA,NA,1,14,"LongestPutts",2008
177,177,"Chapchai Nirat",4,NA,NA,2,18,"LongestPutts",2008
180,181,"Tom Lehman",51,NA,NA,3,1,"LongestPutts",2008
180,180,"DJ Trahan",94,NA,NA,1,15,"LongestPutts",2008
183,184,"Carl Pettersson",110,NA,NA,4,12,"LongestPutts",2008
183,186,"Tim Wilkinson",95,NA,NA,4,2,"LongestPutts",2008
183,187,"Bubba Watson",97,NA,NA,4,18,"LongestPutts",2008
188,189,"Jimmy Walker",73,NA,NA,1,18,"LongestPutts",2008
196,196,"Jeff Quinney",87,NA,NA,2,9,"LongestPutts",2008
199,200,"Brandt Jobe",52,NA,NA,4,12,"LongestPutts",2008
