"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2013","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2013","AverageDistanceofEagleputtsmade_PLAYERNAME_2013","AverageDistanceofEagleputtsmade_ROUNDS_2013","AverageDistanceofEagleputtsmade_AVG_2013","AverageDistanceofEagleputtsmade_TOTDISTFT_2013","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2013","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2013","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2013","stat_name","year"
44,44,"Matt Kuchar",93,NA,143.5,7,51,2,"AverageDistanceofEagleputtsmade",2013
45,45,"Jim Furyk",80,NA,40.667,2,23,18,"AverageDistanceofEagleputtsmade",2013
46,46,"Steve LeBrun",66,NA,39.833,2,21,19,"AverageDistanceofEagleputtsmade",2013
47,47,"Charley Hoffman",84,NA,115.833,6,62,5,"AverageDistanceofEagleputtsmade",2013
48,48,"Matt Jones",83,NA,77.083,4,38,3,"AverageDistanceofEagleputtsmade",2013
49,49,"Henrik Norlander",70,NA,38.25,2,27,11,"AverageDistanceofEagleputtsmade",2013
49,49,"Kevin Stadler",83,NA,57.583,3,40,4,"AverageDistanceofEagleputtsmade",2013
49,49,"Kyle Stanley",71,NA,134.167,7,43,2,"AverageDistanceofEagleputtsmade",2013
52,52,"Ryo Ishikawa",72,NA,38.167,2,26,12,"AverageDistanceofEagleputtsmade",2013
52,52,"Freddie Jacobson",63,NA,95.25,5,25,14,"AverageDistanceofEagleputtsmade",2013
54,54,"Brad Fritsch",81,NA,113.083,6,72,3,"AverageDistanceofEagleputtsmade",2013
54,54,"Mark Wilson",56,NA,37.667,2,19,19,"AverageDistanceofEagleputtsmade",2013
56,56,"Martin Kaymer",61,NA,36.583,2,19,18,"AverageDistanceofEagleputtsmade",2013
57,57,"Jordan Spieth",82,NA,89.5,5,29,6,"AverageDistanceofEagleputtsmade",2013
57,57,"Bubba Watson",76,NA,89.667,5,37,5,"AverageDistanceofEagleputtsmade",2013
59,59,"Sangmoon Bae",83,NA,17.667,1,18,18,"AverageDistanceofEagleputtsmade",2013
59,59,"Tag Ridings",69,NA,53.083,3,41,4,"AverageDistanceofEagleputtsmade",2013
61,61,"Justin Hicks",79,NA,69.833,4,53,1,"AverageDistanceofEagleputtsmade",2013
62,62,"James Hahn",78,NA,86.417,5,43,2,"AverageDistanceofEagleputtsmade",2013
62,62,"Brian Harman",89,NA,86.333,5,62,3,"AverageDistanceofEagleputtsmade",2013
64,64,"Doug LaBelle II",72,NA,51.5,3,37,6,"AverageDistanceofEagleputtsmade",2013
65,65,"Steve Stricker",51,NA,50.667,3,23,7,"AverageDistanceofEagleputtsmade",2013
66,66,"Rickie Fowler",75,NA,100.667,6,37,3,"AverageDistanceofEagleputtsmade",2013
66,66,"Lucas Glover",65,NA,33.417,2,21,13,"AverageDistanceofEagleputtsmade",2013
68,68,"Graham DeLaet",94,NA,82.083,5,33,6,"AverageDistanceofEagleputtsmade",2013
69,69,"Greg Owen",73,NA,113.5,7,31,NA,"AverageDistanceofEagleputtsmade",2013
70,70,"John Merrick",79,NA,97.083,6,46,6,"AverageDistanceofEagleputtsmade",2013
71,71,"Brendan Steele",86,NA,48.167,3,31,7,"AverageDistanceofEagleputtsmade",2013
72,72,"Scott Brown",65,NA,63.25,4,48,3,"AverageDistanceofEagleputtsmade",2013
72,72,"William McGirt",75,NA,63.167,4,24,8,"AverageDistanceofEagleputtsmade",2013
72,72,"Seung Yul Noh",71,NA,31.583,2,23,8,"AverageDistanceofEagleputtsmade",2013
72,72,"Scott Piercy",78,NA,79.167,5,25,11,"AverageDistanceofEagleputtsmade",2013
76,76,"Ben Kohles",75,NA,46.667,3,19,11,"AverageDistanceofEagleputtsmade",2013
76,76,"Tiger Woods",61,NA,93.333,6,20,9,"AverageDistanceofEagleputtsmade",2013
78,78,"Richard Lee",81,NA,30.5,2,17,13,"AverageDistanceofEagleputtsmade",2013
79,79,"George McNeill",68,NA,106.25,7,58,NA,"AverageDistanceofEagleputtsmade",2013
80,80,"Patrick Reed",83,NA,119.833,8,48,6,"AverageDistanceofEagleputtsmade",2013
81,81,"Hunter Mahan",91,NA,29.333,2,24,5,"AverageDistanceofEagleputtsmade",2013
82,82,"Brendon de Jonge",110,NA,43.583,3,26,7,"AverageDistanceofEagleputtsmade",2013
82,82,"JJ Henry",83,NA,72.667,5,25,8,"AverageDistanceofEagleputtsmade",2013
84,84,"Ian Poulter",59,NA,27.667,2,16,12,"AverageDistanceofEagleputtsmade",2013
85,85,"Charlie Beljan",62,NA,41.083,3,22,9,"AverageDistanceofEagleputtsmade",2013
86,86,"Casey Wittenberg",72,NA,13.583,1,14,14,"AverageDistanceofEagleputtsmade",2013
87,87,"Tim Clark",64,NA,39.75,3,32,4,"AverageDistanceofEagleputtsmade",2013
88,88,"Vijay Singh",61,NA,12.917,1,13,13,"AverageDistanceofEagleputtsmade",2013
89,89,"KJ Choi",85,NA,25.083,2,16,9,"AverageDistanceofEagleputtsmade",2013
90,90,"Graeme McDowell",53,NA,25,2,20,5,"AverageDistanceofEagleputtsmade",2013
90,90,"Bo Van Pelt",72,NA,37.5,3,18,4,"AverageDistanceofEagleputtsmade",2013
92,92,"Cameron Percy",68,NA,24.167,2,20,5,"AverageDistanceofEagleputtsmade",2013
93,93,"Charles Howell III",87,NA,72.167,6,16,4,"AverageDistanceofEagleputtsmade",2013
94,94,"Martin Flores",83,NA,71.083,6,39,4,"AverageDistanceofEagleputtsmade",2013
94,94,"Padraig Harrington",52,NA,35.583,3,19,8,"AverageDistanceofEagleputtsmade",2013
94,94,"Jerry Kelly",75,NA,23.667,2,14,9,"AverageDistanceofEagleputtsmade",2013
94,94,"Troy Matteson",68,NA,35.5,3,28,2,"AverageDistanceofEagleputtsmade",2013
98,98,"Ricky Barnes",74,NA,11.75,1,12,12,"AverageDistanceofEagleputtsmade",2013
98,98,"Sean OHair",56,NA,47,4,15,10,"AverageDistanceofEagleputtsmade",2013
98,98,"Adam Scott",61,NA,46.917,4,15,5,"AverageDistanceofEagleputtsmade",2013
101,101,"Luke List",65,NA,34.833,3,13,11,"AverageDistanceofEagleputtsmade",2013
102,102,"Ryan Moore",72,NA,45.833,4,24,NA,"AverageDistanceofEagleputtsmade",2013
102,102,"DJ Trahan",48,NA,22.917,2,15,8,"AverageDistanceofEagleputtsmade",2013
104,104,"Ken Duke",87,NA,22.583,2,16,7,"AverageDistanceofEagleputtsmade",2013
104,104,"Brandt Snedeker",79,NA,56.5,5,22,4,"AverageDistanceofEagleputtsmade",2013
106,106,"Scott Gardiner",61,NA,45,4,13,8,"AverageDistanceofEagleputtsmade",2013
107,107,"Brian Davis",91,NA,11.167,1,11,11,"AverageDistanceofEagleputtsmade",2013
107,107,"Matt Every",89,NA,55.75,5,21,2,"AverageDistanceofEagleputtsmade",2013
109,109,"Peter Hanson",45,NA,21.583,2,18,4,"AverageDistanceofEagleputtsmade",2013
109,109,"Rory McIlroy",56,NA,43.167,4,18,5,"AverageDistanceofEagleputtsmade",2013
109,109,"Ryan Palmer",79,NA,21.583,2,15,7,"AverageDistanceofEagleputtsmade",2013
109,109,"Alistair Presnell",59,NA,43.25,4,26,2,"AverageDistanceofEagleputtsmade",2013
113,113,"Stuart Appleby",88,NA,21.417,2,20,1,"AverageDistanceofEagleputtsmade",2013
114,114,"Camilo Villegas",79,NA,53.333,5,20,4,"AverageDistanceofEagleputtsmade",2013
115,115,"David Toms",49,NA,20.917,2,13,8,"AverageDistanceofEagleputtsmade",2013
115,115,"Charlie Wi",75,NA,21,2,15,6,"AverageDistanceofEagleputtsmade",2013
117,117,"Ted Potter Jr",65,NA,20.833,2,20,1,"AverageDistanceofEagleputtsmade",2013
118,118,"Russell Henley",80,NA,50.75,5,25,2,"AverageDistanceofEagleputtsmade",2013
118,118,"Scott Stallings",79,NA,20.25,2,16,4,"AverageDistanceofEagleputtsmade",2013
120,120,"Stephen Ames",49,NA,20.167,2,12,8,"AverageDistanceofEagleputtsmade",2013
121,121,"John Rollins",77,NA,20,2,15,5,"AverageDistanceofEagleputtsmade",2013
122,122,"Chris Kirk",89,NA,97.333,10,34,1,"AverageDistanceofEagleputtsmade",2013
123,123,"Pat Perez",69,NA,18.917,2,16,3,"AverageDistanceofEagleputtsmade",2013
124,124,"David Lingmerth",68,NA,27.417,3,11,8,"AverageDistanceofEagleputtsmade",2013
125,125,"James Driscoll",76,NA,9.083,1,9,9,"AverageDistanceofEagleputtsmade",2013
126,126,"Bryce Molder",82,NA,17.667,2,16,2,"AverageDistanceofEagleputtsmade",2013
126,126,"Jin Park",52,NA,8.833,1,9,9,"AverageDistanceofEagleputtsmade",2013
126,126,"Kevin Streelman",86,NA,44.25,5,18,3,"AverageDistanceofEagleputtsmade",2013
129,129,"Cameron Tringale",80,NA,43.417,5,21,1,"AverageDistanceofEagleputtsmade",2013
130,130,"Derek Ernst",58,NA,17,2,11,7,"AverageDistanceofEagleputtsmade",2013
131,131,"Jim Herman",59,NA,8.417,1,8,8,"AverageDistanceofEagleputtsmade",2013
132,132,"John Huh",88,NA,24.833,3,15,1,"AverageDistanceofEagleputtsmade",2013
133,133,"Tim Herron",45,NA,23.667,3,10,6,"AverageDistanceofEagleputtsmade",2013
133,133,"Marc Leishman",77,NA,15.833,2,13,3,"AverageDistanceofEagleputtsmade",2013
135,135,"Kevin Chappell",80,NA,45.333,6,16,1,"AverageDistanceofEagleputtsmade",2013
136,136,"Dustin Johnson",71,NA,37.583,5,13,3,"AverageDistanceofEagleputtsmade",2013
136,136,"Shawn Stefani",63,NA,15,2,13,2,"AverageDistanceofEagleputtsmade",2013
138,138,"Bill Haas",85,NA,14.667,2,9,6,"AverageDistanceofEagleputtsmade",2013
139,139,"Martin Laird",68,NA,36.083,5,12,5,"AverageDistanceofEagleputtsmade",2013
140,140,"Justin Leonard",86,NA,20.917,3,12,3,"AverageDistanceofEagleputtsmade",2013
141,141,"Greg Chalmers",77,NA,6.833,1,7,7,"AverageDistanceofEagleputtsmade",2013
142,142,"Daniel Summerhays",83,NA,20.25,3,14,2,"AverageDistanceofEagleputtsmade",2013
142,142,"Josh Teater",86,NA,20.333,3,10,4,"AverageDistanceofEagleputtsmade",2013
144,144,"Ben Crane",62,NA,13.333,2,7,6,"AverageDistanceofEagleputtsmade",2013
145,145,"Jeff Overton",78,NA,26.417,4,14,2,"AverageDistanceofEagleputtsmade",2013
146,146,"Billy Horschel",96,NA,6.333,1,6,6,"AverageDistanceofEagleputtsmade",2013
147,147,"Phil Mickelson",78,NA,31.333,5,17,NA,"AverageDistanceofEagleputtsmade",2013
148,148,"Aaron Watkins",46,NA,6.083,1,6,6,"AverageDistanceofEagleputtsmade",2013
149,149,"Webb Simpson",92,NA,12,2,9,3,"AverageDistanceofEagleputtsmade",2013
150,150,"Vaughn Taylor",50,NA,5.5,1,6,6,"AverageDistanceofEagleputtsmade",2013
151,151,"Luke Guthrie",82,NA,5.25,1,5,5,"AverageDistanceofEagleputtsmade",2013
152,152,"Angel Cabrera",73,NA,4.917,1,5,5,"AverageDistanceofEagleputtsmade",2013
153,153,"Bud Cauley",67,NA,4.5,1,5,5,"AverageDistanceofEagleputtsmade",2013
153,153,"Bob Estes",66,NA,13.417,3,8,3,"AverageDistanceofEagleputtsmade",2013
155,155,"Jeff Maggert",63,NA,8.833,2,5,3,"AverageDistanceofEagleputtsmade",2013
156,156,"Robert Garrigus",69,NA,6.583,2,4,3,"AverageDistanceofEagleputtsmade",2013
156,156,"Johnson Wagner",64,NA,3.333,1,3,3,"AverageDistanceofEagleputtsmade",2013
158,158,"Andres Romero",63,NA,9.583,3,7,NA,"AverageDistanceofEagleputtsmade",2013
159,159,"Boo Weekley",100,NA,8.25,3,5,NA,"AverageDistanceofEagleputtsmade",2013
160,160,"Robert Streb",75,NA,0.917,1,1,NA,"AverageDistanceofEagleputtsmade",2013
