"MissedFairwayPercentOther_RANKTHISWEEK_2016","MissedFairwayPercentOther_RANKLASTWEEK_2016","MissedFairwayPercentOther_PLAYERNAME_2016","MissedFairwayPercentOther_ROUNDS_2016","MissedFairwayPercentOther_Pct_2016","MissedFairwayPercentOther_TOTALMISSED_2016","MissedFairwayPercentOther_TOTALFWYS_2016","MissedFairwayPercentOther_RELATIVETOPAR_2016","stat_name","year"
138,144,"Sam Saunders",40,4.83,17,352,0.41,"MissedFairwayPercentOther",2016
140,133,"Michael Thompson",46,4.84,21,434,0.43,"MissedFairwayPercentOther",2016
141,151,"James Hahn",45,4.85,25,515,0.56,"MissedFairwayPercentOther",2016
142,126,"Dawie van der Walt",48,4.86,23,473,0.39,"MissedFairwayPercentOther",2016
143,146,"Tyrone Van Aswegen",67,4.92,35,712,0.49,"MissedFairwayPercentOther",2016
144,134,"Charles Howell III",63,4.94,34,688,0.41,"MissedFairwayPercentOther",2016
145,147,"Jimmy Walker",43,4.98,22,442,0.41,"MissedFairwayPercentOther",2016
146,149,"Jordan Spieth",34,5,14,280,0.43,"MissedFairwayPercentOther",2016
147,126,"Cameron Smith",45,5.04,18,357,0.72,"MissedFairwayPercentOther",2016
148,164,"Ian Poulter",37,5.05,16,317,0.56,"MissedFairwayPercentOther",2016
149,153,"Phil Mickelson",37,5.11,19,372,0.47,"MissedFairwayPercentOther",2016
150,165,"Hunter Mahan",43,5.15,22,427,0.82,"MissedFairwayPercentOther",2016
150,156,"Louis Oosthuizen",25,5.15,7,136,0.86,"MissedFairwayPercentOther",2016
152,136,"Steve Wheatcroft",53,5.16,30,581,0.63,"MissedFairwayPercentOther",2016
153,158,"Charl Schwartzel",29,5.19,14,270,0.07,"MissedFairwayPercentOther",2016
154,154,"Chad Collins",45,5.21,26,499,0.58,"MissedFairwayPercentOther",2016
155,147,"Gary Woodland",45,5.23,25,478,0.44,"MissedFairwayPercentOther",2016
156,159,"Sung Kang",51,5.32,30,564,0.57,"MissedFairwayPercentOther",2016
157,161,"Will Wilcox",47,5.37,29,540,0.66,"MissedFairwayPercentOther",2016
158,145,"Greg Owen",56,5.39,32,594,0.34,"MissedFairwayPercentOther",2016
159,149,"Kevin Chappell",49,5.4,30,556,0.43,"MissedFairwayPercentOther",2016
160,166,"Carl Pettersson",31,5.41,21,388,0.86,"MissedFairwayPercentOther",2016
161,167,"Stewart Cink",45,5.46,25,458,0.48,"MissedFairwayPercentOther",2016
162,163,"Jamie Lovemark",57,5.51,38,690,0.53,"MissedFairwayPercentOther",2016
163,155,"Patton Kizzire",57,5.62,34,605,0.38,"MissedFairwayPercentOther",2016
164,171,"Charley Hoffman",49,5.63,28,497,0.54,"MissedFairwayPercentOther",2016
164,174,"Davis Love III",40,5.63,26,462,0.69,"MissedFairwayPercentOther",2016
166,157,"Ernie Els",34,5.71,22,385,0.5,"MissedFairwayPercentOther",2016
167,170,"Harris English",51,5.74,27,470,0.63,"MissedFairwayPercentOther",2016
168,169,"Vaughn Taylor",30,5.78,20,346,0.4,"MissedFairwayPercentOther",2016
169,176,"Jason Kokrak",52,5.85,33,564,0.67,"MissedFairwayPercentOther",2016
170,177,"Bubba Watson",30,5.86,14,239,0.07,"MissedFairwayPercentOther",2016
171,162,"Scott Stallings",46,5.89,31,526,0.65,"MissedFairwayPercentOther",2016
172,152,"Luke Donald",49,5.97,27,452,0.22,"MissedFairwayPercentOther",2016
173,174,"JB Holmes",39,6.01,23,383,0.61,"MissedFairwayPercentOther",2016
174,179,"Ryan Palmer",46,6.04,35,579,0.37,"MissedFairwayPercentOther",2016
175,172,"Erik Compton",45,6.09,27,443,0.81,"MissedFairwayPercentOther",2016
176,167,"Robert Streb",51,6.1,28,459,0.46,"MissedFairwayPercentOther",2016
177,183,"Robert Allenby",35,6.12,21,343,0.67,"MissedFairwayPercentOther",2016
178,173,"Andres Gonzales",46,6.25,29,464,0.76,"MissedFairwayPercentOther",2016
179,187,"Ricky Barnes",57,6.3,38,603,0.55,"MissedFairwayPercentOther",2016
179,182,"Bronson Burgoon",53,6.3,33,524,0.42,"MissedFairwayPercentOther",2016
181,185,"Brooks Koepka",39,6.44,25,388,0.32,"MissedFairwayPercentOther",2016
182,181,"Jamie Donaldson",28,6.55,19,290,0.05,"MissedFairwayPercentOther",2016
183,188,"Andres Romero",22,6.63,12,181,0.42,"MissedFairwayPercentOther",2016
184,189,"Geoff Ogilvy",37,6.75,28,415,0.43,"MissedFairwayPercentOther",2016
185,180,"Brendon Todd",43,6.78,32,472,0.97,"MissedFairwayPercentOther",2016
186,184,"Martin Laird",46,6.84,36,526,0.78,"MissedFairwayPercentOther",2016
187,190,"DJ Trahan",23,6.85,10,146,0.7,"MissedFairwayPercentOther",2016
188,200,"Chesson Hadley",51,6.88,36,523,0.61,"MissedFairwayPercentOther",2016
189,193,"Luke Guthrie",31,6.99,20,286,0.75,"MissedFairwayPercentOther",2016
190,193,"Morgan Hoffmann",43,7,34,486,0.74,"MissedFairwayPercentOther",2016
191,178,"George McNeill",33,7.01,27,385,0.44,"MissedFairwayPercentOther",2016
192,199,"Shawn Stefani",45,7.04,34,483,0.53,"MissedFairwayPercentOther",2016
193,195,"Jason Day",36,7.07,22,311,0.23,"MissedFairwayPercentOther",2016
194,192,"Camilo Villegas",50,7.11,41,577,0.66,"MissedFairwayPercentOther",2016
195,196,"Matthew Fitzpatrick",23,7.14,12,168,0.5,"MissedFairwayPercentOther",2016
196,196,"Carlos Ortiz",47,7.16,33,461,0.82,"MissedFairwayPercentOther",2016
197,198,"Aaron Baddeley",51,7.2,35,486,0.31,"MissedFairwayPercentOther",2016
198,201,"Derek Fathauer",58,7.29,43,590,0.65,"MissedFairwayPercentOther",2016
199,191,"Tony Finau",49,7.68,39,508,0.41,"MissedFairwayPercentOther",2016
200,186,"Robert Garrigus",34,7.89,25,317,0.28,"MissedFairwayPercentOther",2016
201,203,"Luke List",51,7.92,42,530,0.33,"MissedFairwayPercentOther",2016
202,202,"Matt Every",34,8.06,32,397,0.84,"MissedFairwayPercentOther",2016
203,204,"Branden Grace",31,8.1,20,247,0.25,"MissedFairwayPercentOther",2016
204,205,"Seung Yul Noh",54,8.64,52,602,0.63,"MissedFairwayPercentOther",2016
205,207,"Justin Thomas",53,9.2,47,511,0.34,"MissedFairwayPercentOther",2016
206,206,"Andrew Loupe",50,9.87,55,557,0.33,"MissedFairwayPercentOther",2016
207,208,"Steven Bowditch",40,10.44,40,383,1.15,"MissedFairwayPercentOther",2016
