"Front9ScoringAverage_RANKTHISWEEK_2014","Front9ScoringAverage_RANKLASTWEEK_2014","Front9ScoringAverage_PLAYERNAME_2014","Front9ScoringAverage_ROUNDS_2014","Front9ScoringAverage_AVG_2014","Front9ScoringAverage_TOTALSTROKES_2014","Front9ScoringAverage_TOTALHOLES_2014","stat_name","year"
26,26,"Brian Harman",111,34.96,3881,111,"Front9ScoringAverage",2014
27,27,"Brendon Todd",108,34.97,3777,108,"Front9ScoringAverage",2014
28,28,"Paul Casey",56,34.98,1959,56,"Front9ScoringAverage",2014
29,29,"Harris English",95,34.99,3219,92,"Front9ScoringAverage",2014
30,30,"Scott Brown",100,35,3500,100,"Front9ScoringAverage",2014
30,30,"Rickie Fowler",91,35,2975,85,"Front9ScoringAverage",2014
30,30,"William McGirt",96,35,3360,96,"Front9ScoringAverage",2014
33,33,"Ricky Barnes",92,35.01,3081,88,"Front9ScoringAverage",2014
33,33,"Ben Crane",81,35.01,2836,81,"Front9ScoringAverage",2014
33,33,"Marc Leishman",81,35.01,2801,80,"Front9ScoringAverage",2014
33,33,"Camilo Villegas",95,35.01,3326,95,"Front9ScoringAverage",2014
37,37,"Brooks Koepka",56,35.02,1961,56,"Front9ScoringAverage",2014
37,37,"Graeme McDowell",66,35.02,2171,62,"Front9ScoringAverage",2014
39,39,"Chris Kirk",105,35.03,3643,104,"Front9ScoringAverage",2014
39,39,"Hideki Matsuyama",82,35.03,2802,80,"Front9ScoringAverage",2014
39,39,"David Toms",64,35.03,2172,62,"Front9ScoringAverage",2014
42,42,"Seung Yul Noh",92,35.05,3225,92,"Front9ScoringAverage",2014
43,43,"Bill Haas",107,35.07,3682,105,"Front9ScoringAverage",2014
44,44,"Kevin Chappell",100,35.08,3368,96,"Front9ScoringAverage",2014
44,44,"Charley Hoffman",93,35.08,3262,93,"Front9ScoringAverage",2014
44,44,"Troy Merritt",62,35.08,2175,62,"Front9ScoringAverage",2014
44,44,"Bryce Molder",77,35.08,2561,73,"Front9ScoringAverage",2014
48,48,"JJ Henry",91,35.09,3053,87,"Front9ScoringAverage",2014
48,48,"Kevin Kisner",85,35.09,2983,85,"Front9ScoringAverage",2014
48,48,"Ben Martin",80,35.09,2807,80,"Front9ScoringAverage",2014
51,51,"Brian Stuard",91,35.1,3054,87,"Front9ScoringAverage",2014
51,51,"Andrew Svoboda",77,35.1,2703,77,"Front9ScoringAverage",2014
51,51,"Gary Woodland",93,35.1,3229,92,"Front9ScoringAverage",2014
54,54,"Zach Johnson",97,35.11,3371,96,"Front9ScoringAverage",2014
55,55,"Ryo Ishikawa",75,35.12,2634,75,"Front9ScoringAverage",2014
55,55,"Carl Pettersson",91,35.12,3196,91,"Front9ScoringAverage",2014
55,55,"Tim Wilkinson",86,35.12,2880,82,"Front9ScoringAverage",2014
58,58,"Jerry Kelly",80,35.14,2811,80,"Front9ScoringAverage",2014
59,59,"Matt Every",85,35.16,2989,85,"Front9ScoringAverage",2014
59,59,"Will Ma Kenzie",82,35.16,2883,82,"Front9ScoringAverage",2014
61,61,"Chad Campbell",57,35.17,1864,53,"Front9ScoringAverage",2014
61,61,"Jamie Lovemark",64,35.17,2110,60,"Front9ScoringAverage",2014
61,61,"Vijay Singh",83,35.17,2919,83,"Front9ScoringAverage",2014
61,61,"Henrik Stenson",56,35.17,1899,54,"Front9ScoringAverage",2014
65,65,"Jonas Blixt",64,35.18,2181,62,"Front9ScoringAverage",2014
65,65,"David Hearn",97,35.18,3412,97,"Front9ScoringAverage",2014
65,65,"Patrick Reed",92,35.18,3166,90,"Front9ScoringAverage",2014
68,68,"Jason Bohn",81,35.19,2850,81,"Front9ScoringAverage",2014
68,68,"Webb Simpson",87,35.19,2956,84,"Front9ScoringAverage",2014
70,70,"Scott Langley",95,35.2,3274,93,"Front9ScoringAverage",2014
70,70,"Kevin Stadler",90,35.2,3133,89,"Front9ScoringAverage",2014
70,70,"Charlie Wi",72,35.2,2464,70,"Front9ScoringAverage",2014
73,73,"Luke Guthrie",85,35.21,2993,85,"Front9ScoringAverage",2014
73,73,"Andres Romero",81,35.21,2711,77,"Front9ScoringAverage",2014
75,75,"Spencer Levin",59,35.22,2078,59,"Front9ScoringAverage",2014
76,76,"Angel Cabrera",69,35.23,2431,69,"Front9ScoringAverage",2014
76,76,"Bo Van Pelt",83,35.23,2924,83,"Front9ScoringAverage",2014
78,78,"Will Wilcox",51,35.24,1727,49,"Front9ScoringAverage",2014
79,79,"Robert Allenby",83,35.25,2855,81,"Front9ScoringAverage",2014
79,79,"Brad Fritsch",50,35.25,1692,48,"Front9ScoringAverage",2014
79,79,"Jeff Overton",80,35.25,2679,76,"Front9ScoringAverage",2014
79,79,"Wes Roach",67,35.25,2221,63,"Front9ScoringAverage",2014
83,83,"Hunter Mahan",88,35.26,2997,85,"Front9ScoringAverage",2014
84,84,"Phil Mickelson",71,35.27,2504,71,"Front9ScoringAverage",2014
84,84,"John Senden",99,35.27,3492,99,"Front9ScoringAverage",2014
86,86,"Matt Jones",83,35.29,2929,83,"Front9ScoringAverage",2014
87,87,"Lee Westwood",57,35.3,1977,56,"Front9ScoringAverage",2014
88,88,"Brandt Snedeker",89,35.31,3072,87,"Front9ScoringAverage",2014
88,88,"Jhonattan Vegas",77,35.31,2648,75,"Front9ScoringAverage",2014
90,90,"Retief Goosen",94,35.32,3179,90,"Front9ScoringAverage",2014
90,90,"Ian Poulter",57,35.32,1978,56,"Front9ScoringAverage",2014
90,90,"Cameron Tringale",111,35.32,3920,111,"Front9ScoringAverage",2014
93,93,"Danny Lee",84,35.33,2826,80,"Front9ScoringAverage",2014
93,93,"David Lingmerth",80,35.33,2685,76,"Front9ScoringAverage",2014
95,95,"Robert Garrigus",80,35.34,2827,80,"Front9ScoringAverage",2014
95,95,"James Hahn",82,35.34,2827,80,"Front9ScoringAverage",2014
97,97,"Morgan Hoffmann",103,35.35,3500,99,"Front9ScoringAverage",2014
97,97,"Louis Oosthuizen",50,35.35,1626,46,"Front9ScoringAverage",2014
97,97,"Pat Perez",84,35.35,2969,84,"Front9ScoringAverage",2014
97,97,"Rory Sabbatini",82,35.35,2757,78,"Front9ScoringAverage",2014
97,97,"Brendan Steele",89,35.35,3005,85,"Front9ScoringAverage",2014
97,97,"Mark Wilson",69,35.35,2298,65,"Front9ScoringAverage",2014
103,103,"Erik Compton",88,35.36,3112,88,"Front9ScoringAverage",2014
103,103,"Heath Slocum",71,35.36,2440,69,"Front9ScoringAverage",2014
105,105,"Brian Davis",93,35.37,3289,93,"Front9ScoringAverage",2014
105,105,"Jason Dufner",57,35.37,1910,54,"Front9ScoringAverage",2014
105,105,"Shawn Stefani",60,35.37,2122,60,"Front9ScoringAverage",2014
108,108,"Stuart Appleby",92,35.38,3184,90,"Front9ScoringAverage",2014
108,108,"Ted Potter Jr",68,35.38,2406,68,"Front9ScoringAverage",2014
108,108,"Michael Putnam",106,35.38,3609,102,"Front9ScoringAverage",2014
111,111,"Chesson Hadley",84,35.39,2973,84,"Front9ScoringAverage",2014
112,112,"JB Holmes",86,35.4,3044,86,"Front9ScoringAverage",2014
113,113,"Ken Duke",80,35.41,2762,78,"Front9ScoringAverage",2014
113,113,"Billy Hurley III",86,35.41,3045,86,"Front9ScoringAverage",2014
115,115,"Sangmoon Bae",76,35.42,2692,76,"Front9ScoringAverage",2014
115,115,"Martin Kaymer",65,35.42,2267,64,"Front9ScoringAverage",2014
117,117,"Sean OHair",77,35.43,2728,77,"Front9ScoringAverage",2014
118,118,"Charlie Beljan",76,35.44,2552,72,"Front9ScoringAverage",2014
118,118,"Ernie Els",85,35.44,2800,79,"Front9ScoringAverage",2014
118,118,"Freddie Jacobson",91,35.44,3225,91,"Front9ScoringAverage",2014
118,118,"Richard Lee",80,35.44,2764,78,"Front9ScoringAverage",2014
118,118,"Geoff Ogilvy",84,35.44,2835,80,"Front9ScoringAverage",2014
123,123,"Brice Garnett",92,35.45,3120,88,"Front9ScoringAverage",2014
123,123,"Justin Leonard",75,35.45,2659,75,"Front9ScoringAverage",2014
125,125,"KJ Choi",80,35.46,2837,80,"Front9ScoringAverage",2014
125,125,"James Driscoll",71,35.46,2518,71,"Front9ScoringAverage",2014
125,125,"Martin Flores",85,35.46,3014,85,"Front9ScoringAverage",2014
125,125,"Nicholas Thompson",85,35.46,2872,81,"Front9ScoringAverage",2014
129,129,"Justin Hicks",103,35.47,3512,99,"Front9ScoringAverage",2014
129,129,"Tyrone Van Aswegen",79,35.47,2767,78,"Front9ScoringAverage",2014
131,131,"Steven Bowditch",93,35.48,3300,93,"Front9ScoringAverage",2014
131,131,"Ben Curtis",77,35.48,2590,73,"Front9ScoringAverage",2014
133,133,"Aaron Baddeley",74,35.49,2555,72,"Front9ScoringAverage",2014
134,134,"Woody Austin",63,35.51,2095,59,"Front9ScoringAverage",2014
135,135,"Brian Gay",81,35.52,2806,79,"Front9ScoringAverage",2014
135,135,"Billy Horschel",92,35.52,3197,90,"Front9ScoringAverage",2014
135,135,"Nick Watney",80,35.52,2664,75,"Front9ScoringAverage",2014
138,138,"Greg Chalmers",85,35.54,2879,81,"Front9ScoringAverage",2014
138,138,"Brendon de Jonge",109,35.54,3874,109,"Front9ScoringAverage",2014
138,138,"Andrew Loupe",65,35.54,2168,61,"Front9ScoringAverage",2014
138,138,"Jeff Maggert",54,35.54,1919,54,"Front9ScoringAverage",2014
142,142,"Tommy Gainey",73,35.55,2453,69,"Front9ScoringAverage",2014
142,142,"Johnson Wagner",69,35.55,2311,65,"Front9ScoringAverage",2014
144,144,"Tim Clark",75,35.56,2667,75,"Front9ScoringAverage",2014
144,144,"Hudson Swafford",75,35.56,2525,71,"Front9ScoringAverage",2014
146,146,"Josh Teater",90,35.58,3131,88,"Front9ScoringAverage",2014
146,146,"Michael Thompson",74,35.58,2633,74,"Front9ScoringAverage",2014
148,148,"Gonzalo Fdez Castano",83,35.59,2918,82,"Front9ScoringAverage",2014
149,149,"Stewart Cink",91,35.62,3241,91,"Front9ScoringAverage",2014
149,149,"Jim Herman",62,35.62,2066,58,"Front9ScoringAverage",2014
149,149,"YE Yang",79,35.62,2778,78,"Front9ScoringAverage",2014
152,152,"Jonathan Byrd",76,35.63,2565,72,"Front9ScoringAverage",2014
152,152,"John Merrick",87,35.63,2957,83,"Front9ScoringAverage",2014
154,154,"Russell Henley",92,35.64,3279,92,"Front9ScoringAverage",2014
154,154,"Kevin Streelman",79,35.64,2780,78,"Front9ScoringAverage",2014
156,156,"Davis Love III",74,35.65,2567,72,"Front9ScoringAverage",2014
157,157,"Luke Donald",57,35.66,1997,56,"Front9ScoringAverage",2014
158,158,"John Peterson",62,35.67,2140,60,"Front9ScoringAverage",2014
158,158,"Boo Weekley",73,35.67,2568,72,"Front9ScoringAverage",2014
160,160,"Chad Collins",78,35.69,2641,74,"Front9ScoringAverage",2014
161,161,"John Huh",87,35.71,2964,83,"Front9ScoringAverage",2014
162,162,"Trevor Immelman",84,35.74,2859,80,"Front9ScoringAverage",2014
162,162,"Bronson La Cassie",51,35.74,1680,47,"Front9ScoringAverage",2014
164,164,"John Rollins",84,35.75,2860,80,"Front9ScoringAverage",2014
164,164,"Kevin Tway",64,35.75,2145,60,"Front9ScoringAverage",2014
166,166,"Roberto Castro",76,35.77,2647,74,"Front9ScoringAverage",2014
167,167,"Troy Matteson",62,35.79,2076,58,"Front9ScoringAverage",2014
168,168,"Kyle Stanley",87,35.81,2972,83,"Front9ScoringAverage",2014
169,169,"Martin Laird",66,35.82,2221,62,"Front9ScoringAverage",2014
170,170,"Mike Weir",69,35.86,2331,65,"Front9ScoringAverage",2014
171,171,"Scott Stallings",77,35.88,2727,76,"Front9ScoringAverage",2014
172,172,"DH Lee",54,35.92,1796,50,"Front9ScoringAverage",2014
173,173,"Lucas Glover",68,35.94,2372,66,"Front9ScoringAverage",2014
174,174,"DA Points",75,35.97,2626,73,"Front9ScoringAverage",2014
175,175,"Briny Baird",50,35.98,1799,50,"Front9ScoringAverage",2014
176,176,"Jim Renner",61,36.03,2126,59,"Front9ScoringAverage",2014
177,177,"Derek Ernst",80,36.05,2740,76,"Front9ScoringAverage",2014
