"PuttingAverage_RANKTHISWEEK_2009","PuttingAverage_RANKLASTWEEK_2009","PuttingAverage_PLAYERNAME_2009","PuttingAverage_ROUNDS_2009","PuttingAverage_AVG_2009","PuttingAverage_GIRPUTTS_2009","PuttingAverage_GREENSHIT_2009","PuttingAverage_BIRDIECONVERSION_2009","PuttingAverage_GIRRANK_2009","stat_name","year"
61,61,"Michael Letzig",96,1.766,1884,1067,31.02,126,"PuttingAverage",2009
61,61,"Jeff Overton",92,1.766,1718,973,30.97,174,"PuttingAverage",2009
61,61,"Ryan Palmer",78,1.766,1621,918,29.41,104,"PuttingAverage",2009
61,61,"Ian Poulter",59,1.766,1086,615,29.2,178,"PuttingAverage",2009
61,61,"Jimmy Walker",74,1.766,1367,774,29.15,149,"PuttingAverage",2009
67,67,"Rory Sabbatini",81,1.767,1668,944,30.61,96,"PuttingAverage",2009
68,68,"John Merrick",91,1.769,1716,970,29.4,111,"PuttingAverage",2009
68,68,"Ryan Moore",89,1.769,1790,1012,30.86,77,"PuttingAverage",2009
68,68,"Mark Wilson",99,1.769,2011,1137,28.63,64,"PuttingAverage",2009
71,71,"Woody Austin",84,1.77,1749,988,29.41,106,"PuttingAverage",2009
71,71,"Jason Dufner",90,1.77,1834,1036,29.98,49,"PuttingAverage",2009
71,71,"Bill Haas",91,1.77,1867,1055,30.1,34,"PuttingAverage",2009
71,71,"Tim Herron",87,1.77,1772,1001,29.46,138,"PuttingAverage",2009
71,71,"Nick OHern",90,1.77,1828,1033,28.32,54,"PuttingAverage",2009
71,71,"DA Points",99,1.77,1963,1109,29.57,71,"PuttingAverage",2009
71,71,"John Rollins",92,1.77,1800,1017,29.71,134,"PuttingAverage",2009
71,71,"Justin Rose",71,1.77,1471,831,31.08,83,"PuttingAverage",2009
79,79,"Michael Allen",73,1.771,1479,835,29.02,37,"PuttingAverage",2009
79,79,"Scott Piercy",85,1.771,1709,965,30.67,74,"PuttingAverage",2009
81,81,"Jason Bohn",88,1.772,1954,1103,28.07,8,"PuttingAverage",2009
81,81,"Alex Cejka",82,1.772,1634,922,28.88,63,"PuttingAverage",2009
81,81,"Tag Ridings",50,1.772,932,526,29.5,65,"PuttingAverage",2009
84,84,"Chad Campbell",90,1.773,1899,1071,28.49,9,"PuttingAverage",2009
84,84,"Lee Janzen",74,1.773,1390,784,29.12,136,"PuttingAverage",2009
84,84,"Cliff Kresge",78,1.773,1466,827,29.3,141,"PuttingAverage",2009
84,84,"Tim Petrovic",97,1.773,1984,1119,29.52,102,"PuttingAverage",2009
84,84,"Kevin Sutherland",96,1.773,2023,1141,28.85,54,"PuttingAverage",2009
89,89,"Derek Fathauer",63,1.774,1098,619,29.22,180,"PuttingAverage",2009
89,89,"Carl Pettersson",86,1.774,1717,968,28.47,167,"PuttingAverage",2009
89,89,"Ted Purdy",101,1.774,1967,1109,31.35,71,"PuttingAverage",2009
92,92,"Matt Bettencourt",98,1.775,1974,1112,32.19,155,"PuttingAverage",2009
92,92,"Stewart Cink",79,1.775,1480,834,27.23,144,"PuttingAverage",2009
92,92,"Chris DiMarco",97,1.775,1919,1081,27.48,125,"PuttingAverage",2009
92,92,"Charles Howell III",99,1.775,1951,1099,27.89,41,"PuttingAverage",2009
92,92,"Jeff Klauk",97,1.775,2015,1135,27.36,66,"PuttingAverage",2009
92,92,"Colt Knost",71,1.775,1333,751,28.23,73,"PuttingAverage",2009
92,92,"Kenny Perry",92,1.775,1958,1103,30.06,36,"PuttingAverage",2009
92,92,"Brett Quigley",92,1.775,1771,998,29.15,82,"PuttingAverage",2009
92,92,"Chris Stroud",88,1.775,1844,1039,29.83,12,"PuttingAverage",2009
101,101,"Eric Axley",71,1.777,1228,691,27.1,183,"PuttingAverage",2009
101,101,"Angel Cabrera",55,1.777,1077,606,30.86,169,"PuttingAverage",2009
101,101,"Marc Leishman",91,1.777,1869,1052,29.84,39,"PuttingAverage",2009
104,104,"Padraig Harrington",66,1.778,1273,716,29.37,175,"PuttingAverage",2009
104,104,"Rod Pampling",72,1.778,1497,842,29.37,85,"PuttingAverage",2009
104,104,"Kevin Streelman",97,1.778,1983,1115,30.55,61,"PuttingAverage",2009
104,104,"Nick Watney",86,1.778,1819,1023,31.76,78,"PuttingAverage",2009
108,108,"Tommy Armour III",58,1.779,1245,700,27.22,44,"PuttingAverage",2009
108,108,"Brendon de Jonge",90,1.779,1836,1032,30.23,57,"PuttingAverage",2009
108,108,"Steve Elkington",70,1.779,1512,850,26.66,33,"PuttingAverage",2009
108,108,"Andres Romero",58,1.779,1185,666,30.68,112,"PuttingAverage",2009
112,112,"Richard Johnson",85,1.78,1760,989,27.7,103,"PuttingAverage",2009
113,113,"Sean OHair",80,1.781,1653,928,30.85,27,"PuttingAverage",2009
113,113,"Tom Pernice Jr",82,1.781,1703,956,27.91,118,"PuttingAverage",2009
113,113,"YE Yang",83,1.781,1676,941,30.53,76,"PuttingAverage",2009
116,116,"Sergio Garcia",59,1.782,1221,685,28.47,95,"PuttingAverage",2009
116,116,"Matt Jones",56,1.782,1078,605,29.24,38,"PuttingAverage",2009
116,116,"Spencer Levin",75,1.782,1534,861,25.93,34,"PuttingAverage",2009
116,116,"David Mathis",82,1.782,1538,863,27.73,154,"PuttingAverage",2009
116,116,"Chez Reavie",81,1.782,1629,914,26.34,83,"PuttingAverage",2009
116,116,"Camilo Villegas",76,1.782,1561,876,30,57,"PuttingAverage",2009
122,122,"Ben Curtis",63,1.784,1279,717,26.4,129,"PuttingAverage",2009
123,123,"Bart Bryant",58,1.785,1089,610,26.44,163,"PuttingAverage",2009
123,123,"Nathan Green",104,1.785,2021,1132,28.47,161,"PuttingAverage",2009
123,123,"Leif Olson",51,1.785,923,517,29.9,177,"PuttingAverage",2009
123,123,"Heath Slocum",95,1.785,1976,1107,26.95,32,"PuttingAverage",2009
127,127,"Steve Lowery",83,1.787,1712,958,29.6,135,"PuttingAverage",2009
127,127,"Troy Matteson",95,1.787,2001,1120,27.24,18,"PuttingAverage",2009
127,127,"John Senden",100,1.787,2280,1276,27.94,1,"PuttingAverage",2009
127,127,"Johnson Wagner",81,1.787,1710,957,28.24,89,"PuttingAverage",2009
131,131,"Cameron Beckman",87,1.788,1750,979,27.02,98,"PuttingAverage",2009
132,132,"Rich Beem",77,1.789,1521,850,27.39,17,"PuttingAverage",2009
132,132,"Mark Calcavecchia",72,1.789,1519,849,30.42,100,"PuttingAverage",2009
134,134,"Patrick Sheehan",51,1.791,949,530,26.38,15,"PuttingAverage",2009
135,135,"Robert Garrigus",83,1.792,1797,1003,28.59,4,"PuttingAverage",2009
136,136,"Nicholas Thompson",96,1.793,2035,1135,29.51,42,"PuttingAverage",2009
137,137,"Joe Durant",62,1.794,1231,686,29.78,3,"PuttingAverage",2009
138,138,"Ernie Els",70,1.795,1409,785,28.57,79,"PuttingAverage",2009
138,138,"Bill Lunde",83,1.795,1754,977,27.69,46,"PuttingAverage",2009
140,140,"Mathew Goggin",76,1.796,1570,874,27.78,93,"PuttingAverage",2009
141,141,"Steve Flesch",77,1.797,1660,924,26.46,57,"PuttingAverage",2009
141,141,"Davis Love III",89,1.797,1883,1048,28.28,50,"PuttingAverage",2009
141,141,"Darron Stiles",52,1.797,1019,567,27.43,90,"PuttingAverage",2009
144,144,"Briny Baird",89,1.798,1897,1055,27.57,10,"PuttingAverage",2009
144,144,"KJ Choi",65,1.798,1368,761,26.02,81,"PuttingAverage",2009
146,146,"Brad Adamonis",70,1.799,1387,771,26.14,158,"PuttingAverage",2009
146,146,"DJ Trahan",96,1.799,2188,1216,29.04,7,"PuttingAverage",2009
148,148,"Brian Bateman",55,1.8,1154,641,25.94,119,"PuttingAverage",2009
148,148,"Todd Hamilton",83,1.8,1670,928,26.83,143,"PuttingAverage",2009
148,148,"Peter Lonard",86,1.8,1723,957,25.89,114,"PuttingAverage",2009
151,151,"Ken Duke",87,1.801,1779,988,26.63,153,"PuttingAverage",2009
151,151,"Kent Jones",73,1.801,1381,767,25.88,96,"PuttingAverage",2009
151,151,"Aron Price",89,1.801,1725,958,26.75,86,"PuttingAverage",2009
154,154,"Scott Sterling",51,1.802,957,531,26.55,13,"PuttingAverage",2009
154,154,"Casey Wittenberg",71,1.802,1382,767,25.26,31,"PuttingAverage",2009
156,156,"Kevin Stadler",65,1.803,1237,686,26.98,51,"PuttingAverage",2009
157,157,"Mark Brooks",55,1.804,976,541,25.56,137,"PuttingAverage",2009
157,157,"Jarrod Lyle",65,1.804,1205,668,23.54,108,"PuttingAverage",2009
157,157,"Charles Warren",63,1.804,1268,703,28.82,14,"PuttingAverage",2009
160,160,"JJ Henry",97,1.806,2059,1140,25.51,24,"PuttingAverage",2009
161,161,"Greg Owen",97,1.807,2038,1128,28.04,6,"PuttingAverage",2009
162,162,"Stuart Appleby",79,1.809,1605,887,25.51,150,"PuttingAverage",2009
162,162,"Rocco Mediate",79,1.809,1603,886,26.24,90,"PuttingAverage",2009
164,164,"Jason Gore",74,1.81,1475,815,27.8,93,"PuttingAverage",2009
164,164,"Vijay Singh",71,1.81,1488,822,27.59,75,"PuttingAverage",2009
166,166,"JB Holmes",74,1.813,1478,815,31.2,176,"PuttingAverage",2009
166,166,"Rick Price",54,1.813,1039,573,26.05,69,"PuttingAverage",2009
168,168,"Kirk Triplett",60,1.814,1328,732,27.91,29,"PuttingAverage",2009
168,168,"Boo Weekley",79,1.814,1680,926,28.11,52,"PuttingAverage",2009
170,170,"Brian Vranesh",51,1.815,980,540,27.09,140,"PuttingAverage",2009
171,171,"Glen Day",79,1.817,1546,851,24.82,62,"PuttingAverage",2009
172,172,"Marc Turnesa",77,1.819,1588,873,24.63,158,"PuttingAverage",2009
173,173,"Jeff Maggert",79,1.821,1766,970,26.49,22,"PuttingAverage",2009
174,174,"Gary Woodland",53,1.824,1005,551,29.58,107,"PuttingAverage",2009
175,175,"Peter Tomasulo",61,1.825,1168,640,28.59,121,"PuttingAverage",2009
176,176,"Will Ma Kenzie",69,1.827,1540,843,27.05,26,"PuttingAverage",2009
177,177,"Greg Kraft",51,1.828,969,530,23.58,165,"PuttingAverage",2009
177,177,"Adam Scott",53,1.828,1075,588,27.77,162,"PuttingAverage",2009
177,177,"Brendon Todd",53,1.828,1031,564,24.73,172,"PuttingAverage",2009
180,180,"Ricky Barnes",67,1.833,1327,724,24.9,23,"PuttingAverage",2009
181,181,"Billy Mayfair",83,1.835,1818,991,25.08,68,"PuttingAverage",2009
182,182,"Robert Allenby",71,1.841,1580,858,24.8,24,"PuttingAverage",2009
182,182,"Jay Williamson",69,1.841,1425,774,24.48,5,"PuttingAverage",2009
184,184,"Tom Lehman",55,1.85,1171,633,21.36,10,"PuttingAverage",2009
