"BogeyAvoidance_RANKTHISWEEK_2012","BogeyAvoidance_RANKLASTWEEK_2012","BogeyAvoidance_PLAYERNAME_2012","BogeyAvoidance_ROUNDS_2012","BogeyAvoidance_PctMAKESBOGEY_2012","BogeyAvoidance_BOGEYS_2012","BogeyAvoidance_HOLESPLAYED_2012","stat_name","year"
47,47,"Louis Oosthuizen",65,16.31,185,1134,"BogeyAvoidance",2012
47,47,"Camilo Villegas",79,16.31,226,1386,"BogeyAvoidance",2012
49,49,"Bill Lunde",83,16.32,232,1422,"BogeyAvoidance",2012
50,50,"Bob Estes",78,16.38,230,1404,"BogeyAvoidance",2012
51,51,"Jerry Kelly",84,16.4,248,1512,"BogeyAvoidance",2012
52,52,"Richard Lee",71,16.42,198,1206,"BogeyAvoidance",2012
53,53,"Hunter Mahan",88,16.46,243,1476,"BogeyAvoidance",2012
54,54,"Tim Herron",88,16.48,261,1584,"BogeyAvoidance",2012
54,54,"Kevin Streelman",89,16.48,264,1602,"BogeyAvoidance",2012
56,56,"Matt Every",80,16.53,238,1440,"BogeyAvoidance",2012
57,57,"Billy Mayfair",90,16.54,256,1548,"BogeyAvoidance",2012
57,57,"Cameron Tringale",88,16.54,262,1584,"BogeyAvoidance",2012
59,59,"Dicky Pride",62,16.57,173,1044,"BogeyAvoidance",2012
60,60,"John Mallinger",74,16.59,209,1260,"BogeyAvoidance",2012
61,61,"Graham DeLaet",79,16.6,236,1422,"BogeyAvoidance",2012
61,61,"Sean OHair",84,16.6,251,1512,"BogeyAvoidance",2012
63,63,"Brian Harman",101,16.61,302,1818,"BogeyAvoidance",2012
64,64,"Greg Chalmers",88,16.67,261,1566,"BogeyAvoidance",2012
64,64,"Ken Duke",104,16.67,312,1872,"BogeyAvoidance",2012
64,64,"Martin Flores",95,16.67,285,1710,"BogeyAvoidance",2012
64,64,"Nathan Green",73,16.67,207,1242,"BogeyAvoidance",2012
64,64,"Matt Jones",53,16.67,159,954,"BogeyAvoidance",2012
64,64,"Kevin Kisner",69,16.67,195,1170,"BogeyAvoidance",2012
64,64,"Henrik Stenson",51,16.67,153,918,"BogeyAvoidance",2012
64,64,"Vaughn Taylor",81,16.67,237,1422,"BogeyAvoidance",2012
72,72,"Chris Kirk",93,16.73,268,1602,"BogeyAvoidance",2012
72,72,"Jeff Maggert",83,16.73,250,1494,"BogeyAvoidance",2012
74,74,"John Merrick",83,16.74,238,1422,"BogeyAvoidance",2012
75,75,"Robert Garrigus",89,16.79,269,1602,"BogeyAvoidance",2012
76,76,"Ryan Moore",89,16.85,270,1602,"BogeyAvoidance",2012
77,77,"Kyle Reifers",86,16.86,261,1548,"BogeyAvoidance",2012
78,78,"Vijay Singh",99,16.89,301,1782,"BogeyAvoidance",2012
78,78,"Jimmy Walker",101,16.89,307,1818,"BogeyAvoidance",2012
80,80,"Brian Davis",91,16.91,277,1638,"BogeyAvoidance",2012
81,81,"Mathew Goggin",65,16.93,192,1134,"BogeyAvoidance",2012
82,82,"Tim Clark",60,16.94,183,1080,"BogeyAvoidance",2012
82,82,"Ryan Palmer",81,16.94,247,1458,"BogeyAvoidance",2012
84,84,"Gavin Coles",72,16.98,214,1260,"BogeyAvoidance",2012
85,85,"Keegan Bradley",90,17.11,271,1584,"BogeyAvoidance",2012
85,85,"Padraig Harrington",67,17.11,194,1134,"BogeyAvoidance",2012
87,87,"Bo Van Pelt",84,17.14,256,1494,"BogeyAvoidance",2012
87,87,"Boo Weekley",74,17.14,216,1260,"BogeyAvoidance",2012
89,89,"John Rollins",81,17.17,238,1386,"BogeyAvoidance",2012
90,90,"Charl Schwartzel",56,17.18,167,972,"BogeyAvoidance",2012
91,91,"Chris Couch",61,17.23,183,1062,"BogeyAvoidance",2012
91,91,"Charles Howell III",98,17.23,304,1764,"BogeyAvoidance",2012
91,91,"DA Points",88,17.23,273,1584,"BogeyAvoidance",2012
94,94,"Adam Scott",59,17.24,180,1044,"BogeyAvoidance",2012
95,95,"Johnson Wagner",88,17.3,274,1584,"BogeyAvoidance",2012
96,96,"Ben Crane",73,17.36,225,1296,"BogeyAvoidance",2012
97,97,"Jason Day",57,17.37,172,990,"BogeyAvoidance",2012
98,98,"Rod Pampling",88,17.39,263,1512,"BogeyAvoidance",2012
99,99,"John Huh",99,17.4,310,1782,"BogeyAvoidance",2012
100,100,"Harris English",98,17.46,308,1764,"BogeyAvoidance",2012
100,100,"Danny Lee",74,17.46,220,1260,"BogeyAvoidance",2012
102,102,"Jonathan Byrd",69,17.48,214,1224,"BogeyAvoidance",2012
103,103,"Gary Christian",91,17.5,274,1566,"BogeyAvoidance",2012
104,104,"Steve Wheatcroft",56,17.63,165,936,"BogeyAvoidance",2012
105,105,"Chad Campbell",84,17.66,267,1512,"BogeyAvoidance",2012
106,106,"Blake Adams",107,17.71,341,1926,"BogeyAvoidance",2012
106,106,"Troy Kelly",68,17.71,204,1152,"BogeyAvoidance",2012
108,108,"Brandt Jobe",57,17.74,182,1026,"BogeyAvoidance",2012
108,108,"Josh Teater",97,17.74,297,1674,"BogeyAvoidance",2012
110,110,"Jason Kokrak",79,17.78,240,1350,"BogeyAvoidance",2012
111,111,"Rickie Fowler",84,17.8,266,1494,"BogeyAvoidance",2012
112,112,"JJ Killeen",101,17.81,311,1746,"BogeyAvoidance",2012
113,113,"Charlie Beljan",61,17.84,183,1026,"BogeyAvoidance",2012
113,113,"Greg Owen",90,17.84,289,1620,"BogeyAvoidance",2012
115,115,"Tom Gillis",75,17.85,241,1350,"BogeyAvoidance",2012
116,116,"Chez Reavie",83,17.87,267,1494,"BogeyAvoidance",2012
117,117,"David Mathis",83,18.04,263,1458,"BogeyAvoidance",2012
117,117,"George McNeill",85,18.04,276,1530,"BogeyAvoidance",2012
119,119,"Davis Love III",64,18.06,208,1152,"BogeyAvoidance",2012
120,120,"Troy Matteson",100,18.08,319,1764,"BogeyAvoidance",2012
121,121,"Mark Wilson",84,18.09,254,1404,"BogeyAvoidance",2012
122,122,"Scott Dunlap",57,18.13,173,954,"BogeyAvoidance",2012
123,123,"Nick Watney",97,18.2,308,1692,"BogeyAvoidance",2012
124,124,"Spencer Levin",81,18.21,259,1422,"BogeyAvoidance",2012
124,124,"Graeme McDowell",55,18.21,177,972,"BogeyAvoidance",2012
126,126,"Nick OHern",78,18.24,243,1332,"BogeyAvoidance",2012
127,127,"Rory Sabbatini",84,18.32,277,1512,"BogeyAvoidance",2012
127,127,"Kyle Stanley",86,18.32,277,1512,"BogeyAvoidance",2012
129,129,"Jason Bohn",81,18.33,254,1386,"BogeyAvoidance",2012
130,130,"Michael Bradley",63,18.34,208,1134,"BogeyAvoidance",2012
130,130,"Martin Laird",77,18.34,241,1314,"BogeyAvoidance",2012
132,132,"Charlie Wi",86,18.35,284,1548,"BogeyAvoidance",2012
133,133,"Alexandre Rocha",62,18.39,192,1044,"BogeyAvoidance",2012
134,134,"JB Holmes",90,18.41,285,1548,"BogeyAvoidance",2012
135,135,"Arjun Atwal",79,18.52,250,1350,"BogeyAvoidance",2012
136,136,"Patrick Sheehan",58,18.55,187,1008,"BogeyAvoidance",2012
137,137,"Kevin Chappell",91,18.58,291,1566,"BogeyAvoidance",2012
137,137,"Marc Leishman",84,18.58,281,1512,"BogeyAvoidance",2012
139,139,"Lee Westwood",60,18.62,181,972,"BogeyAvoidance",2012
140,140,"Bobby Gates",87,18.69,286,1530,"BogeyAvoidance",2012
141,141,"James Driscoll",83,18.74,280,1494,"BogeyAvoidance",2012
142,142,"Ricky Barnes",92,18.75,297,1584,"BogeyAvoidance",2012
143,143,"Kris Blanks",65,18.8,220,1170,"BogeyAvoidance",2012
144,144,"KJ Choi",71,18.81,237,1260,"BogeyAvoidance",2012
145,145,"Aaron Baddeley",73,18.83,244,1296,"BogeyAvoidance",2012
146,146,"Brendan Steele",77,18.95,249,1314,"BogeyAvoidance",2012
147,147,"Justin Leonard",79,18.96,256,1350,"BogeyAvoidance",2012
147,147,"Michael Thompson",80,18.96,273,1440,"BogeyAvoidance",2012
149,149,"Freddie Jacobson",61,18.98,205,1080,"BogeyAvoidance",2012
150,150,"DJ Trahan",73,19,236,1242,"BogeyAvoidance",2012
151,151,"Ted Potter Jr",77,19.05,264,1386,"BogeyAvoidance",2012
152,152,"Roland Thatcher",55,19.08,182,954,"BogeyAvoidance",2012
153,153,"Stephen Ames",54,19.14,186,972,"BogeyAvoidance",2012
154,154,"Ryuji Imada",78,19.15,262,1368,"BogeyAvoidance",2012
155,155,"Tom Pernice Jr",62,19.25,201,1044,"BogeyAvoidance",2012
156,156,"Chris DiMarco",83,19.34,282,1458,"BogeyAvoidance",2012
157,157,"Derek Lamely",64,19.36,223,1152,"BogeyAvoidance",2012
158,158,"Hunter Haas",69,19.4,227,1170,"BogeyAvoidance",2012
159,159,"Erik Compton",81,19.41,269,1386,"BogeyAvoidance",2012
160,160,"Scott Stallings",78,19.44,273,1404,"BogeyAvoidance",2012
161,161,"Garth Mulroy",59,19.49,200,1026,"BogeyAvoidance",2012
162,162,"Robert Allenby",76,19.52,267,1368,"BogeyAvoidance",2012
163,163,"Trevor Immelman",76,19.59,268,1368,"BogeyAvoidance",2012
164,164,"Jhonattan Vegas",77,19.62,272,1386,"BogeyAvoidance",2012
164,164,"YE Yang",64,19.62,219,1116,"BogeyAvoidance",2012
166,166,"Marco Dawson",60,19.64,205,1044,"BogeyAvoidance",2012
167,167,"Charley Hoffman",88,19.76,313,1584,"BogeyAvoidance",2012
168,168,"Colt Knost",79,19.77,274,1386,"BogeyAvoidance",2012
169,169,"John Daly",50,19.81,164,828,"BogeyAvoidance",2012
170,170,"Stewart Cink",71,19.9,240,1206,"BogeyAvoidance",2012
170,170,"Tommy Gainey",98,19.9,351,1764,"BogeyAvoidance",2012
172,172,"Mark Anderson",75,19.94,262,1314,"BogeyAvoidance",2012
173,173,"Brendon Todd",78,19.97,266,1332,"BogeyAvoidance",2012
174,174,"Ryo Ishikawa",54,19.98,187,936,"BogeyAvoidance",2012
175,175,"Angel Cabrera",54,20.16,196,972,"BogeyAvoidance",2012
176,176,"Cameron Beckman",81,20.2,280,1386,"BogeyAvoidance",2012
177,177,"Miguel Angel Carballo",73,20.21,251,1242,"BogeyAvoidance",2012
178,178,"Billy Hurley III",70,20.26,248,1224,"BogeyAvoidance",2012
179,179,"Scott Brown",65,20.28,230,1134,"BogeyAvoidance",2012
180,180,"Andres Romero",68,20.31,234,1152,"BogeyAvoidance",2012
181,181,"Daniel Chopra",55,20.44,195,954,"BogeyAvoidance",2012
182,182,"Gary Woodland",70,20.45,254,1242,"BogeyAvoidance",2012
183,183,"Harrison Frazar",56,20.88,203,972,"BogeyAvoidance",2012
184,184,"Edward Loar",59,21.35,219,1026,"BogeyAvoidance",2012
185,185,"Robert Karlsson",54,21.58,202,936,"BogeyAvoidance",2012
186,186,"Sung Kang",75,21.61,284,1314,"BogeyAvoidance",2012
187,187,"Kyle Thompson",51,21.66,191,882,"BogeyAvoidance",2012
188,188,"Stephen Gangluff",57,21.82,216,990,"BogeyAvoidance",2012
189,189,"Matt Bettencourt",80,21.86,299,1368,"BogeyAvoidance",2012
190,190,"Sangmoon Bae",81,22.15,307,1386,"BogeyAvoidance",2012
191,191,"Tommy Biershenk",74,22.76,295,1296,"BogeyAvoidance",2012
