"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2016","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2016","TotalMoneyOfficialandUnofficial_PLAYERNAME_2016","TotalMoneyOfficialandUnofficial_EVENTS_2016","TotalMoneyOfficialandUnofficial_MONEY_2016","stat_name","year"
187,186,"George McNeill",13,179895,"TotalMoneyOfficialandUnofficial",2016
188,188,"Hao Tong Li",3,173750,"TotalMoneyOfficialandUnofficial",2016
189,189,"Mark Wilson",13,171846,"TotalMoneyOfficialandUnofficial",2016
190,190,"Andres Gonzales",17,170068,"TotalMoneyOfficialandUnofficial",2016
191,191,"Shawn Stefani",16,168352,"TotalMoneyOfficialandUnofficial",2016
192,199,"Steve Wheatcroft",16,165885,"TotalMoneyOfficialandUnofficial",2016
193,192,"Andres Romero",8,164251,"TotalMoneyOfficialandUnofficial",2016
194,193,"Thomas Pieters",3,162346,"TotalMoneyOfficialandUnofficial",2016
195,194,"Matt Every",14,158453,"TotalMoneyOfficialandUnofficial",2016
196,195,"Victor Dubuisson",3,156500,"TotalMoneyOfficialandUnofficial",2016
197,196,"Bud Cauley",6,154017,"TotalMoneyOfficialandUnofficial",2016
198,197,"Hunter Stewart",7,149977,"TotalMoneyOfficialandUnofficial",2016
199,202,"Henrik Norlander",13,146178,"TotalMoneyOfficialandUnofficial",2016
200,198,"Thorbjorn Olesen",2,146000,"TotalMoneyOfficialandUnofficial",2016
201,200,"Kelly Kraft",12,138916,"TotalMoneyOfficialandUnofficial",2016
202,205,"Carlos Ortiz",17,138106,"TotalMoneyOfficialandUnofficial",2016
203,201,"KT Kim",2,138000,"TotalMoneyOfficialandUnofficial",2016
204,203,"Cameron Percy",7,130034,"TotalMoneyOfficialandUnofficial",2016
205,216,"Robert Garrigus",11,127173,"TotalMoneyOfficialandUnofficial",2016
206,204,"Paul Dunne",3,125667,"TotalMoneyOfficialandUnofficial",2016
207,211,"Derek Ernst",12,123246,"TotalMoneyOfficialandUnofficial",2016
208,206,"Rafael Campos",2,114200,"TotalMoneyOfficialandUnofficial",2016
209,207,"Tim Clark",7,110361,"TotalMoneyOfficialandUnofficial",2016
210,208,"Shane Bertsch",9,105493,"TotalMoneyOfficialandUnofficial",2016
211,209,"Marcus Fraser",2,102500,"TotalMoneyOfficialandUnofficial",2016
212,210,"Ryan Ruffels",6,100802,"TotalMoneyOfficialandUnofficial",2016
213,212,"Bernhard Langer",1,89000,"TotalMoneyOfficialandUnofficial",2016
214,213,"Martin Flores",1,86100,"TotalMoneyOfficialandUnofficial",2016
215,214,"Mike Weir",8,83750,"TotalMoneyOfficialandUnofficial",2016
216,215,"Kenny Perry",1,80000,"TotalMoneyOfficialandUnofficial",2016
217,217,"Jaco Van Zyl",1,74500,"TotalMoneyOfficialandUnofficial",2016
218,218,"DH Lee",13,73474,"TotalMoneyOfficialandUnofficial",2016
219,219,"James Morrison",1,72000,"TotalMoneyOfficialandUnofficial",2016
220,220,"DA Points",11,70534,"TotalMoneyOfficialandUnofficial",2016
221,221,"Wes Roach",12,70531,"TotalMoneyOfficialandUnofficial",2016
222,222,"Brendon Todd",18,69916,"TotalMoneyOfficialandUnofficial",2016
223,223,"Marc Turnesa",5,69390,"TotalMoneyOfficialandUnofficial",2016
224,224,"Ollie Schniederjans",7,68586,"TotalMoneyOfficialandUnofficial",2016
225,225,"Rhein Gibson",13,68128,"TotalMoneyOfficialandUnofficial",2016
226,226,"George Coetzee",2,68113,"TotalMoneyOfficialandUnofficial",2016
227,227,"Tommy Fleetwood",1,68000,"TotalMoneyOfficialandUnofficial",2016
227,227,"David Howell",1,68000,"TotalMoneyOfficialandUnofficial",2016
229,229,"Tim Herron",7,67842,"TotalMoneyOfficialandUnofficial",2016
230,230,"Gonzalo Fdez Castano",2,65600,"TotalMoneyOfficialandUnofficial",2016
230,230,"Michael Putnam",7,65600,"TotalMoneyOfficialandUnofficial",2016
232,232,"SSP Chawrasia",2,65580,"TotalMoneyOfficialandUnofficial",2016
233,233,"Richard Lee",2,65230,"TotalMoneyOfficialandUnofficial",2016
234,234,"Joe Affrunti",2,64909,"TotalMoneyOfficialandUnofficial",2016
235,235,"Ryo Ishikawa",6,62102,"TotalMoneyOfficialandUnofficial",2016
236,236,"Geoff Ogilvy",14,61690,"TotalMoneyOfficialandUnofficial",2016
237,237,"Ken Duke",9,61335,"TotalMoneyOfficialandUnofficial",2016
238,238,"Yusaku Miyazato",2,61234,"TotalMoneyOfficialandUnofficial",2016
239,239,"Jonathan Byrd",6,58655,"TotalMoneyOfficialandUnofficial",2016
240,240,"Andrew Dodt",2,57915,"TotalMoneyOfficialandUnofficial",2016
241,241,"Brian Gay",8,57419,"TotalMoneyOfficialandUnofficial",2016
242,242,"Danny Chia",2,56890,"TotalMoneyOfficialandUnofficial",2016
243,243,"Dicky Pride",13,55134,"TotalMoneyOfficialandUnofficial",2016
244,244,"Carl Pettersson",14,54710,"TotalMoneyOfficialandUnofficial",2016
245,245,"Nathan Holman",1,54000,"TotalMoneyOfficialandUnofficial",2016
246,246,"Greg Yates",1,52959,"TotalMoneyOfficialandUnofficial",2016
247,247,"Cameron Beckman",7,52855,"TotalMoneyOfficialandUnofficial",2016
248,248,"Miguel Angel Jimenez",1,52000,"TotalMoneyOfficialandUnofficial",2016
248,248,"Xinjun Zhang",1,52000,"TotalMoneyOfficialandUnofficial",2016
250,250,"Satoshi Kodaira",2,51958,"TotalMoneyOfficialandUnofficial",2016
251,251,"Jordan Zunic",1,49750,"TotalMoneyOfficialandUnofficial",2016
252,252,"Trey Mullinax",2,49635,"TotalMoneyOfficialandUnofficial",2016
253,253,"Zecheng Dou",1,49000,"TotalMoneyOfficialandUnofficial",2016
254,254,"Kristoffer Broberg",1,48500,"TotalMoneyOfficialandUnofficial",2016
255,255,"Pat Perez",11,47840,"TotalMoneyOfficialandUnofficial",2016
256,256,"Tyrrell Hatton",1,47500,"TotalMoneyOfficialandUnofficial",2016
256,256,"Alexander Noren",1,47500,"TotalMoneyOfficialandUnofficial",2016
258,258,"Michael Bradley",5,45730,"TotalMoneyOfficialandUnofficial",2016
259,259,"Wu Ashun",1,44792,"TotalMoneyOfficialandUnofficial",2016
259,259,"Greg Chalmers",5,44792,"TotalMoneyOfficialandUnofficial",2016
259,259,"Nick Cullen",1,44792,"TotalMoneyOfficialandUnofficial",2016
259,259,"Trevor Fisher Jr",1,44792,"TotalMoneyOfficialandUnofficial",2016
259,259,"WC Liang",1,44792,"TotalMoneyOfficialandUnofficial",2016
264,264,"Paul Peterson",1,44508,"TotalMoneyOfficialandUnofficial",2016
265,265,"Miguel Angel Carballo",11,44433,"TotalMoneyOfficialandUnofficial",2016
266,266,"John Merrick",7,42188,"TotalMoneyOfficialandUnofficial",2016
267,267,"Ryan Blaum",1,42160,"TotalMoneyOfficialandUnofficial",2016
268,268,"Danie van Tonder",1,41375,"TotalMoneyOfficialandUnofficial",2016
269,269,"Lucas Lee",9,41253,"TotalMoneyOfficialandUnofficial",2016
270,270,"Yi Cao",1,41000,"TotalMoneyOfficialandUnofficial",2016
271,271,"Steven Jeffress",1,40750,"TotalMoneyOfficialandUnofficial",2016
272,272,"Marc Warren",1,40375,"TotalMoneyOfficialandUnofficial",2016
273,273,"Justin Hicks",10,39543,"TotalMoneyOfficialandUnofficial",2016
274,274,"Billy Hurley III",8,39313,"TotalMoneyOfficialandUnofficial",2016
275,275,"Andrew Landry",9,34777,"TotalMoneyOfficialandUnofficial",2016
276,276,"Rod Pampling",8,34469,"TotalMoneyOfficialandUnofficial",2016
277,277,"Brandon Hagy",2,33226,"TotalMoneyOfficialandUnofficial",2016
278,278,"John Rollins",5,31888,"TotalMoneyOfficialandUnofficial",2016
279,305,"Matt Dobyns",5,29101,"TotalMoneyOfficialandUnofficial",2016
280,279,"Frank Lickliter II",4,28986,"TotalMoneyOfficialandUnofficial",2016
281,280,"Daisuke Kataoka",1,28742,"TotalMoneyOfficialandUnofficial",2016
282,281,"Brian Davis",8,27880,"TotalMoneyOfficialandUnofficial",2016
283,282,"Darron Stiles",10,27743,"TotalMoneyOfficialandUnofficial",2016
284,283,"Tom Gillis",7,26072,"TotalMoneyOfficialandUnofficial",2016
285,284,"Larry Mize",1,24900,"TotalMoneyOfficialandUnofficial",2016
286,285,"James Driscoll",1,24800,"TotalMoneyOfficialandUnofficial",2016
287,286,"Billy Mayfair",3,23682,"TotalMoneyOfficialandUnofficial",2016
288,287,"Alex Prugh",7,21352,"TotalMoneyOfficialandUnofficial",2016
289,288,"Steve Flesch",3,21054,"TotalMoneyOfficialandUnofficial",2016
290,318,"Trevor Immelman",7,20509,"TotalMoneyOfficialandUnofficial",2016
291,289,"Abraham Ancer",11,19468,"TotalMoneyOfficialandUnofficial",2016
292,290,"Fred Funk",4,18662,"TotalMoneyOfficialandUnofficial",2016
292,290,"Nick Mason",1,18662,"TotalMoneyOfficialandUnofficial",2016
294,292,"Benjamin Taylor",1,16968,"TotalMoneyOfficialandUnofficial",2016
295,293,"Prayad Marksaeng",1,15540,"TotalMoneyOfficialandUnofficial",2016
296,294,"Bo Van Pelt",5,15392,"TotalMoneyOfficialandUnofficial",2016
297,295,"Gregory Bourdy",1,15113,"TotalMoneyOfficialandUnofficial",2016
298,296,"Austin Connelly",3,15050,"TotalMoneyOfficialandUnofficial",2016
299,297,"Ted Purdy",4,15017,"TotalMoneyOfficialandUnofficial",2016
300,298,"Ben Leong",1,14630,"TotalMoneyOfficialandUnofficial",2016
301,299,"Curtis Reed",1,14012,"TotalMoneyOfficialandUnofficial",2016
302,300,"Blake Adams",4,13764,"TotalMoneyOfficialandUnofficial",2016
303,301,"Mardan Mamat",1,13440,"TotalMoneyOfficialandUnofficial",2016
304,302,"Arie Ahmad Irawan",1,13230,"TotalMoneyOfficialandUnofficial",2016
305,303,"John Peterson",3,13020,"TotalMoneyOfficialandUnofficial",2016
306,304,"Robert Allenby",16,12586,"TotalMoneyOfficialandUnofficial",2016
307,306,"Matt Atkins",1,11970,"TotalMoneyOfficialandUnofficial",2016
308,307,"Jin Park",1,11968,"TotalMoneyOfficialandUnofficial",2016
309,308,"Dean Burmester",1,11400,"TotalMoneyOfficialandUnofficial",2016
310,309,"Tim Petrovic",3,11286,"TotalMoneyOfficialandUnofficial",2016
311,310,"Hideto Tanihara",1,11252,"TotalMoneyOfficialandUnofficial",2016
312,311,"Charlie Beljan",13,11160,"TotalMoneyOfficialandUnofficial",2016
313,312,"Mark Hensby",2,10944,"TotalMoneyOfficialandUnofficial",2016
314,313,"Eric Axley",3,9861,"TotalMoneyOfficialandUnofficial",2016
315,314,"Jarrod Lyle",7,8569,"TotalMoneyOfficialandUnofficial",2016
316,315,"Tommy Gainey",4,7872,"TotalMoneyOfficialandUnofficial",2016
317,316,"Jorge Fernandez Valdes",1,7706,"TotalMoneyOfficialandUnofficial",2016
317,316,"Adam Svensson",2,7706,"TotalMoneyOfficialandUnofficial",2016
