"LongestHoleOutsinyards_RANKTHISWEEK_2016","LongestHoleOutsinyards_RANKLASTWEEK_2016","LongestHoleOutsinyards_PLAYERNAME_2016","LongestHoleOutsinyards_ROUNDS_2016","LongestHoleOutsinyards_DISTANCE_2016","LongestHoleOutsinyards_TOURNAMENT_2016","LongestHoleOutsinyards_ROUNDCOURSE_2016","LongestHoleOutsinyards_HOLE_2016","stat_name","year"
37,34,"Smylie Kaufman",57,134,NA,2,1,"LongestHoleOutsinyards",2016
38,35,"KT Kim",8,133,NA,4,12,"LongestHoleOutsinyards",2016
39,37,"Will Wilcox",47,128,NA,4,13,"LongestHoleOutsinyards",2016
41,38,"Luke Guthrie",31,126,NA,1,8,"LongestHoleOutsinyards",2016
41,39,"Daniel Summerhays",55,126,NA,1,8,"LongestHoleOutsinyards",2016
43,40,"Mark Hubbard",73,125,NA,1,15,"LongestHoleOutsinyards",2016
44,41,"Jim Herman",55,123,NA,3,6,"LongestHoleOutsinyards",2016
45,43,"John Huh",51,122,NA,1,16,"LongestHoleOutsinyards",2016
47,44,"Russell Henley",42,121,NA,3,1,"LongestHoleOutsinyards",2016
47,45,"Bryce Molder",50,121,NA,3,16,"LongestHoleOutsinyards",2016
51,115,"Ernie Els",34,112,NA,4,7,"LongestHoleOutsinyards",2016
51,48,"Justin Rose",35,112,NA,1,3,"LongestHoleOutsinyards",2016
53,49,"Ollie Schniederjans",23,111,NA,2,12,"LongestHoleOutsinyards",2016
54,50,"Chez Reavie",56,110,NA,2,11,"LongestHoleOutsinyards",2016
55,51,"Martin Piller",37,108,NA,1,11,"LongestHoleOutsinyards",2016
60,56,"Peter Malnati",53,94,NA,1,17,"LongestHoleOutsinyards",2016
61,57,"Si Woo Kim",63,92,NA,1,13,"LongestHoleOutsinyards",2016
63,59,"Andy Sullivan",25,90,NA,2,6,"LongestHoleOutsinyards",2016
65,61,"Jimmy Walker",43,83,NA,4,17,"LongestHoleOutsinyards",2016
66,62,"Morgan Hoffmann",43,76,NA,1,4,"LongestHoleOutsinyards",2016
67,100,"Jeff Overton",51,74,NA,1,14,"LongestHoleOutsinyards",2016
68,63,"Scott Pinckney",53,69,NA,3,15,"LongestHoleOutsinyards",2016
70,65,"Lee Westwood",13,66,NA,1,4,"LongestHoleOutsinyards",2016
71,66,"Jarrod Lyle",18,64,NA,1,16,"LongestHoleOutsinyards",2016
72,67,"Lucas Lee",22,63,NA,1,3,"LongestHoleOutsinyards",2016
73,68,"Jason Dufner",53,54,NA,4,11,"LongestHoleOutsinyards",2016
74,69,"Patrick Reed",53,52,NA,4,11,"LongestHoleOutsinyards",2016
75,70,"Ben Curtis",4,51,NA,1,5,"LongestHoleOutsinyards",2016
76,71,"JB Holmes",39,50,NA,3,12,"LongestHoleOutsinyards",2016
76,72,"Charles Howell III",63,50,NA,2,10,"LongestHoleOutsinyards",2016
76,73,"Jonas Blixt",46,50,NA,3,15,"LongestHoleOutsinyards",2016
79,74,"Robby Ormand",2,48,NA,1,14,"LongestHoleOutsinyards",2016
79,75,"Brian Davis",17,48,NA,1,15,"LongestHoleOutsinyards",2016
79,76,"James Hahn",45,48,NA,2,16,"LongestHoleOutsinyards",2016
82,77,"Colt Knost",56,47,NA,3,12,"LongestHoleOutsinyards",2016
83,78,"Kevin Chappell",49,45,NA,2,15,"LongestHoleOutsinyards",2016
83,79,"Troy Merritt",41,45,NA,1,4,"LongestHoleOutsinyards",2016
83,80,"Brandt Snedeker",47,45,NA,1,10,"LongestHoleOutsinyards",2016
86,81,"Miguel Angel Carballo",24,44,NA,3,17,"LongestHoleOutsinyards",2016
87,130,"Steve Wheatcroft",53,43,NA,1,5,"LongestHoleOutsinyards",2016
89,83,"Jon Curran",55,41,NA,2,4,"LongestHoleOutsinyards",2016
90,84,"Bronson Burgoon",53,40,NA,1,6,"LongestHoleOutsinyards",2016
90,85,"Steven Bowditch",40,40,NA,2,10,"LongestHoleOutsinyards",2016
94,88,"Graeme McDowell",33,39,NA,1,1,"LongestHoleOutsinyards",2016
96,90,"Brice Garnett",29,38,NA,2,15,"LongestHoleOutsinyards",2016
96,92,"Aaron Baddeley",51,38,NA,1,15,"LongestHoleOutsinyards",2016
100,93,"Andrew Loupe",50,36,NA,1,7,"LongestHoleOutsinyards",2016
100,94,"Ken Duke",26,36,NA,2,3,"LongestHoleOutsinyards",2016
100,95,"Ben Martin",48,36,NA,1,14,"LongestHoleOutsinyards",2016
100,96,"Brian Harman",60,36,NA,2,18,"LongestHoleOutsinyards",2016
106,99,"Tim Petrovic",8,34,NA,3,12,"LongestHoleOutsinyards",2016
110,104,"Justin Leonard",28,32,NA,2,13,"LongestHoleOutsinyards",2016
110,105,"Henrik Norlander",41,32,NA,2,10,"LongestHoleOutsinyards",2016
110,106,"Rafa Cabrera Bello",19,32,NA,3,1,"LongestHoleOutsinyards",2016
110,107,"Derek Fathauer",58,32,NA,1,2,"LongestHoleOutsinyards",2016
115,109,"Davis Love III",40,31,NA,4,10,"LongestHoleOutsinyards",2016
115,110,"Emiliano Grillo",47,31,NA,1,2,"LongestHoleOutsinyards",2016
115,111,"Satoshi Kodaira",7,31,NA,1,5,"LongestHoleOutsinyards",2016
115,113,"Hiroshi Iwata",51,31,NA,2,7,"LongestHoleOutsinyards",2016
124,963,"Tim Wilkinson",40,30,NA,2,18,"LongestHoleOutsinyards",2016
124,116,"Rickie Fowler",42,30,NA,3,5,"LongestHoleOutsinyards",2016
124,117,"Billy Horschel",45,30,NA,2,15,"LongestHoleOutsinyards",2016
124,118,"Billy Mayfair",10,30,NA,1,9,"LongestHoleOutsinyards",2016
128,119,"Michael Kim",62,29,NA,4,10,"LongestHoleOutsinyards",2016
128,121,"Kelly Kraft",35,29,NA,2,5,"LongestHoleOutsinyards",2016
128,122,"David Solomon",2,29,NA,2,12,"LongestHoleOutsinyards",2016
128,123,"Kristoffer Broberg",4,29,NA,2,16,"LongestHoleOutsinyards",2016
128,124,"Chris Kirk",51,29,NA,1,16,"LongestHoleOutsinyards",2016
128,125,"Luke List",51,29,NA,2,6,"LongestHoleOutsinyards",2016
128,324,"Dawie van der Walt",48,29,NA,3,8,"LongestHoleOutsinyards",2016
128,126,"Adam Scott",39,29,NA,3,13,"LongestHoleOutsinyards",2016
137,128,"Daniel Berger",52,28,NA,2,6,"LongestHoleOutsinyards",2016
137,129,"Harris English",51,28,NA,1,14,"LongestHoleOutsinyards",2016
137,131,"Tim Herron",21,28,NA,1,14,"LongestHoleOutsinyards",2016
137,393,"Rory McIlroy",37,28,NA,2,7,"LongestHoleOutsinyards",2016
143,132,"Brett Stegmaier",57,27,NA,1,6,"LongestHoleOutsinyards",2016
143,133,"Geoff Ogilvy",37,27,NA,1,15,"LongestHoleOutsinyards",2016
143,136,"Kevin Streelman",46,27,NA,1,9,"LongestHoleOutsinyards",2016
148,139,"Stewart Cink",45,26,NA,1,11,"LongestHoleOutsinyards",2016
148,141,"Kyle Stanley",57,26,NA,2,18,"LongestHoleOutsinyards",2016
156,144,"Mark Wilson",42,25,NA,3,15,"LongestHoleOutsinyards",2016
156,147,"Sam Saunders",40,25,NA,1,5,"LongestHoleOutsinyards",2016
156,151,"Camilo Villegas",50,25,NA,2,10,"LongestHoleOutsinyards",2016
156,152,"Scott Langley",41,25,NA,4,6,"LongestHoleOutsinyards",2016
156,153,"KJ Choi",47,25,NA,1,18,"LongestHoleOutsinyards",2016
166,155,"Dicky Pride",33,24,NA,1,12,"LongestHoleOutsinyards",2016
166,156,"Pat Perez",28,24,NA,3,13,"LongestHoleOutsinyards",2016
166,157,"Henrik Stenson",30,24,NA,1,8,"LongestHoleOutsinyards",2016
166,161,"Darron Stiles",28,24,NA,3,7,"LongestHoleOutsinyards",2016
166,162,"Shawn Stefani",45,24,NA,1,8,"LongestHoleOutsinyards",2016
166,199,"Jason Kokrak",52,24,NA,1,2,"LongestHoleOutsinyards",2016
166,735,"Ian Poulter",37,24,NA,3,16,"LongestHoleOutsinyards",2016
166,163,"Martin Laird",46,24,NA,2,16,"LongestHoleOutsinyards",2016
166,164,"Phil Mickelson",37,24,NA,3,5,"LongestHoleOutsinyards",2016
166,166,"Charley Hoffman",49,24,NA,2,2,"LongestHoleOutsinyards",2016
166,165,"Sean OHair",45,24,NA,3,15,"LongestHoleOutsinyards",2016
181,169,"Matthew Fitzpatrick",23,23,NA,3,8,"LongestHoleOutsinyards",2016
181,171,"Michael Thompson",46,23,NA,3,1,"LongestHoleOutsinyards",2016
181,172,"Jason Day",36,23,NA,4,2,"LongestHoleOutsinyards",2016
181,176,"Joe Affrunti",6,23,NA,3,17,"LongestHoleOutsinyards",2016
181,178,"Andres Gonzales",46,23,NA,2,6,"LongestHoleOutsinyards",2016
193,179,"Shane Bertsch",30,22,NA,2,15,"LongestHoleOutsinyards",2016
193,183,"Bud Cauley",17,22,NA,1,16,"LongestHoleOutsinyards",2016
193,184,"David Toms",38,22,NA,1,3,"LongestHoleOutsinyards",2016
