"ScramblingfromtheSand_RANKTHISWEEK_2013","ScramblingfromtheSand_RANKLASTWEEK_2013","ScramblingfromtheSand_PLAYERNAME_2013","ScramblingfromtheSand_ROUNDS_2013","ScramblingfromtheSand_Pct_2013","ScramblingfromtheSand_SUCCESSES_2013","ScramblingfromtheSand_ATTEMPTS_2013","stat_name","year"
138,138,"Bud Cauley",67,47.37,36,76,"ScramblingfromtheSand",2013
138,138,"Sergio Garcia",65,47.37,27,57,"ScramblingfromtheSand",2013
140,140,"Ricky Barnes",74,47.22,34,72,"ScramblingfromtheSand",2013
141,141,"Geoff Ogilvy",57,47.14,33,70,"ScramblingfromtheSand",2013
142,142,"Sean OHair",56,47.06,32,68,"ScramblingfromtheSand",2013
143,143,"Steve LeBrun",66,46.97,31,66,"ScramblingfromtheSand",2013
144,144,"John Merrick",79,46.34,38,82,"ScramblingfromtheSand",2013
145,145,"Dustin Johnson",71,46.15,24,52,"ScramblingfromtheSand",2013
145,145,"Bubba Watson",76,46.15,24,52,"ScramblingfromtheSand",2013
147,147,"Scott Langley",79,46.05,35,76,"ScramblingfromtheSand",2013
148,148,"Pat Perez",69,45.98,40,87,"ScramblingfromtheSand",2013
149,149,"Carl Pettersson",82,45.88,39,85,"ScramblingfromtheSand",2013
149,149,"Robert Streb",75,45.88,39,85,"ScramblingfromtheSand",2013
151,151,"Rory Sabbatini",86,45.83,33,72,"ScramblingfromtheSand",2013
152,152,"Ryan Palmer",79,45.78,38,83,"ScramblingfromtheSand",2013
153,153,"James Hahn",78,45.68,37,81,"ScramblingfromtheSand",2013
154,154,"Martin Kaymer",61,45.65,21,46,"ScramblingfromtheSand",2013
155,155,"David Mathis",71,45.36,44,97,"ScramblingfromtheSand",2013
156,156,"Jeff Overton",78,44.21,42,95,"ScramblingfromtheSand",2013
157,157,"Ken Duke",87,44.04,48,109,"ScramblingfromtheSand",2013
158,158,"Robert Garrigus",69,44,22,50,"ScramblingfromtheSand",2013
159,159,"Ben Kohles",75,43.9,36,82,"ScramblingfromtheSand",2013
160,160,"Ted Potter Jr",65,43.84,32,73,"ScramblingfromtheSand",2013
161,161,"Scott Piercy",78,43.68,38,87,"ScramblingfromtheSand",2013
162,162,"Gary Woodland",94,43.56,44,101,"ScramblingfromtheSand",2013
163,163,"David Hearn",88,43.33,39,90,"ScramblingfromtheSand",2013
164,164,"Charlie Beljan",62,43.06,31,72,"ScramblingfromtheSand",2013
165,165,"Seung Yul Noh",71,42.25,30,71,"ScramblingfromtheSand",2013
166,166,"Jim Herman",59,42.22,19,45,"ScramblingfromtheSand",2013
167,167,"YE Yang",56,42.19,27,64,"ScramblingfromtheSand",2013
168,168,"JJ Henry",83,41.18,35,85,"ScramblingfromtheSand",2013
169,169,"John Senden",79,39.74,31,78,"ScramblingfromtheSand",2013
170,170,"Derek Ernst",58,39.73,29,73,"ScramblingfromtheSand",2013
171,171,"Justin Hicks",79,37.8,31,82,"ScramblingfromtheSand",2013
172,172,"Michael Bradley",56,37.7,23,61,"ScramblingfromtheSand",2013
173,173,"Kyle Stanley",71,37.68,26,69,"ScramblingfromtheSand",2013
174,174,"Scott Brown",65,36.76,25,68,"ScramblingfromtheSand",2013
175,175,"Nicolas Colsaerts",50,36,18,50,"ScramblingfromtheSand",2013
176,176,"Bo Van Pelt",72,35.8,29,81,"ScramblingfromtheSand",2013
177,177,"Angel Cabrera",73,33.33,20,60,"ScramblingfromtheSand",2013
178,178,"DJ Trahan",48,32.56,14,43,"ScramblingfromtheSand",2013
179,179,"Will Claxton",67,32.5,26,80,"ScramblingfromtheSand",2013
180,180,"Andrew Svoboda",46,23.81,10,42,"ScramblingfromtheSand",2013
