"TotalHoleOuts_RANKTHISWEEK_2005","TotalHoleOuts_RANKLASTWEEK_2005","TotalHoleOuts_PLAYERNAME_2005","TotalHoleOuts_ROUNDS_2005","TotalHoleOuts_HOLEOUTS_2005","stat_name","year"
135,135,"Kenny Perry",82,6,"TotalHoleOuts",2005
135,135,"John Senden",101,6,"TotalHoleOuts",2005
135,135,"Tjaart van der Walt",56,6,"TotalHoleOuts",2005
135,135,"Mike Weir",71,6,"TotalHoleOuts",2005
135,135,"Charlie Wi",67,6,"TotalHoleOuts",2005
135,135,"Jay Williamson",53,6,"TotalHoleOuts",2005
160,160,"Chris Anderson",66,5,"TotalHoleOuts",2005
160,160,"Jeff Brehaut",71,5,"TotalHoleOuts",2005
160,160,"Danny Briggs",70,5,"TotalHoleOuts",2005
160,160,"Bart Bryant",91,5,"TotalHoleOuts",2005
160,160,"John Cook",72,5,"TotalHoleOuts",2005
160,160,"Ben Curtis",65,5,"TotalHoleOuts",2005
160,160,"Luke Donald",67,5,"TotalHoleOuts",2005
160,160,"Brian Gay",101,5,"TotalHoleOuts",2005
160,160,"Brent Geiberger",61,5,"TotalHoleOuts",2005
160,160,"Jay Haas",54,5,"TotalHoleOuts",2005
160,160,"Dudley Hart",84,5,"TotalHoleOuts",2005
160,160,"Mark Hensby",70,5,"TotalHoleOuts",2005
160,160,"Glen Hnatiuk",59,5,"TotalHoleOuts",2005
160,160,"Charles Howell III",95,5,"TotalHoleOuts",2005
160,160,"John Huston",90,5,"TotalHoleOuts",2005
160,160,"Steve Jones",56,5,"TotalHoleOuts",2005
160,160,"Hunter Mahan",103,5,"TotalHoleOuts",2005
160,160,"Shaun Micheel",81,5,"TotalHoleOuts",2005
160,160,"Sean OHair",103,5,"TotalHoleOuts",2005
160,160,"Mark OMeara",66,5,"TotalHoleOuts",2005
160,160,"Loren Roberts",54,5,"TotalHoleOuts",2005
160,160,"Adam Scott",72,5,"TotalHoleOuts",2005
160,160,"Chris Smith",93,5,"TotalHoleOuts",2005
183,183,"Fred Couples",72,4,"TotalHoleOuts",2005
183,183,"JP Hayes",63,4,"TotalHoleOuts",2005
183,183,"Will Ma Kenzie",75,4,"TotalHoleOuts",2005
183,183,"Jeff Maggert",79,4,"TotalHoleOuts",2005
183,183,"Phil Mickelson",81,4,"TotalHoleOuts",2005
183,183,"Craig Perks",67,4,"TotalHoleOuts",2005
183,183,"Ian Poulter",62,4,"TotalHoleOuts",2005
183,183,"Phillip Price",77,4,"TotalHoleOuts",2005
183,183,"Brett Quigley",96,4,"TotalHoleOuts",2005
183,183,"Kirk Triplett",55,4,"TotalHoleOuts",2005
183,183,"Bob Tway",87,4,"TotalHoleOuts",2005
183,183,"Lee Westwood",50,4,"TotalHoleOuts",2005
195,195,"Stewart Cink",98,3,"TotalHoleOuts",2005
195,195,"Dan Forsman",52,3,"TotalHoleOuts",2005
195,195,"Retief Goosen",71,3,"TotalHoleOuts",2005
195,195,"Larry Mize",54,3,"TotalHoleOuts",2005
195,195,"Greg Owen",84,3,"TotalHoleOuts",2005
195,195,"Charles Warren",89,3,"TotalHoleOuts",2005
201,201,"Brett Wetterich",76,2,"TotalHoleOuts",2005
202,202,"Tiger Woods",76,1,"TotalHoleOuts",2005
