"Back9ScoringAverage_RANKTHISWEEK_2010","Back9ScoringAverage_RANKLASTWEEK_2010","Back9ScoringAverage_PLAYERNAME_2010","Back9ScoringAverage_ROUNDS_2010","Back9ScoringAverage_AVG_2010","Back9ScoringAverage_TOTALSTROKES_2010","Back9ScoringAverage_TOTALHOLES_2010","stat_name","year"
26,26,"Jason Day",82,35.3,2895,82,"Back9ScoringAverage",2010
26,26,"Bill Haas",87,35.3,3071,87,"Back9ScoringAverage",2010
26,26,"Freddie Jacobson",83,35.3,2930,83,"Back9ScoringAverage",2010
26,26,"Troy Matteson",84,35.3,2965,84,"Back9ScoringAverage",2010
30,30,"Jonathan Byrd",85,35.31,3001,85,"Back9ScoringAverage",2010
30,30,"Kevin Sutherland",86,35.31,3037,86,"Back9ScoringAverage",2010
30,30,"David Toms",86,35.31,3001,85,"Back9ScoringAverage",2010
30,30,"Dean Wilson",54,35.31,1907,54,"Back9ScoringAverage",2010
34,34,"Retief Goosen",75,35.32,2508,71,"Back9ScoringAverage",2010
35,35,"DJ Trahan",92,35.33,3250,92,"Back9ScoringAverage",2010
36,36,"Chad Campbell",95,35.34,3322,94,"Back9ScoringAverage",2010
36,36,"KJ Choi",82,35.34,2898,82,"Back9ScoringAverage",2010
36,36,"Chris DiMarco",88,35.34,3110,88,"Back9ScoringAverage",2010
36,36,"Rickie Fowler",98,35.34,3463,98,"Back9ScoringAverage",2010
36,36,"Tom Gillis",97,35.34,3428,97,"Back9ScoringAverage",2010
36,36,"JP Hayes",79,35.34,2792,79,"Back9ScoringAverage",2010
36,36,"Ryuji Imada",90,35.34,3181,90,"Back9ScoringAverage",2010
43,43,"Tim Clark",88,35.35,3005,85,"Back9ScoringAverage",2010
43,43,"Michael Letzig",84,35.35,2969,84,"Back9ScoringAverage",2010
45,45,"Robert Allenby",76,35.36,2617,74,"Back9ScoringAverage",2010
45,45,"Pat Perez",90,35.36,3182,90,"Back9ScoringAverage",2010
45,45,"Kevin Streelman",90,35.36,3182,90,"Back9ScoringAverage",2010
48,48,"Matt Jones",89,35.37,3148,89,"Back9ScoringAverage",2010
48,48,"Brandt Snedeker",89,35.37,3148,89,"Back9ScoringAverage",2010
50,50,"Ricky Barnes",103,35.38,3644,103,"Back9ScoringAverage",2010
50,50,"Michael Connell",89,35.38,3149,89,"Back9ScoringAverage",2010
50,50,"James Driscoll",78,35.38,2760,78,"Back9ScoringAverage",2010
50,50,"Nick Watney",91,35.38,3113,88,"Back9ScoringAverage",2010
54,54,"Stephen Ames",75,35.39,2619,74,"Back9ScoringAverage",2010
54,54,"Ben Crane",85,35.39,2902,82,"Back9ScoringAverage",2010
54,54,"John Senden",103,35.39,3645,103,"Back9ScoringAverage",2010
57,57,"Graham DeLaet",88,35.4,3115,88,"Back9ScoringAverage",2010
57,57,"Carl Pettersson",99,35.4,3505,99,"Back9ScoringAverage",2010
57,57,"Alex Prugh",88,35.4,3115,88,"Back9ScoringAverage",2010
57,57,"Jeff Quinney",91,35.4,3221,91,"Back9ScoringAverage",2010
61,61,"Ryan Moore",80,35.41,2797,79,"Back9ScoringAverage",2010
61,61,"Heath Slocum",97,35.41,3435,97,"Back9ScoringAverage",2010
61,61,"Jay Williamson",76,35.41,2691,76,"Back9ScoringAverage",2010
64,64,"Johnson Wagner",85,35.42,3011,85,"Back9ScoringAverage",2010
65,65,"Briny Baird",87,35.43,3082,87,"Back9ScoringAverage",2010
65,65,"George McNeill",79,35.43,2799,79,"Back9ScoringAverage",2010
65,65,"Geoff Ogilvy",62,35.43,2126,60,"Back9ScoringAverage",2010
68,68,"Boo Weekley",88,35.44,3119,88,"Back9ScoringAverage",2010
69,69,"Mark Wilson",87,35.45,3084,87,"Back9ScoringAverage",2010
70,70,"Chad Collins",87,35.46,3085,87,"Back9ScoringAverage",2010
70,70,"Ernie Els",72,35.46,2482,70,"Back9ScoringAverage",2010
72,72,"Paul Casey",64,35.47,2057,58,"Back9ScoringAverage",2010
72,72,"Vijay Singh",75,35.47,2625,74,"Back9ScoringAverage",2010
72,72,"Vaughn Taylor",87,35.47,3086,87,"Back9ScoringAverage",2010
75,75,"Kris Blanks",91,35.48,3229,91,"Back9ScoringAverage",2010
75,75,"Robert Garrigus",71,35.48,2519,71,"Back9ScoringAverage",2010
75,75,"Jeff Overton",89,35.48,3158,89,"Back9ScoringAverage",2010
78,78,"Michael Sim",64,35.49,2236,63,"Back9ScoringAverage",2010
79,79,"Chris Couch",66,35.5,2343,66,"Back9ScoringAverage",2010
79,79,"Phil Mickelson",76,35.5,2698,76,"Back9ScoringAverage",2010
79,79,"Scott Piercy",88,35.5,3124,88,"Back9ScoringAverage",2010
82,82,"Aaron Baddeley",94,35.51,3338,94,"Back9ScoringAverage",2010
82,82,"Brian Gay",101,35.51,3480,98,"Back9ScoringAverage",2010
82,82,"Lee Janzen",77,35.51,2734,77,"Back9ScoringAverage",2010
82,82,"Andres Romero",73,35.51,2592,73,"Back9ScoringAverage",2010
86,86,"Justin Leonard",89,35.52,3126,88,"Back9ScoringAverage",2010
86,86,"Jarrod Lyle",54,35.52,1918,54,"Back9ScoringAverage",2010
88,88,"Woody Austin",93,35.53,3304,93,"Back9ScoringAverage",2010
89,89,"Ryan Palmer",84,35.54,2985,84,"Back9ScoringAverage",2010
89,89,"Jeev Milkha Singh",59,35.54,1990,56,"Back9ScoringAverage",2010
91,91,"Stewart Cink",84,35.55,2844,80,"Back9ScoringAverage",2010
91,91,"Martin Laird",91,35.55,3235,91,"Back9ScoringAverage",2010
93,93,"Billy Mayfair",78,35.56,2774,78,"Back9ScoringAverage",2010
93,93,"Chris Stroud",90,35.56,3200,90,"Back9ScoringAverage",2010
93,93,"Charles Warren",64,35.56,2276,64,"Back9ScoringAverage",2010
96,96,"Will Ma Kenzie",72,35.57,2561,72,"Back9ScoringAverage",2010
96,96,"Troy Merritt",86,35.57,3059,86,"Back9ScoringAverage",2010
96,96,"Brett Wetterich",54,35.57,1921,54,"Back9ScoringAverage",2010
99,99,"Sean OHair",84,35.59,2918,82,"Back9ScoringAverage",2010
99,99,"Tom Pernice Jr",74,35.59,2634,74,"Back9ScoringAverage",2010
99,99,"Tim Petrovic",105,35.59,3737,105,"Back9ScoringAverage",2010
102,102,"Alex Cejka",81,35.6,2884,81,"Back9ScoringAverage",2010
102,102,"Scott McCarron",90,35.6,3204,90,"Back9ScoringAverage",2010
104,104,"Blake Adams",84,35.62,2992,84,"Back9ScoringAverage",2010
104,104,"Lucas Glover",75,35.62,2636,74,"Back9ScoringAverage",2010
104,104,"Josh Teater",101,35.62,3598,101,"Back9ScoringAverage",2010
104,104,"Cameron Tringale",55,35.62,1959,55,"Back9ScoringAverage",2010
108,108,"Padraig Harrington",57,35.63,1995,56,"Back9ScoringAverage",2010
108,108,"Kevin Stadler",86,35.63,3064,86,"Back9ScoringAverage",2010
108,108,"Camilo Villegas",78,35.63,2565,72,"Back9ScoringAverage",2010
111,111,"Trevor Immelman",55,35.65,1961,55,"Back9ScoringAverage",2010
111,111,"Jerry Kelly",99,35.65,3529,99,"Back9ScoringAverage",2010
111,111,"Hunter Mahan",85,35.65,2995,84,"Back9ScoringAverage",2010
111,111,"Brett Quigley",96,35.65,3422,96,"Back9ScoringAverage",2010
115,115,"Greg Chalmers",93,35.66,3316,93,"Back9ScoringAverage",2010
115,115,"Adam Scott",70,35.66,2425,68,"Back9ScoringAverage",2010
115,115,"Garrett Willis",82,35.66,2924,82,"Back9ScoringAverage",2010
118,118,"Zach Johnson",93,35.67,3246,91,"Back9ScoringAverage",2010
118,118,"Skip Kendall",58,35.67,2069,58,"Back9ScoringAverage",2010
120,120,"Jason Bohn",84,35.68,2997,84,"Back9ScoringAverage",2010
120,120,"DA Points",90,35.68,3211,90,"Back9ScoringAverage",2010
120,120,"Chris Tidland",77,35.68,2747,77,"Back9ScoringAverage",2010
123,123,"Rocco Mediate",71,35.69,2534,71,"Back9ScoringAverage",2010
123,123,"Omar Uresti",74,35.69,2641,74,"Back9ScoringAverage",2010
125,125,"Bob Estes",79,35.7,2820,79,"Back9ScoringAverage",2010
125,125,"Brenden Pappas",66,35.7,2356,66,"Back9ScoringAverage",2010
127,127,"Marc Leishman",87,35.71,3107,87,"Back9ScoringAverage",2010
127,127,"John Merrick",109,35.71,3892,109,"Back9ScoringAverage",2010
127,127,"James Nitties",92,35.71,3285,92,"Back9ScoringAverage",2010
127,127,"Joe Ogilvie",99,35.71,3535,99,"Back9ScoringAverage",2010
131,131,"Ben Curtis",78,35.72,2786,78,"Back9ScoringAverage",2010
131,131,"JJ Henry",92,35.72,3286,92,"Back9ScoringAverage",2010
131,131,"Cliff Kresge",50,35.72,1786,50,"Back9ScoringAverage",2010
131,131,"Jimmy Walker",82,35.72,2929,82,"Back9ScoringAverage",2010
135,135,"Michael Bradley",77,35.73,2751,77,"Back9ScoringAverage",2010
135,135,"John Daly",63,35.73,2251,63,"Back9ScoringAverage",2010
137,137,"Richard Johnson",90,35.74,3217,90,"Back9ScoringAverage",2010
137,137,"Cameron Percy",73,35.74,2609,73,"Back9ScoringAverage",2010
139,139,"Cameron Beckman",68,35.75,2431,68,"Back9ScoringAverage",2010
140,140,"Mathew Goggin",85,35.76,3040,85,"Back9ScoringAverage",2010
140,140,"Davis Love III",79,35.76,2825,79,"Back9ScoringAverage",2010
140,140,"Jeff Maggert",76,35.76,2718,76,"Back9ScoringAverage",2010
143,143,"Jason Dufner",87,35.77,3112,87,"Back9ScoringAverage",2010
143,143,"Tim Herron",79,35.77,2826,79,"Back9ScoringAverage",2010
143,143,"Rory Sabbatini",79,35.77,2790,78,"Back9ScoringAverage",2010
146,146,"Henrik Bjornstad",72,35.79,2577,72,"Back9ScoringAverage",2010
147,147,"Stuart Appleby",101,35.81,3617,101,"Back9ScoringAverage",2010
147,147,"Paul Goydos",78,35.81,2793,78,"Back9ScoringAverage",2010
147,147,"Rod Pampling",77,35.81,2757,77,"Back9ScoringAverage",2010
150,150,"Brian Davis",101,35.87,3623,101,"Back9ScoringAverage",2010
150,150,"Kenny Perry",69,35.87,2439,68,"Back9ScoringAverage",2010
152,152,"Derek Lamely",81,35.88,2906,81,"Back9ScoringAverage",2010
153,153,"Rory McIlroy",54,35.9,1867,52,"Back9ScoringAverage",2010
153,153,"Brian Stuard",81,35.9,2908,81,"Back9ScoringAverage",2010
155,155,"Martin Flores",75,35.92,2694,75,"Back9ScoringAverage",2010
155,155,"Nathan Green",86,35.92,3089,86,"Back9ScoringAverage",2010
155,155,"John Mallinger",78,35.92,2802,78,"Back9ScoringAverage",2010
158,158,"Angel Cabrera",64,35.94,2264,63,"Back9ScoringAverage",2010
158,158,"David Duval",71,35.94,2552,71,"Back9ScoringAverage",2010
160,160,"Nicholas Thompson",88,35.98,3166,88,"Back9ScoringAverage",2010
161,161,"Matt Bettencourt",91,35.99,3275,91,"Back9ScoringAverage",2010
161,161,"Ted Purdy",86,35.99,3095,86,"Back9ScoringAverage",2010
163,163,"Bill Lunde",79,36.03,2846,79,"Back9ScoringAverage",2010
164,164,"Brent Delahoussaye",57,36.04,2054,57,"Back9ScoringAverage",2010
164,164,"Sergio Garcia",58,36.04,1874,52,"Back9ScoringAverage",2010
164,164,"Steve Marino",81,36.04,2919,81,"Back9ScoringAverage",2010
164,164,"Scott Verplank",74,36.04,2631,73,"Back9ScoringAverage",2010
168,168,"Mark Calcavecchia",50,36.06,1803,50,"Back9ScoringAverage",2010
168,168,"Andrew McLardy",52,36.06,1875,52,"Back9ScoringAverage",2010
168,168,"Roland Thatcher",72,36.06,2596,72,"Back9ScoringAverage",2010
171,171,"Steve Lowery",67,36.07,2417,67,"Back9ScoringAverage",2010
171,171,"Vance Veazey",58,36.07,2092,58,"Back9ScoringAverage",2010
171,171,"YE Yang",72,36.07,2525,70,"Back9ScoringAverage",2010
174,174,"Mathias Gronberg",61,36.08,2201,61,"Back9ScoringAverage",2010
174,174,"Garth Mulroy",53,36.08,1912,53,"Back9ScoringAverage",2010
176,176,"David Lutterus",69,36.09,2490,69,"Back9ScoringAverage",2010
176,176,"Roger Tambellini",77,36.09,2779,77,"Back9ScoringAverage",2010
178,178,"Greg Owen",69,36.1,2491,69,"Back9ScoringAverage",2010
179,179,"Steve Flesch",78,36.13,2818,78,"Back9ScoringAverage",2010
180,180,"Mike Weir",59,36.16,2061,57,"Back9ScoringAverage",2010
181,181,"Rich Barcelo",70,36.17,2532,70,"Back9ScoringAverage",2010
182,182,"Ian Poulter",55,36.2,1774,49,"Back9ScoringAverage",2010
183,183,"Chris Wilson",65,36.25,2356,65,"Back9ScoringAverage",2010
184,184,"Daniel Chopra",74,36.3,2686,74,"Back9ScoringAverage",2010
184,184,"Jerod Turner",54,36.3,1960,54,"Back9ScoringAverage",2010
186,186,"Steve Wheatcroft",74,36.36,2691,74,"Back9ScoringAverage",2010
187,187,"Greg Kraft",52,36.42,1894,52,"Back9ScoringAverage",2010
188,188,"Justin Bolli",55,36.45,2005,55,"Back9ScoringAverage",2010
189,189,"Jeff Gove",57,36.49,2080,57,"Back9ScoringAverage",2010
190,190,"Kevin Johnson",62,36.63,2271,62,"Back9ScoringAverage",2010
191,191,"Craig Bowden",56,36.64,2052,56,"Back9ScoringAverage",2010
191,191,"Brad Faxon",58,36.64,2125,58,"Back9ScoringAverage",2010
