"BallStriking_RANKTHISWEEK_2014","BallStriking_RANKLASTWEEK_2014","BallStriking_PLAYERNAME_2014","BallStriking_ROUNDS_2014","BallStriking_VALUE_2014","BallStriking_TOTALDRVRANK_2014","BallStriking_GIRRANK_2014","stat_name","year"
62,62,"Michael Thompson",74,137,69,68,"BallStriking",2014
64,64,"David Hearn",97,138,83,55,"BallStriking",2014
65,65,"Robert Garrigus",80,140,56,84,"BallStriking",2014
66,66,"Rickie Fowler",91,142,42,100,"BallStriking",2014
67,67,"Angel Cabrera",69,144,54,90,"BallStriking",2014
68,68,"Billy Hurley III",86,146,83,63,"BallStriking",2014
69,69,"Brooks Koepka",56,147,57,90,"BallStriking",2014
69,69,"Hideki Matsuyama",82,147,31,116,"BallStriking",2014
69,69,"Jimmy Walker",98,147,119,28,"BallStriking",2014
72,72,"Webb Simpson",87,149,72,77,"BallStriking",2014
73,73,"Jason Kokrak",65,150,76,74,"BallStriking",2014
74,74,"Brad Fritsch",50,152,65,87,"BallStriking",2014
75,75,"Graeme McDowell",66,153,88,65,"BallStriking",2014
76,76,"Jason Dufner",57,154,95,59,"BallStriking",2014
76,76,"Kevin Streelman",79,154,17,137,"BallStriking",2014
78,78,"Stewart Cink",91,156,99,57,"BallStriking",2014
79,79,"Marc Leishman",81,159,79,80,"BallStriking",2014
80,80,"Robert Allenby",83,164,137,27,"BallStriking",2014
80,80,"Ted Potter Jr",68,164,79,85,"BallStriking",2014
82,82,"Bud Cauley",56,165,135,30,"BallStriking",2014
82,82,"Chris Stroud",88,165,85,80,"BallStriking",2014
84,84,"Jeff Maggert",54,166,99,67,"BallStriking",2014
85,85,"George McNeill",79,167,106,61,"BallStriking",2014
85,85,"Seung Yul Noh",92,167,129,38,"BallStriking",2014
85,85,"Cameron Tringale",111,167,122,45,"BallStriking",2014
88,88,"John Huh",87,168,62,106,"BallStriking",2014
89,89,"Davis Love III",74,170,70,100,"BallStriking",2014
90,90,"Jason Day",54,171,53,118,"BallStriking",2014
91,91,"Martin Flores",85,172,120,52,"BallStriking",2014
92,92,"Russell Henley",92,178,22,156,"BallStriking",2014
92,92,"Chris Kirk",105,178,49,129,"BallStriking",2014
94,94,"Danny Lee",84,179,75,104,"BallStriking",2014
94,94,"Wes Roach",67,179,67,112,"BallStriking",2014
96,96,"Charl Schwartzel",64,180,54,126,"BallStriking",2014
97,97,"Vijay Singh",83,181,108,73,"BallStriking",2014
98,98,"Kevin Kisner",85,187,111,76,"BallStriking",2014
99,99,"Jonathan Byrd",76,189,94,95,"BallStriking",2014
99,99,"Jerry Kelly",80,189,118,71,"BallStriking",2014
101,101,"Lee Westwood",57,191,68,123,"BallStriking",2014
102,102,"Jamie Lovemark",64,193,99,94,"BallStriking",2014
103,103,"Brian Stuard",91,194,72,122,"BallStriking",2014
104,104,"Tim Clark",75,195,85,110,"BallStriking",2014
105,105,"Kevin Tway",64,206,99,107,"BallStriking",2014
106,106,"Jason Bohn",81,208,111,97,"BallStriking",2014
107,107,"Trevor Immelman",84,215,138,77,"BallStriking",2014
108,108,"Phil Mickelson",71,217,138,79,"BallStriking",2014
109,109,"Kevin Na",94,218,120,98,"BallStriking",2014
110,110,"Rory Sabbatini",82,219,145,74,"BallStriking",2014
111,111,"Spencer Levin",59,220,111,109,"BallStriking",2014
112,112,"William McGirt",96,222,117,105,"BallStriking",2014
112,112,"Troy Merritt",62,222,135,87,"BallStriking",2014
114,114,"John Rollins",84,223,127,96,"BallStriking",2014
115,115,"Matt Jones",83,225,88,137,"BallStriking",2014
115,115,"Mark Wilson",69,225,88,137,"BallStriking",2014
117,117,"Brian Harman",111,227,116,111,"BallStriking",2014
118,118,"Jeff Overton",80,228,164,64,"BallStriking",2014
119,119,"Brice Garnett",92,230,147,83,"BallStriking",2014
119,119,"Brendon Todd",108,230,111,119,"BallStriking",2014
121,121,"James Hahn",82,231,111,120,"BallStriking",2014
121,121,"Geoff Ogilvy",84,231,131,100,"BallStriking",2014
121,121,"Brandt Snedeker",89,231,95,136,"BallStriking",2014
124,124,"Scott Stallings",77,232,92,140,"BallStriking",2014
125,125,"Ben Crane",81,235,105,130,"BallStriking",2014
125,125,"JB Holmes",86,235,72,163,"BallStriking",2014
127,127,"Andrew Loupe",65,236,95,141,"BallStriking",2014
128,128,"Sean OHair",77,238,106,132,"BallStriking",2014
129,129,"Steven Bowditch",93,241,108,133,"BallStriking",2014
130,130,"Tommy Gainey",73,246,129,117,"BallStriking",2014
130,130,"YE Yang",79,246,88,158,"BallStriking",2014
132,132,"Sangmoon Bae",76,249,103,146,"BallStriking",2014
132,132,"Ricky Barnes",92,249,157,92,"BallStriking",2014
134,134,"Ryo Ishikawa",75,251,159,92,"BallStriking",2014
135,135,"Pat Perez",84,254,147,107,"BallStriking",2014
136,136,"Ian Poulter",57,261,108,153,"BallStriking",2014
137,137,"Briny Baird",50,263,133,130,"BallStriking",2014
137,137,"Brian Davis",93,263,103,160,"BallStriking",2014
137,137,"David Lingmerth",80,263,128,135,"BallStriking",2014
140,140,"Scott Langley",95,268,154,114,"BallStriking",2014
141,141,"Ben Curtis",77,272,122,150,"BallStriking",2014
142,142,"DA Points",75,273,125,148,"BallStriking",2014
142,142,"Patrick Reed",92,273,149,124,"BallStriking",2014
144,144,"Tyrone Van Aswegen",79,277,164,113,"BallStriking",2014
145,145,"Luke Guthrie",85,278,152,126,"BallStriking",2014
146,146,"Johnson Wagner",69,282,167,115,"BallStriking",2014
147,147,"Retief Goosen",94,285,161,124,"BallStriking",2014
148,148,"KJ Choi",80,287,133,154,"BallStriking",2014
149,149,"Morgan Hoffmann",103,289,142,147,"BallStriking",2014
150,150,"Roberto Castro",76,291,122,169,"BallStriking",2014
151,151,"Troy Matteson",62,293,138,155,"BallStriking",2014
151,151,"Bryce Molder",77,293,172,121,"BallStriking",2014
153,153,"Luke Donald",57,294,150,144,"BallStriking",2014
153,153,"Chesson Hadley",84,294,151,143,"BallStriking",2014
155,155,"DH Lee",54,297,125,172,"BallStriking",2014
156,156,"Jordan Spieth",102,298,146,152,"BallStriking",2014
157,157,"Richard Lee",80,302,131,171,"BallStriking",2014
158,158,"Matt Every",85,303,169,134,"BallStriking",2014
159,159,"Gonzalo Fdez Castano",83,304,138,166,"BallStriking",2014
160,160,"Jim Renner",61,311,163,148,"BallStriking",2014
161,161,"Stuart Appleby",92,312,167,145,"BallStriking",2014
161,161,"Andres Romero",81,312,144,168,"BallStriking",2014
163,163,"Erik Compton",88,313,171,142,"BallStriking",2014
163,163,"Freddie Jacobson",91,313,162,151,"BallStriking",2014
165,165,"Bronson La Cassie",51,316,155,161,"BallStriking",2014
166,166,"Ernie Els",85,317,158,159,"BallStriking",2014
167,167,"Justin Leonard",75,319,143,176,"BallStriking",2014
168,168,"Woody Austin",63,323,156,167,"BallStriking",2014
168,168,"Tim Wilkinson",86,323,166,157,"BallStriking",2014
170,170,"Aaron Baddeley",74,326,152,174,"BallStriking",2014
171,171,"Jonas Blixt",64,332,170,162,"BallStriking",2014
172,172,"Brian Gay",81,335,160,175,"BallStriking",2014
173,173,"James Driscoll",71,340,176,164,"BallStriking",2014
173,173,"Charlie Wi",72,340,175,165,"BallStriking",2014
175,175,"Chad Collins",78,344,174,170,"BallStriking",2014
176,176,"Greg Chalmers",85,346,173,173,"BallStriking",2014
177,177,"Mike Weir",69,354,177,177,"BallStriking",2014
