"RightRoughTendencyRTPScore_RANKTHISWEEK_2005","RightRoughTendencyRTPScore_RANKLASTWEEK_2005","RightRoughTendencyRTPScore_PLAYERNAME_2005","RightRoughTendencyRTPScore_ROUNDS_2005","RightRoughTendencyRTPScore_RTPSCORE_2005","stat_name","year"
55,55,"DA Points",94,0.095,"RightRoughTendencyRTPScore",2005
55,55,"Chris Smith",93,0.095,"RightRoughTendencyRTPScore",2005
57,57,"Stuart Appleby",84,0.096,"RightRoughTendencyRTPScore",2005
57,57,"Tim Herron",100,0.096,"RightRoughTendencyRTPScore",2005
57,57,"Phillip Price",77,0.096,"RightRoughTendencyRTPScore",2005
57,57,"John Rollins",97,0.096,"RightRoughTendencyRTPScore",2005
61,61,"Ted Purdy",122,0.097,"RightRoughTendencyRTPScore",2005
62,62,"Bernhard Langer",67,0.098,"RightRoughTendencyRTPScore",2005
63,63,"Jerry Kelly",101,0.1,"RightRoughTendencyRTPScore",2005
64,64,"Andrew Magee",82,0.104,"RightRoughTendencyRTPScore",2005
65,65,"Steve Allan",102,0.106,"RightRoughTendencyRTPScore",2005
65,65,"JJ Henry",102,0.106,"RightRoughTendencyRTPScore",2005
67,67,"Rocco Mediate",73,0.107,"RightRoughTendencyRTPScore",2005
68,68,"Tommy Armour III",103,0.108,"RightRoughTendencyRTPScore",2005
68,68,"Dennis Paulson",63,0.108,"RightRoughTendencyRTPScore",2005
70,70,"Brad Faxon",75,0.109,"RightRoughTendencyRTPScore",2005
71,71,"Fred Funk",102,0.11,"RightRoughTendencyRTPScore",2005
71,71,"Jay Haas",54,0.11,"RightRoughTendencyRTPScore",2005
73,73,"Woody Austin",100,0.111,"RightRoughTendencyRTPScore",2005
73,73,"Scott McCarron",78,0.111,"RightRoughTendencyRTPScore",2005
75,75,"Mark OMeara",66,0.112,"RightRoughTendencyRTPScore",2005
75,75,"Joey Sindelar",104,0.112,"RightRoughTendencyRTPScore",2005
75,75,"David Toms",87,0.112,"RightRoughTendencyRTPScore",2005
78,78,"Todd Fischer",99,0.113,"RightRoughTendencyRTPScore",2005
78,78,"Jeff Maggert",79,0.113,"RightRoughTendencyRTPScore",2005
78,78,"Rod Pampling",89,0.113,"RightRoughTendencyRTPScore",2005
78,78,"Jeff Sluman",94,0.113,"RightRoughTendencyRTPScore",2005
82,82,"Jonathan Kaye",77,0.115,"RightRoughTendencyRTPScore",2005
83,83,"Chad Campbell",95,0.116,"RightRoughTendencyRTPScore",2005
83,83,"JP Hayes",63,0.116,"RightRoughTendencyRTPScore",2005
85,85,"Mathias Gronberg",60,0.118,"RightRoughTendencyRTPScore",2005
85,85,"David Hearn",68,0.118,"RightRoughTendencyRTPScore",2005
87,87,"Bob Estes",92,0.119,"RightRoughTendencyRTPScore",2005
88,88,"DJ Brigman",76,0.12,"RightRoughTendencyRTPScore",2005
88,88,"Harrison Frazar",105,0.12,"RightRoughTendencyRTPScore",2005
88,88,"Hank Kuehne",84,0.12,"RightRoughTendencyRTPScore",2005
91,91,"Franklin Langham",91,0.121,"RightRoughTendencyRTPScore",2005
92,92,"Chris Anderson",66,0.122,"RightRoughTendencyRTPScore",2005
92,92,"Chris DiMarco",83,0.122,"RightRoughTendencyRTPScore",2005
94,94,"Jonathan Byrd",103,0.123,"RightRoughTendencyRTPScore",2005
94,94,"Zach Johnson",96,0.123,"RightRoughTendencyRTPScore",2005
94,94,"Kevin Na",88,0.123,"RightRoughTendencyRTPScore",2005
97,97,"Brian Gay",101,0.124,"RightRoughTendencyRTPScore",2005
97,97,"Will Ma Kenzie",75,0.124,"RightRoughTendencyRTPScore",2005
99,99,"Lucas Glover",88,0.126,"RightRoughTendencyRTPScore",2005
99,99,"Scott Gutschewski",86,0.126,"RightRoughTendencyRTPScore",2005
101,101,"Stephen Leaney",89,0.127,"RightRoughTendencyRTPScore",2005
102,102,"Scott Hend",75,0.128,"RightRoughTendencyRTPScore",2005
102,102,"Hunter Mahan",103,0.128,"RightRoughTendencyRTPScore",2005
104,104,"Retief Goosen",71,0.131,"RightRoughTendencyRTPScore",2005
105,105,"Freddie Jacobson",72,0.133,"RightRoughTendencyRTPScore",2005
105,105,"Vaughn Taylor",99,0.133,"RightRoughTendencyRTPScore",2005
107,107,"Arjun Atwal",65,0.134,"RightRoughTendencyRTPScore",2005
107,107,"Gavin Coles",70,0.134,"RightRoughTendencyRTPScore",2005
109,109,"Darron Stiles",78,0.135,"RightRoughTendencyRTPScore",2005
110,110,"Brian Davis",75,0.136,"RightRoughTendencyRTPScore",2005
110,110,"Michael Long",72,0.136,"RightRoughTendencyRTPScore",2005
110,110,"Sean OHair",103,0.136,"RightRoughTendencyRTPScore",2005
113,113,"Kent Jones",99,0.137,"RightRoughTendencyRTPScore",2005
113,113,"Kirk Triplett",55,0.137,"RightRoughTendencyRTPScore",2005
115,115,"Billy Mayfair",114,0.14,"RightRoughTendencyRTPScore",2005
115,115,"Greg Owen",84,0.14,"RightRoughTendencyRTPScore",2005
117,117,"Tom Gillis",77,0.141,"RightRoughTendencyRTPScore",2005
117,117,"Ryan Palmer",101,0.141,"RightRoughTendencyRTPScore",2005
117,117,"Heath Slocum",103,0.141,"RightRoughTendencyRTPScore",2005
120,120,"Arron Oberholser",65,0.143,"RightRoughTendencyRTPScore",2005
121,121,"Alex Cejka",84,0.144,"RightRoughTendencyRTPScore",2005
121,121,"Corey Pavin",77,0.144,"RightRoughTendencyRTPScore",2005
123,123,"Scott Verplank",87,0.145,"RightRoughTendencyRTPScore",2005
124,124,"Rob Rashell",65,0.146,"RightRoughTendencyRTPScore",2005
125,125,"Nick Watney",91,0.148,"RightRoughTendencyRTPScore",2005
126,126,"Shaun Micheel",81,0.149,"RightRoughTendencyRTPScore",2005
126,126,"Ian Poulter",62,0.149,"RightRoughTendencyRTPScore",2005
128,128,"Len Mattiace",86,0.151,"RightRoughTendencyRTPScore",2005
128,128,"Tim Petrovic",97,0.151,"RightRoughTendencyRTPScore",2005
130,130,"Bart Bryant",91,0.157,"RightRoughTendencyRTPScore",2005
130,130,"John Huston",90,0.157,"RightRoughTendencyRTPScore",2005
130,130,"Chris Riley",67,0.157,"RightRoughTendencyRTPScore",2005
130,130,"Roland Thatcher",75,0.157,"RightRoughTendencyRTPScore",2005
130,130,"Jay Williamson",53,0.157,"RightRoughTendencyRTPScore",2005
135,135,"James Driscoll",73,0.162,"RightRoughTendencyRTPScore",2005
135,135,"Lee Westwood",50,0.162,"RightRoughTendencyRTPScore",2005
137,137,"Brett Quigley",96,0.163,"RightRoughTendencyRTPScore",2005
138,138,"Frank Lickliter II",100,0.164,"RightRoughTendencyRTPScore",2005
138,138,"Rory Sabbatini",81,0.164,"RightRoughTendencyRTPScore",2005
140,140,"Brenden Pappas",51,0.165,"RightRoughTendencyRTPScore",2005
140,140,"Tjaart van der Walt",56,0.165,"RightRoughTendencyRTPScore",2005
140,140,"Mark Wilson",74,0.165,"RightRoughTendencyRTPScore",2005
143,143,"Brandt Jobe",96,0.166,"RightRoughTendencyRTPScore",2005
144,144,"Glen Hnatiuk",59,0.17,"RightRoughTendencyRTPScore",2005
145,145,"Tom Pernice Jr",111,0.171,"RightRoughTendencyRTPScore",2005
146,146,"Cameron Beckman",96,0.172,"RightRoughTendencyRTPScore",2005
147,147,"Robert Allenby",95,0.173,"RightRoughTendencyRTPScore",2005
148,148,"Omar Uresti",84,0.175,"RightRoughTendencyRTPScore",2005
148,148,"Charlie Wi",67,0.175,"RightRoughTendencyRTPScore",2005
150,150,"Matt Kuchar",60,0.176,"RightRoughTendencyRTPScore",2005
150,150,"John Senden",101,0.176,"RightRoughTendencyRTPScore",2005
152,152,"Stephen Ames",82,0.179,"RightRoughTendencyRTPScore",2005
152,152,"Charles Warren",89,0.179,"RightRoughTendencyRTPScore",2005
154,154,"Aaron Baddeley",84,0.18,"RightRoughTendencyRTPScore",2005
155,155,"Jose Coceres",56,0.184,"RightRoughTendencyRTPScore",2005
156,156,"Ben Curtis",65,0.185,"RightRoughTendencyRTPScore",2005
157,157,"Bill Glasson",54,0.189,"RightRoughTendencyRTPScore",2005
158,158,"Steve Elkington",67,0.194,"RightRoughTendencyRTPScore",2005
159,159,"John Elliott",58,0.195,"RightRoughTendencyRTPScore",2005
160,160,"Bradley Hughes",52,0.196,"RightRoughTendencyRTPScore",2005
161,161,"Craig Barlow",81,0.197,"RightRoughTendencyRTPScore",2005
161,161,"Luke Donald",67,0.197,"RightRoughTendencyRTPScore",2005
163,163,"Patrick Sheehan",114,0.199,"RightRoughTendencyRTPScore",2005
164,164,"Stewart Cink",98,0.201,"RightRoughTendencyRTPScore",2005
165,165,"Olin Browne",99,0.202,"RightRoughTendencyRTPScore",2005
166,166,"Kevin Stadler",96,0.204,"RightRoughTendencyRTPScore",2005
167,167,"Brent Geiberger",61,0.207,"RightRoughTendencyRTPScore",2005
168,168,"Brian Bateman",98,0.21,"RightRoughTendencyRTPScore",2005
169,169,"KJ Choi",78,0.212,"RightRoughTendencyRTPScore",2005
170,170,"Mark Hensby",70,0.213,"RightRoughTendencyRTPScore",2005
171,171,"Jason Allred",75,0.214,"RightRoughTendencyRTPScore",2005
172,172,"Duffy Waldorf",86,0.216,"RightRoughTendencyRTPScore",2005
173,173,"Tom Byrum",83,0.22,"RightRoughTendencyRTPScore",2005
173,173,"Skip Kendall",80,0.22,"RightRoughTendencyRTPScore",2005
175,175,"Robert Gamez",91,0.222,"RightRoughTendencyRTPScore",2005
175,175,"Mike Weir",71,0.222,"RightRoughTendencyRTPScore",2005
177,177,"Paul Claxton",79,0.226,"RightRoughTendencyRTPScore",2005
178,178,"Todd Hamilton",94,0.227,"RightRoughTendencyRTPScore",2005
179,179,"Bob Heintz",67,0.228,"RightRoughTendencyRTPScore",2005
179,179,"Loren Roberts",54,0.228,"RightRoughTendencyRTPScore",2005
181,181,"Rich Beem",66,0.231,"RightRoughTendencyRTPScore",2005
182,182,"John Daly",78,0.232,"RightRoughTendencyRTPScore",2005
182,182,"Justin Leonard",78,0.232,"RightRoughTendencyRTPScore",2005
184,184,"Steve Flesch",90,0.235,"RightRoughTendencyRTPScore",2005
184,184,"Hideto Tanihara",50,0.235,"RightRoughTendencyRTPScore",2005
186,186,"Thomas Levet",54,0.241,"RightRoughTendencyRTPScore",2005
187,187,"Robert Damron",89,0.242,"RightRoughTendencyRTPScore",2005
188,188,"Craig Perks",67,0.243,"RightRoughTendencyRTPScore",2005
189,189,"Jim Furyk",94,0.246,"RightRoughTendencyRTPScore",2005
190,190,"Pat Perez",89,0.247,"RightRoughTendencyRTPScore",2005
191,191,"John Cook",72,0.25,"RightRoughTendencyRTPScore",2005
191,191,"Jeff Hart",63,0.25,"RightRoughTendencyRTPScore",2005
193,193,"Mark Brooks",72,0.257,"RightRoughTendencyRTPScore",2005
194,194,"Billy Andrade",83,0.258,"RightRoughTendencyRTPScore",2005
195,195,"Justin Bolli",65,0.259,"RightRoughTendencyRTPScore",2005
196,196,"Matt Davidson",53,0.26,"RightRoughTendencyRTPScore",2005
196,196,"Tom Lehman",69,0.26,"RightRoughTendencyRTPScore",2005
198,198,"Paul Gow",78,0.268,"RightRoughTendencyRTPScore",2005
199,199,"Steve Jones",56,0.274,"RightRoughTendencyRTPScore",2005
199,199,"Larry Mize",54,0.274,"RightRoughTendencyRTPScore",2005
201,201,"Lee Janzen",75,0.293,"RightRoughTendencyRTPScore",2005
202,202,"Jim Carter",62,0.302,"RightRoughTendencyRTPScore",2005
