"FirstTeeLateScoringAverage_RANKTHISWEEK_2008","FirstTeeLateScoringAverage_RANKLASTWEEK_2008","FirstTeeLateScoringAverage_PLAYERNAME_2008","FirstTeeLateScoringAverage_ROUNDS_2008","FirstTeeLateScoringAverage_AVG_2008","FirstTeeLateScoringAverage_TOTALSTROKES_2008","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2008","stat_name","year"
89,89,"Tag Ridings",88,71.12,1778,25,"FirstTeeLateScoringAverage",2008
90,90,"Jim Furyk",95,71.14,3628,51,"FirstTeeLateScoringAverage",2008
90,90,"Cliff Kresge",84,71.14,1565,22,"FirstTeeLateScoringAverage",2008
92,92,"Scott McCarron",63,71.16,1779,25,"FirstTeeLateScoringAverage",2008
92,92,"Vaughn Taylor",103,71.16,2704,38,"FirstTeeLateScoringAverage",2008
92,92,"Nick Watney",96,71.16,1779,25,"FirstTeeLateScoringAverage",2008
95,95,"Harrison Frazar",73,71.17,1281,18,"FirstTeeLateScoringAverage",2008
95,95,"Matt Jones",95,71.17,2135,30,"FirstTeeLateScoringAverage",2008
97,97,"Bo Van Pelt",101,71.21,1994,28,"FirstTeeLateScoringAverage",2008
97,97,"Jimmy Walker",73,71.21,997,14,"FirstTeeLateScoringAverage",2008
99,99,"Brian Davis",108,71.23,2778,39,"FirstTeeLateScoringAverage",2008
99,99,"Parker McLachlin",88,71.23,2208,31,"FirstTeeLateScoringAverage",2008
101,101,"Patrick Sheehan",124,71.24,2422,34,"FirstTeeLateScoringAverage",2008
102,102,"Cameron Beckman",87,71.26,1354,19,"FirstTeeLateScoringAverage",2008
102,102,"Frank Lickliter II",107,71.26,1639,23,"FirstTeeLateScoringAverage",2008
104,104,"Woody Austin",109,71.27,2352,33,"FirstTeeLateScoringAverage",2008
104,104,"Bart Bryant",81,71.27,1853,26,"FirstTeeLateScoringAverage",2008
104,104,"Stewart Cink",87,71.27,2637,37,"FirstTeeLateScoringAverage",2008
104,104,"Kevin Streelman",114,71.27,2352,33,"FirstTeeLateScoringAverage",2008
108,108,"KJ Choi",74,71.29,2424,34,"FirstTeeLateScoringAverage",2008
109,109,"Carl Pettersson",110,71.32,2639,37,"FirstTeeLateScoringAverage",2008
110,110,"Lee Janzen",89,71.33,1926,27,"FirstTeeLateScoringAverage",2008
111,111,"Nick OHern",82,71.36,1998,28,"FirstTeeLateScoringAverage",2008
111,111,"Ryan Palmer",69,71.36,1784,25,"FirstTeeLateScoringAverage",2008
111,111,"Rod Pampling",83,71.36,1998,28,"FirstTeeLateScoringAverage",2008
111,111,"David Toms",70,71.36,1784,25,"FirstTeeLateScoringAverage",2008
115,115,"Steve Flesch",95,71.37,2141,30,"FirstTeeLateScoringAverage",2008
115,115,"John Mallinger",95,71.37,1927,27,"FirstTeeLateScoringAverage",2008
115,115,"Troy Matteson",94,71.37,2498,35,"FirstTeeLateScoringAverage",2008
118,118,"Peter Lonard",92,71.38,1856,26,"FirstTeeLateScoringAverage",2008
119,119,"Nathan Green",95,71.39,1642,23,"FirstTeeLateScoringAverage",2008
120,120,"Stuart Appleby",87,71.41,2785,39,"FirstTeeLateScoringAverage",2008
121,121,"Jerry Kelly",89,71.45,2072,29,"FirstTeeLateScoringAverage",2008
122,122,"Robert Gamez",79,71.47,1215,17,"FirstTeeLateScoringAverage",2008
123,123,"Paul Goydos",78,71.48,1787,25,"FirstTeeLateScoringAverage",2008
124,124,"Chad Collins",72,71.5,1001,14,"FirstTeeLateScoringAverage",2008
124,124,"Robert Garrigus",90,71.5,2288,32,"FirstTeeLateScoringAverage",2008
124,124,"Travis Perkins",53,71.5,715,10,"FirstTeeLateScoringAverage",2008
124,124,"Brett Quigley",80,71.5,1716,24,"FirstTeeLateScoringAverage",2008
124,124,"Tom Scherrer",56,71.5,1144,16,"FirstTeeLateScoringAverage",2008
129,129,"Ryan Moore",72,71.52,1788,25,"FirstTeeLateScoringAverage",2008
129,129,"DJ Trahan",94,71.52,1931,27,"FirstTeeLateScoringAverage",2008
131,131,"Dean Wilson",109,71.58,2219,31,"FirstTeeLateScoringAverage",2008
132,132,"John Merrick",98,71.6,2506,35,"FirstTeeLateScoringAverage",2008
133,133,"Aaron Baddeley",76,71.65,1863,26,"FirstTeeLateScoringAverage",2008
133,133,"Joe Durant",92,71.65,1648,23,"FirstTeeLateScoringAverage",2008
133,133,"Geoff Ogilvy",65,71.65,1863,26,"FirstTeeLateScoringAverage",2008
136,136,"Ben Curtis",80,71.67,2365,33,"FirstTeeLateScoringAverage",2008
137,137,"Jeff Quinney",87,71.68,1577,22,"FirstTeeLateScoringAverage",2008
137,137,"Brandt Snedeker",85,71.68,2222,31,"FirstTeeLateScoringAverage",2008
139,139,"Marco Dawson",64,71.69,1147,16,"FirstTeeLateScoringAverage",2008
139,139,"Chris Riley",51,71.69,932,13,"FirstTeeLateScoringAverage",2008
141,141,"Rocco Mediate",87,71.76,1794,25,"FirstTeeLateScoringAverage",2008
142,142,"Jonathan Byrd",88,71.77,1579,22,"FirstTeeLateScoringAverage",2008
143,143,"Tommy Gainey",60,71.79,1364,19,"FirstTeeLateScoringAverage",2008
144,144,"James Driscoll",85,71.81,1508,21,"FirstTeeLateScoringAverage",2008
145,145,"Fred Couples",60,71.83,1293,18,"FirstTeeLateScoringAverage",2008
146,146,"Charley Hoffman",94,71.84,1796,25,"FirstTeeLateScoringAverage",2008
146,146,"Steve Stricker",75,71.84,2227,31,"FirstTeeLateScoringAverage",2008
146,146,"YE Yang",89,71.84,1796,25,"FirstTeeLateScoringAverage",2008
149,149,"Todd Hamilton",92,71.85,1868,26,"FirstTeeLateScoringAverage",2008
150,150,"Ron Whittaker",54,71.89,647,9,"FirstTeeLateScoringAverage",2008
151,151,"Johnson Wagner",83,71.9,1438,20,"FirstTeeLateScoringAverage",2008
152,152,"Davis Love III",78,71.91,1582,22,"FirstTeeLateScoringAverage",2008
153,153,"Mark Hensby",71,71.92,1726,24,"FirstTeeLateScoringAverage",2008
154,154,"Todd Demsey",80,71.95,1439,20,"FirstTeeLateScoringAverage",2008
154,154,"Doug LaBelle II",65,71.95,1367,19,"FirstTeeLateScoringAverage",2008
154,154,"Jeff Maggert",86,71.95,1511,21,"FirstTeeLateScoringAverage",2008
157,157,"Nicholas Thompson",113,71.97,2303,32,"FirstTeeLateScoringAverage",2008
158,158,"Jason Allred",63,72,1080,15,"FirstTeeLateScoringAverage",2008
158,158,"Billy Andrade",71,72,1512,21,"FirstTeeLateScoringAverage",2008
158,158,"Mark Calcavecchia",67,72,1440,20,"FirstTeeLateScoringAverage",2008
158,158,"Charles Warren",79,72,1800,25,"FirstTeeLateScoringAverage",2008
162,162,"Retief Goosen",59,72.05,1441,20,"FirstTeeLateScoringAverage",2008
163,163,"Shigeki Maruyama",50,72.06,1153,16,"FirstTeeLateScoringAverage",2008
164,164,"Jay Williamson",96,72.07,2162,30,"FirstTeeLateScoringAverage",2008
165,165,"Jesper Parnevik",88,72.08,1802,25,"FirstTeeLateScoringAverage",2008
166,166,"Kenneth Ferrie",72,72.11,1370,19,"FirstTeeLateScoringAverage",2008
167,167,"Jim McGovern",75,72.13,1154,16,"FirstTeeLateScoringAverage",2008
168,168,"Paul Claxton",63,72.14,1010,14,"FirstTeeLateScoringAverage",2008
168,168,"John Rollins",94,72.14,2092,29,"FirstTeeLateScoringAverage",2008
168,168,"Bob Sowards",61,72.14,1010,14,"FirstTeeLateScoringAverage",2008
171,171,"Ian Poulter",51,72.15,1443,20,"FirstTeeLateScoringAverage",2008
172,172,"Kevin Stadler",90,72.17,2093,29,"FirstTeeLateScoringAverage",2008
173,173,"Eric Axley",113,72.18,2382,33,"FirstTeeLateScoringAverage",2008
174,174,"Angel Cabrera",55,72.19,1155,16,"FirstTeeLateScoringAverage",2008
174,174,"JJ Henry",108,72.19,1877,26,"FirstTeeLateScoringAverage",2008
176,176,"Olin Browne",77,72.21,1011,14,"FirstTeeLateScoringAverage",2008
177,177,"Trevor Immelman",70,72.25,1734,24,"FirstTeeLateScoringAverage",2008
178,178,"Andres Romero",69,72.33,1302,18,"FirstTeeLateScoringAverage",2008
179,179,"Jeff Gove",50,72.36,1013,14,"FirstTeeLateScoringAverage",2008
180,180,"Stephen Leaney",53,72.38,941,13,"FirstTeeLateScoringAverage",2008
180,180,"Steve Lowery",74,72.38,1158,16,"FirstTeeLateScoringAverage",2008
182,182,"Jeff Overton",103,72.41,2317,32,"FirstTeeLateScoringAverage",2008
183,183,"Ryan Armour",87,72.43,1666,23,"FirstTeeLateScoringAverage",2008
184,184,"Ted Purdy",68,72.44,1304,18,"FirstTeeLateScoringAverage",2008
185,185,"Jin Park",85,72.47,1377,19,"FirstTeeLateScoringAverage",2008
186,186,"Boo Weekley",86,72.5,1740,24,"FirstTeeLateScoringAverage",2008
188,188,"Kyle Thompson",70,72.57,1524,21,"FirstTeeLateScoringAverage",2008
189,189,"Alejandro Canizares",52,72.62,944,13,"FirstTeeLateScoringAverage",2008
190,190,"Nick Flanagan",89,72.64,1816,25,"FirstTeeLateScoringAverage",2008
191,191,"JB Holmes",86,72.67,2398,33,"FirstTeeLateScoringAverage",2008
192,192,"Cody Freeman",66,72.73,1091,15,"FirstTeeLateScoringAverage",2008
193,193,"Tom Lehman",51,72.79,1383,19,"FirstTeeLateScoringAverage",2008
194,194,"Adam Scott",51,72.81,1529,21,"FirstTeeLateScoringAverage",2008
195,195,"Mathias Gronberg",87,72.94,1313,18,"FirstTeeLateScoringAverage",2008
196,196,"David Lutterus",59,73.5,1029,14,"FirstTeeLateScoringAverage",2008
197,197,"David Duval",51,73.63,1399,19,"FirstTeeLateScoringAverage",2008
