"BogeyAverage_RANKTHISWEEK_2014","BogeyAverage_RANKLASTWEEK_2014","BogeyAverage_PLAYERNAME_2014","BogeyAverage_EVENTS_2014","BogeyAverage_AVERAGEBOGEYSPERROUND_2014","BogeyAverage_TOTALBOGEYS_2014","BogeyAverage_ROUNDSPLAYED_2014","stat_name","year"
36,36,"Ben Martin",26,2.49,199,80,"BogeyAverage",2014
38,38,"Billy Hurley III",26,2.5,215,86,"BogeyAverage",2014
39,39,"Bo Van Pelt",25,2.51,208,83,"BogeyAverage",2014
40,40,"Scott Langley",29,2.52,234,93,"BogeyAverage",2014
41,41,"Chris Kirk",28,2.53,263,104,"BogeyAverage",2014
41,41,"Jhonattan Vegas",23,2.53,190,75,"BogeyAverage",2014
43,43,"Bud Cauley",19,2.54,142,56,"BogeyAverage",2014
43,43,"Retief Goosen",26,2.54,229,90,"BogeyAverage",2014
43,43,"Bill Haas",28,2.54,267,105,"BogeyAverage",2014
46,46,"Freddie Jacobson",27,2.55,232,91,"BogeyAverage",2014
46,46,"Johnson Wagner",24,2.55,166,65,"BogeyAverage",2014
48,48,"Luke Guthrie",26,2.56,218,85,"BogeyAverage",2014
48,48,"Josh Teater",28,2.56,225,88,"BogeyAverage",2014
50,50,"Kevin Chappell",28,2.57,247,96,"BogeyAverage",2014
50,50,"Brice Garnett",28,2.57,226,88,"BogeyAverage",2014
50,50,"Tim Wilkinson",25,2.57,211,82,"BogeyAverage",2014
53,53,"Brian Harman",32,2.58,286,111,"BogeyAverage",2014
53,53,"Charl Schwartzel",18,2.58,160,62,"BogeyAverage",2014
53,53,"Brendan Steele",26,2.58,219,85,"BogeyAverage",2014
56,56,"Ricky Barnes",27,2.59,228,88,"BogeyAverage",2014
56,56,"Harris English",28,2.59,238,92,"BogeyAverage",2014
56,56,"Spencer Levin",20,2.59,153,59,"BogeyAverage",2014
56,56,"Bryce Molder",25,2.59,189,73,"BogeyAverage",2014
60,60,"JJ Henry",28,2.61,227,87,"BogeyAverage",2014
60,60,"Jeff Overton",24,2.61,198,76,"BogeyAverage",2014
60,60,"Camilo Villegas",29,2.61,248,95,"BogeyAverage",2014
63,63,"Brian Gay",26,2.62,207,79,"BogeyAverage",2014
63,63,"Kevin Kisner",26,2.62,223,85,"BogeyAverage",2014
65,65,"Will Wilcox",16,2.63,129,49,"BogeyAverage",2014
66,66,"Paul Casey",16,2.64,148,56,"BogeyAverage",2014
66,66,"Sean OHair",25,2.64,203,77,"BogeyAverage",2014
66,66,"Heath Slocum",23,2.64,182,69,"BogeyAverage",2014
66,66,"Kevin Stadler",26,2.64,235,89,"BogeyAverage",2014
70,70,"Jonas Blixt",21,2.65,164,62,"BogeyAverage",2014
70,70,"Tim Clark",26,2.65,199,75,"BogeyAverage",2014
70,70,"Daniel Summerhays",27,2.65,260,98,"BogeyAverage",2014
73,73,"George McNeill",24,2.66,210,79,"BogeyAverage",2014
74,74,"Martin Flores",26,2.67,227,85,"BogeyAverage",2014
74,74,"Brad Fritsch",18,2.67,128,48,"BogeyAverage",2014
74,74,"Justin Leonard",22,2.67,200,75,"BogeyAverage",2014
74,74,"Patrick Reed",28,2.67,240,90,"BogeyAverage",2014
74,74,"Shawn Stefani",17,2.67,160,60,"BogeyAverage",2014
79,79,"Jonathan Byrd",24,2.68,193,72,"BogeyAverage",2014
79,79,"Ryan Palmer",23,2.68,228,85,"BogeyAverage",2014
79,79,"Jordan Spieth",27,2.68,263,98,"BogeyAverage",2014
79,79,"Brian Stuard",29,2.68,233,87,"BogeyAverage",2014
79,79,"Michael Thompson",22,2.68,198,74,"BogeyAverage",2014
84,84,"Troy Merritt",20,2.69,167,62,"BogeyAverage",2014
85,85,"Stuart Appleby",29,2.7,243,90,"BogeyAverage",2014
85,85,"Brendon de Jonge",31,2.7,294,109,"BogeyAverage",2014
85,85,"Luke Donald",17,2.7,151,56,"BogeyAverage",2014
85,85,"William McGirt",29,2.7,259,96,"BogeyAverage",2014
89,89,"Brian Davis",28,2.71,252,93,"BogeyAverage",2014
89,89,"Matt Every",26,2.71,230,85,"BogeyAverage",2014
89,89,"Ryan Moore",24,2.71,228,84,"BogeyAverage",2014
92,92,"Vijay Singh",25,2.72,226,83,"BogeyAverage",2014
93,93,"Ryo Ishikawa",24,2.73,205,75,"BogeyAverage",2014
93,93,"Brooks Koepka",16,2.73,153,56,"BogeyAverage",2014
93,93,"Hudson Swafford",26,2.73,194,71,"BogeyAverage",2014
96,96,"Jason Bohn",25,2.74,222,81,"BogeyAverage",2014
96,96,"Scott Brown",30,2.74,274,100,"BogeyAverage",2014
96,96,"Ben Crane",25,2.74,222,81,"BogeyAverage",2014
96,96,"Webb Simpson",25,2.74,230,84,"BogeyAverage",2014
96,96,"Tyrone Van Aswegen",25,2.74,214,78,"BogeyAverage",2014
101,101,"Carl Pettersson",28,2.75,250,91,"BogeyAverage",2014
101,101,"Brandt Snedeker",25,2.75,239,87,"BogeyAverage",2014
103,103,"Robert Garrigus",25,2.76,221,80,"BogeyAverage",2014
104,104,"Erik Compton",28,2.77,244,88,"BogeyAverage",2014
105,105,"Ken Duke",25,2.78,217,78,"BogeyAverage",2014
105,105,"Matt Jones",25,2.78,231,83,"BogeyAverage",2014
105,105,"Marc Leishman",24,2.78,222,80,"BogeyAverage",2014
108,108,"Robert Allenby",29,2.79,226,81,"BogeyAverage",2014
108,108,"Aaron Baddeley",24,2.79,201,72,"BogeyAverage",2014
108,108,"Stewart Cink",25,2.79,254,91,"BogeyAverage",2014
108,108,"Morgan Hoffmann",32,2.79,276,99,"BogeyAverage",2014
108,108,"Robert Streb",21,2.79,198,71,"BogeyAverage",2014
113,113,"Jamie Lovemark",20,2.8,168,60,"BogeyAverage",2014
113,113,"Jeff Maggert",19,2.8,151,54,"BogeyAverage",2014
113,113,"Hunter Mahan",25,2.8,238,85,"BogeyAverage",2014
113,113,"John Peterson",25,2.8,168,60,"BogeyAverage",2014
113,113,"Charlie Wi",25,2.8,196,70,"BogeyAverage",2014
118,118,"Andres Romero",26,2.82,217,77,"BogeyAverage",2014
119,119,"John Huh",28,2.83,235,83,"BogeyAverage",2014
119,119,"Bronson La Cassie",18,2.83,133,47,"BogeyAverage",2014
121,121,"Martin Laird",20,2.84,176,62,"BogeyAverage",2014
121,121,"Will Ma Kenzie",27,2.84,233,82,"BogeyAverage",2014
121,121,"Hideki Matsuyama",24,2.84,227,80,"BogeyAverage",2014
121,121,"Nick Watney",25,2.84,213,75,"BogeyAverage",2014
121,121,"Lee Westwood",18,2.84,159,56,"BogeyAverage",2014
126,126,"Ernie Els",24,2.85,225,79,"BogeyAverage",2014
126,126,"Henrik Stenson",15,2.85,154,54,"BogeyAverage",2014
128,128,"Richard Lee",27,2.87,224,78,"BogeyAverage",2014
128,128,"YE Yang",28,2.87,224,78,"BogeyAverage",2014
130,130,"Ben Curtis",24,2.88,210,73,"BogeyAverage",2014
131,131,"Charlie Beljan",26,2.89,208,72,"BogeyAverage",2014
131,131,"Geoff Ogilvy",26,2.89,231,80,"BogeyAverage",2014
133,133,"Greg Chalmers",27,2.9,235,81,"BogeyAverage",2014
133,133,"Davis Love III",22,2.9,209,72,"BogeyAverage",2014
135,135,"Jim Herman",21,2.91,169,58,"BogeyAverage",2014
135,135,"Danny Lee",28,2.91,233,80,"BogeyAverage",2014
137,137,"Chad Collins",28,2.92,216,74,"BogeyAverage",2014
138,138,"JB Holmes",24,2.93,252,86,"BogeyAverage",2014
139,139,"Martin Kaymer",19,2.94,188,64,"BogeyAverage",2014
139,139,"John Merrick",25,2.94,244,83,"BogeyAverage",2014
139,139,"Michael Putnam",30,2.94,300,102,"BogeyAverage",2014
139,139,"Wes Roach",22,2.94,185,63,"BogeyAverage",2014
143,143,"KJ Choi",23,2.95,236,80,"BogeyAverage",2014
143,143,"Ian Poulter",17,2.95,165,56,"BogeyAverage",2014
145,145,"John Rollins",28,2.96,237,80,"BogeyAverage",2014
146,146,"Sangmoon Bae",24,2.99,227,76,"BogeyAverage",2014
146,146,"Gonzalo Fdez Castano",25,2.99,245,82,"BogeyAverage",2014
146,146,"Rory Sabbatini",26,2.99,233,78,"BogeyAverage",2014
149,149,"Boo Weekley",24,3,216,72,"BogeyAverage",2014
150,150,"Trevor Immelman",28,3.01,241,80,"BogeyAverage",2014
151,151,"Steven Bowditch",30,3.04,283,93,"BogeyAverage",2014
151,151,"Scott Stallings",28,3.04,231,76,"BogeyAverage",2014
153,153,"Briny Baird",17,3.06,153,50,"BogeyAverage",2014
153,153,"Lucas Glover",26,3.06,202,66,"BogeyAverage",2014
153,153,"Chesson Hadley",29,3.06,257,84,"BogeyAverage",2014
156,156,"Roberto Castro",27,3.07,227,74,"BogeyAverage",2014
157,157,"Russell Henley",29,3.08,283,92,"BogeyAverage",2014
158,158,"Angel Cabrera",23,3.09,213,69,"BogeyAverage",2014
158,158,"David Lingmerth",26,3.09,235,76,"BogeyAverage",2014
158,158,"Troy Matteson",23,3.09,179,58,"BogeyAverage",2014
158,158,"Mike Weir",25,3.09,201,65,"BogeyAverage",2014
162,162,"DA Points",27,3.12,228,73,"BogeyAverage",2014
162,162,"Kevin Streelman",24,3.12,243,78,"BogeyAverage",2014
164,164,"James Hahn",27,3.13,250,80,"BogeyAverage",2014
165,165,"Jason Dufner",17,3.15,170,54,"BogeyAverage",2014
166,166,"DH Lee",20,3.16,158,50,"BogeyAverage",2014
167,167,"Mark Wilson",25,3.18,207,65,"BogeyAverage",2014
168,168,"Kyle Stanley",28,3.19,265,83,"BogeyAverage",2014
169,169,"Nicholas Thompson",30,3.2,259,81,"BogeyAverage",2014
170,170,"Kevin Tway",23,3.22,193,60,"BogeyAverage",2014
171,171,"Woody Austin",22,3.24,191,59,"BogeyAverage",2014
171,171,"Louis Oosthuizen",16,3.24,149,46,"BogeyAverage",2014
173,173,"Andrew Loupe",22,3.26,199,61,"BogeyAverage",2014
174,174,"Tommy Gainey",26,3.29,227,69,"BogeyAverage",2014
175,175,"Derek Ernst",28,3.3,251,76,"BogeyAverage",2014
176,176,"James Driscoll",25,3.32,236,71,"BogeyAverage",2014
177,177,"Jim Renner",25,3.64,215,59,"BogeyAverage",2014
