"3PlusPuttsperRound_RANKTHISWEEK_2006","3PlusPuttsperRound_RANKLASTWEEK_2006","3PlusPuttsperRound_PLAYERNAME_2006","3PlusPuttsperRound_ROUNDS_2006","3PlusPuttsperRound_AVG_2006","3PlusPuttsperRound_TOTAL3PUTTS_2006","3PlusPuttsperRound_TOTALROUNDS_2006","stat_name","year"
25,25,"Brandt Jobe",91,0.02,2,88,"3PlusPuttsperRound",2006
25,25,"Zach Johnson",98,0.02,2,88,"3PlusPuttsperRound",2006
25,25,"Jonathan Kaye",95,0.02,2,92,"3PlusPuttsperRound",2006
25,25,"Steve Lowery",99,0.02,2,97,"3PlusPuttsperRound",2006
25,25,"Will Ma Kenzie",91,0.02,2,88,"3PlusPuttsperRound",2006
25,25,"Jeff Maggert",81,0.02,2,81,"3PlusPuttsperRound",2006
25,25,"Jon Mills",68,0.02,1,66,"3PlusPuttsperRound",2006
25,25,"Jose Maria Olazabal",62,0.02,1,58,"3PlusPuttsperRound",2006
25,25,"Jeff Overton",95,0.02,2,93,"3PlusPuttsperRound",2006
25,25,"Brett Quigley",109,0.02,2,105,"3PlusPuttsperRound",2006
25,25,"Rory Sabbatini",84,0.02,2,83,"3PlusPuttsperRound",2006
25,25,"John Senden",96,0.02,2,93,"3PlusPuttsperRound",2006
25,25,"Steve Stricker",64,0.02,1,62,"3PlusPuttsperRound",2006
25,25,"Roger Tambellini",64,0.02,1,61,"3PlusPuttsperRound",2006
25,25,"Vaughn Taylor",88,0.02,2,88,"3PlusPuttsperRound",2006
48,48,"Billy Andrade",78,0.01,1,74,"3PlusPuttsperRound",2006
48,48,"Eric Axley",91,0.01,1,89,"3PlusPuttsperRound",2006
48,48,"Paul Azinger",87,0.01,1,87,"3PlusPuttsperRound",2006
48,48,"Briny Baird",81,0.01,1,77,"3PlusPuttsperRound",2006
48,48,"Rich Beem",85,0.01,1,83,"3PlusPuttsperRound",2006
48,48,"Shane Bertsch",104,0.01,1,102,"3PlusPuttsperRound",2006
48,48,"Jason Bohn",104,0.01,1,104,"3PlusPuttsperRound",2006
48,48,"David Branshaw",98,0.01,1,98,"3PlusPuttsperRound",2006
48,48,"Mark Brooks",90,0.01,1,89,"3PlusPuttsperRound",2006
48,48,"Tim Clark",80,0.01,1,79,"3PlusPuttsperRound",2006
48,48,"Chris Couch",75,0.01,1,75,"3PlusPuttsperRound",2006
48,48,"Robert Damron",91,0.01,1,91,"3PlusPuttsperRound",2006
48,48,"Joe Durant",101,0.01,1,101,"3PlusPuttsperRound",2006
48,48,"David Duval",71,0.01,1,69,"3PlusPuttsperRound",2006
48,48,"Todd Fischer",101,0.01,1,99,"3PlusPuttsperRound",2006
48,48,"Steve Flesch",119,0.01,1,115,"3PlusPuttsperRound",2006
48,48,"Fred Funk",106,0.01,1,105,"3PlusPuttsperRound",2006
48,48,"Robert Gamez",94,0.01,1,94,"3PlusPuttsperRound",2006
48,48,"Brian Gay",107,0.01,1,107,"3PlusPuttsperRound",2006
48,48,"Lucas Glover",105,0.01,1,101,"3PlusPuttsperRound",2006
48,48,"Mathias Gronberg",92,0.01,1,89,"3PlusPuttsperRound",2006
48,48,"JJ Henry",96,0.01,1,93,"3PlusPuttsperRound",2006
48,48,"Tim Herron",82,0.01,1,81,"3PlusPuttsperRound",2006
48,48,"Charley Hoffman",100,0.01,1,98,"3PlusPuttsperRound",2006
48,48,"JB Holmes",81,0.01,1,77,"3PlusPuttsperRound",2006
48,48,"Richard Johnson",94,0.01,1,94,"3PlusPuttsperRound",2006
48,48,"Jerry Kelly",100,0.01,1,100,"3PlusPuttsperRound",2006
48,48,"Stephen Leaney",84,0.01,1,84,"3PlusPuttsperRound",2006
48,48,"Peter Lonard",77,0.01,1,76,"3PlusPuttsperRound",2006
48,48,"Daisuke Maruyama",83,0.01,1,79,"3PlusPuttsperRound",2006
48,48,"Troy Matteson",101,0.01,1,101,"3PlusPuttsperRound",2006
48,48,"Billy Mayfair",94,0.01,1,94,"3PlusPuttsperRound",2006
48,48,"David McKenzie",82,0.01,1,80,"3PlusPuttsperRound",2006
48,48,"Shaun Micheel",96,0.01,1,93,"3PlusPuttsperRound",2006
48,48,"Sean OHair",100,0.01,1,98,"3PlusPuttsperRound",2006
48,48,"Rod Pampling",89,0.01,1,84,"3PlusPuttsperRound",2006
48,48,"Tom Pernice Jr",108,0.01,1,104,"3PlusPuttsperRound",2006
48,48,"Tim Petrovic",95,0.01,1,91,"3PlusPuttsperRound",2006
48,48,"Carl Pettersson",95,0.01,1,93,"3PlusPuttsperRound",2006
48,48,"Ted Purdy",103,0.01,1,101,"3PlusPuttsperRound",2006
48,48,"Tag Ridings",103,0.01,1,100,"3PlusPuttsperRound",2006
48,48,"Chris Riley",86,0.01,1,82,"3PlusPuttsperRound",2006
48,48,"Joey Sindelar",90,0.01,1,90,"3PlusPuttsperRound",2006
48,48,"Vijay Singh",103,0.01,1,100,"3PlusPuttsperRound",2006
48,48,"Jeff Sluman",101,0.01,1,101,"3PlusPuttsperRound",2006
48,48,"Bo Van Pelt",102,0.01,1,102,"3PlusPuttsperRound",2006
48,48,"Scott Verplank",88,0.01,1,86,"3PlusPuttsperRound",2006
48,48,"Duffy Waldorf",96,0.01,1,92,"3PlusPuttsperRound",2006
48,48,"Bubba Watson",83,0.01,1,79,"3PlusPuttsperRound",2006
48,48,"Mike Weir",88,0.01,1,85,"3PlusPuttsperRound",2006
48,48,"Ron Whittaker",81,0.01,1,79,"3PlusPuttsperRound",2006
48,48,"Dean Wilson",115,0.01,1,111,"3PlusPuttsperRound",2006
