"GIRPercentagefromFairway_RANKTHISWEEK_2010","GIRPercentagefromFairway_RANKLASTWEEK_2010","GIRPercentagefromFairway_PLAYERNAME_2010","GIRPercentagefromFairway_ROUNDS_2010","GIRPercentagefromFairway_Pct_2010","GIRPercentagefromFairway_GREENSHIT_2010","GIRPercentagefromFairway_OFHOLES_2010","stat_name","year"
43,43,"Roger Tambellini",77,79,474,600,"GIRPercentagefromFairway",2010
44,44,"Steve Marino",81,78.93,558,707,"GIRPercentagefromFairway",2010
45,45,"Paul Stankowski",62,78.9,389,493,"GIRPercentagefromFairway",2010
46,46,"Henrik Bjornstad",72,78.82,469,595,"GIRPercentagefromFairway",2010
46,46,"Mark Wilson",87,78.82,629,798,"GIRPercentagefromFairway",2010
48,48,"Retief Goosen",75,78.79,509,646,"GIRPercentagefromFairway",2010
48,48,"Cameron Percy",73,78.79,442,561,"GIRPercentagefromFairway",2010
50,50,"Jeff Gove",57,78.75,352,447,"GIRPercentagefromFairway",2010
51,51,"Freddie Jacobson",83,78.64,567,721,"GIRPercentagefromFairway",2010
52,52,"Geoff Ogilvy",62,78.53,384,489,"GIRPercentagefromFairway",2010
53,53,"Jason Day",82,78.5,522,665,"GIRPercentagefromFairway",2010
54,54,"Rickie Fowler",98,78.46,692,882,"GIRPercentagefromFairway",2010
55,55,"Michael Bradley",77,78.44,484,617,"GIRPercentagefromFairway",2010
56,56,"Boo Weekley",88,78.4,588,750,"GIRPercentagefromFairway",2010
57,57,"Stewart Cink",84,78.28,566,723,"GIRPercentagefromFairway",2010
57,57,"Steve Elkington",74,78.28,501,640,"GIRPercentagefromFairway",2010
59,59,"Ricky Barnes",103,78.21,657,840,"GIRPercentagefromFairway",2010
60,60,"Johnson Wagner",85,78.19,552,706,"GIRPercentagefromFairway",2010
61,61,"Vijay Singh",75,78.18,516,660,"GIRPercentagefromFairway",2010
62,62,"JJ Henry",92,78.16,594,760,"GIRPercentagefromFairway",2010
62,62,"Tim Petrovic",105,78.16,773,989,"GIRPercentagefromFairway",2010
64,64,"Kris Blanks",91,78.14,604,773,"GIRPercentagefromFairway",2010
65,65,"Jarrod Lyle",54,78.13,318,407,"GIRPercentagefromFairway",2010
66,66,"Martin Laird",91,78.02,600,769,"GIRPercentagefromFairway",2010
67,67,"Aaron Baddeley",94,78,578,741,"GIRPercentagefromFairway",2010
68,68,"Richard Johnson",90,77.97,637,817,"GIRPercentagefromFairway",2010
69,69,"Matt Every",60,77.96,389,499,"GIRPercentagefromFairway",2010
70,70,"Davis Love III",79,77.95,555,712,"GIRPercentagefromFairway",2010
71,71,"Trevor Immelman",55,77.94,385,494,"GIRPercentagefromFairway",2010
72,72,"Will Ma Kenzie",72,77.93,519,666,"GIRPercentagefromFairway",2010
73,73,"Robert Garrigus",71,77.87,394,506,"GIRPercentagefromFairway",2010
74,74,"Charley Hoffman",85,77.81,554,712,"GIRPercentagefromFairway",2010
75,75,"KJ Choi",82,77.78,560,720,"GIRPercentagefromFairway",2010
76,76,"Tim Herron",79,77.76,423,544,"GIRPercentagefromFairway",2010
77,77,"Roland Thatcher",72,77.7,467,601,"GIRPercentagefromFairway",2010
78,78,"Tom Pernice Jr",74,77.65,483,622,"GIRPercentagefromFairway",2010
79,79,"Michael Letzig",84,77.63,576,742,"GIRPercentagefromFairway",2010
80,80,"Charlie Wi",95,77.59,658,848,"GIRPercentagefromFairway",2010
81,81,"Billy Mayfair",78,77.55,532,686,"GIRPercentagefromFairway",2010
82,82,"Jimmy Walker",82,77.48,430,555,"GIRPercentagefromFairway",2010
83,83,"Vaughn Taylor",87,77.42,641,828,"GIRPercentagefromFairway",2010
84,84,"Hunter Mahan",85,77.4,620,801,"GIRPercentagefromFairway",2010
85,85,"Robert Allenby",76,77.37,523,676,"GIRPercentagefromFairway",2010
86,86,"Nick Watney",91,77.32,600,776,"GIRPercentagefromFairway",2010
87,87,"Bubba Watson",77,77.3,463,599,"GIRPercentagefromFairway",2010
88,88,"Bill Haas",87,77.28,602,779,"GIRPercentagefromFairway",2010
89,89,"Sean OHair",84,77.27,571,739,"GIRPercentagefromFairway",2010
90,90,"Stephen Ames",75,77.26,530,686,"GIRPercentagefromFairway",2010
91,91,"Martin Flores",75,77.22,383,496,"GIRPercentagefromFairway",2010
91,91,"Chris Riley",73,77.22,495,641,"GIRPercentagefromFairway",2010
93,93,"Garrett Willis",82,77.12,590,765,"GIRPercentagefromFairway",2010
94,94,"John Rollins",81,77.08,565,733,"GIRPercentagefromFairway",2010
95,95,"Michael Connell",89,76.99,552,717,"GIRPercentagefromFairway",2010
95,95,"Chris DiMarco",88,76.99,629,817,"GIRPercentagefromFairway",2010
97,97,"Vance Veazey",58,76.98,311,404,"GIRPercentagefromFairway",2010
98,98,"Chad Collins",87,76.92,510,663,"GIRPercentagefromFairway",2010
98,98,"Marc Leishman",87,76.92,550,715,"GIRPercentagefromFairway",2010
98,98,"Joe Ogilvie",99,76.92,590,767,"GIRPercentagefromFairway",2010
101,101,"Lee Janzen",77,76.91,493,641,"GIRPercentagefromFairway",2010
102,102,"Bill Lunde",79,76.9,486,632,"GIRPercentagefromFairway",2010
103,103,"Dean Wilson",54,76.89,346,450,"GIRPercentagefromFairway",2010
104,104,"Ben Curtis",78,76.82,590,768,"GIRPercentagefromFairway",2010
105,105,"Rory Sabbatini",79,76.79,493,642,"GIRPercentagefromFairway",2010
106,106,"Brian Stuard",81,76.75,505,658,"GIRPercentagefromFairway",2010
107,107,"David Duval",71,76.64,420,548,"GIRPercentagefromFairway",2010
108,108,"Sergio Garcia",58,76.61,357,466,"GIRPercentagefromFairway",2010
109,109,"Kevin Stadler",86,76.5,524,685,"GIRPercentagefromFairway",2010
110,110,"Angel Cabrera",64,76.49,371,485,"GIRPercentagefromFairway",2010
111,111,"Jason Bohn",84,76.47,598,782,"GIRPercentagefromFairway",2010
112,112,"Camilo Villegas",78,76.44,477,624,"GIRPercentagefromFairway",2010
113,113,"Rich Barcelo",70,76.43,360,471,"GIRPercentagefromFairway",2010
114,114,"Nicholas Thompson",88,76.34,571,748,"GIRPercentagefromFairway",2010
115,115,"DA Points",90,76.33,619,811,"GIRPercentagefromFairway",2010
116,116,"James Nitties",92,76.31,599,785,"GIRPercentagefromFairway",2010
117,117,"Mathias Gronberg",61,76.27,376,493,"GIRPercentagefromFairway",2010
118,118,"Bryce Molder",84,76.24,536,703,"GIRPercentagefromFairway",2010
119,119,"Woody Austin",93,76.18,627,823,"GIRPercentagefromFairway",2010
119,119,"Webb Simpson",98,76.18,627,823,"GIRPercentagefromFairway",2010
121,121,"Kevin Na",94,76.16,658,864,"GIRPercentagefromFairway",2010
122,122,"Cameron Beckman",68,76.1,433,569,"GIRPercentagefromFairway",2010
122,122,"Brent Delahoussaye",57,76.1,363,477,"GIRPercentagefromFairway",2010
124,124,"Ryan Palmer",84,76.08,509,669,"GIRPercentagefromFairway",2010
125,125,"Carl Pettersson",99,76.07,604,794,"GIRPercentagefromFairway",2010
126,126,"JB Holmes",100,76.05,581,764,"GIRPercentagefromFairway",2010
127,127,"George McNeill",79,76.04,457,601,"GIRPercentagefromFairway",2010
128,128,"Ryan Moore",80,75.99,573,754,"GIRPercentagefromFairway",2010
129,129,"JP Hayes",79,75.92,514,677,"GIRPercentagefromFairway",2010
129,129,"John Mallinger",78,75.92,558,735,"GIRPercentagefromFairway",2010
131,131,"John Daly",63,75.87,305,402,"GIRPercentagefromFairway",2010
132,132,"Steve Stricker",73,75.86,528,696,"GIRPercentagefromFairway",2010
133,133,"Blake Adams",84,75.85,578,762,"GIRPercentagefromFairway",2010
134,134,"Heath Slocum",97,75.63,717,948,"GIRPercentagefromFairway",2010
135,135,"Phil Mickelson",76,75.53,426,564,"GIRPercentagefromFairway",2010
136,136,"Omar Uresti",74,75.52,543,719,"GIRPercentagefromFairway",2010
137,137,"Jim Furyk",76,75.51,555,735,"GIRPercentagefromFairway",2010
137,137,"Jerry Kelly",99,75.51,709,939,"GIRPercentagefromFairway",2010
139,139,"Troy Merritt",86,75.5,524,694,"GIRPercentagefromFairway",2010
140,140,"Jeev Milkha Singh",59,75.45,332,440,"GIRPercentagefromFairway",2010
141,141,"Zach Johnson",93,75.38,689,914,"GIRPercentagefromFairway",2010
142,142,"Michael Sim",64,75.36,422,560,"GIRPercentagefromFairway",2010
143,143,"Rod Pampling",77,75.32,528,701,"GIRPercentagefromFairway",2010
144,144,"Ben Crane",85,75.31,616,818,"GIRPercentagefromFairway",2010
145,145,"Jay Williamson",76,75.19,497,661,"GIRPercentagefromFairway",2010
146,146,"Jeff Maggert",76,75.12,480,639,"GIRPercentagefromFairway",2010
147,147,"Justin Leonard",89,75.09,642,855,"GIRPercentagefromFairway",2010
148,148,"Kevin Streelman",90,74.84,589,787,"GIRPercentagefromFairway",2010
149,149,"Jason Dufner",87,74.7,629,842,"GIRPercentagefromFairway",2010
149,149,"Scott McCarron",90,74.7,629,842,"GIRPercentagefromFairway",2010
151,151,"Alex Cejka",81,74.61,576,772,"GIRPercentagefromFairway",2010
151,151,"YE Yang",72,74.61,476,638,"GIRPercentagefromFairway",2010
153,153,"Mark Calcavecchia",50,74.59,276,370,"GIRPercentagefromFairway",2010
153,153,"Nathan Green",86,74.59,546,732,"GIRPercentagefromFairway",2010
155,155,"Justin Rose",78,74.54,530,711,"GIRPercentagefromFairway",2010
156,156,"David Toms",86,74.5,634,851,"GIRPercentagefromFairway",2010
157,157,"Cliff Kresge",50,74.49,327,439,"GIRPercentagefromFairway",2010
158,158,"Paul Goydos",78,74.42,573,770,"GIRPercentagefromFairway",2010
159,159,"Ryuji Imada",90,74.24,588,792,"GIRPercentagefromFairway",2010
160,160,"Chris Wilson",65,74.19,365,492,"GIRPercentagefromFairway",2010
161,161,"Andres Romero",73,74.15,416,561,"GIRPercentagefromFairway",2010
162,162,"Luke Donald",71,74.03,439,593,"GIRPercentagefromFairway",2010
163,163,"Jeff Quinney",91,73.97,628,849,"GIRPercentagefromFairway",2010
164,164,"Justin Bolli",55,73.89,334,452,"GIRPercentagefromFairway",2010
165,165,"Matt Bettencourt",91,73.75,486,659,"GIRPercentagefromFairway",2010
166,166,"David Lutterus",69,73.64,366,497,"GIRPercentagefromFairway",2010
167,167,"Skip Kendall",58,73.25,356,486,"GIRPercentagefromFairway",2010
168,168,"Ted Purdy",86,73.23,506,691,"GIRPercentagefromFairway",2010
169,169,"Tom Gillis",97,73.22,678,926,"GIRPercentagefromFairway",2010
170,170,"Greg Chalmers",93,73.19,565,772,"GIRPercentagefromFairway",2010
171,171,"Tim Clark",88,73.14,640,875,"GIRPercentagefromFairway",2010
172,172,"Shaun Micheel",70,72.98,397,544,"GIRPercentagefromFairway",2010
173,173,"Mike Weir",59,72.96,313,429,"GIRPercentagefromFairway",2010
174,174,"Chris Tidland",77,72.67,468,644,"GIRPercentagefromFairway",2010
175,175,"Chris Couch",66,72.61,440,606,"GIRPercentagefromFairway",2010
176,176,"Brandt Snedeker",89,72.58,577,795,"GIRPercentagefromFairway",2010
177,177,"Steve Lowery",67,72.46,392,541,"GIRPercentagefromFairway",2010
178,178,"Ian Poulter",55,72.12,313,434,"GIRPercentagefromFairway",2010
179,179,"Greg Kraft",52,72,288,400,"GIRPercentagefromFairway",2010
179,179,"Scott Verplank",74,72,504,700,"GIRPercentagefromFairway",2010
181,181,"Steve Flesch",78,71.98,488,678,"GIRPercentagefromFairway",2010
182,182,"Steve Wheatcroft",74,71.94,423,588,"GIRPercentagefromFairway",2010
183,183,"Brian Davis",101,71.59,688,961,"GIRPercentagefromFairway",2010
184,184,"Stuart Appleby",101,71.48,589,824,"GIRPercentagefromFairway",2010
185,185,"Kevin Johnson",62,71.29,355,498,"GIRPercentagefromFairway",2010
186,186,"Brian Gay",101,71.16,723,1016,"GIRPercentagefromFairway",2010
187,187,"Derek Lamely",81,71.15,407,572,"GIRPercentagefromFairway",2010
188,188,"Daniel Chopra",74,70.72,372,526,"GIRPercentagefromFairway",2010
189,189,"Brad Faxon",58,69.28,309,446,"GIRPercentagefromFairway",2010
190,190,"Padraig Harrington",57,69.14,307,444,"GIRPercentagefromFairway",2010
191,191,"Craig Bowden",56,67.95,352,518,"GIRPercentagefromFairway",2010
192,192,"Jerod Turner",54,67.26,265,394,"GIRPercentagefromFairway",2010
