"ScoringAverageActual_RANKTHISWEEK_2014","ScoringAverageActual_RANKLASTWEEK_2014","ScoringAverageActual_PLAYERNAME_2014","ScoringAverageActual_ROUNDS_2014","ScoringAverageActual_AVG_2014","ScoringAverageActual_TOTALSTROKES_2014","ScoringAverageActual_TOTALROUNDS_2014","stat_name","year"
91,91,"Brandt Snedeker",89,70.91,6169,87,"ScoringAverageActual",2014
92,92,"Ken Duke",80,70.92,5532,78,"ScoringAverageActual",2014
92,92,"JJ Henry",91,70.92,6170,87,"ScoringAverageActual",2014
94,94,"Jonathan Byrd",76,70.93,5107,72,"ScoringAverageActual",2014
95,95,"Tyrone Van Aswegen",79,70.94,5533,78,"ScoringAverageActual",2014
96,96,"Matt Every",85,70.95,6031,85,"ScoringAverageActual",2014
97,97,"Martin Kaymer",65,70.97,4542,64,"ScoringAverageActual",2014
97,97,"Spencer Levin",59,70.97,4187,59,"ScoringAverageActual",2014
99,99,"Bryce Molder",77,70.99,5182,73,"ScoringAverageActual",2014
99,99,"Andres Romero",81,70.99,5466,77,"ScoringAverageActual",2014
101,101,"Erik Compton",88,71.03,6251,88,"ScoringAverageActual",2014
101,101,"Jamie Lovemark",64,71.03,4262,60,"ScoringAverageActual",2014
101,101,"Nick Watney",80,71.03,5327,75,"ScoringAverageActual",2014
104,104,"Angel Cabrera",69,71.04,4902,69,"ScoringAverageActual",2014
104,104,"Matt Jones",83,71.04,5896,83,"ScoringAverageActual",2014
104,104,"Charlie Wi",72,71.04,4973,70,"ScoringAverageActual",2014
107,107,"Michael Thompson",74,71.05,5258,74,"ScoringAverageActual",2014
108,108,"Brendon de Jonge",109,71.07,7747,109,"ScoringAverageActual",2014
108,108,"Hunter Mahan",88,71.07,6041,85,"ScoringAverageActual",2014
108,108,"Vijay Singh",83,71.07,5899,83,"ScoringAverageActual",2014
111,111,"Sangmoon Bae",76,71.08,5402,76,"ScoringAverageActual",2014
112,112,"Wes Roach",67,71.1,4479,63,"ScoringAverageActual",2014
113,113,"Stewart Cink",91,71.11,6471,91,"ScoringAverageActual",2014
113,113,"Pat Perez",84,71.11,5973,84,"ScoringAverageActual",2014
113,113,"Hudson Swafford",75,71.11,5049,71,"ScoringAverageActual",2014
116,116,"Ted Potter Jr",68,71.12,4836,68,"ScoringAverageActual",2014
117,117,"Ernie Els",85,71.13,5619,79,"ScoringAverageActual",2014
117,117,"Martin Flores",85,71.13,6046,85,"ScoringAverageActual",2014
117,117,"Justin Leonard",75,71.13,5335,75,"ScoringAverageActual",2014
120,120,"Aaron Baddeley",74,71.14,5122,72,"ScoringAverageActual",2014
121,121,"Andrew Loupe",65,71.15,4340,61,"ScoringAverageActual",2014
122,122,"Brian Davis",93,71.16,6618,93,"ScoringAverageActual",2014
123,123,"Jason Dufner",57,71.17,3843,54,"ScoringAverageActual",2014
123,123,"Sean OHair",77,71.17,5480,77,"ScoringAverageActual",2014
125,125,"Steven Bowditch",93,71.2,6622,93,"ScoringAverageActual",2014
125,125,"Greg Chalmers",85,71.2,5767,81,"ScoringAverageActual",2014
127,127,"Charlie Beljan",76,71.21,5127,72,"ScoringAverageActual",2014
128,128,"Luke Donald",57,71.23,3989,56,"ScoringAverageActual",2014
128,128,"James Hahn",82,71.23,5698,80,"ScoringAverageActual",2014
128,128,"JB Holmes",86,71.23,6126,86,"ScoringAverageActual",2014
131,131,"Martin Laird",66,71.24,4417,62,"ScoringAverageActual",2014
131,131,"Josh Teater",90,71.24,6269,88,"ScoringAverageActual",2014
133,133,"KJ Choi",80,71.26,5701,80,"ScoringAverageActual",2014
134,134,"Lee Westwood",57,71.29,3992,56,"ScoringAverageActual",2014
135,135,"Ian Poulter",57,71.3,3993,56,"ScoringAverageActual",2014
136,136,"Chad Collins",78,71.31,5277,74,"ScoringAverageActual",2014
136,136,"Johnson Wagner",69,71.31,4635,65,"ScoringAverageActual",2014
138,138,"Chesson Hadley",84,71.32,5991,84,"ScoringAverageActual",2014
139,139,"John Huh",87,71.33,5920,83,"ScoringAverageActual",2014
140,140,"Jim Herman",62,71.34,4138,58,"ScoringAverageActual",2014
141,141,"Davis Love III",74,71.36,5138,72,"ScoringAverageActual",2014
142,142,"James Driscoll",71,71.37,5067,71,"ScoringAverageActual",2014
143,143,"Brian Gay",81,71.38,5639,79,"ScoringAverageActual",2014
144,144,"Tommy Gainey",73,71.39,4926,69,"ScoringAverageActual",2014
145,145,"Rory Sabbatini",82,71.4,5569,78,"ScoringAverageActual",2014
146,146,"Richard Lee",80,71.45,5573,78,"ScoringAverageActual",2014
146,146,"David Lingmerth",80,71.45,5430,76,"ScoringAverageActual",2014
148,148,"Ben Curtis",77,71.47,5217,73,"ScoringAverageActual",2014
149,149,"John Peterson",62,71.48,4289,60,"ScoringAverageActual",2014
150,150,"Trevor Immelman",84,71.54,5723,80,"ScoringAverageActual",2014
150,150,"Geoff Ogilvy",84,71.54,5723,80,"ScoringAverageActual",2014
152,152,"Kevin Streelman",79,71.55,5581,78,"ScoringAverageActual",2014
153,153,"Louis Oosthuizen",50,71.57,3292,46,"ScoringAverageActual",2014
154,154,"Briny Baird",50,71.6,3580,50,"ScoringAverageActual",2014
154,154,"Boo Weekley",73,71.6,5155,72,"ScoringAverageActual",2014
156,156,"Gonzalo Fdez Castano",83,71.61,5872,82,"ScoringAverageActual",2014
156,156,"Jeff Maggert",54,71.61,3867,54,"ScoringAverageActual",2014
158,158,"Bronson La Cassie",51,71.64,3367,47,"ScoringAverageActual",2014
159,159,"Jonas Blixt",64,71.66,4443,62,"ScoringAverageActual",2014
159,159,"John Merrick",87,71.66,5948,83,"ScoringAverageActual",2014
161,161,"Russell Henley",92,71.67,6594,92,"ScoringAverageActual",2014
162,162,"YE Yang",79,71.68,5591,78,"ScoringAverageActual",2014
163,163,"Mark Wilson",69,71.72,4662,65,"ScoringAverageActual",2014
164,164,"Nicholas Thompson",85,71.74,5811,81,"ScoringAverageActual",2014
165,165,"Kyle Stanley",87,71.76,5956,83,"ScoringAverageActual",2014
166,166,"John Rollins",84,71.89,5751,80,"ScoringAverageActual",2014
167,167,"Mike Weir",69,71.91,4674,65,"ScoringAverageActual",2014
168,168,"Woody Austin",63,71.93,4244,59,"ScoringAverageActual",2014
169,169,"Kevin Tway",64,71.95,4317,60,"ScoringAverageActual",2014
170,170,"Scott Stallings",77,71.96,5469,76,"ScoringAverageActual",2014
171,171,"Roberto Castro",76,71.97,5326,74,"ScoringAverageActual",2014
172,172,"Troy Matteson",62,72.05,4179,58,"ScoringAverageActual",2014
173,173,"DH Lee",54,72.12,3606,50,"ScoringAverageActual",2014
174,174,"Jim Renner",61,72.24,4262,59,"ScoringAverageActual",2014
175,175,"Derek Ernst",80,72.26,5492,76,"ScoringAverageActual",2014
176,176,"DA Points",75,72.29,5277,73,"ScoringAverageActual",2014
177,177,"Lucas Glover",68,72.35,4775,66,"ScoringAverageActual",2014
