"TotalDistanceEfficiency_RANKTHISWEEK_2010","TotalDistanceEfficiency_RANKLASTWEEK_2010","TotalDistanceEfficiency_PLAYERNAME_2010","TotalDistanceEfficiency_ROUNDS_2010","TotalDistanceEfficiency_AVG_2010","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2010","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2010","TotalDistanceEfficiency_TOTALATTEMPTS_2010","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2010","stat_name","year"
22,22,"John Rollins",81,2.62,300.733,114.777,74,3.451,"TotalDistanceEfficiency",2010
24,24,"Joe Ogilvie",99,2.618,290.781,111.06,81,3.043,"TotalDistanceEfficiency",2010
24,24,"Vijay Singh",75,2.618,297.888,113.773,61,2.938,"TotalDistanceEfficiency",2010
26,26,"Jeff Gove",57,2.616,289.271,110.576,35,2.91,"TotalDistanceEfficiency",2010
26,26,"Rory Sabbatini",79,2.616,298.342,114.057,56,3.467,"TotalDistanceEfficiency",2010
28,28,"YE Yang",72,2.614,296.88,113.562,53,3.315,"TotalDistanceEfficiency",2010
29,29,"Paul Casey",64,2.613,311.96,119.373,35,3.308,"TotalDistanceEfficiency",2010
29,29,"Jay Williamson",76,2.613,286.112,109.495,53,3.042,"TotalDistanceEfficiency",2010
31,31,"Mathias Gronberg",61,2.612,292.724,112.05,40,3.023,"TotalDistanceEfficiency",2010
31,31,"Jeff Quinney",91,2.612,274.759,105.203,67,3.08,"TotalDistanceEfficiency",2010
33,33,"Greg Kraft",52,2.611,275.785,105.639,33,2.911,"TotalDistanceEfficiency",2010
34,34,"Kris Blanks",91,2.609,291.069,111.584,69,3.064,"TotalDistanceEfficiency",2010
35,35,"Jarrod Lyle",54,2.608,294.817,113.059,41,2.93,"TotalDistanceEfficiency",2010
36,36,"KJ Choi",82,2.607,289.969,111.244,61,3.1,"TotalDistanceEfficiency",2010
37,37,"Vaughn Taylor",87,2.606,285.937,109.733,71,2.945,"TotalDistanceEfficiency",2010
38,38,"Brett Wetterich",54,2.605,310.275,119.096,39,3.018,"TotalDistanceEfficiency",2010
39,39,"Ben Crane",85,2.604,283.729,108.956,73,3.137,"TotalDistanceEfficiency",2010
39,39,"Brian Davis",101,2.604,281.572,108.129,79,3.02,"TotalDistanceEfficiency",2010
39,39,"Troy Matteson",84,2.604,305.578,117.332,69,3.371,"TotalDistanceEfficiency",2010
42,42,"Robert Allenby",76,2.603,293.764,112.871,62,3.132,"TotalDistanceEfficiency",2010
42,42,"Paul Goydos",78,2.603,275.599,105.877,68,3.02,"TotalDistanceEfficiency",2010
42,42,"Tim Herron",79,2.603,292.863,112.53,58,3.105,"TotalDistanceEfficiency",2010
42,42,"Hunter Mahan",85,2.603,292.329,112.307,74,3.129,"TotalDistanceEfficiency",2010
46,46,"Brandt Snedeker",89,2.602,281.414,108.164,82,3.035,"TotalDistanceEfficiency",2010
47,47,"Roger Tambellini",77,2.601,292.34,112.416,58,3.034,"TotalDistanceEfficiency",2010
48,48,"JB Holmes",100,2.599,318.999,122.75,72,3.093,"TotalDistanceEfficiency",2010
49,49,"Martin Laird",91,2.598,306.82,118.116,76,3.306,"TotalDistanceEfficiency",2010
50,50,"Angel Cabrera",64,2.596,313.184,120.632,56,3.177,"TotalDistanceEfficiency",2010
50,50,"Lucas Glover",75,2.596,302.173,116.41,60,3.509,"TotalDistanceEfficiency",2010
50,50,"Andres Romero",73,2.596,302.548,116.56,63,2.904,"TotalDistanceEfficiency",2010
53,53,"Ryan Moore",80,2.595,295.509,113.895,63,3.408,"TotalDistanceEfficiency",2010
53,53,"Chris Stroud",90,2.595,290.838,112.087,61,3.054,"TotalDistanceEfficiency",2010
53,53,"Roland Thatcher",72,2.595,288.711,111.258,63,2.989,"TotalDistanceEfficiency",2010
56,56,"Jason Day",82,2.594,305.777,117.88,65,3.131,"TotalDistanceEfficiency",2010
57,57,"Rich Barcelo",70,2.593,293.596,113.208,49,3.057,"TotalDistanceEfficiency",2010
57,57,"Michael Connell",89,2.593,283.946,109.511,71,2.915,"TotalDistanceEfficiency",2010
59,59,"Jim Furyk",76,2.592,282.032,108.826,69,3.014,"TotalDistanceEfficiency",2010
60,60,"Steve Stricker",73,2.591,288.066,111.177,64,3.201,"TotalDistanceEfficiency",2010
61,61,"Mark Calcavecchia",50,2.59,291.542,112.572,40,2.868,"TotalDistanceEfficiency",2010
61,61,"Ernie Els",72,2.59,295.063,113.918,58,2.934,"TotalDistanceEfficiency",2010
61,61,"Chris Riley",73,2.59,282.639,109.133,58,2.99,"TotalDistanceEfficiency",2010
61,61,"Webb Simpson",98,2.59,286.371,110.587,89,3.096,"TotalDistanceEfficiency",2010
61,61,"Kevin Sutherland",86,2.59,290.095,112.015,74,2.986,"TotalDistanceEfficiency",2010
61,61,"Chris Tidland",77,2.59,293.216,113.2,63,2.911,"TotalDistanceEfficiency",2010
61,61,"Boo Weekley",88,2.59,299.141,115.516,75,3.02,"TotalDistanceEfficiency",2010
68,68,"Craig Bowden",56,2.589,265.941,102.712,37,2.881,"TotalDistanceEfficiency",2010
69,69,"Jason Dufner",87,2.588,287.637,111.149,66,2.928,"TotalDistanceEfficiency",2010
69,69,"Brian Gay",101,2.588,266.716,103.039,88,3.253,"TotalDistanceEfficiency",2010
69,69,"Matt Kuchar",97,2.588,286.681,110.762,78,3.444,"TotalDistanceEfficiency",2010
69,69,"Spencer Levin",110,2.588,284.688,110.01,84,3.011,"TotalDistanceEfficiency",2010
73,73,"Scott Verplank",74,2.587,276.639,106.919,59,3.117,"TotalDistanceEfficiency",2010
74,74,"Dustin Johnson",83,2.586,315.337,121.94,65,3.171,"TotalDistanceEfficiency",2010
74,74,"David Lutterus",69,2.586,290.779,112.459,49,2.998,"TotalDistanceEfficiency",2010
76,76,"Henrik Bjornstad",72,2.585,291.202,112.658,54,2.964,"TotalDistanceEfficiency",2010
76,76,"Camilo Villegas",78,2.585,296.675,114.766,55,3.074,"TotalDistanceEfficiency",2010
78,78,"Josh Teater",101,2.583,294.611,114.079,79,3.034,"TotalDistanceEfficiency",2010
79,79,"Stewart Cink",84,2.582,298.316,115.526,70,3.361,"TotalDistanceEfficiency",2010
79,79,"Chris DiMarco",88,2.582,278.768,107.969,64,2.919,"TotalDistanceEfficiency",2010
79,79,"Padraig Harrington",57,2.582,298.061,115.425,47,2.858,"TotalDistanceEfficiency",2010
79,79,"Bill Lunde",79,2.582,286.952,111.147,59,2.966,"TotalDistanceEfficiency",2010
79,79,"Ryan Palmer",84,2.582,296.548,114.84,73,3.058,"TotalDistanceEfficiency",2010
79,79,"Paul Stankowski",62,2.582,288.466,111.706,38,3.026,"TotalDistanceEfficiency",2010
85,85,"Rocco Mediate",71,2.581,279.019,108.113,58,3.027,"TotalDistanceEfficiency",2010
85,85,"Ted Purdy",86,2.581,295.086,114.317,60,2.932,"TotalDistanceEfficiency",2010
87,87,"Derek Lamely",81,2.58,300.179,116.345,58,3.027,"TotalDistanceEfficiency",2010
88,88,"Stephen Ames",75,2.579,289.208,112.149,58,3.356,"TotalDistanceEfficiency",2010
88,88,"Justin Bolli",55,2.579,277.188,107.479,38,2.995,"TotalDistanceEfficiency",2010
90,90,"Brad Faxon",58,2.578,273.557,106.114,46,3.2,"TotalDistanceEfficiency",2010
90,90,"Will Ma Kenzie",72,2.578,288.757,111.996,60,2.874,"TotalDistanceEfficiency",2010
92,92,"Justin Leonard",89,2.576,278.302,108.05,74,2.877,"TotalDistanceEfficiency",2010
93,93,"Blake Adams",84,2.575,296.966,115.309,69,3.024,"TotalDistanceEfficiency",2010
93,93,"Shaun Micheel",70,2.575,285.885,111.007,47,2.934,"TotalDistanceEfficiency",2010
95,95,"Retief Goosen",75,2.574,296.848,115.317,52,3.346,"TotalDistanceEfficiency",2010
95,95,"Kevin Johnson",62,2.574,279.496,108.585,44,3.007,"TotalDistanceEfficiency",2010
95,95,"Cameron Percy",73,2.574,294.325,114.341,54,2.972,"TotalDistanceEfficiency",2010
95,95,"Omar Uresti",74,2.574,272.148,105.712,55,2.97,"TotalDistanceEfficiency",2010
99,99,"Geoff Ogilvy",62,2.572,293.415,114.079,55,3.269,"TotalDistanceEfficiency",2010
100,100,"Garrett Willis",82,2.571,282.166,109.742,65,2.96,"TotalDistanceEfficiency",2010
101,101,"Martin Flores",75,2.57,306.445,119.254,55,2.871,"TotalDistanceEfficiency",2010
101,101,"Justin Rose",78,2.57,291.905,113.574,70,2.905,"TotalDistanceEfficiency",2010
103,103,"Cameron Beckman",68,2.569,282.428,109.931,55,3.042,"TotalDistanceEfficiency",2010
104,104,"Lee Janzen",77,2.566,289.81,112.942,59,3.114,"TotalDistanceEfficiency",2010
105,105,"Jason Bohn",84,2.565,280.584,109.397,80,2.944,"TotalDistanceEfficiency",2010
105,105,"Bob Estes",79,2.565,287.78,112.185,64,2.967,"TotalDistanceEfficiency",2010
105,105,"Scott Piercy",88,2.565,301.346,117.487,63,2.958,"TotalDistanceEfficiency",2010
105,105,"Nick Watney",91,2.565,303.938,118.497,72,3.223,"TotalDistanceEfficiency",2010
109,109,"Steve Lowery",67,2.564,288.581,112.536,49,2.927,"TotalDistanceEfficiency",2010
110,110,"Alex Cejka",81,2.563,276.186,107.761,59,3.046,"TotalDistanceEfficiency",2010
110,110,"Jeff Overton",89,2.563,296.697,115.772,70,3.001,"TotalDistanceEfficiency",2010
112,112,"Rickie Fowler",98,2.562,295.091,115.174,86,2.942,"TotalDistanceEfficiency",2010
112,112,"Brenden Pappas",66,2.562,293.329,114.496,42,3.215,"TotalDistanceEfficiency",2010
114,114,"Alex Prugh",88,2.561,300.202,117.199,70,3.044,"TotalDistanceEfficiency",2010
115,115,"Brendon de Jonge",114,2.56,290.282,113.4,91,3.032,"TotalDistanceEfficiency",2010
115,115,"Tim Petrovic",105,2.56,283.866,110.895,83,2.937,"TotalDistanceEfficiency",2010
117,117,"Mathew Goggin",85,2.558,293.744,114.823,56,3.095,"TotalDistanceEfficiency",2010
117,117,"Bubba Watson",77,2.558,316.179,123.58,69,3.019,"TotalDistanceEfficiency",2010
119,119,"Cameron Tringale",55,2.557,295.53,115.572,38,2.839,"TotalDistanceEfficiency",2010
120,120,"Michael Letzig",84,2.556,289.021,113.072,72,2.931,"TotalDistanceEfficiency",2010
121,121,"Steve Elkington",74,2.555,281.189,110.061,52,2.98,"TotalDistanceEfficiency",2010
122,122,"Jonathan Byrd",85,2.554,295.796,115.799,72,3.024,"TotalDistanceEfficiency",2010
122,122,"Nicholas Thompson",88,2.554,287.673,112.621,67,2.923,"TotalDistanceEfficiency",2010
124,124,"Chad Campbell",95,2.553,287.424,112.569,74,2.924,"TotalDistanceEfficiency",2010
124,124,"Skip Kendall",58,2.553,271.959,106.535,38,2.998,"TotalDistanceEfficiency",2010
124,124,"Chris Wilson",65,2.553,290.179,113.649,44,2.944,"TotalDistanceEfficiency",2010
127,127,"Davis Love III",79,2.551,300.172,117.681,60,2.869,"TotalDistanceEfficiency",2010
127,127,"George McNeill",79,2.551,297.954,116.807,61,3.195,"TotalDistanceEfficiency",2010
127,127,"Tom Pernice Jr",74,2.551,276.311,108.327,44,2.937,"TotalDistanceEfficiency",2010
130,130,"Ben Curtis",78,2.55,276.453,108.422,68,2.891,"TotalDistanceEfficiency",2010
130,130,"Dean Wilson",54,2.55,277.828,108.936,38,2.937,"TotalDistanceEfficiency",2010
132,132,"Freddie Jacobson",83,2.549,290.462,113.959,74,2.887,"TotalDistanceEfficiency",2010
133,133,"Kevin Stadler",86,2.548,290.513,114.003,61,2.949,"TotalDistanceEfficiency",2010
134,134,"Ryuji Imada",90,2.546,279.639,109.833,82,2.944,"TotalDistanceEfficiency",2010
134,134,"Marc Leishman",87,2.546,297.456,116.818,72,3.042,"TotalDistanceEfficiency",2010
136,136,"Brent Delahoussaye",57,2.545,271.994,106.854,37,2.917,"TotalDistanceEfficiency",2010
136,136,"Steve Marino",81,2.545,291.18,114.43,68,2.98,"TotalDistanceEfficiency",2010
136,136,"Bryce Molder",84,2.545,279.049,109.633,73,3.033,"TotalDistanceEfficiency",2010
139,139,"Matt Bettencourt",91,2.544,292.221,114.884,51,3.253,"TotalDistanceEfficiency",2010
139,139,"DA Points",90,2.544,281.689,110.726,73,2.958,"TotalDistanceEfficiency",2010
141,141,"David Duval",71,2.542,291.263,114.597,39,3.044,"TotalDistanceEfficiency",2010
142,142,"Greg Owen",69,2.541,294.446,115.883,60,2.82,"TotalDistanceEfficiency",2010
143,143,"Charles Howell III",103,2.54,299.399,117.853,86,2.975,"TotalDistanceEfficiency",2010
143,143,"Troy Merritt",86,2.54,289.063,113.825,68,3.009,"TotalDistanceEfficiency",2010
143,143,"Ian Poulter",55,2.54,281.572,110.837,40,2.928,"TotalDistanceEfficiency",2010
146,146,"Robert Garrigus",71,2.536,309.168,121.916,44,3.014,"TotalDistanceEfficiency",2010
146,146,"Sean OHair",84,2.536,292.289,115.254,69,3.178,"TotalDistanceEfficiency",2010
148,148,"Graham DeLaet",88,2.535,307.395,121.262,48,2.986,"TotalDistanceEfficiency",2010
148,148,"James Nitties",92,2.535,291.393,114.964,61,3.011,"TotalDistanceEfficiency",2010
148,148,"Johnson Wagner",85,2.535,280.939,110.81,69,2.941,"TotalDistanceEfficiency",2010
151,151,"Greg Chalmers",93,2.532,279.033,110.186,88,2.898,"TotalDistanceEfficiency",2010
152,152,"Tom Gillis",97,2.529,289.615,114.504,85,2.866,"TotalDistanceEfficiency",2010
153,153,"Briny Baird",87,2.528,277.897,109.906,69,3.094,"TotalDistanceEfficiency",2010
154,154,"Vance Veazey",58,2.526,284.204,112.512,40,2.822,"TotalDistanceEfficiency",2010
155,155,"Steve Flesch",78,2.525,274.406,108.695,55,3.063,"TotalDistanceEfficiency",2010
156,156,"Michael Bradley",77,2.523,285.196,113.038,52,3.268,"TotalDistanceEfficiency",2010
157,157,"Phil Mickelson",76,2.522,307.744,122.047,48,2.931,"TotalDistanceEfficiency",2010
157,157,"Kevin Streelman",90,2.522,291.492,115.598,72,2.896,"TotalDistanceEfficiency",2010
159,159,"Stuart Appleby",101,2.52,290.296,115.206,86,3.024,"TotalDistanceEfficiency",2010
159,159,"Charlie Wi",95,2.52,282.44,112.084,79,2.889,"TotalDistanceEfficiency",2010
161,161,"Chad Collins",87,2.518,278.232,110.51,74,3.061,"TotalDistanceEfficiency",2010
162,162,"Pat Perez",90,2.516,288.716,114.742,80,3.372,"TotalDistanceEfficiency",2010
163,163,"Daniel Chopra",74,2.514,299.27,119.045,59,3.018,"TotalDistanceEfficiency",2010
163,163,"Brett Quigley",96,2.514,283.044,112.581,78,2.857,"TotalDistanceEfficiency",2010
165,165,"Luke Donald",71,2.512,278.46,110.857,58,2.967,"TotalDistanceEfficiency",2010
166,166,"Matt Every",60,2.51,289.244,115.253,45,2.755,"TotalDistanceEfficiency",2010
166,166,"Garth Mulroy",53,2.51,289.271,115.228,37,2.992,"TotalDistanceEfficiency",2010
168,168,"Rod Pampling",77,2.508,282.102,112.464,61,2.947,"TotalDistanceEfficiency",2010
168,168,"Jeev Milkha Singh",59,2.508,284.027,113.251,34,2.924,"TotalDistanceEfficiency",2010
170,170,"JJ Henry",92,2.507,290.451,115.86,72,2.89,"TotalDistanceEfficiency",2010
170,170,"Charley Hoffman",85,2.507,298.028,118.88,74,2.967,"TotalDistanceEfficiency",2010
172,172,"Woody Austin",93,2.504,282.498,112.838,68,2.862,"TotalDistanceEfficiency",2010
173,173,"Nathan Green",86,2.5,282.375,112.963,69,3.006,"TotalDistanceEfficiency",2010
173,173,"Bill Haas",87,2.5,296.331,118.546,78,2.91,"TotalDistanceEfficiency",2010
175,175,"Michael Sim",64,2.499,282.027,112.835,50,2.842,"TotalDistanceEfficiency",2010
176,176,"Scott McCarron",90,2.496,287.758,115.278,72,2.915,"TotalDistanceEfficiency",2010
177,177,"Kevin Na",94,2.494,277.696,111.35,74,2.984,"TotalDistanceEfficiency",2010
178,178,"Charles Warren",64,2.492,300.333,120.499,42,2.856,"TotalDistanceEfficiency",2010
179,179,"Matt Jones",89,2.491,289.99,116.406,75,2.898,"TotalDistanceEfficiency",2010
180,180,"Sergio Garcia",58,2.49,295.827,118.828,35,2.798,"TotalDistanceEfficiency",2010
181,181,"Richard Johnson",90,2.488,275.552,110.731,60,2.992,"TotalDistanceEfficiency",2010
182,182,"Joe Durant",67,2.487,280.645,112.838,47,2.869,"TotalDistanceEfficiency",2010
183,183,"James Driscoll",78,2.486,295.19,118.752,63,2.95,"TotalDistanceEfficiency",2010
184,184,"Mike Weir",59,2.485,270.316,108.781,41,2.98,"TotalDistanceEfficiency",2010
185,185,"Trevor Immelman",55,2.483,287.44,115.775,41,2.923,"TotalDistanceEfficiency",2010
185,185,"John Senden",103,2.483,290.94,117.185,84,3.045,"TotalDistanceEfficiency",2010
187,187,"Ricky Barnes",103,2.479,289.708,116.875,82,2.812,"TotalDistanceEfficiency",2010
188,188,"Jimmy Walker",82,2.478,295.561,119.272,56,2.897,"TotalDistanceEfficiency",2010
189,189,"Aaron Baddeley",94,2.474,300.441,121.446,80,2.935,"TotalDistanceEfficiency",2010
190,190,"Adam Scott",70,2.468,292.267,118.424,60,3.152,"TotalDistanceEfficiency",2010
191,191,"Andrew McLardy",52,2.454,281.057,114.538,35,2.856,"TotalDistanceEfficiency",2010
192,192,"Chris Couch",66,2.404,293.421,122.06,47,2.79,"TotalDistanceEfficiency",2010
