"StrokeDifferentialFieldAverage_RANKTHISWEEK_2016","StrokeDifferentialFieldAverage_RANKLASTWEEK_2016","StrokeDifferentialFieldAverage_PLAYERNAME_2016","StrokeDifferentialFieldAverage_ROUNDS_2016","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2016","StrokeDifferentialFieldAverage_PLAYERSSCORE_2016","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2016","stat_name","year"
164,163,"Ernie Els",34,-0.41,72.29,71.88,"StrokeDifferentialFieldAverage",2016
164,166,"Luke Guthrie",31,-0.41,71.55,71.14,"StrokeDifferentialFieldAverage",2016
166,157,"Whee Kim",54,-0.42,71.72,71.3,"StrokeDifferentialFieldAverage",2016
167,168,"Mark Wilson",42,-0.43,71.43,71,"StrokeDifferentialFieldAverage",2016
168,167,"Brendon de Jonge",55,-0.44,71.31,70.87,"StrokeDifferentialFieldAverage",2016
169,172,"Steve Wheatcroft",53,-0.45,71.66,71.21,"StrokeDifferentialFieldAverage",2016
170,171,"Sam Saunders",40,-0.5,71.75,71.25,"StrokeDifferentialFieldAverage",2016
171,173,"Ollie Schniederjans",23,-0.51,71.87,71.36,"StrokeDifferentialFieldAverage",2016
172,173,"Billy Hurley III",22,-0.55,72.05,71.5,"StrokeDifferentialFieldAverage",2016
173,173,"Chad Collins",45,-0.56,71.8,71.24,"StrokeDifferentialFieldAverage",2016
174,177,"Carlos Ortiz",47,-0.59,72,71.41,"StrokeDifferentialFieldAverage",2016
175,162,"Davis Love III",40,-0.62,72,71.38,"StrokeDifferentialFieldAverage",2016
175,177,"George McNeill",33,-0.62,72.15,71.53,"StrokeDifferentialFieldAverage",2016
177,180,"Erik Compton",45,-0.63,72.04,71.41,"StrokeDifferentialFieldAverage",2016
177,187,"Robert Garrigus",34,-0.63,71.79,71.16,"StrokeDifferentialFieldAverage",2016
179,168,"Hiroshi Iwata",51,-0.64,72.04,71.4,"StrokeDifferentialFieldAverage",2016
180,176,"Steve Marino",40,-0.68,72.18,71.5,"StrokeDifferentialFieldAverage",2016
181,181,"Andrew Landry",24,-0.7,71.83,71.13,"StrokeDifferentialFieldAverage",2016
182,187,"Angel Cabrera",42,-0.74,72.48,71.74,"StrokeDifferentialFieldAverage",2016
182,179,"Geoff Ogilvy",37,-0.74,72.27,71.53,"StrokeDifferentialFieldAverage",2016
182,182,"DA Points",32,-0.74,71.94,71.2,"StrokeDifferentialFieldAverage",2016
185,183,"Wes Roach",33,-0.77,71.73,70.96,"StrokeDifferentialFieldAverage",2016
186,190,"Derek Ernst",36,-0.83,71.89,71.06,"StrokeDifferentialFieldAverage",2016
187,186,"JJ Henry",44,-0.86,72.05,71.19,"StrokeDifferentialFieldAverage",2016
188,189,"Pat Perez",28,-0.87,71.46,70.59,"StrokeDifferentialFieldAverage",2016
189,185,"Shawn Stefani",45,-0.88,71.93,71.05,"StrokeDifferentialFieldAverage",2016
190,184,"Justin Hicks",26,-0.92,72.62,71.7,"StrokeDifferentialFieldAverage",2016
191,191,"Rory Sabbatini",40,-1.05,72.05,71,"StrokeDifferentialFieldAverage",2016
192,193,"Brendon Todd",43,-1.06,72.14,71.08,"StrokeDifferentialFieldAverage",2016
193,192,"Ken Duke",26,-1.07,72.81,71.74,"StrokeDifferentialFieldAverage",2016
194,194,"Andres Gonzales",46,-1.11,72.3,71.19,"StrokeDifferentialFieldAverage",2016
195,195,"Rhein Gibson",36,-1.15,72.17,71.02,"StrokeDifferentialFieldAverage",2016
196,196,"Dicky Pride",33,-1.22,72.33,71.11,"StrokeDifferentialFieldAverage",2016
197,197,"Miguel Angel Carballo",24,-1.26,72.08,70.82,"StrokeDifferentialFieldAverage",2016
198,198,"Carl Pettersson",31,-1.33,72.39,71.06,"StrokeDifferentialFieldAverage",2016
199,200,"Brian Gay",22,-1.42,72.64,71.22,"StrokeDifferentialFieldAverage",2016
200,201,"Lucas Lee",22,-1.54,72.59,71.05,"StrokeDifferentialFieldAverage",2016
201,203,"Abraham Ancer",26,-1.66,72.73,71.07,"StrokeDifferentialFieldAverage",2016
202,202,"Matt Every",34,-1.69,73.03,71.34,"StrokeDifferentialFieldAverage",2016
203,204,"Darron Stiles",28,-1.84,73.07,71.23,"StrokeDifferentialFieldAverage",2016
204,205,"Robert Allenby",35,-2.34,73.4,71.06,"StrokeDifferentialFieldAverage",2016
205,206,"DH Lee",35,-2.41,73.31,70.9,"StrokeDifferentialFieldAverage",2016
206,207,"Steven Bowditch",40,-2.73,73.95,71.22,"StrokeDifferentialFieldAverage",2016
207,208,"Charlie Beljan",26,-3.29,74.15,70.86,"StrokeDifferentialFieldAverage",2016
