"LaunchAngle_RANKTHISWEEK_2007","LaunchAngle_RANKLASTWEEK_2007","LaunchAngle_PLAYERNAME_2007","LaunchAngle_ROUNDS_2007","LaunchAngle_AVG_2007","LaunchAngle_TOTALVERTLAUNCHANGLE_2007","LaunchAngle_TOTALATTEMPTS_2007","LaunchAngle_LOWESTLAUNCHANGLE_2007","LaunchAngle_STEEPESTLAUNCHANGLE_2007","stat_name","year"
22,22,"Paul Stankowski",52,12.39,309.86,25,7.62,17.02,"LaunchAngle",2007
23,23,"Glen Day",85,12.36,655.29,53,8.96,16.54,"LaunchAngle",2007
24,24,"Tom Johnson",74,12.34,567.53,46,7.13,18.64,"LaunchAngle",2007
25,25,"Mark Hensby",81,12.33,702.63,57,8.64,15.41,"LaunchAngle",2007
26,26,"Brian Davis",101,12.3,762.38,62,8.07,14.92,"LaunchAngle",2007
27,27,"Briny Baird",115,12.26,919.62,75,7.8,19.9,"LaunchAngle",2007
28,28,"Jerry Kelly",101,12.22,782.38,64,7.63,15.4,"LaunchAngle",2007
29,29,"Brian Gay",107,12.21,927.69,76,7.17,17.39,"LaunchAngle",2007
30,30,"Dicky Pride",71,12.2,549.1,45,9.11,17.42,"LaunchAngle",2007
31,31,"Heath Slocum",101,12.17,888.41,73,9.19,17.46,"LaunchAngle",2007
32,32,"Cliff Kresge",107,12.16,875.81,72,7.7,19.75,"LaunchAngle",2007
32,32,"Jaco Van Zyl",51,12.16,401.43,33,6.09,17.24,"LaunchAngle",2007
32,32,"Jay Williamson",50,12.16,364.73,30,8.27,19.69,"LaunchAngle",2007
35,35,"Steve Marino",106,12.15,680.24,56,8.44,15.31,"LaunchAngle",2007
36,36,"Luke Donald",69,12.13,509.35,42,9.35,15.55,"LaunchAngle",2007
37,37,"Gavin Coles",87,12.09,616.48,51,8.21,18.57,"LaunchAngle",2007
38,38,"Ryan Armour",107,12.07,856.99,71,8.8,16.97,"LaunchAngle",2007
39,39,"John Daly",59,11.97,299.19,25,6.73,18.3,"LaunchAngle",2007
39,39,"Arron Oberholser",69,11.97,586.56,49,9.2,15.19,"LaunchAngle",2007
41,41,"Anthony Kim",93,11.95,657.02,55,8.35,16.46,"LaunchAngle",2007
41,41,"David Toms",80,11.95,633.48,53,8.68,14.45,"LaunchAngle",2007
43,43,"Rocco Mediate",72,11.93,680.17,57,9.32,16.07,"LaunchAngle",2007
43,43,"Kevin Sutherland",85,11.93,656.18,55,1.95,15.63,"LaunchAngle",2007
45,45,"John Mallinger",96,11.91,786.34,66,7.85,14.9,"LaunchAngle",2007
46,46,"DJ Brigman",67,11.85,462.02,39,7.89,16.09,"LaunchAngle",2007
46,46,"Nick OHern",72,11.85,533.13,45,7.33,14.9,"LaunchAngle",2007
48,48,"Bubba Dickerson",51,11.84,319.74,27,9.34,18.33,"LaunchAngle",2007
49,49,"Jesper Parnevik",88,11.83,674.23,57,7.85,19.83,"LaunchAngle",2007
50,50,"Brett Quigley",79,11.81,460.62,39,8.21,15.91,"LaunchAngle",2007
51,51,"Brian Bateman",55,11.79,389.21,33,9.45,14.46,"LaunchAngle",2007
52,52,"Steve Stricker",81,11.78,683.19,58,7.71,16.35,"LaunchAngle",2007
53,53,"Camilo Villegas",82,11.76,505.8,43,3.43,14.81,"LaunchAngle",2007
54,54,"Padraig Harrington",64,11.74,399.02,34,7.41,15.37,"LaunchAngle",2007
55,55,"JB Holmes",71,11.73,410.7,35,6.51,15.98,"LaunchAngle",2007
56,56,"Craig Kanada",109,11.67,828.81,71,8.41,15.2,"LaunchAngle",2007
56,56,"Corey Pavin",81,11.67,571.59,49,5.35,17.07,"LaunchAngle",2007
56,56,"Vijay Singh",102,11.67,793.44,68,7.05,16.56,"LaunchAngle",2007
59,59,"Robert Garrigus",95,11.66,676.3,58,6.71,16.45,"LaunchAngle",2007
60,60,"Bryce Molder",56,11.64,337.54,29,8.75,14.19,"LaunchAngle",2007
61,61,"Tim Herron",98,11.61,731.6,63,7.6,19.34,"LaunchAngle",2007
62,62,"Tom Pernice Jr",104,11.58,717.67,62,7.42,16.18,"LaunchAngle",2007
63,63,"Bob Heintz",85,11.55,543.05,47,7.28,15.11,"LaunchAngle",2007
64,64,"Ryan Palmer",91,11.54,611.4,53,5.9,15.34,"LaunchAngle",2007
65,65,"Billy Andrade",88,11.53,680.13,59,8.04,15.59,"LaunchAngle",2007
66,66,"Jason Schultz",63,11.51,333.83,29,7.46,19.58,"LaunchAngle",2007
67,67,"Hunter Mahan",91,11.5,586.53,51,8.97,15.77,"LaunchAngle",2007
68,68,"Shigeki Maruyama",84,11.45,629.58,55,8.66,13.93,"LaunchAngle",2007
69,69,"Peter Lonard",85,11.44,606.26,53,7.42,16.6,"LaunchAngle",2007
70,70,"Richard Johnson",93,11.42,536.57,47,6.58,16.84,"LaunchAngle",2007
71,71,"Eric Axley",107,11.39,763.05,67,3.23,18.11,"LaunchAngle",2007
72,72,"Robert Allenby",90,11.36,602.18,53,7.59,14.59,"LaunchAngle",2007
73,73,"DJ Trahan",99,11.35,647.03,57,6.86,19.65,"LaunchAngle",2007
73,73,"Dean Wilson",92,11.35,601.7,53,8.1,16.03,"LaunchAngle",2007
75,75,"Ernie Els",59,11.34,374.32,33,7.92,13.95,"LaunchAngle",2007
76,76,"John Merrick",92,11.22,651,58,7.69,16.03,"LaunchAngle",2007
76,76,"Scott Verplank",82,11.22,572.32,51,7.33,14.65,"LaunchAngle",2007
78,78,"Harrison Frazar",88,11.19,481.17,43,7.43,17.97,"LaunchAngle",2007
79,79,"Steve Elkington",87,11.16,546.66,49,8.08,14.5,"LaunchAngle",2007
80,80,"Ted Purdy",102,11.11,611.07,55,3.87,16.82,"LaunchAngle",2007
81,81,"Zach Johnson",76,11.1,621.86,56,8.28,15.28,"LaunchAngle",2007
81,81,"Justin Rose",63,11.1,388.34,35,5.15,13.84,"LaunchAngle",2007
83,83,"Ryuji Imada",104,11.09,854.2,77,6.05,15.99,"LaunchAngle",2007
84,84,"Daisuke Maruyama",86,11.04,596.16,54,7.17,16.61,"LaunchAngle",2007
85,85,"Craig Barlow",52,11.03,286.79,26,7.46,14.97,"LaunchAngle",2007
86,86,"Mark Calcavecchia",93,10.98,625.81,57,7.36,14.2,"LaunchAngle",2007
86,86,"Tripp Isenhour",86,10.98,559.79,51,6.41,19.72,"LaunchAngle",2007
86,86,"Jeff Overton",60,10.98,417.36,38,0.69,16.89,"LaunchAngle",2007
86,86,"Charles Warren",101,10.98,724.83,66,7.31,13.85,"LaunchAngle",2007
90,90,"Craig Lile",77,10.96,515.18,47,7.09,18.58,"LaunchAngle",2007
91,91,"Scott Gutschewski",67,10.95,295.74,27,7.43,15.59,"LaunchAngle",2007
91,91,"Bo Van Pelt",104,10.95,722.72,66,7.99,13.93,"LaunchAngle",2007
93,93,"Frank Lickliter II",95,10.92,710.1,65,6.01,15.27,"LaunchAngle",2007
94,94,"Chris DiMarco",79,10.86,510.59,47,2.33,15.15,"LaunchAngle",2007
95,95,"Matt Kuchar",85,10.85,531.79,49,6.63,16.97,"LaunchAngle",2007
95,95,"Jeff Quinney",95,10.85,639.96,59,0.21,15.36,"LaunchAngle",2007
97,97,"Stephen Leaney",82,10.84,542.05,50,1.25,19.71,"LaunchAngle",2007
97,97,"Chris Stroud",66,10.84,411.81,38,7.27,17.86,"LaunchAngle",2007
99,99,"Jeff Sluman",60,10.83,324.96,30,7.94,14.53,"LaunchAngle",2007
100,100,"Rich Beem",89,10.82,638.12,59,5.99,14.32,"LaunchAngle",2007
100,100,"Jason Dufner",100,10.82,584.24,54,4.83,19.04,"LaunchAngle",2007
100,100,"Mathias Gronberg",95,10.82,670.6,62,5.3,17.45,"LaunchAngle",2007
100,100,"Duffy Waldorf",69,10.82,432.92,40,7.07,14.12,"LaunchAngle",2007
104,104,"Matt Hendrix",63,10.75,397.68,37,7.33,13.72,"LaunchAngle",2007
105,105,"Kevin Stadler",95,10.74,547.92,51,5.73,14.18,"LaunchAngle",2007
106,106,"Cameron Beckman",96,10.73,600.76,56,6.22,15.16,"LaunchAngle",2007
107,107,"Michael Boyd",61,10.7,374.52,35,7.98,14.33,"LaunchAngle",2007
108,108,"Bill Haas",93,10.69,566.71,53,6.05,14,"LaunchAngle",2007
109,109,"Davis Love III",66,10.66,458.29,43,8.37,14.03,"LaunchAngle",2007
110,110,"Stewart Cink",91,10.65,692.4,65,6.93,14.68,"LaunchAngle",2007
110,110,"Troy Matteson",87,10.65,585.49,55,7.21,17.97,"LaunchAngle",2007
110,110,"Sean OHair",98,10.65,681.47,64,5.31,14.26,"LaunchAngle",2007
113,113,"Carl Pettersson",111,10.64,808.47,76,8.01,13.56,"LaunchAngle",2007
114,114,"Mathew Goggin",97,10.61,657.89,62,8.02,13.95,"LaunchAngle",2007
115,115,"Kyle Reifers",71,10.59,317.69,30,8.08,13.78,"LaunchAngle",2007
116,116,"Steve Allan",63,10.55,400.79,38,3.01,19.41,"LaunchAngle",2007
117,117,"Jonathan Byrd",73,10.5,514.29,49,6.95,13.9,"LaunchAngle",2007
117,117,"Jason Gore",86,10.5,588.23,56,6.23,14.74,"LaunchAngle",2007
119,119,"Todd Hamilton",76,10.49,430.04,41,7.13,17.08,"LaunchAngle",2007
120,120,"David Branshaw",83,10.45,564.27,54,5.82,14.83,"LaunchAngle",2007
121,121,"Paul Goydos",60,10.44,417.6,40,1.33,13.69,"LaunchAngle",2007
122,122,"Jeff Brehaut",59,10.43,385.81,37,7.76,18.02,"LaunchAngle",2007
122,122,"John Rollins",102,10.43,667.75,64,7.31,13.55,"LaunchAngle",2007
124,124,"Tom Byrum",50,10.33,309.85,30,7.42,13.14,"LaunchAngle",2007
125,125,"Ben Curtis",80,10.31,546.34,53,6.48,14.58,"LaunchAngle",2007
126,126,"Brendon de Jonge",76,10.27,431.53,42,6.52,15.28,"LaunchAngle",2007
126,126,"Paul Gow",70,10.27,441.4,43,4.92,13.45,"LaunchAngle",2007
128,128,"Jason Bohn",57,10.25,358.73,35,7.22,14.42,"LaunchAngle",2007
129,129,"Henrik Stenson",52,10.22,286.25,28,7.61,14.77,"LaunchAngle",2007
130,130,"Ian Poulter",63,10.21,357.28,35,7.63,13.07,"LaunchAngle",2007
131,131,"Fred Funk",65,10.18,417.32,41,6.3,13.96,"LaunchAngle",2007
132,132,"Marco Dawson",73,10.17,427.17,42,6.07,13.55,"LaunchAngle",2007
132,132,"Retief Goosen",50,10.17,274.48,27,3.18,12.96,"LaunchAngle",2007
132,132,"Steve Lowery",74,10.17,508.37,50,6.55,14.48,"LaunchAngle",2007
135,135,"Justin Leonard",95,10.16,670.31,66,6.44,12.53,"LaunchAngle",2007
136,136,"Charley Hoffman",97,10.13,658.26,65,6.4,14.92,"LaunchAngle",2007
136,136,"Jarrod Lyle",77,10.13,486.32,48,6.27,14.8,"LaunchAngle",2007
138,138,"KJ Choi",87,10.12,546.74,54,4.79,15.66,"LaunchAngle",2007
139,139,"Daniel Chopra",106,9.96,677.21,68,5.9,13.47,"LaunchAngle",2007
140,140,"Ryan Moore",92,9.92,615.11,62,6.1,15.18,"LaunchAngle",2007
141,141,"Doug LaBelle II",104,9.91,654.2,66,1.22,14.11,"LaunchAngle",2007
142,142,"Jim Rutledge",59,9.86,266.31,27,7.21,14.06,"LaunchAngle",2007
143,143,"Bob Tway",103,9.85,601.12,61,4.15,15.7,"LaunchAngle",2007
144,144,"Freddie Jacobson",70,9.81,431.8,44,4.21,13.01,"LaunchAngle",2007
145,145,"Lee Janzen",66,9.76,370.86,38,6.32,13.55,"LaunchAngle",2007
145,145,"Will Ma Kenzie",100,9.76,673.76,69,2.21,13.61,"LaunchAngle",2007
147,147,"Stuart Appleby",74,9.74,574.46,59,2.54,13.08,"LaunchAngle",2007
148,148,"Anders Hansen",55,9.65,289.4,30,8.11,11.72,"LaunchAngle",2007
149,149,"JJ Henry",86,9.63,462.23,48,5.8,17.42,"LaunchAngle",2007
150,150,"Chad Campbell",96,9.61,547.85,57,5.18,12.94,"LaunchAngle",2007
151,151,"Woody Austin",95,9.6,633.9,66,6.1,18.97,"LaunchAngle",2007
152,152,"Nick Watney",87,9.53,504.99,53,1.12,17.41,"LaunchAngle",2007
153,153,"Jim Furyk",84,9.52,542.64,57,6.47,13.21,"LaunchAngle",2007
154,154,"Johnson Wagner",97,9.49,550.58,58,3.81,15.83,"LaunchAngle",2007
155,155,"Nathan Green",103,9.4,601.46,64,3.6,17.39,"LaunchAngle",2007
156,156,"Boo Weekley",101,9.33,447.61,48,3,13.73,"LaunchAngle",2007
157,157,"Mike Weir",82,9.32,438.22,47,5.59,12.3,"LaunchAngle",2007
158,158,"Steve Flesch",100,9.31,530.81,57,1.3,17.1,"LaunchAngle",2007
159,159,"Charlie Wi",90,9.28,547.75,59,4.32,14.32,"LaunchAngle",2007
160,160,"Rich Barcelo",80,9.27,435.82,47,3.86,14.14,"LaunchAngle",2007
161,161,"Tag Ridings",52,9.26,240.7,26,5.86,15.45,"LaunchAngle",2007
162,162,"Chris Tidland",59,9.21,396.06,43,5.86,16.69,"LaunchAngle",2007
163,163,"Jose Coceres",50,9.2,349.72,38,1.42,11.68,"LaunchAngle",2007
163,163,"Michael Putnam",96,9.2,423.16,46,3.06,13.4,"LaunchAngle",2007
165,165,"Parker McLachlin",83,9.18,394.59,43,1.35,16.96,"LaunchAngle",2007
166,166,"Rod Pampling",92,9.16,531.04,58,5.42,13.72,"LaunchAngle",2007
167,167,"Bubba Watson",80,9.15,302.05,33,3.61,14.27,"LaunchAngle",2007
168,168,"Chris Riley",59,9.13,301.32,33,4.64,12.14,"LaunchAngle",2007
168,168,"Adam Scott",69,9.13,410.84,45,5.64,11.92,"LaunchAngle",2007
170,170,"Tom Lehman",62,9.11,346.24,38,5.04,12.15,"LaunchAngle",2007
171,171,"Stephen Ames",81,9.08,399.5,44,5.81,14.76,"LaunchAngle",2007
172,172,"Kevin Na",84,8.95,483.09,54,2.29,13.02,"LaunchAngle",2007
173,173,"Pat Perez",84,8.91,320.7,36,5.14,13.76,"LaunchAngle",2007
174,174,"Shaun Micheel",91,8.84,397.6,45,2.63,12.71,"LaunchAngle",2007
175,175,"Brett Wetterich",88,8.73,427.67,49,1.78,14.91,"LaunchAngle",2007
176,176,"Michael Allen",74,8.68,364.6,42,0.4,14.15,"LaunchAngle",2007
177,177,"Chris Couch",76,8.65,467.13,54,4.85,16.39,"LaunchAngle",2007
178,178,"John Senden",97,8.57,531.29,62,3.85,13.23,"LaunchAngle",2007
179,179,"Joe Durant",88,8.46,482.14,57,4.3,11.95,"LaunchAngle",2007
180,180,"George McNeill",95,8.45,464.76,55,2.85,15.68,"LaunchAngle",2007
180,180,"Tiger Woods",63,8.45,278.7,33,3.19,11.11,"LaunchAngle",2007
182,182,"Michael Sim",52,8.33,266.55,32,0.28,15.05,"LaunchAngle",2007
183,183,"Ken Duke",112,8.27,462.92,56,1.28,12.52,"LaunchAngle",2007
183,183,"Lucas Glover",98,8.27,446.61,54,1.57,12.28,"LaunchAngle",2007
183,183,"Rory Sabbatini",81,8.27,363.71,44,3.11,13.6,"LaunchAngle",2007
186,186,"Aaron Baddeley",83,8.19,319.4,39,4.85,10.74,"LaunchAngle",2007
187,187,"Bart Bryant",87,8.14,455.93,56,2.96,12.5,"LaunchAngle",2007
188,188,"Phil Mickelson",73,8.01,240.27,30,1.75,19.24,"LaunchAngle",2007
189,189,"Greg Owen",81,8,336.07,42,1.1,11.2,"LaunchAngle",2007
190,190,"Tim Petrovic",106,7.95,453.1,57,2.17,11.86,"LaunchAngle",2007
191,191,"Trevor Immelman",74,7.93,301.17,38,4.94,10.67,"LaunchAngle",2007
192,192,"Bob Estes",88,7.8,467.99,60,1.38,12.17,"LaunchAngle",2007
193,193,"Charles Howell III",89,7.45,387.3,52,1.9,10.87,"LaunchAngle",2007
194,194,"Sergio Garcia",68,7.28,305.9,42,0.27,13.71,"LaunchAngle",2007
195,195,"Steve Wheatcroft",73,7.18,272.7,38,0.4,12.46,"LaunchAngle",2007
196,196,"Jose Maria Olazabal",52,6.66,173.27,26,3.39,9.93,"LaunchAngle",2007
