"LeftTendency_RANKTHISWEEK_2013","LeftTendency_RANKLASTWEEK_2013","LeftTendency_PLAYERNAME_2013","LeftTendency_EVENTS_2013","LeftTendency_Pct_2013","LeftTendency_NUMBEROFTIMES_2013","LeftTendency_ATTEMPTS_2013","LeftTendency_AVGRTPSCORE_2013","stat_name","year"
26,26,"Bobby Gates",20,42.2,105,249,0.86,"LeftTendency",2013
27,27,"John Huh",28,42.3,137,324,1.75,"LeftTendency",2013
27,27,"Chris Kirk",24,42.3,185,437,0.32,"LeftTendency",2013
29,29,"Ricky Barnes",26,42.4,150,354,1.2,"LeftTendency",2013
30,30,"Justin Bolli",23,42.7,105,246,1.81,"LeftTendency",2013
31,31,"Fabian Gomez",23,42.9,127,296,2.05,"LeftTendency",2013
32,32,"Steve Stricker",13,43.1,56,130,1.07,"LeftTendency",2013
33,33,"Stephen Ames",19,43.3,106,245,2.45,"LeftTendency",2013
34,34,"James Hahn",26,43.5,163,375,2.15,"LeftTendency",2013
35,35,"Freddie Jacobson",19,43.6,112,257,0.27,"LeftTendency",2013
36,36,"Ryan Moore",22,43.7,104,238,1.15,"LeftTendency",2013
37,37,"Brendon de Jonge",30,43.8,190,434,1.37,"LeftTendency",2013
38,38,"Justin Hicks",25,43.9,123,280,2.44,"LeftTendency",2013
38,38,"Jordan Spieth",23,43.9,125,285,0.72,"LeftTendency",2013
38,38,"Nick Watney",26,43.9,159,362,2.26,"LeftTendency",2013
41,41,"John Senden",25,44,143,325,0.84,"LeftTendency",2013
42,42,"Matt Jones",24,44.2,145,328,1.59,"LeftTendency",2013
43,43,"Trevor Immelman",24,44.4,146,329,1.58,"LeftTendency",2013
43,43,"Dicky Pride",23,44.4,127,286,2.2,"LeftTendency",2013
45,45,"Harris English",26,44.5,195,438,1.74,"LeftTendency",2013
45,45,"Bob Estes",18,44.5,137,308,2.12,"LeftTendency",2013
45,45,"Martin Laird",21,44.5,121,272,1.16,"LeftTendency",2013
48,48,"Colt Knost",25,44.9,120,267,3.17,"LeftTendency",2013
49,49,"Sangmoon Bae",26,45,183,407,1.31,"LeftTendency",2013
49,49,"Nicolas Colsaerts",17,45,100,222,1.5,"LeftTendency",2013
51,51,"Tim Herron",15,45.1,125,277,1.6,"LeftTendency",2013
51,51,"Morgan Hoffmann",20,45.1,138,306,1.23,"LeftTendency",2013
53,53,"Kyle Stanley",24,45.3,139,307,1.94,"LeftTendency",2013
53,53,"Michael Thompson",22,45.3,120,265,2.08,"LeftTendency",2013
53,53,"Lee Williams",22,45.3,126,278,2.14,"LeftTendency",2013
56,56,"Rory McIlroy",16,45.9,102,222,0.1,"LeftTendency",2013
57,57,"David Lynn",22,46.1,142,308,1.83,"LeftTendency",2013
58,58,"Charlie Beljan",24,46.2,128,277,2.19,"LeftTendency",2013
58,58,"Ben Kohles",25,46.2,128,277,2.5,"LeftTendency",2013
60,60,"Angel Cabrera",21,46.3,149,322,0.87,"LeftTendency",2013
60,60,"Roberto Castro",29,46.3,169,365,1.01,"LeftTendency",2013
60,60,"Jimmy Walker",24,46.3,216,467,0.56,"LeftTendency",2013
63,63,"Andrew Svoboda",18,46.4,84,181,2.38,"LeftTendency",2013
64,64,"Jeff Overton",24,46.6,198,425,1.97,"LeftTendency",2013
64,64,"Jin Park",20,46.6,88,189,1.48,"LeftTendency",2013
66,66,"Sean OHair",22,46.7,141,302,2.62,"LeftTendency",2013
66,66,"Brian Stuard",25,46.7,141,302,1.56,"LeftTendency",2013
66,66,"Daniel Summerhays",26,46.7,188,403,2.23,"LeftTendency",2013
69,69,"Graeme McDowell",16,47,71,151,1.13,"LeftTendency",2013
70,70,"Brian Gay",24,47.1,160,340,1.31,"LeftTendency",2013
71,71,"Tag Ridings",24,47.2,169,358,1.78,"LeftTendency",2013
72,72,"Tim Clark",20,47.5,85,179,1.53,"LeftTendency",2013
72,72,"Ian Poulter",16,47.5,87,183,0.57,"LeftTendency",2013
74,74,"Charl Schwartzel",19,47.8,132,276,0.91,"LeftTendency",2013
75,75,"Jim Furyk",22,48,122,254,1.97,"LeftTendency",2013
76,76,"Ben Curtis",20,48.1,117,243,2.65,"LeftTendency",2013
77,77,"Ted Potter Jr",22,48.3,117,242,0.68,"LeftTendency",2013
77,77,"Bubba Watson",21,48.3,152,315,0.59,"LeftTendency",2013
79,79,"KJ Choi",24,48.5,128,264,1.25,"LeftTendency",2013
79,79,"Brad Fritsch",24,48.5,189,390,2.59,"LeftTendency",2013
79,79,"Cameron Tringale",24,48.5,184,379,1.03,"LeftTendency",2013
82,82,"Will Claxton",24,48.6,138,284,1.96,"LeftTendency",2013
82,82,"Brian Harman",29,48.6,198,407,2.32,"LeftTendency",2013
82,82,"Jerry Kelly",22,48.6,119,245,0.92,"LeftTendency",2013
82,82,"William McGirt",24,48.6,174,358,1.38,"LeftTendency",2013
82,82,"John Merrick",23,48.6,178,366,1.46,"LeftTendency",2013
82,82,"Cameron Percy",21,48.6,152,313,1.18,"LeftTendency",2013
88,88,"Stewart Cink",22,48.7,148,304,1.28,"LeftTendency",2013
88,88,"Ernie Els",19,48.7,128,263,0.7,"LeftTendency",2013
90,90,"Dustin Johnson",22,48.9,154,315,1.23,"LeftTendency",2013
91,91,"Ben Crane",21,49,142,290,0.42,"LeftTendency",2013
91,91,"YE Yang",19,49,96,196,2.4,"LeftTendency",2013
93,93,"Stuart Appleby",25,49.1,196,399,1.28,"LeftTendency",2013
93,93,"Matt Kuchar",23,49.1,192,391,0.57,"LeftTendency",2013
95,95,"Bud Cauley",24,49.3,149,302,1.61,"LeftTendency",2013
96,96,"Keegan Bradley",25,49.4,166,336,1.33,"LeftTendency",2013
96,96,"Luke Guthrie",27,49.4,174,352,1.61,"LeftTendency",2013
96,96,"Webb Simpson",25,49.4,167,338,1.38,"LeftTendency",2013
96,96,"Brendan Steele",26,49.4,198,401,2.27,"LeftTendency",2013
100,100,"Rory Sabbatini",27,49.5,197,398,1.37,"LeftTendency",2013
101,101,"Jim Herman",19,49.6,112,226,1.61,"LeftTendency",2013
101,101,"Troy Matteson",24,49.6,166,335,1.81,"LeftTendency",2013
101,101,"Ryan Palmer",22,49.6,191,385,1.15,"LeftTendency",2013
104,104,"Graham DeLaet",26,49.7,176,354,0.23,"LeftTendency",2013
105,105,"Brandt Jobe",19,49.8,124,249,0.89,"LeftTendency",2013
105,105,"David Lingmerth",23,49.8,132,265,1.21,"LeftTendency",2013
105,105,"Eric Meierdierks",19,49.8,109,219,2.11,"LeftTendency",2013
105,105,"Brandt Snedeker",23,49.8,148,297,0.14,"LeftTendency",2013
105,105,"Bo Van Pelt",22,49.8,129,259,1.71,"LeftTendency",2013
110,110,"Martin Kaymer",17,50,103,206,1.36,"LeftTendency",2013
110,110,"Pat Perez",22,50,165,330,1.82,"LeftTendency",2013
110,110,"Alistair Presnell",23,50,131,262,2.82,"LeftTendency",2013
113,113,"Tommy Gainey",28,50.2,222,442,2.12,"LeftTendency",2013
113,113,"Geoff Ogilvy",19,50.2,114,227,2.63,"LeftTendency",2013
113,113,"Kevin Streelman",25,50.2,152,303,0.79,"LeftTendency",2013
116,116,"Padraig Harrington",17,50.3,92,183,2.5,"LeftTendency",2013
116,116,"Gary Woodland",26,50.3,231,459,1.6,"LeftTendency",2013
118,118,"Vijay Singh",19,50.4,129,256,1.47,"LeftTendency",2013
119,119,"Billy Horschel",26,50.5,200,396,1.3,"LeftTendency",2013
119,119,"Adam Scott",16,50.5,110,218,1.18,"LeftTendency",2013
119,119,"Boo Weekley",27,50.5,190,376,2.11,"LeftTendency",2013
122,122,"Matt Every",28,50.6,222,439,0.95,"LeftTendency",2013
123,123,"Robert Karlsson",18,50.7,103,203,1.17,"LeftTendency",2013
123,123,"Camilo Villegas",23,50.7,181,357,1.88,"LeftTendency",2013
125,125,"Jason Dufner",22,50.9,148,291,0.47,"LeftTendency",2013
126,126,"Justin Rose",17,51.1,115,225,0.26,"LeftTendency",2013
127,127,"Peter Hanson",15,51.2,105,205,1.71,"LeftTendency",2013
128,128,"Jason Day",21,51.3,173,337,0.69,"LeftTendency",2013
128,128,"Zach Johnson",24,51.3,139,271,1.87,"LeftTendency",2013
130,130,"Erik Compton",24,51.4,189,368,1.38,"LeftTendency",2013
130,130,"Patrick Reed",26,51.4,224,436,0.54,"LeftTendency",2013
130,130,"Scott Stallings",27,51.4,178,346,2.36,"LeftTendency",2013
133,133,"Justin Leonard",24,51.5,187,363,2.19,"LeftTendency",2013
134,134,"Robert Garrigus",22,51.6,145,281,1.45,"LeftTendency",2013
134,134,"Vaughn Taylor",16,51.6,99,192,2.83,"LeftTendency",2013
136,136,"Rickie Fowler",22,51.9,154,297,1.49,"LeftTendency",2013
137,137,"Kevin Chappell",24,52,178,342,1.24,"LeftTendency",2013
137,137,"Seung Yul Noh",25,52,199,383,1.91,"LeftTendency",2013
139,139,"Jason Bohn",23,52.1,160,307,2.13,"LeftTendency",2013
139,139,"Doug LaBelle II",23,52.1,134,257,2.46,"LeftTendency",2013
141,141,"DJ Trahan",16,52.2,97,186,0.62,"LeftTendency",2013
142,142,"David Toms",16,52.3,80,153,1.75,"LeftTendency",2013
143,143,"Aaron Baddeley",24,52.5,201,383,1.39,"LeftTendency",2013
144,144,"Richard Lee",24,52.8,172,326,1.98,"LeftTendency",2013
145,145,"Chad Campbell",25,53,202,381,1.93,"LeftTendency",2013
145,145,"Lee Westwood",19,53,131,247,1.22,"LeftTendency",2013
147,147,"Bill Haas",25,53.1,182,343,0.22,"LeftTendency",2013
148,148,"Steven Bowditch",22,53.3,185,347,1.24,"LeftTendency",2013
148,148,"Charley Hoffman",23,53.3,204,383,1.23,"LeftTendency",2013
150,150,"Jonas Blixt",24,53.4,198,371,1.87,"LeftTendency",2013
150,150,"Jason Kokrak",25,53.4,226,423,0.71,"LeftTendency",2013
152,152,"Tom Gillis",22,53.5,154,288,2.08,"LeftTendency",2013
152,152,"Henrik Norlander",22,53.5,169,316,2.01,"LeftTendency",2013
152,152,"Andres Romero",21,53.5,153,286,1.57,"LeftTendency",2013
155,155,"Chris Stroud",26,53.6,210,392,1.33,"LeftTendency",2013
156,156,"James Driscoll",23,53.7,209,389,1.53,"LeftTendency",2013
157,157,"Greg Owen",24,53.9,194,360,2.53,"LeftTendency",2013
158,158,"Chez Reavie",22,54,148,274,2.16,"LeftTendency",2013
159,159,"Lucas Glover",23,54.1,144,266,2.08,"LeftTendency",2013
160,160,"Carl Pettersson",24,54.3,182,335,2.91,"LeftTendency",2013
161,161,"Martin Flores",25,54.6,260,476,1.81,"LeftTendency",2013
161,161,"Nicholas Thompson",29,54.6,220,403,1.45,"LeftTendency",2013
163,163,"DA Points",28,54.7,181,331,1.66,"LeftTendency",2013
164,164,"Casey Wittenberg",27,55,208,378,1.92,"LeftTendency",2013
165,165,"Brian Davis",28,55.9,194,347,1.49,"LeftTendency",2013
166,166,"Henrik Stenson",18,56.2,91,162,1.54,"LeftTendency",2013
167,167,"Luke Donald",17,56.5,134,237,1.42,"LeftTendency",2013
168,168,"Ryo Ishikawa",23,56.6,185,327,1.84,"LeftTendency",2013
169,169,"Jeff Maggert",21,56.9,144,253,2.71,"LeftTendency",2013
170,170,"Robert Streb",25,57.1,185,324,1.62,"LeftTendency",2013
170,170,"Johnson Wagner",24,57.1,168,294,2.32,"LeftTendency",2013
172,172,"Phil Mickelson",21,57.4,183,319,0.98,"LeftTendency",2013
173,173,"Shawn Stefani",21,57.6,179,311,2.07,"LeftTendency",2013
174,174,"Luke List",24,58.6,212,362,1.6,"LeftTendency",2013
174,174,"Kevin Stadler",25,58.6,197,336,0.96,"LeftTendency",2013
176,176,"Robert Allenby",24,58.7,175,298,2.29,"LeftTendency",2013
177,177,"Sergio Garcia",17,58.8,143,243,0.56,"LeftTendency",2013
178,178,"JJ Henry",26,59.4,205,345,1.9,"LeftTendency",2013
179,179,"Michael Bradley",21,60.8,158,260,2.28,"LeftTendency",2013
180,180,"Russell Henley",24,62.9,193,307,1.4,"LeftTendency",2013
