"TotalHoleOuts_RANKTHISWEEK_2008","TotalHoleOuts_RANKLASTWEEK_2008","TotalHoleOuts_PLAYERNAME_2008","TotalHoleOuts_ROUNDS_2008","TotalHoleOuts_HOLEOUTS_2008","stat_name","year"
33,33,"Ryuji Imada",80,13,"TotalHoleOuts",2008
33,33,"Trevor Immelman",70,13,"TotalHoleOuts",2008
33,33,"Richard Johnson",77,13,"TotalHoleOuts",2008
33,33,"Dustin Johnson",92,13,"TotalHoleOuts",2008
33,33,"Frank Lickliter II",107,13,"TotalHoleOuts",2008
33,33,"Billy Mayfair",103,13,"TotalHoleOuts",2008
33,33,"Parker McLachlin",88,13,"TotalHoleOuts",2008
33,33,"Kevin Na",97,13,"TotalHoleOuts",2008
33,33,"Jeff Overton",103,13,"TotalHoleOuts",2008
33,33,"Jeff Quinney",87,13,"TotalHoleOuts",2008
33,33,"Chez Reavie",102,13,"TotalHoleOuts",2008
33,33,"Patrick Sheehan",124,13,"TotalHoleOuts",2008
33,33,"DJ Trahan",94,13,"TotalHoleOuts",2008
33,33,"Dean Wilson",109,13,"TotalHoleOuts",2008
49,49,"Eric Axley",113,12,"TotalHoleOuts",2008
49,49,"Jonathan Byrd",88,12,"TotalHoleOuts",2008
49,49,"Daniel Chopra",84,12,"TotalHoleOuts",2008
49,49,"Ken Duke",116,12,"TotalHoleOuts",2008
49,49,"Bob Estes",90,12,"TotalHoleOuts",2008
49,49,"Nick Flanagan",89,12,"TotalHoleOuts",2008
49,49,"Lee Janzen",89,12,"TotalHoleOuts",2008
49,49,"Martin Laird",98,12,"TotalHoleOuts",2008
49,49,"Steve Lowery",74,12,"TotalHoleOuts",2008
49,49,"Rod Pampling",83,12,"TotalHoleOuts",2008
49,49,"Pat Perez",93,12,"TotalHoleOuts",2008
49,49,"Rory Sabbatini",77,12,"TotalHoleOuts",2008
49,49,"Vijay Singh",82,12,"TotalHoleOuts",2008
49,49,"Scott Sterling",89,12,"TotalHoleOuts",2008
49,49,"Marc Turnesa",87,12,"TotalHoleOuts",2008
49,49,"Omar Uresti",74,12,"TotalHoleOuts",2008
49,49,"Scott Verplank",82,12,"TotalHoleOuts",2008
49,49,"Nick Watney",96,12,"TotalHoleOuts",2008
67,67,"Stephen Ames",83,11,"TotalHoleOuts",2008
67,67,"Cameron Beckman",87,11,"TotalHoleOuts",2008
67,67,"Todd Demsey",80,11,"TotalHoleOuts",2008
67,67,"JJ Henry",108,11,"TotalHoleOuts",2008
67,67,"Mark Hensby",71,11,"TotalHoleOuts",2008
67,67,"Charles Howell III",101,11,"TotalHoleOuts",2008
67,67,"Matt Kuchar",88,11,"TotalHoleOuts",2008
67,67,"Justin Leonard",101,11,"TotalHoleOuts",2008
67,67,"Jon Mills",95,11,"TotalHoleOuts",2008
67,67,"Heath Slocum",104,11,"TotalHoleOuts",2008
67,67,"Kevin Sutherland",98,11,"TotalHoleOuts",2008
67,67,"Vaughn Taylor",103,11,"TotalHoleOuts",2008
67,67,"Mark Wilson",107,11,"TotalHoleOuts",2008
80,80,"Robert Allenby",108,10,"TotalHoleOuts",2008
80,80,"Rich Beem",90,10,"TotalHoleOuts",2008
80,80,"Chad Campbell",94,10,"TotalHoleOuts",2008
80,80,"Stewart Cink",87,10,"TotalHoleOuts",2008
80,80,"Ben Curtis",80,10,"TotalHoleOuts",2008
80,80,"Glen Day",64,10,"TotalHoleOuts",2008
80,80,"Mathias Gronberg",87,10,"TotalHoleOuts",2008
80,80,"Bill Haas",99,10,"TotalHoleOuts",2008
80,80,"Matt Jones",95,10,"TotalHoleOuts",2008
80,80,"Jerry Kelly",89,10,"TotalHoleOuts",2008
80,80,"David Lutterus",59,10,"TotalHoleOuts",2008
80,80,"Troy Matteson",94,10,"TotalHoleOuts",2008
80,80,"Brett Rumford",72,10,"TotalHoleOuts",2008
80,80,"Brandt Snedeker",85,10,"TotalHoleOuts",2008
80,80,"Chris Stroud",81,10,"TotalHoleOuts",2008
80,80,"Charles Warren",79,10,"TotalHoleOuts",2008
80,80,"Mike Weir",88,10,"TotalHoleOuts",2008
80,80,"Tim Wilkinson",95,10,"TotalHoleOuts",2008
98,98,"Stuart Appleby",87,9,"TotalHoleOuts",2008
98,98,"Bart Bryant",81,9,"TotalHoleOuts",2008
98,98,"Chad Collins",72,9,"TotalHoleOuts",2008
98,98,"Ben Crane",86,9,"TotalHoleOuts",2008
98,98,"Brian Gay",102,9,"TotalHoleOuts",2008
98,98,"Charley Hoffman",94,9,"TotalHoleOuts",2008
98,98,"Freddie Jacobson",78,9,"TotalHoleOuts",2008
98,98,"Zach Johnson",85,9,"TotalHoleOuts",2008
98,98,"Anthony Kim",81,9,"TotalHoleOuts",2008
98,98,"Cliff Kresge",84,9,"TotalHoleOuts",2008
98,98,"Shigeki Maruyama",50,9,"TotalHoleOuts",2008
98,98,"Sean OHair",81,9,"TotalHoleOuts",2008
98,98,"Tag Ridings",88,9,"TotalHoleOuts",2008
98,98,"Bob Sowards",61,9,"TotalHoleOuts",2008
98,98,"Bo Van Pelt",101,9,"TotalHoleOuts",2008
98,98,"Boo Weekley",86,9,"TotalHoleOuts",2008
98,98,"YE Yang",89,9,"TotalHoleOuts",2008
115,115,"Woody Austin",109,8,"TotalHoleOuts",2008
115,115,"Gavin Coles",54,8,"TotalHoleOuts",2008
115,115,"Chris DiMarco",87,8,"TotalHoleOuts",2008
115,115,"Joe Durant",92,8,"TotalHoleOuts",2008
115,115,"Steve Elkington",84,8,"TotalHoleOuts",2008
115,115,"Ernie Els",51,8,"TotalHoleOuts",2008
115,115,"Jim Furyk",95,8,"TotalHoleOuts",2008
115,115,"Lucas Glover",91,8,"TotalHoleOuts",2008
115,115,"Retief Goosen",59,8,"TotalHoleOuts",2008
115,115,"Todd Hamilton",92,8,"TotalHoleOuts",2008
115,115,"JB Holmes",86,8,"TotalHoleOuts",2008
115,115,"Jim McGovern",75,8,"TotalHoleOuts",2008
115,115,"George McNeill",97,8,"TotalHoleOuts",2008
115,115,"Rocco Mediate",87,8,"TotalHoleOuts",2008
115,115,"Jin Park",85,8,"TotalHoleOuts",2008
115,115,"Corey Pavin",69,8,"TotalHoleOuts",2008
115,115,"Jimmy Walker",73,8,"TotalHoleOuts",2008
115,115,"Bubba Watson",97,8,"TotalHoleOuts",2008
133,133,"Steve Allan",58,7,"TotalHoleOuts",2008
133,133,"Aaron Baddeley",76,7,"TotalHoleOuts",2008
133,133,"Alejandro Canizares",52,7,"TotalHoleOuts",2008
133,133,"Marco Dawson",64,7,"TotalHoleOuts",2008
133,133,"James Driscoll",85,7,"TotalHoleOuts",2008
133,133,"David Duval",51,7,"TotalHoleOuts",2008
133,133,"Jason Gore",94,7,"TotalHoleOuts",2008
133,133,"Will Ma Kenzie",62,7,"TotalHoleOuts",2008
133,133,"Scott McCarron",63,7,"TotalHoleOuts",2008
133,133,"Brenden Pappas",66,7,"TotalHoleOuts",2008
133,133,"Ian Poulter",51,7,"TotalHoleOuts",2008
133,133,"Ted Purdy",68,7,"TotalHoleOuts",2008
146,146,"Jason Allred",63,6,"TotalHoleOuts",2008
146,146,"Tommy Armour III",77,6,"TotalHoleOuts",2008
146,146,"Olin Browne",77,6,"TotalHoleOuts",2008
146,146,"Angel Cabrera",55,6,"TotalHoleOuts",2008
146,146,"Paul Claxton",63,6,"TotalHoleOuts",2008
146,146,"Fred Couples",60,6,"TotalHoleOuts",2008
146,146,"Brad Elder",67,6,"TotalHoleOuts",2008
146,146,"Paul Goydos",78,6,"TotalHoleOuts",2008
146,146,"Padraig Harrington",52,6,"TotalHoleOuts",2008
146,146,"Dudley Hart",74,6,"TotalHoleOuts",2008
146,146,"JP Hayes",67,6,"TotalHoleOuts",2008
146,146,"Greg Kraft",63,6,"TotalHoleOuts",2008
146,146,"Tom Lehman",51,6,"TotalHoleOuts",2008
146,146,"Peter Lonard",92,6,"TotalHoleOuts",2008
146,146,"Davis Love III",78,6,"TotalHoleOuts",2008
146,146,"Jeff Maggert",86,6,"TotalHoleOuts",2008
146,146,"Hunter Mahan",87,6,"TotalHoleOuts",2008
146,146,"Ryan Palmer",69,6,"TotalHoleOuts",2008
146,146,"Chris Riley",51,6,"TotalHoleOuts",2008
146,146,"Kyle Thompson",70,6,"TotalHoleOuts",2008
146,146,"David Toms",70,6,"TotalHoleOuts",2008
146,146,"Bob Tway",70,6,"TotalHoleOuts",2008
146,146,"Camilo Villegas",79,6,"TotalHoleOuts",2008
146,146,"Ron Whittaker",54,6,"TotalHoleOuts",2008
146,146,"Charlie Wi",97,6,"TotalHoleOuts",2008
171,171,"Justin Bolli",87,5,"TotalHoleOuts",2008
171,171,"Alex Cejka",75,5,"TotalHoleOuts",2008
171,171,"KJ Choi",74,5,"TotalHoleOuts",2008
171,171,"Kenneth Ferrie",72,5,"TotalHoleOuts",2008
171,171,"Cody Freeman",66,5,"TotalHoleOuts",2008
171,171,"Tommy Gainey",60,5,"TotalHoleOuts",2008
171,171,"Sergio Garcia",72,5,"TotalHoleOuts",2008
171,171,"John Huston",56,5,"TotalHoleOuts",2008
171,171,"Kent Jones",68,5,"TotalHoleOuts",2008
171,171,"Michael Letzig",88,5,"TotalHoleOuts",2008
171,171,"Nick OHern",82,5,"TotalHoleOuts",2008
182,182,"Harrison Frazar",73,4,"TotalHoleOuts",2008
182,182,"Jeff Gove",50,4,"TotalHoleOuts",2008
182,182,"Brandt Jobe",52,4,"TotalHoleOuts",2008
182,182,"Stephen Leaney",53,4,"TotalHoleOuts",2008
182,182,"John Merrick",98,4,"TotalHoleOuts",2008
182,182,"Phil Mickelson",80,4,"TotalHoleOuts",2008
182,182,"Geoff Ogilvy",65,4,"TotalHoleOuts",2008
182,182,"John Riegger",73,4,"TotalHoleOuts",2008
190,190,"Paul Casey",55,3,"TotalHoleOuts",2008
190,190,"Robert Gamez",79,3,"TotalHoleOuts",2008
190,190,"Craig Kanada",65,3,"TotalHoleOuts",2008
190,190,"Travis Perkins",53,3,"TotalHoleOuts",2008
190,190,"Tom Scherrer",56,3,"TotalHoleOuts",2008
195,195,"Doug LaBelle II",65,2,"TotalHoleOuts",2008
195,195,"Ryan Moore",72,2,"TotalHoleOuts",2008
195,195,"Adam Scott",51,2,"TotalHoleOuts",2008
