"SandSavesfrom_RANKTHISWEEK_2008","SandSavesfrom_RANKLASTWEEK_2008","SandSavesfrom_PLAYERNAME_2008","SandSavesfrom_ROUNDS_2008","SandSavesfrom_Pct_2008","SandSavesfrom_OFSAVES_2008","SandSavesfrom_OFBUNKERS_2008","stat_name","year"
57,57,"Will Ma Kenzie",62,71.43,5,7,"SandSavesfrom",2008
57,57,"Kevin Na",97,71.43,10,14,"SandSavesfrom",2008
57,57,"Brenden Pappas",66,71.43,5,7,"SandSavesfrom",2008
57,57,"Scott Sterling",89,71.43,5,7,"SandSavesfrom",2008
65,65,"Harrison Frazar",73,70,7,10,"SandSavesfrom",2008
65,65,"Brian Gay",102,70,7,10,"SandSavesfrom",2008
65,65,"Nathan Green",95,70,7,10,"SandSavesfrom",2008
65,65,"Jeff Overton",103,70,7,10,"SandSavesfrom",2008
69,69,"Stephen Ames",83,66.67,4,6,"SandSavesfrom",2008
69,69,"Carlos Franco",73,66.67,2,3,"SandSavesfrom",2008
69,69,"Mathew Goggin",91,66.67,8,12,"SandSavesfrom",2008
69,69,"Tom Lehman",51,66.67,2,3,"SandSavesfrom",2008
69,69,"Jon Mills",95,66.67,8,12,"SandSavesfrom",2008
69,69,"Ryan Moore",72,66.67,4,6,"SandSavesfrom",2008
69,69,"Sean OHair",81,66.67,6,9,"SandSavesfrom",2008
69,69,"Chris Riley",51,66.67,4,6,"SandSavesfrom",2008
69,69,"Rory Sabbatini",77,66.67,6,9,"SandSavesfrom",2008
69,69,"Vijay Singh",82,66.67,6,9,"SandSavesfrom",2008
69,69,"DJ Trahan",94,66.67,6,9,"SandSavesfrom",2008
80,80,"Bob Estes",90,63.64,7,11,"SandSavesfrom",2008
80,80,"Cody Freeman",66,63.64,7,11,"SandSavesfrom",2008
80,80,"Jeff Maggert",86,63.64,7,11,"SandSavesfrom",2008
80,80,"Marc Turnesa",87,63.64,7,11,"SandSavesfrom",2008
80,80,"Tim Wilkinson",95,63.64,7,11,"SandSavesfrom",2008
85,85,"Jonathan Byrd",88,62.5,5,8,"SandSavesfrom",2008
85,85,"Mark Calcavecchia",67,62.5,5,8,"SandSavesfrom",2008
85,85,"Alex Cejka",75,62.5,10,16,"SandSavesfrom",2008
85,85,"JJ Henry",108,62.5,5,8,"SandSavesfrom",2008
85,85,"Matt Kuchar",88,62.5,5,8,"SandSavesfrom",2008
85,85,"Hunter Mahan",87,62.5,5,8,"SandSavesfrom",2008
85,85,"George McNeill",97,62.5,10,16,"SandSavesfrom",2008
92,92,"Joe Ogilvie",100,61.54,8,13,"SandSavesfrom",2008
92,92,"Jin Park",85,61.54,8,13,"SandSavesfrom",2008
92,92,"Tim Petrovic",97,61.54,8,13,"SandSavesfrom",2008
95,95,"Steve Allan",58,60,3,5,"SandSavesfrom",2008
95,95,"Woody Austin",109,60,6,10,"SandSavesfrom",2008
95,95,"Chad Campbell",94,60,6,10,"SandSavesfrom",2008
95,95,"Paul Claxton",63,60,3,5,"SandSavesfrom",2008
95,95,"Bill Haas",99,60,6,10,"SandSavesfrom",2008
95,95,"Todd Hamilton",92,60,3,5,"SandSavesfrom",2008
95,95,"JP Hayes",67,60,3,5,"SandSavesfrom",2008
95,95,"Lee Janzen",89,60,3,5,"SandSavesfrom",2008
95,95,"Kent Jones",68,60,6,10,"SandSavesfrom",2008
95,95,"Matt Jones",95,60,6,10,"SandSavesfrom",2008
95,95,"Jerry Kelly",89,60,3,5,"SandSavesfrom",2008
95,95,"Shigeki Maruyama",50,60,3,5,"SandSavesfrom",2008
95,95,"Jim McGovern",75,60,3,5,"SandSavesfrom",2008
95,95,"Kevin Streelman",114,60,6,10,"SandSavesfrom",2008
95,95,"Steve Stricker",75,60,3,5,"SandSavesfrom",2008
95,95,"Scott Verplank",82,60,6,10,"SandSavesfrom",2008
111,111,"Marco Dawson",64,58.33,7,12,"SandSavesfrom",2008
111,111,"Chris DiMarco",87,58.33,7,12,"SandSavesfrom",2008
111,111,"Michael Letzig",88,58.33,7,12,"SandSavesfrom",2008
111,111,"Vaughn Taylor",103,58.33,7,12,"SandSavesfrom",2008
115,115,"Lucas Glover",91,57.14,8,14,"SandSavesfrom",2008
115,115,"Zach Johnson",85,57.14,4,7,"SandSavesfrom",2008
115,115,"Billy Mayfair",103,57.14,8,14,"SandSavesfrom",2008
115,115,"Bo Van Pelt",101,57.14,4,7,"SandSavesfrom",2008
119,119,"KJ Choi",74,55.56,5,9,"SandSavesfrom",2008
119,119,"Jason Gore",94,55.56,5,9,"SandSavesfrom",2008
119,119,"Dustin Johnson",92,55.56,5,9,"SandSavesfrom",2008
119,119,"Ryan Palmer",69,55.56,5,9,"SandSavesfrom",2008
119,119,"Ian Poulter",51,55.56,5,9,"SandSavesfrom",2008
119,119,"Brett Quigley",80,55.56,5,9,"SandSavesfrom",2008
125,125,"David Lutterus",59,54.55,6,11,"SandSavesfrom",2008
125,125,"Heath Slocum",104,54.55,6,11,"SandSavesfrom",2008
125,125,"Charlie Wi",97,54.55,6,11,"SandSavesfrom",2008
128,128,"Rocco Mediate",87,53.85,7,13,"SandSavesfrom",2008
129,129,"Steve Lowery",74,53.33,8,15,"SandSavesfrom",2008
130,130,"Jimmy Walker",73,52.94,9,17,"SandSavesfrom",2008
131,131,"Cameron Beckman",87,50,5,10,"SandSavesfrom",2008
131,131,"Tim Clark",90,50,4,8,"SandSavesfrom",2008
131,131,"Fred Couples",60,50,3,6,"SandSavesfrom",2008
131,131,"Glen Day",64,50,3,6,"SandSavesfrom",2008
131,131,"James Driscoll",85,50,6,12,"SandSavesfrom",2008
131,131,"David Duval",51,50,1,2,"SandSavesfrom",2008
131,131,"Kenneth Ferrie",72,50,5,10,"SandSavesfrom",2008
131,131,"Tommy Gainey",60,50,1,2,"SandSavesfrom",2008
131,131,"Mathias Gronberg",87,50,4,8,"SandSavesfrom",2008
131,131,"Charley Hoffman",94,50,7,14,"SandSavesfrom",2008
131,131,"Charles Howell III",101,50,3,6,"SandSavesfrom",2008
131,131,"Trevor Immelman",70,50,2,4,"SandSavesfrom",2008
131,131,"Greg Kraft",63,50,4,8,"SandSavesfrom",2008
131,131,"Doug LaBelle II",65,50,2,4,"SandSavesfrom",2008
131,131,"Martin Laird",98,50,4,8,"SandSavesfrom",2008
131,131,"Frank Lickliter II",107,50,6,12,"SandSavesfrom",2008
131,131,"Peter Lonard",92,50,5,10,"SandSavesfrom",2008
131,131,"Davis Love III",78,50,3,6,"SandSavesfrom",2008
131,131,"Troy Matteson",94,50,5,10,"SandSavesfrom",2008
131,131,"Parker McLachlin",88,50,6,12,"SandSavesfrom",2008
131,131,"Nick OHern",82,50,2,4,"SandSavesfrom",2008
131,131,"Travis Perkins",53,50,3,6,"SandSavesfrom",2008
131,131,"Adam Scott",51,50,3,6,"SandSavesfrom",2008
131,131,"Kyle Thompson",70,50,4,8,"SandSavesfrom",2008
131,131,"David Toms",70,50,4,8,"SandSavesfrom",2008
131,131,"Bob Tway",70,50,1,2,"SandSavesfrom",2008
131,131,"Ron Whittaker",54,50,2,4,"SandSavesfrom",2008
158,158,"Tom Pernice Jr",104,46.15,6,13,"SandSavesfrom",2008
158,158,"John Rollins",94,46.15,6,13,"SandSavesfrom",2008
160,160,"Eric Axley",113,44.44,4,9,"SandSavesfrom",2008
160,160,"Jason Day",81,44.44,4,9,"SandSavesfrom",2008
160,160,"Cliff Kresge",84,44.44,4,9,"SandSavesfrom",2008
160,160,"John Merrick",98,44.44,4,9,"SandSavesfrom",2008
160,160,"Kenny Perry",97,44.44,4,9,"SandSavesfrom",2008
160,160,"Andres Romero",69,44.44,4,9,"SandSavesfrom",2008
166,166,"Patrick Sheehan",124,42.86,6,14,"SandSavesfrom",2008
166,166,"Omar Uresti",74,42.86,3,7,"SandSavesfrom",2008
166,166,"Johnson Wagner",83,42.86,6,14,"SandSavesfrom",2008
169,169,"Steve Elkington",84,41.67,5,12,"SandSavesfrom",2008
169,169,"Chez Reavie",102,41.67,5,12,"SandSavesfrom",2008
171,171,"Ernie Els",51,40,2,5,"SandSavesfrom",2008
171,171,"Nick Flanagan",89,40,2,5,"SandSavesfrom",2008
171,171,"Robert Gamez",79,40,2,5,"SandSavesfrom",2008
171,171,"Padraig Harrington",52,40,2,5,"SandSavesfrom",2008
171,171,"Brandt Snedeker",85,40,4,10,"SandSavesfrom",2008
171,171,"Bob Sowards",61,40,4,10,"SandSavesfrom",2008
171,171,"Nick Watney",96,40,4,10,"SandSavesfrom",2008
171,171,"Jay Williamson",96,40,2,5,"SandSavesfrom",2008
179,179,"Brad Adamonis",87,37.5,3,8,"SandSavesfrom",2008
179,179,"Mark Hensby",71,37.5,3,8,"SandSavesfrom",2008
179,179,"Tim Herron",97,37.5,3,8,"SandSavesfrom",2008
182,182,"Ryan Armour",87,36.36,4,11,"SandSavesfrom",2008
183,183,"Justin Bolli",87,33.33,2,6,"SandSavesfrom",2008
183,183,"Dean Wilson",109,33.33,2,6,"SandSavesfrom",2008
185,185,"Robert Garrigus",90,31.58,6,19,"SandSavesfrom",2008
185,185,"Carl Pettersson",110,31.58,6,19,"SandSavesfrom",2008
187,187,"Billy Andrade",71,30.77,4,13,"SandSavesfrom",2008
188,188,"Joe Durant",92,30,3,10,"SandSavesfrom",2008
189,189,"Tommy Armour III",77,28.57,2,7,"SandSavesfrom",2008
189,189,"Paul Casey",55,28.57,2,7,"SandSavesfrom",2008
189,189,"Charles Warren",79,28.57,4,14,"SandSavesfrom",2008
189,189,"Mark Wilson",107,28.57,2,7,"SandSavesfrom",2008
193,193,"Brandt Jobe",52,25,1,4,"SandSavesfrom",2008
193,193,"Scott McCarron",63,25,1,4,"SandSavesfrom",2008
195,195,"Steve Flesch",95,23.08,3,13,"SandSavesfrom",2008
196,196,"Steve Marino",119,22.22,2,9,"SandSavesfrom",2008
197,197,"YE Yang",89,16.67,1,6,"SandSavesfrom",2008
