"ScoringAverage_RANKTHISWEEK_2005","ScoringAverage_RANKLASTWEEK_2005","ScoringAverage_PLAYERNAME_2005","ScoringAverage_ROUNDS_2005","ScoringAverage_AVG_2005","ScoringAverage_TOTALSTROKES_2005","ScoringAverage_TOTALADJUSTMENT_2005","ScoringAverage_TOTALROUNDS_2005","stat_name","year"
22,22,"Chad Campbell",95,70.295,6502,NA,92,"ScoringAverage",2005
23,23,"Arron Oberholser",65,70.317,4453,NA,63,"ScoringAverage",2005
24,24,"Stewart Cink",98,70.32,6356,NA,90,"ScoringAverage",2005
25,25,"Steve Elkington",67,70.321,4733,NA,67,"ScoringAverage",2005
26,26,"Billy Mayfair",114,70.335,7740,NA,110,"ScoringAverage",2005
27,27,"Geoff Ogilvy",97,70.365,6557,NA,93,"ScoringAverage",2005
28,28,"Charles Howell III",95,70.367,6365,NA,90,"ScoringAverage",2005
29,29,"Fred Funk",102,70.375,7160,NA,101,"ScoringAverage",2005
30,30,"Zach Johnson",96,70.38,6727,NA,95,"ScoringAverage",2005
31,31,"Arjun Atwal",65,70.4,4576,0.001,65,"ScoringAverage",2005
32,32,"Chris DiMarco",83,70.405,5308,NA,75,"ScoringAverage",2005
33,33,"Brandt Jobe",96,70.43,6507,NA,92,"ScoringAverage",2005
34,34,"KJ Choi",78,70.439,5192,NA,73,"ScoringAverage",2005
35,35,"Jason Bohn",91,70.475,6410,3.199,91,"ScoringAverage",2005
36,36,"Mark Calcavecchia",92,70.49,6368,NA,90,"ScoringAverage",2005
37,37,"Fred Couples",72,70.502,4824,NA,68,"ScoringAverage",2005
38,38,"Richard Johnson",50,70.504,3514,11.186,50,"ScoringAverage",2005
39,39,"Bernhard Langer",67,70.506,4763,NA,67,"ScoringAverage",2005
40,40,"Stephen Ames",82,70.507,5626,NA,79,"ScoringAverage",2005
41,41,"Justin Rose",99,70.514,6696,2.795,95,"ScoringAverage",2005
42,42,"Stuart Appleby",84,70.543,5666,NA,80,"ScoringAverage",2005
43,43,"Brad Faxon",75,70.57,5037,NA,71,"ScoringAverage",2005
44,44,"Dudley Hart",84,70.59,5925,4.53,84,"ScoringAverage",2005
45,45,"Jerry Kelly",101,70.594,7028,NA,99,"ScoringAverage",2005
46,46,"Sean OHair",103,70.613,7014,NA,99,"ScoringAverage",2005
47,47,"Rod Pampling",89,70.634,5977,NA,84,"ScoringAverage",2005
48,48,"Tom Pernice Jr",111,70.637,7592,NA,107,"ScoringAverage",2005
49,49,"Tom Lehman",69,70.639,4762,NA,67,"ScoringAverage",2005
50,50,"Lee Westwood",50,70.657,3448,NA,48,"ScoringAverage",2005
51,51,"Bob Tway",87,70.662,5874,NA,83,"ScoringAverage",2005
52,52,"Kevin Sutherland",89,70.679,6151,NA,87,"ScoringAverage",2005
53,53,"John Senden",101,70.688,6989,9.144,99,"ScoringAverage",2005
54,54,"Olin Browne",99,70.691,6691,24.619,95,"ScoringAverage",2005
55,55,"Mathias Gronberg",60,70.714,4095,6.403,58,"ScoringAverage",2005
56,56,"Corey Pavin",77,70.721,5169,NA,73,"ScoringAverage",2005
57,57,"Woody Austin",100,70.725,7094,NA,100,"ScoringAverage",2005
58,58,"Brett Quigley",96,70.731,6518,NA,92,"ScoringAverage",2005
59,59,"Heath Slocum",103,70.733,6985,17.532,99,"ScoringAverage",2005
60,60,"Jesper Parnevik",84,70.742,5829,NA,82,"ScoringAverage",2005
61,61,"Rory Sabbatini",81,70.748,5570,NA,78,"ScoringAverage",2005
62,62,"JL Lewis",98,70.757,6958,NA,98,"ScoringAverage",2005
63,63,"Vaughn Taylor",99,70.765,7005,0.763,99,"ScoringAverage",2005
64,64,"Robert Allenby",95,70.766,6309,NA,89,"ScoringAverage",2005
65,65,"Bo Van Pelt",112,70.767,7915,10.921,112,"ScoringAverage",2005
66,66,"Dean Wilson",86,70.796,6080,8.493,86,"ScoringAverage",2005
67,67,"Pat Perez",89,70.798,6329,NA,89,"ScoringAverage",2005
68,68,"Greg Owen",84,70.811,5691,NA,80,"ScoringAverage",2005
69,69,"JJ Henry",102,70.815,7069,12.515,100,"ScoringAverage",2005
70,70,"Ted Purdy",122,70.831,8690,NA,122,"ScoringAverage",2005
71,71,"Lucas Glover",88,70.833,6101,NA,86,"ScoringAverage",2005
72,72,"Padraig Harrington",50,70.843,3433,NA,48,"ScoringAverage",2005
73,73,"Joe Ogilvie",103,70.852,7060,NA,99,"ScoringAverage",2005
74,74,"Harrison Frazar",105,70.858,7125,31.675,101,"ScoringAverage",2005
75,75,"Rocco Mediate",73,70.861,5185,NA,73,"ScoringAverage",2005
76,76,"Carl Pettersson",109,70.877,7423,19.114,105,"ScoringAverage",2005
76,76,"John Rollins",97,70.877,6754,NA,95,"ScoringAverage",2005
78,78,"Peter Lonard",85,70.878,5990,NA,84,"ScoringAverage",2005
79,79,"Briny Baird",98,70.886,6790,15.017,96,"ScoringAverage",2005
80,80,"Jeff Brehaut",71,70.901,4726,24.39,67,"ScoringAverage",2005
80,80,"Jeff Maggert",79,70.901,5274,NA,74,"ScoringAverage",2005
82,82,"Joe Durant",81,70.923,5752,NA,81,"ScoringAverage",2005
83,83,"Freddie Jacobson",72,70.926,5072,NA,71,"ScoringAverage",2005
84,84,"Tommy Armour III",103,70.968,7320,NA,103,"ScoringAverage",2005
85,85,"Darron Stiles",78,71,5371,25.009,76,"ScoringAverage",2005
86,86,"Brian Davis",75,71.006,5330,NA,75,"ScoringAverage",2005
87,87,"Billy Andrade",83,71.011,5903,NA,83,"ScoringAverage",2005
88,88,"Stephen Leaney",89,71.014,6100,7.17,86,"ScoringAverage",2005
89,89,"Dan Forsman",52,71.024,3529,22.21,50,"ScoringAverage",2005
90,90,"Scott Gutschewski",86,71.028,5805,19.261,82,"ScoringAverage",2005
91,91,"Omar Uresti",84,71.035,5952,14.911,84,"ScoringAverage",2005
92,92,"Robert Gamez",91,71.05,6465,0.56,91,"ScoringAverage",2005
93,93,"Daniel Chopra",108,71.051,7380,9.273,104,"ScoringAverage",2005
94,94,"Joey Snyder III",102,71.058,6964,NA,98,"ScoringAverage",2005
95,95,"DJ Trahan",81,71.059,5462,9.534,77,"ScoringAverage",2005
96,96,"Jeff Sluman",94,71.072,6671,9.794,94,"ScoringAverage",2005
97,97,"Marco Dawson",82,71.085,5803,25.953,82,"ScoringAverage",2005
98,98,"Ryuji Imada",78,71.1,5532,13.838,78,"ScoringAverage",2005
99,99,"Carlos Franco",78,71.103,5401,2.864,76,"ScoringAverage",2005
100,100,"Craig Barlow",81,71.118,5489,NA,77,"ScoringAverage",2005
101,101,"Mark Hensby",70,71.119,4882,NA,68,"ScoringAverage",2005
102,102,"Steve Stricker",62,71.13,4387,23.05,62,"ScoringAverage",2005
103,103,"Jonathan Kaye",77,71.155,5264,1.47,74,"ScoringAverage",2005
104,104,"Kirk Triplett",55,71.157,3706,NA,52,"ScoringAverage",2005
105,105,"Jonathan Byrd",103,71.16,7043,1.834,99,"ScoringAverage",2005
106,106,"Joey Sindelar",104,71.163,7379,21.961,104,"ScoringAverage",2005
107,107,"Mike Weir",71,71.169,4739,NA,66,"ScoringAverage",2005
108,108,"Hunter Mahan",103,71.197,7192,NA,101,"ScoringAverage",2005
109,109,"Michael Allen",90,71.219,6432,NA,90,"ScoringAverage",2005
110,110,"Kent Jones",99,71.22,6902,6.294,97,"ScoringAverage",2005
111,111,"Tim Petrovic",97,71.227,6626,NA,93,"ScoringAverage",2005
112,112,"Charles Warren",89,71.231,6201,NA,87,"ScoringAverage",2005
113,113,"Brian Gay",101,71.232,7050,1.96,99,"ScoringAverage",2005
114,114,"Jay Williamson",53,71.24,3787,NA,53,"ScoringAverage",2005
115,115,"Alex Cejka",84,71.258,5799,NA,81,"ScoringAverage",2005
116,116,"Aaron Baddeley",84,71.261,5834,9.392,82,"ScoringAverage",2005
117,117,"Brett Wetterich",76,71.263,5255,18.425,74,"ScoringAverage",2005
118,118,"Ian Poulter",62,71.264,4037,NA,56,"ScoringAverage",2005
119,119,"Brian Bateman",98,71.265,6703,NA,94,"ScoringAverage",2005
119,119,"Ryan Palmer",101,71.265,6889,23.734,97,"ScoringAverage",2005
121,121,"Tom Byrum",83,71.268,5924,NA,83,"ScoringAverage",2005
122,122,"Kevin Na",88,71.269,6140,NA,86,"ScoringAverage",2005
123,123,"Jay Haas",54,71.281,3667,NA,51,"ScoringAverage",2005
123,123,"JP Hayes",63,71.281,4481,9.682,63,"ScoringAverage",2005
125,125,"Tag Ridings",93,71.289,6465,22.289,91,"ScoringAverage",2005
126,126,"Matt Kuchar",60,71.295,4283,NA,60,"ScoringAverage",2005
127,127,"Hidemichi Tanaka",106,71.31,7231,42.635,102,"ScoringAverage",2005
128,128,"Phillip Price",77,71.312,5171,34.81,73,"ScoringAverage",2005
129,129,"Neal Lancaster",95,71.322,6751,24.625,95,"ScoringAverage",2005
130,130,"Brenden Pappas",51,71.346,3621,17.662,51,"ScoringAverage",2005
131,131,"Duffy Waldorf",86,71.349,5841,9.598,82,"ScoringAverage",2005
132,132,"Todd Fischer",99,71.365,6911,11.394,97,"ScoringAverage",2005
133,133,"John Cook",72,71.373,4997,NA,70,"ScoringAverage",2005
134,134,"Lee Janzen",75,71.382,5224,NA,73,"ScoringAverage",2005
135,135,"Mario Tiziani",67,71.386,4623,17.105,65,"ScoringAverage",2005
136,136,"Cameron Beckman",96,71.39,6556,11.909,92,"ScoringAverage",2005
137,137,"Doug Barron",70,71.419,4970,29.295,70,"ScoringAverage",2005
137,137,"John Huston",90,71.419,6117,25.026,86,"ScoringAverage",2005
139,139,"Larry Mize",54,71.431,3580,NA,50,"ScoringAverage",2005
140,140,"Nick Watney",91,71.433,6326,31.56,89,"ScoringAverage",2005
141,141,"Steve Lowery",100,71.446,6832,26.78,96,"ScoringAverage",2005
142,142,"Glen Day",80,71.455,5554,19.477,78,"ScoringAverage",2005
143,143,"Todd Hamilton",94,71.458,6533,NA,91,"ScoringAverage",2005
144,144,"Mark Wilson",74,71.473,4969,34.132,70,"ScoringAverage",2005
145,145,"Scott McCarron",78,71.485,5294,NA,74,"ScoringAverage",2005
146,146,"Shaun Micheel",81,71.489,5666,NA,79,"ScoringAverage",2005
147,147,"Hunter Haas",83,71.501,5622,26.572,79,"ScoringAverage",2005
148,148,"Patrick Sheehan",114,71.506,7860,5.681,110,"ScoringAverage",2005
149,149,"John Daly",78,71.516,5459,NA,76,"ScoringAverage",2005
150,150,"Robert Damron",89,71.543,6369,NA,89,"ScoringAverage",2005
151,151,"Glen Hnatiuk",59,71.591,3934,3.531,55,"ScoringAverage",2005
152,152,"David Hearn",68,71.592,4855,13.272,68,"ScoringAverage",2005
153,153,"Matt Gogel",78,71.6,5441,0.604,76,"ScoringAverage",2005
154,154,"James Driscoll",73,71.601,5077,6.647,71,"ScoringAverage",2005
155,155,"Frank Lickliter II",100,71.648,6866,12.223,96,"ScoringAverage",2005
156,156,"Charlie Wi",67,71.656,4656,1.608,65,"ScoringAverage",2005
157,157,"Steve Flesch",90,71.697,6120,NA,85,"ScoringAverage",2005
158,158,"Chris Smith",93,71.701,6634,34.18,93,"ScoringAverage",2005
159,159,"DA Points",94,71.739,6423,33.465,90,"ScoringAverage",2005
160,160,"Steve Jones",56,71.761,3908,NA,54,"ScoringAverage",2005
161,161,"Steve Allan",102,71.769,7029,4.381,98,"ScoringAverage",2005
162,162,"Brendan Jones",81,71.771,5636,33.93,79,"ScoringAverage",2005
163,163,"Franklin Langham",91,71.773,6249,NA,87,"ScoringAverage",2005
164,164,"Paul Azinger",66,71.806,4743,NA,66,"ScoringAverage",2005
165,165,"Andrew Magee",82,71.819,5607,NA,78,"ScoringAverage",2005
166,166,"Bob Heintz",67,71.844,4787,26.527,67,"ScoringAverage",2005
167,167,"Michael Long",72,71.845,5020,9.15,70,"ScoringAverage",2005
168,168,"Brent Geiberger",61,71.852,4223,16.273,59,"ScoringAverage",2005
169,169,"Paul Gow",78,71.873,5302,16.592,74,"ScoringAverage",2005
170,170,"Gavin Coles",70,71.89,5005,27.309,70,"ScoringAverage",2005
171,171,"Bill Glasson",54,71.898,3739,NA,52,"ScoringAverage",2005
172,172,"Paul Claxton",79,71.907,5661,19.672,79,"ScoringAverage",2005
173,173,"Roland Thatcher",75,71.908,5215,34.283,73,"ScoringAverage",2005
174,174,"Kevin Stadler",96,71.915,6574,42.215,92,"ScoringAverage",2005
175,175,"Will Ma Kenzie",75,71.927,5228,22.647,73,"ScoringAverage",2005
176,176,"Tom Gillis",77,71.931,5378,16.816,75,"ScoringAverage",2005
177,177,"Justin Bolli",65,71.943,4517,15.399,63,"ScoringAverage",2005
178,178,"Tjaart van der Walt",56,71.957,4002,27.609,56,"ScoringAverage",2005
179,179,"Thomas Levet",54,71.982,3863,NA,53,"ScoringAverage",2005
180,180,"DJ Brigman",76,72.019,5194,NA,72,"ScoringAverage",2005
181,181,"Skip Kendall",80,72.05,5613,6.924,78,"ScoringAverage",2005
182,182,"Mark OMeara",66,72.09,4763,NA,66,"ScoringAverage",2005
183,183,"Jose Coceres",56,72.164,3888,8.877,54,"ScoringAverage",2005
184,184,"Chris Riley",67,72.167,4637,NA,64,"ScoringAverage",2005
185,185,"Bradley Hughes",52,72.176,3746,7.13,52,"ScoringAverage",2005
186,186,"Chris Anderson",66,72.187,4456,19.612,62,"ScoringAverage",2005
187,187,"Jeff Hart",63,72.201,4387,17.262,61,"ScoringAverage",2005
188,188,"Danny Briggs",70,72.244,4905,7.603,68,"ScoringAverage",2005
189,189,"Rob Rashell",65,72.256,4704,NA,65,"ScoringAverage",2005
190,190,"Rich Beem",66,72.344,4484,1.307,62,"ScoringAverage",2005
191,191,"Ben Curtis",65,72.393,4721,NA,65,"ScoringAverage",2005
192,192,"Hank Kuehne",84,72.396,5766,25.698,80,"ScoringAverage",2005
193,193,"Jim Carter",62,72.399,4343,0.969,60,"ScoringAverage",2005
194,194,"Len Mattiace",86,72.429,6114,NA,84,"ScoringAverage",2005
195,195,"Scott Hend",75,72.434,5289,NA,73,"ScoringAverage",2005
196,196,"Mark Brooks",72,72.514,5196,24.995,72,"ScoringAverage",2005
197,197,"Jason Allred",75,72.54,5295,0.394,73,"ScoringAverage",2005
198,198,"Dennis Paulson",63,72.564,4562,9.55,63,"ScoringAverage",2005
199,199,"John Elliott",58,72.581,4065,NA,56,"ScoringAverage",2005
200,200,"Hideto Tanihara",50,72.596,3480,4.587,48,"ScoringAverage",2005
201,201,"Matt Davidson",53,72.645,3836,14.201,53,"ScoringAverage",2005
202,202,"Craig Perks",67,72.83,4738,NA,65,"ScoringAverage",2005
