"ApproachesRightRoughRTPScore_RANKTHISWEEK_2012","ApproachesRightRoughRTPScore_RANKLASTWEEK_2012","ApproachesRightRoughRTPScore_PLAYERNAME_2012","ApproachesRightRoughRTPScore_ROUNDS_2012","ApproachesRightRoughRTPScore_AVGRTP_2012","stat_name","year"
82,82,"John Daly",50,0.125,"ApproachesRightRoughRTPScore",2012
83,83,"Brian Gay",91,0.126,"ApproachesRightRoughRTPScore",2012
83,83,"Marc Leishman",84,0.126,"ApproachesRightRoughRTPScore",2012
85,85,"Martin Flores",95,0.127,"ApproachesRightRoughRTPScore",2012
85,85,"Sean OHair",84,0.127,"ApproachesRightRoughRTPScore",2012
85,85,"Kevin Stadler",85,0.127,"ApproachesRightRoughRTPScore",2012
88,88,"Matt Jones",53,0.128,"ApproachesRightRoughRTPScore",2012
88,88,"Daniel Summerhays",81,0.128,"ApproachesRightRoughRTPScore",2012
90,90,"Johnson Wagner",88,0.129,"ApproachesRightRoughRTPScore",2012
90,90,"Mark Wilson",84,0.129,"ApproachesRightRoughRTPScore",2012
92,92,"Charlie Wi",86,0.131,"ApproachesRightRoughRTPScore",2012
93,93,"Vijay Singh",99,0.132,"ApproachesRightRoughRTPScore",2012
94,94,"Russell Knox",72,0.133,"ApproachesRightRoughRTPScore",2012
94,94,"David Mathis",83,0.133,"ApproachesRightRoughRTPScore",2012
96,96,"John Merrick",83,0.134,"ApproachesRightRoughRTPScore",2012
97,97,"Ryo Ishikawa",54,0.135,"ApproachesRightRoughRTPScore",2012
97,97,"Robert Karlsson",54,0.135,"ApproachesRightRoughRTPScore",2012
99,99,"Tim Clark",60,0.136,"ApproachesRightRoughRTPScore",2012
100,100,"Ryan Moore",89,0.137,"ApproachesRightRoughRTPScore",2012
100,100,"Steve Wheatcroft",56,0.137,"ApproachesRightRoughRTPScore",2012
102,102,"JJ Henry",93,0.139,"ApproachesRightRoughRTPScore",2012
103,103,"Jim Furyk",85,0.14,"ApproachesRightRoughRTPScore",2012
103,103,"Greg Owen",90,0.14,"ApproachesRightRoughRTPScore",2012
103,103,"Chez Reavie",83,0.14,"ApproachesRightRoughRTPScore",2012
106,106,"Scott Brown",65,0.143,"ApproachesRightRoughRTPScore",2012
106,106,"Jeff Overton",101,0.143,"ApproachesRightRoughRTPScore",2012
106,106,"Kyle Reifers",86,0.143,"ApproachesRightRoughRTPScore",2012
109,109,"Trevor Immelman",76,0.144,"ApproachesRightRoughRTPScore",2012
109,109,"Richard Lee",71,0.144,"ApproachesRightRoughRTPScore",2012
111,111,"Bobby Gates",87,0.145,"ApproachesRightRoughRTPScore",2012
112,112,"Hunter Mahan",88,0.147,"ApproachesRightRoughRTPScore",2012
113,113,"John Senden",81,0.148,"ApproachesRightRoughRTPScore",2012
114,114,"Aaron Baddeley",73,0.151,"ApproachesRightRoughRTPScore",2012
114,114,"Derek Lamely",64,0.151,"ApproachesRightRoughRTPScore",2012
116,116,"James Driscoll",83,0.152,"ApproachesRightRoughRTPScore",2012
117,117,"Geoff Ogilvy",73,0.153,"ApproachesRightRoughRTPScore",2012
118,118,"Alexandre Rocha",62,0.154,"ApproachesRightRoughRTPScore",2012
119,119,"Jimmy Walker",101,0.156,"ApproachesRightRoughRTPScore",2012
120,120,"Charley Hoffman",88,0.157,"ApproachesRightRoughRTPScore",2012
120,120,"Nick OHern",78,0.157,"ApproachesRightRoughRTPScore",2012
122,122,"Pat Perez",81,0.159,"ApproachesRightRoughRTPScore",2012
123,123,"Bob Estes",78,0.162,"ApproachesRightRoughRTPScore",2012
124,124,"Arjun Atwal",79,0.163,"ApproachesRightRoughRTPScore",2012
125,125,"John Huh",99,0.164,"ApproachesRightRoughRTPScore",2012
125,125,"Kevin Streelman",89,0.164,"ApproachesRightRoughRTPScore",2012
127,127,"Stuart Appleby",75,0.165,"ApproachesRightRoughRTPScore",2012
127,127,"Brendon de Jonge",115,0.165,"ApproachesRightRoughRTPScore",2012
129,129,"Mark Anderson",75,0.168,"ApproachesRightRoughRTPScore",2012
129,129,"Cameron Tringale",88,0.168,"ApproachesRightRoughRTPScore",2012
131,131,"Graeme McDowell",55,0.17,"ApproachesRightRoughRTPScore",2012
132,132,"Roland Thatcher",55,0.171,"ApproachesRightRoughRTPScore",2012
133,133,"Kevin Chappell",91,0.173,"ApproachesRightRoughRTPScore",2012
133,133,"Nathan Green",73,0.173,"ApproachesRightRoughRTPScore",2012
135,135,"John Rollins",81,0.174,"ApproachesRightRoughRTPScore",2012
136,136,"Brendon Todd",78,0.175,"ApproachesRightRoughRTPScore",2012
137,137,"Sung Kang",75,0.176,"ApproachesRightRoughRTPScore",2012
138,138,"Hunter Haas",69,0.178,"ApproachesRightRoughRTPScore",2012
139,139,"Brandt Snedeker",81,0.18,"ApproachesRightRoughRTPScore",2012
140,140,"Jeff Maggert",83,0.182,"ApproachesRightRoughRTPScore",2012
141,141,"Bill Lunde",83,0.183,"ApproachesRightRoughRTPScore",2012
141,141,"Dicky Pride",62,0.183,"ApproachesRightRoughRTPScore",2012
143,143,"Josh Teater",97,0.184,"ApproachesRightRoughRTPScore",2012
144,144,"Vaughn Taylor",81,0.185,"ApproachesRightRoughRTPScore",2012
145,145,"Freddie Jacobson",61,0.186,"ApproachesRightRoughRTPScore",2012
145,145,"Kyle Thompson",51,0.186,"ApproachesRightRoughRTPScore",2012
147,147,"Matt Kuchar",86,0.189,"ApproachesRightRoughRTPScore",2012
148,148,"Rory Sabbatini",84,0.19,"ApproachesRightRoughRTPScore",2012
149,149,"Kris Blanks",65,0.191,"ApproachesRightRoughRTPScore",2012
149,149,"Michael Bradley",63,0.191,"ApproachesRightRoughRTPScore",2012
151,151,"Brian Harman",101,0.193,"ApproachesRightRoughRTPScore",2012
151,151,"Justin Leonard",79,0.193,"ApproachesRightRoughRTPScore",2012
153,153,"Matt Bettencourt",80,0.194,"ApproachesRightRoughRTPScore",2012
154,154,"Daniel Chopra",55,0.195,"ApproachesRightRoughRTPScore",2012
154,154,"Ken Duke",104,0.195,"ApproachesRightRoughRTPScore",2012
156,156,"George McNeill",85,0.196,"ApproachesRightRoughRTPScore",2012
157,157,"Carl Pettersson",92,0.198,"ApproachesRightRoughRTPScore",2012
158,158,"Jason Bohn",81,0.206,"ApproachesRightRoughRTPScore",2012
158,158,"Brian Davis",91,0.206,"ApproachesRightRoughRTPScore",2012
158,158,"DJ Trahan",73,0.206,"ApproachesRightRoughRTPScore",2012
158,158,"Camilo Villegas",79,0.206,"ApproachesRightRoughRTPScore",2012
162,162,"Miguel Angel Carballo",73,0.211,"ApproachesRightRoughRTPScore",2012
162,162,"Chris DiMarco",83,0.211,"ApproachesRightRoughRTPScore",2012
164,164,"Harris English",98,0.213,"ApproachesRightRoughRTPScore",2012
164,164,"Kevin Kisner",69,0.213,"ApproachesRightRoughRTPScore",2012
166,166,"Ryuji Imada",78,0.214,"ApproachesRightRoughRTPScore",2012
167,167,"Harrison Frazar",56,0.217,"ApproachesRightRoughRTPScore",2012
167,167,"Stephen Gangluff",57,0.217,"ApproachesRightRoughRTPScore",2012
167,167,"Mathew Goggin",65,0.217,"ApproachesRightRoughRTPScore",2012
170,170,"Troy Matteson",100,0.218,"ApproachesRightRoughRTPScore",2012
171,171,"Sangmoon Bae",81,0.219,"ApproachesRightRoughRTPScore",2012
172,172,"Ryan Palmer",81,0.223,"ApproachesRightRoughRTPScore",2012
173,173,"Edward Loar",59,0.224,"ApproachesRightRoughRTPScore",2012
174,174,"Chad Campbell",84,0.226,"ApproachesRightRoughRTPScore",2012
175,175,"Spencer Levin",81,0.227,"ApproachesRightRoughRTPScore",2012
176,176,"Tom Pernice Jr",62,0.229,"ApproachesRightRoughRTPScore",2012
177,177,"Ricky Barnes",92,0.23,"ApproachesRightRoughRTPScore",2012
178,178,"YE Yang",64,0.244,"ApproachesRightRoughRTPScore",2012
179,179,"Stephen Ames",54,0.253,"ApproachesRightRoughRTPScore",2012
180,180,"Robert Allenby",76,0.259,"ApproachesRightRoughRTPScore",2012
181,181,"Gary Christian",91,0.26,"ApproachesRightRoughRTPScore",2012
182,182,"Rocco Mediate",70,0.261,"ApproachesRightRoughRTPScore",2012
183,183,"Rod Pampling",88,0.263,"ApproachesRightRoughRTPScore",2012
184,184,"Billy Horschel",63,0.265,"ApproachesRightRoughRTPScore",2012
184,184,"Colt Knost",79,0.265,"ApproachesRightRoughRTPScore",2012
186,186,"Billy Hurley III",70,0.272,"ApproachesRightRoughRTPScore",2012
187,187,"Tom Gillis",75,0.3,"ApproachesRightRoughRTPScore",2012
188,188,"John Mallinger",74,0.309,"ApproachesRightRoughRTPScore",2012
189,189,"Gary Woodland",70,0.323,"ApproachesRightRoughRTPScore",2012
190,190,"Tommy Biershenk",74,0.34,"ApproachesRightRoughRTPScore",2012
191,191,"Jerry Kelly",84,0.431,"ApproachesRightRoughRTPScore",2012
