"ScramblingfromtheFringe_RANKTHISWEEK_2007","ScramblingfromtheFringe_RANKLASTWEEK_2007","ScramblingfromtheFringe_PLAYERNAME_2007","ScramblingfromtheFringe_ROUNDS_2007","ScramblingfromtheFringe_Pct_2007","ScramblingfromtheFringe_SUCCESSES_2007","ScramblingfromtheFringe_ATTEMPTS_2007","stat_name","year"
88,88,"George McNeill",95,88.89,72,81,"ScramblingfromtheFringe",2007
88,88,"Phil Mickelson",73,88.89,48,54,"ScramblingfromtheFringe",2007
88,88,"Nick Watney",87,88.89,80,90,"ScramblingfromtheFringe",2007
88,88,"Jay Williamson",50,88.89,40,45,"ScramblingfromtheFringe",2007
93,93,"Jeff Quinney",95,88.75,71,80,"ScramblingfromtheFringe",2007
94,94,"Hunter Mahan",91,88.73,63,71,"ScramblingfromtheFringe",2007
95,95,"Padraig Harrington",64,88.68,47,53,"ScramblingfromtheFringe",2007
96,96,"Lucas Glover",98,88.61,70,79,"ScramblingfromtheFringe",2007
97,97,"JJ Henry",86,88.57,62,70,"ScramblingfromtheFringe",2007
97,97,"Rory Sabbatini",81,88.57,62,70,"ScramblingfromtheFringe",2007
99,99,"Daisuke Maruyama",86,88.31,68,77,"ScramblingfromtheFringe",2007
100,100,"Chad Campbell",96,88.14,52,59,"ScramblingfromtheFringe",2007
100,100,"Jarrod Lyle",77,88.14,52,59,"ScramblingfromtheFringe",2007
100,100,"Steve Stricker",81,88.14,52,59,"ScramblingfromtheFringe",2007
103,103,"Briny Baird",115,87.91,80,91,"ScramblingfromtheFringe",2007
104,104,"Justin Rose",63,87.8,36,41,"ScramblingfromtheFringe",2007
105,105,"Jim Rutledge",59,87.76,43,49,"ScramblingfromtheFringe",2007
106,106,"Kyle Reifers",71,87.72,50,57,"ScramblingfromtheFringe",2007
107,107,"Jonathan Byrd",73,87.69,57,65,"ScramblingfromtheFringe",2007
107,107,"Rocco Mediate",72,87.69,57,65,"ScramblingfromtheFringe",2007
109,109,"Jeff Maggert",79,87.67,64,73,"ScramblingfromtheFringe",2007
110,110,"Heath Slocum",101,87.62,92,105,"ScramblingfromtheFringe",2007
111,111,"Parker McLachlin",83,87.5,63,72,"ScramblingfromtheFringe",2007
111,111,"Bob Tway",103,87.5,84,96,"ScramblingfromtheFringe",2007
111,111,"Tiger Woods",63,87.5,21,24,"ScramblingfromtheFringe",2007
114,114,"JP Hayes",89,87.38,90,103,"ScramblingfromtheFringe",2007
115,115,"Chris DiMarco",79,87.27,48,55,"ScramblingfromtheFringe",2007
116,116,"Bart Bryant",87,87.21,75,86,"ScramblingfromtheFringe",2007
117,117,"Shigeki Maruyama",84,87.06,74,85,"ScramblingfromtheFringe",2007
118,118,"Fred Funk",65,87.04,47,54,"ScramblingfromtheFringe",2007
118,118,"Davis Love III",66,87.04,47,54,"ScramblingfromtheFringe",2007
120,120,"Rich Beem",89,87.01,67,77,"ScramblingfromtheFringe",2007
121,121,"Mark Brooks",53,86.96,40,46,"ScramblingfromtheFringe",2007
121,121,"Kevin Na",84,86.96,80,92,"ScramblingfromtheFringe",2007
121,121,"Scott Verplank",82,86.96,60,69,"ScramblingfromtheFringe",2007
124,124,"David Toms",80,86.89,53,61,"ScramblingfromtheFringe",2007
125,125,"Ken Duke",112,86.87,86,99,"ScramblingfromtheFringe",2007
125,125,"Tim Petrovic",106,86.87,86,99,"ScramblingfromtheFringe",2007
127,127,"Woody Austin",95,86.84,66,76,"ScramblingfromtheFringe",2007
128,128,"Jose Coceres",50,86.79,46,53,"ScramblingfromtheFringe",2007
129,129,"Dean Wilson",92,86.75,72,83,"ScramblingfromtheFringe",2007
130,130,"Craig Lile",77,86.67,65,75,"ScramblingfromtheFringe",2007
131,131,"David Branshaw",83,86.59,71,82,"ScramblingfromtheFringe",2007
132,132,"Ryan Palmer",91,86.42,70,81,"ScramblingfromtheFringe",2007
133,133,"John Mallinger",96,86.36,95,110,"ScramblingfromtheFringe",2007
134,134,"John Senden",97,86.3,63,73,"ScramblingfromtheFringe",2007
135,135,"Jeff Gove",103,86.25,69,80,"ScramblingfromtheFringe",2007
136,136,"Freddie Jacobson",70,86.15,56,65,"ScramblingfromtheFringe",2007
137,137,"Marco Dawson",73,86.08,68,79,"ScramblingfromtheFringe",2007
138,138,"Craig Kanada",109,86,86,100,"ScramblingfromtheFringe",2007
139,139,"Gavin Coles",87,85.9,67,78,"ScramblingfromtheFringe",2007
140,140,"Peter Lonard",85,85.88,73,85,"ScramblingfromtheFringe",2007
141,141,"Michael Boyd",61,85.71,54,63,"ScramblingfromtheFringe",2007
141,141,"Jason Gore",86,85.71,60,70,"ScramblingfromtheFringe",2007
141,141,"Steve Marino",106,85.71,84,98,"ScramblingfromtheFringe",2007
141,141,"Billy Mayfair",98,85.71,66,77,"ScramblingfromtheFringe",2007
141,141,"Shaun Micheel",91,85.71,66,77,"ScramblingfromtheFringe",2007
146,146,"Charley Hoffman",97,85.57,83,97,"ScramblingfromtheFringe",2007
147,147,"Kenny Perry",83,85.53,65,76,"ScramblingfromtheFringe",2007
148,148,"Lee Janzen",66,85.42,41,48,"ScramblingfromtheFringe",2007
149,149,"Tim Herron",98,85.29,58,68,"ScramblingfromtheFringe",2007
150,150,"Johnson Wagner",97,85.26,81,95,"ScramblingfromtheFringe",2007
151,151,"Mark Calcavecchia",93,85.07,57,67,"ScramblingfromtheFringe",2007
152,152,"Kirk Triplett",77,84.93,62,73,"ScramblingfromtheFringe",2007
153,153,"Chris Couch",76,84.75,50,59,"ScramblingfromtheFringe",2007
154,154,"Billy Andrade",88,84.72,61,72,"ScramblingfromtheFringe",2007
154,154,"Joey Sindelar",75,84.72,61,72,"ScramblingfromtheFringe",2007
156,156,"JB Holmes",71,84.51,60,71,"ScramblingfromtheFringe",2007
157,157,"Cameron Beckman",96,84.38,54,64,"ScramblingfromtheFringe",2007
158,158,"Boo Weekley",101,84.21,64,76,"ScramblingfromtheFringe",2007
158,158,"Mark Wilson",87,84.21,64,76,"ScramblingfromtheFringe",2007
160,160,"Stephen Ames",81,84.13,53,63,"ScramblingfromtheFringe",2007
161,161,"Bill Haas",93,84.04,79,94,"ScramblingfromtheFringe",2007
162,162,"Todd Hamilton",76,83.93,47,56,"ScramblingfromtheFringe",2007
163,163,"Jaco Van Zyl",51,83.82,57,68,"ScramblingfromtheFringe",2007
164,164,"Ben Curtis",80,83.67,41,49,"ScramblingfromtheFringe",2007
165,165,"John Merrick",92,83.61,51,61,"ScramblingfromtheFringe",2007
166,166,"Brian Davis",101,83.48,96,115,"ScramblingfromtheFringe",2007
167,167,"Steve Elkington",87,83.12,64,77,"ScramblingfromtheFringe",2007
168,168,"Jeff Brehaut",59,83.05,49,59,"ScramblingfromtheFringe",2007
169,169,"Stuart Appleby",74,83.02,44,53,"ScramblingfromtheFringe",2007
169,169,"Brett Wetterich",88,83.02,44,53,"ScramblingfromtheFringe",2007
171,171,"Robert Allenby",90,82.67,62,75,"ScramblingfromtheFringe",2007
171,171,"Brendon de Jonge",76,82.67,62,75,"ScramblingfromtheFringe",2007
173,173,"Tripp Isenhour",86,82.35,70,85,"ScramblingfromtheFringe",2007
173,173,"Jose Maria Olazabal",52,82.35,28,34,"ScramblingfromtheFringe",2007
175,175,"Harrison Frazar",88,82.28,65,79,"ScramblingfromtheFringe",2007
176,176,"Steve Wheatcroft",73,82.26,51,62,"ScramblingfromtheFringe",2007
177,177,"Bryce Molder",56,81.97,50,61,"ScramblingfromtheFringe",2007
178,178,"Michael Putnam",96,81.67,49,60,"ScramblingfromtheFringe",2007
179,179,"Kent Jones",97,81.58,62,76,"ScramblingfromtheFringe",2007
180,180,"Vaughn Taylor",91,81.08,60,74,"ScramblingfromtheFringe",2007
181,181,"Alex Cejka",80,80.82,59,73,"ScramblingfromtheFringe",2007
182,182,"Steve Allan",63,80.36,45,56,"ScramblingfromtheFringe",2007
183,183,"Jeff Overton",60,80.33,49,61,"ScramblingfromtheFringe",2007
184,184,"Jason Dufner",100,80.23,69,86,"ScramblingfromtheFringe",2007
184,184,"Charles Warren",101,80.23,69,86,"ScramblingfromtheFringe",2007
186,186,"Joe Durant",88,80,60,75,"ScramblingfromtheFringe",2007
187,187,"Frank Lickliter II",95,79.76,67,84,"ScramblingfromtheFringe",2007
188,188,"Pat Perez",84,78.95,45,57,"ScramblingfromtheFringe",2007
189,189,"Robert Garrigus",95,78.65,70,89,"ScramblingfromtheFringe",2007
190,190,"John Daly",59,78.46,51,65,"ScramblingfromtheFringe",2007
191,191,"Kevin Stadler",95,78.05,64,82,"ScramblingfromtheFringe",2007
192,192,"Paul Stankowski",52,78,39,50,"ScramblingfromtheFringe",2007
193,193,"Anders Hansen",55,76.92,30,39,"ScramblingfromtheFringe",2007
194,194,"Glen Day",85,76.83,63,82,"ScramblingfromtheFringe",2007
195,195,"Darron Stiles",65,76.47,39,51,"ScramblingfromtheFringe",2007
196,196,"Paul Goydos",60,74,37,50,"ScramblingfromtheFringe",2007
