"TotalDistanceEfficiency_RANKTHISWEEK_2015","TotalDistanceEfficiency_RANKLASTWEEK_2015","TotalDistanceEfficiency_PLAYERNAME_2015","TotalDistanceEfficiency_ROUNDS_2015","TotalDistanceEfficiency_AVG_2015","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2015","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2015","TotalDistanceEfficiency_TOTALATTEMPTS_2015","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2015","stat_name","year"
104,104,"John Merrick",78,2.547,287.571,112.914,63,3.23,"TotalDistanceEfficiency",2015
104,104,"Steve Wheatcroft",87,2.547,288.361,113.204,90,3.316,"TotalDistanceEfficiency",2015
107,107,"Robert Streb",110,2.545,297.276,116.82,111,3.014,"TotalDistanceEfficiency",2015
108,108,"Johnson Wagner",68,2.543,293.438,115.395,55,3.181,"TotalDistanceEfficiency",2015
109,109,"Charles Howell III",105,2.542,303.193,119.26,109,3.1,"TotalDistanceEfficiency",2015
110,110,"Luke Donald",71,2.541,278.624,109.636,51,2.938,"TotalDistanceEfficiency",2015
110,110,"Lee Westwood",56,2.541,294.306,115.808,41,2.97,"TotalDistanceEfficiency",2015
112,112,"Jim Herman",88,2.54,295.549,116.345,84,3.184,"TotalDistanceEfficiency",2015
112,112,"Tom Hoge",83,2.54,293.046,115.37,68,3.026,"TotalDistanceEfficiency",2015
114,114,"Luke Guthrie",84,2.536,288.523,113.772,80,3.14,"TotalDistanceEfficiency",2015
114,114,"Matt Kuchar",97,2.536,290.101,114.381,86,3.192,"TotalDistanceEfficiency",2015
116,116,"Robert Garrigus",70,2.535,304.461,120.117,52,3.059,"TotalDistanceEfficiency",2015
116,116,"John Huh",102,2.535,281.584,111.081,108,3.081,"TotalDistanceEfficiency",2015
116,116,"Gary Woodland",81,2.535,307.128,121.14,61,2.905,"TotalDistanceEfficiency",2015
119,119,"Rickie Fowler",76,2.534,297.693,117.495,66,3.245,"TotalDistanceEfficiency",2015
120,120,"Kevin Chappell",86,2.533,300.412,118.611,64,3.136,"TotalDistanceEfficiency",2015
120,120,"Ryo Ishikawa",90,2.533,292.731,115.578,91,2.998,"TotalDistanceEfficiency",2015
120,120,"Andrew Putnam",68,2.533,282.009,111.352,62,3.137,"TotalDistanceEfficiency",2015
123,123,"Eric Axley",57,2.532,288.562,113.961,48,2.807,"TotalDistanceEfficiency",2015
123,123,"Ken Duke",93,2.532,282.104,111.428,90,3.279,"TotalDistanceEfficiency",2015
125,125,"Max Homa",78,2.53,296.882,117.35,64,2.842,"TotalDistanceEfficiency",2015
126,126,"Steven Bowditch",103,2.526,303.246,120.038,97,3.137,"TotalDistanceEfficiency",2015
127,127,"Erik Compton",86,2.525,290.347,115.003,81,3.29,"TotalDistanceEfficiency",2015
128,128,"Keegan Bradley",87,2.524,304.897,120.814,80,3.02,"TotalDistanceEfficiency",2015
129,129,"Jerry Kelly",79,2.523,277.326,109.906,70,3.073,"TotalDistanceEfficiency",2015
130,130,"Sam Saunders",83,2.522,295.952,117.34,70,3.148,"TotalDistanceEfficiency",2015
131,131,"Charl Schwartzel",67,2.521,303.178,120.274,41,3.032,"TotalDistanceEfficiency",2015
132,132,"Spencer Levin",99,2.52,284.98,113.077,96,3.132,"TotalDistanceEfficiency",2015
133,133,"Jordan Spieth",91,2.519,292.622,116.161,67,3.163,"TotalDistanceEfficiency",2015
134,134,"Scott Brown",97,2.517,288.339,114.566,83,2.919,"TotalDistanceEfficiency",2015
134,134,"Byron Smith",59,2.517,290.649,115.484,43,3.006,"TotalDistanceEfficiency",2015
134,134,"Jimmy Walker",89,2.517,306.85,121.9,70,3.093,"TotalDistanceEfficiency",2015
137,137,"Troy Merritt",91,2.516,286.999,114.088,84,3.228,"TotalDistanceEfficiency",2015
137,137,"Henrik Stenson",63,2.516,306.113,121.673,29,3.069,"TotalDistanceEfficiency",2015
139,139,"Chad Collins",79,2.512,283.106,112.688,71,3.041,"TotalDistanceEfficiency",2015
140,140,"Colt Knost",90,2.51,275.246,109.658,87,2.905,"TotalDistanceEfficiency",2015
141,141,"Bryce Molder",91,2.509,279.043,111.223,84,3.022,"TotalDistanceEfficiency",2015
142,142,"Rory Sabbatini",81,2.508,287.742,114.719,72,3.373,"TotalDistanceEfficiency",2015
143,143,"Martin Flores",95,2.507,300.77,119.996,90,2.868,"TotalDistanceEfficiency",2015
144,144,"Sergio Garcia",59,2.506,300.142,119.775,41,2.918,"TotalDistanceEfficiency",2015
145,145,"Seung Yul Noh",65,2.499,297.462,119.041,57,2.901,"TotalDistanceEfficiency",2015
146,146,"Kevin Na",98,2.498,281.43,112.647,81,2.943,"TotalDistanceEfficiency",2015
147,147,"Billy Hurley III",83,2.493,274.098,109.952,73,2.851,"TotalDistanceEfficiency",2015
147,147,"Patrick Rodgers",57,2.493,305.871,122.69,46,2.874,"TotalDistanceEfficiency",2015
149,149,"Adam Hadwin",95,2.49,291.894,117.219,90,2.935,"TotalDistanceEfficiency",2015
149,149,"Matt Jones",89,2.49,297.601,119.499,72,2.963,"TotalDistanceEfficiency",2015
149,149,"Whee Kim",71,2.49,283.333,113.767,55,2.856,"TotalDistanceEfficiency",2015
152,152,"Pat Perez",96,2.489,286.499,115.122,89,2.859,"TotalDistanceEfficiency",2015
153,153,"William McGirt",103,2.488,277.48,111.543,114,2.848,"TotalDistanceEfficiency",2015
154,154,"Ben Martin",93,2.484,287.389,115.714,91,3.164,"TotalDistanceEfficiency",2015
154,154,"DA Points",72,2.484,280.468,112.916,58,2.835,"TotalDistanceEfficiency",2015
156,156,"Russell Henley",87,2.483,296.372,119.351,82,3.171,"TotalDistanceEfficiency",2015
157,157,"Greg Owen",58,2.48,297.712,120.044,48,3.051,"TotalDistanceEfficiency",2015
158,158,"Graham DeLaet",65,2.479,303.322,122.36,52,3.168,"TotalDistanceEfficiency",2015
158,158,"Gonzalo Fdez Castano",81,2.479,293.408,118.358,65,2.965,"TotalDistanceEfficiency",2015
158,158,"Tony Finau",106,2.479,314.071,126.708,94,3.071,"TotalDistanceEfficiency",2015
161,161,"Scott Pinckney",88,2.478,296.002,119.447,80,3.079,"TotalDistanceEfficiency",2015
162,162,"Patrick Reed",103,2.476,291.854,117.852,84,3.153,"TotalDistanceEfficiency",2015
163,163,"Daniel Berger",97,2.467,307.751,124.767,69,2.904,"TotalDistanceEfficiency",2015
164,164,"Brendon de Jonge",106,2.465,285.522,115.846,102,3.109,"TotalDistanceEfficiency",2015
165,165,"Charlie Beljan",76,2.464,310.5,126.016,62,2.932,"TotalDistanceEfficiency",2015
166,166,"Jonathan Byrd",69,2.463,285.616,115.983,54,2.92,"TotalDistanceEfficiency",2015
167,167,"Stewart Cink",77,2.459,293.866,119.502,66,3.001,"TotalDistanceEfficiency",2015
167,167,"Mark Hubbard",79,2.459,281.727,114.578,65,2.854,"TotalDistanceEfficiency",2015
167,167,"Jonathan Randolph",72,2.459,286.958,116.69,64,3.012,"TotalDistanceEfficiency",2015
170,170,"Brooks Koepka",84,2.457,308.862,125.693,84,3.044,"TotalDistanceEfficiency",2015
171,171,"George McNeill",93,2.455,287.402,117.051,85,2.86,"TotalDistanceEfficiency",2015
172,172,"Jonas Blixt",78,2.447,282.281,115.34,56,2.906,"TotalDistanceEfficiency",2015
172,172,"Derek Ernst",75,2.447,301.496,123.193,68,2.873,"TotalDistanceEfficiency",2015
174,174,"Jason Dufner",76,2.446,284.851,116.456,54,3.049,"TotalDistanceEfficiency",2015
174,174,"Michael Putnam",87,2.446,289.931,118.517,72,2.906,"TotalDistanceEfficiency",2015
176,176,"Roberto Castro",54,2.444,275.414,112.689,38,2.894,"TotalDistanceEfficiency",2015
177,177,"Zac Blair",108,2.441,273.262,111.95,101,3.061,"TotalDistanceEfficiency",2015
178,178,"Hudson Swafford",97,2.431,302.134,124.289,85,3.049,"TotalDistanceEfficiency",2015
179,179,"Will Wilcox",58,2.419,296.669,122.62,41,2.802,"TotalDistanceEfficiency",2015
180,180,"Jhonattan Vegas",90,2.412,303.219,125.692,77,3.052,"TotalDistanceEfficiency",2015
181,181,"Nick Watney",91,2.402,293.429,122.163,87,2.751,"TotalDistanceEfficiency",2015
182,182,"John Senden",80,2.395,289.866,121.054,60,2.799,"TotalDistanceEfficiency",2015
183,183,"Greg Chalmers",58,2.347,276.668,117.881,42,2.809,"TotalDistanceEfficiency",2015
184,184,"Ricky Barnes",82,2.339,280.283,119.815,63,2.941,"TotalDistanceEfficiency",2015
