"MissedFairwayPercentOther_RANKTHISWEEK_2005","MissedFairwayPercentOther_RANKLASTWEEK_2005","MissedFairwayPercentOther_PLAYERNAME_2005","MissedFairwayPercentOther_ROUNDS_2005","MissedFairwayPercentOther_Pct_2005","MissedFairwayPercentOther_TOTALMISSED_2005","MissedFairwayPercentOther_TOTALFWYS_2005","MissedFairwayPercentOther_RELATIVETOPAR_2005","stat_name","year"
60,60,"Mathias Gronberg",60,4.71,38,807,0.53,"MissedFairwayPercentOther",2005
60,60,"Kenny Perry",82,4.71,42,891,0.05,"MissedFairwayPercentOther",2005
62,62,"Mario Tiziani",67,4.75,43,905,0.3,"MissedFairwayPercentOther",2005
63,63,"John Cook",72,4.79,44,919,0.23,"MissedFairwayPercentOther",2005
63,63,"Todd Hamilton",94,4.79,53,1107,0.32,"MissedFairwayPercentOther",2005
63,63,"Kevin Na",88,4.79,56,1170,0.52,"MissedFairwayPercentOther",2005
66,66,"Greg Owen",84,4.82,51,1059,0.1,"MissedFairwayPercentOther",2005
67,67,"Matt Kuchar",60,4.83,39,807,0.41,"MissedFairwayPercentOther",2005
67,67,"Joey Snyder III",102,4.83,66,1367,0.11,"MissedFairwayPercentOther",2005
69,69,"Robert Damron",89,4.84,60,1239,0.17,"MissedFairwayPercentOther",2005
70,70,"Stephen Ames",82,4.85,44,908,0.41,"MissedFairwayPercentOther",2005
70,70,"Danny Briggs",70,4.85,46,949,0.28,"MissedFairwayPercentOther",2005
72,72,"Charles Warren",89,4.87,59,1211,0.31,"MissedFairwayPercentOther",2005
73,73,"Rocco Mediate",73,4.91,47,957,0.43,"MissedFairwayPercentOther",2005
74,74,"Jerry Kelly",101,4.92,58,1179,0.16,"MissedFairwayPercentOther",2005
75,75,"Chris DiMarco",83,5,44,880,0.3,"MissedFairwayPercentOther",2005
76,76,"Steve Elkington",67,5.01,41,818,0.15,"MissedFairwayPercentOther",2005
77,77,"Matt Davidson",53,5.02,37,737,0.62,"MissedFairwayPercentOther",2005
77,77,"Dean Wilson",86,5.02,60,1195,0.25,"MissedFairwayPercentOther",2005
79,79,"Stephen Leaney",89,5.06,59,1166,0.22,"MissedFairwayPercentOther",2005
80,80,"Tjaart van der Walt",56,5.13,40,780,0.5,"MissedFairwayPercentOther",2005
81,81,"Marco Dawson",82,5.18,59,1140,0.39,"MissedFairwayPercentOther",2005
82,82,"Ian Poulter",62,5.2,29,558,0.17,"MissedFairwayPercentOther",2005
83,83,"Padraig Harrington",50,5.27,31,588,0.68,"MissedFairwayPercentOther",2005
84,84,"Vijay Singh",111,5.3,69,1303,0.32,"MissedFairwayPercentOther",2005
85,85,"Jonathan Kaye",77,5.34,51,955,0.29,"MissedFairwayPercentOther",2005
86,86,"Woody Austin",100,5.44,73,1341,0.34,"MissedFairwayPercentOther",2005
86,86,"David Hearn",68,5.44,50,919,0.3,"MissedFairwayPercentOther",2005
88,88,"Tom Gillis",77,5.45,57,1045,0.11,"MissedFairwayPercentOther",2005
89,89,"Cameron Beckman",96,5.47,70,1279,0.33,"MissedFairwayPercentOther",2005
90,90,"DJ Brigman",76,5.48,52,949,0.31,"MissedFairwayPercentOther",2005
91,91,"Vaughn Taylor",99,5.5,73,1327,0.34,"MissedFairwayPercentOther",2005
92,92,"Corey Pavin",77,5.51,53,962,0.4,"MissedFairwayPercentOther",2005
92,92,"John Senden",101,5.51,76,1379,0.22,"MissedFairwayPercentOther",2005
94,94,"Sean OHair",103,5.52,70,1269,0.26,"MissedFairwayPercentOther",2005
95,95,"Bill Glasson",54,5.53,37,669,0.41,"MissedFairwayPercentOther",2005
96,96,"John Rollins",97,5.55,69,1243,0.51,"MissedFairwayPercentOther",2005
97,97,"Stewart Cink",98,5.56,59,1062,0.32,"MissedFairwayPercentOther",2005
98,98,"DJ Trahan",81,5.58,60,1075,0.28,"MissedFairwayPercentOther",2005
99,99,"Mike Weir",71,5.63,41,728,0.17,"MissedFairwayPercentOther",2005
100,100,"Hunter Mahan",103,5.66,78,1377,0.47,"MissedFairwayPercentOther",2005
101,101,"Tim Herron",100,5.68,67,1179,0.19,"MissedFairwayPercentOther",2005
102,102,"Peter Lonard",85,5.69,57,1002,0.32,"MissedFairwayPercentOther",2005
103,103,"Glen Day",80,5.7,62,1087,0.32,"MissedFairwayPercentOther",2005
104,104,"JP Hayes",63,5.72,47,821,0.57,"MissedFairwayPercentOther",2005
105,105,"Ted Purdy",122,5.77,87,1507,0.13,"MissedFairwayPercentOther",2005
106,106,"Ben Crane",78,5.88,57,970,0.23,"MissedFairwayPercentOther",2005
107,107,"Steve Flesch",90,5.92,57,963,0.44,"MissedFairwayPercentOther",2005
107,107,"JL Lewis",98,5.92,74,1250,0.24,"MissedFairwayPercentOther",2005
107,107,"Joe Ogilvie",103,5.92,70,1183,0.31,"MissedFairwayPercentOther",2005
107,107,"Tom Pernice Jr",111,5.92,80,1351,0.19,"MissedFairwayPercentOther",2005
111,111,"Billy Andrade",83,5.94,67,1127,0.16,"MissedFairwayPercentOther",2005
112,112,"Kevin Sutherland",89,5.95,69,1159,0.25,"MissedFairwayPercentOther",2005
113,113,"Justin Rose",99,5.97,79,1324,0.33,"MissedFairwayPercentOther",2005
114,114,"John Huston",90,6.03,72,1195,0.35,"MissedFairwayPercentOther",2005
115,115,"Lucas Glover",88,6.06,71,1171,0.35,"MissedFairwayPercentOther",2005
115,115,"Bo Van Pelt",112,6.06,86,1418,0.37,"MissedFairwayPercentOther",2005
117,117,"Rich Beem",66,6.11,46,753,0.39,"MissedFairwayPercentOther",2005
117,117,"Phillip Price",77,6.11,62,1015,0.48,"MissedFairwayPercentOther",2005
119,119,"Brad Faxon",75,6.19,56,904,0.3,"MissedFairwayPercentOther",2005
119,119,"Brandt Jobe",96,6.19,76,1227,0.17,"MissedFairwayPercentOther",2005
119,119,"Bob Tway",87,6.19,63,1017,0.3,"MissedFairwayPercentOther",2005
122,122,"Jason Bohn",91,6.2,75,1209,0.27,"MissedFairwayPercentOther",2005
123,123,"Brett Quigley",96,6.23,78,1253,0.29,"MissedFairwayPercentOther",2005
124,124,"Glen Hnatiuk",59,6.27,48,765,0.42,"MissedFairwayPercentOther",2005
125,125,"Hideto Tanihara",50,6.3,42,667,0.9,"MissedFairwayPercentOther",2005
126,126,"Paul Claxton",79,6.31,66,1046,0.45,"MissedFairwayPercentOther",2005
126,126,"Len Mattiace",86,6.31,72,1141,0.56,"MissedFairwayPercentOther",2005
128,128,"Frank Lickliter II",100,6.33,81,1280,0.6,"MissedFairwayPercentOther",2005
129,129,"Shaun Micheel",81,6.38,63,987,0.33,"MissedFairwayPercentOther",2005
130,130,"Harrison Frazar",105,6.39,90,1408,0.39,"MissedFairwayPercentOther",2005
131,131,"Mark Hensby",70,6.42,47,732,0.64,"MissedFairwayPercentOther",2005
132,132,"Jonathan Byrd",103,6.43,89,1385,0.43,"MissedFairwayPercentOther",2005
133,133,"Todd Fischer",99,6.44,87,1351,0.2,"MissedFairwayPercentOther",2005
133,133,"Dudley Hart",84,6.44,72,1118,0.26,"MissedFairwayPercentOther",2005
133,133,"JJ Henry",102,6.44,86,1335,0.4,"MissedFairwayPercentOther",2005
133,133,"Charles Howell III",95,6.44,70,1087,0.27,"MissedFairwayPercentOther",2005
137,137,"Freddie Jacobson",72,6.46,55,852,0.44,"MissedFairwayPercentOther",2005
138,138,"Paul Azinger",66,6.49,58,893,0.59,"MissedFairwayPercentOther",2005
138,138,"Roland Thatcher",75,6.49,66,1017,0.29,"MissedFairwayPercentOther",2005
140,140,"Brian Bateman",98,6.51,85,1305,0.41,"MissedFairwayPercentOther",2005
140,140,"Matt Gogel",78,6.51,69,1060,0.39,"MissedFairwayPercentOther",2005
142,142,"Alex Cejka",84,6.55,70,1069,0.37,"MissedFairwayPercentOther",2005
143,143,"Mark Brooks",72,6.58,64,972,0.34,"MissedFairwayPercentOther",2005
144,144,"Will Ma Kenzie",75,6.59,67,1017,0.54,"MissedFairwayPercentOther",2005
145,145,"Thomas Levet",54,6.61,36,545,0.92,"MissedFairwayPercentOther",2005
146,146,"Robert Allenby",95,6.62,73,1103,0.07,"MissedFairwayPercentOther",2005
147,147,"Brent Geiberger",61,6.68,53,794,0.62,"MissedFairwayPercentOther",2005
148,148,"DA Points",94,6.69,84,1255,0.38,"MissedFairwayPercentOther",2005
149,149,"Pat Perez",89,6.72,76,1131,0.28,"MissedFairwayPercentOther",2005
150,150,"Kent Jones",99,6.75,91,1349,0.37,"MissedFairwayPercentOther",2005
151,151,"Ryuji Imada",78,6.96,72,1034,0.07,"MissedFairwayPercentOther",2005
152,152,"Geoff Ogilvy",97,6.99,79,1130,0.28,"MissedFairwayPercentOther",2005
153,153,"Davis Love III",80,7.09,62,875,0.15,"MissedFairwayPercentOther",2005
153,153,"Steve Lowery",100,7.09,93,1311,0.43,"MissedFairwayPercentOther",2005
155,155,"Steve Allan",102,7.12,93,1307,0.48,"MissedFairwayPercentOther",2005
155,155,"Patrick Sheehan",114,7.12,105,1474,0.38,"MissedFairwayPercentOther",2005
157,157,"Rory Sabbatini",81,7.17,66,921,0.48,"MissedFairwayPercentOther",2005
158,158,"Rob Rashell",65,7.29,62,850,0.47,"MissedFairwayPercentOther",2005
159,159,"Ryan Palmer",101,7.3,91,1246,0.32,"MissedFairwayPercentOther",2005
160,160,"Retief Goosen",71,7.46,47,630,0.57,"MissedFairwayPercentOther",2005
161,161,"Carl Pettersson",109,7.47,107,1432,0.25,"MissedFairwayPercentOther",2005
162,162,"Michael Long",72,7.49,73,975,0.36,"MissedFairwayPercentOther",2005
163,163,"Franklin Langham",91,7.5,89,1186,0.26,"MissedFairwayPercentOther",2005
164,164,"Jesper Parnevik",84,7.57,80,1057,0.35,"MissedFairwayPercentOther",2005
164,164,"Brett Wetterich",76,7.57,78,1031,0.37,"MissedFairwayPercentOther",2005
166,166,"Craig Barlow",81,7.59,77,1015,0.26,"MissedFairwayPercentOther",2005
167,167,"Ben Curtis",65,7.83,60,766,0.27,"MissedFairwayPercentOther",2005
168,168,"Michael Allen",90,7.84,92,1173,0.48,"MissedFairwayPercentOther",2005
169,169,"Mark OMeara",66,7.89,66,836,0.29,"MissedFairwayPercentOther",2005
170,170,"Bob Heintz",67,7.91,74,935,0.43,"MissedFairwayPercentOther",2005
171,171,"Daniel Chopra",108,8.04,114,1418,0.23,"MissedFairwayPercentOther",2005
171,171,"Chris Riley",67,8.04,58,721,0.02,"MissedFairwayPercentOther",2005
173,173,"Charlie Wi",67,8.05,73,907,0.25,"MissedFairwayPercentOther",2005
174,174,"Dan Forsman",52,8.1,56,691,0.38,"MissedFairwayPercentOther",2005
175,175,"Hunter Haas",83,8.16,90,1103,0.34,"MissedFairwayPercentOther",2005
176,176,"John Elliott",58,8.22,64,779,0.56,"MissedFairwayPercentOther",2005
177,177,"Tiger Woods",76,8.33,68,816,0.29,"MissedFairwayPercentOther",2005
178,178,"Chris Smith",93,8.36,108,1292,0.45,"MissedFairwayPercentOther",2005
179,179,"Nick Watney",91,8.45,105,1243,0.34,"MissedFairwayPercentOther",2005
180,180,"Lee Janzen",75,8.49,79,930,0.37,"MissedFairwayPercentOther",2005
181,181,"Brendan Jones",81,8.51,94,1105,0.44,"MissedFairwayPercentOther",2005
181,181,"Kevin Stadler",96,8.51,109,1281,0.42,"MissedFairwayPercentOther",2005
183,183,"Scott Gutschewski",86,8.63,94,1089,0.39,"MissedFairwayPercentOther",2005
184,184,"Aaron Baddeley",84,8.65,99,1144,0.33,"MissedFairwayPercentOther",2005
184,184,"Phil Mickelson",81,8.65,70,809,0.06,"MissedFairwayPercentOther",2005
186,186,"Justin Bolli",65,8.78,77,877,0.22,"MissedFairwayPercentOther",2005
187,187,"Neal Lancaster",95,8.83,117,1325,0.18,"MissedFairwayPercentOther",2005
187,187,"Andrew Magee",82,8.83,96,1087,0.43,"MissedFairwayPercentOther",2005
189,189,"Scott McCarron",78,8.85,84,949,0.32,"MissedFairwayPercentOther",2005
190,190,"Tim Petrovic",97,8.86,110,1241,0.27,"MissedFairwayPercentOther",2005
191,191,"Bernhard Langer",67,8.9,63,708,0.29,"MissedFairwayPercentOther",2005
192,192,"James Driscoll",73,9.28,89,959,0.38,"MissedFairwayPercentOther",2005
193,193,"Dennis Paulson",63,9.47,83,876,0.36,"MissedFairwayPercentOther",2005
194,194,"Fred Couples",72,9.52,69,725,-0.03,"MissedFairwayPercentOther",2005
195,195,"Steve Stricker",62,9.6,83,865,0.52,"MissedFairwayPercentOther",2005
196,196,"Tag Ridings",93,9.69,123,1269,0.5,"MissedFairwayPercentOther",2005
197,197,"Craig Perks",67,10.8,98,907,0.63,"MissedFairwayPercentOther",2005
198,198,"Brenden Pappas",51,10.94,78,713,0.73,"MissedFairwayPercentOther",2005
199,199,"Scott Hend",75,12.82,127,991,0.46,"MissedFairwayPercentOther",2005
200,200,"Jason Allred",75,12.89,127,985,0.31,"MissedFairwayPercentOther",2005
201,201,"John Daly",78,12.9,112,868,0.2,"MissedFairwayPercentOther",2005
202,202,"Hank Kuehne",84,13.43,150,1117,0.49,"MissedFairwayPercentOther",2005
