"ScoringAverageBeforeCut_RANKTHISWEEK_2007","ScoringAverageBeforeCut_RANKLASTWEEK_2007","ScoringAverageBeforeCut_PLAYERNAME_2007","ScoringAverageBeforeCut__2007","ScoringAverageBeforeCut_AVG_2007","ScoringAverageBeforeCut_TOTALSTROKES_2007","ScoringAverageBeforeCut_TOTALROUNDS_2007","stat_name","year"
59,59,"Lucas Glover",NA,70.91,3971,56,"ScoringAverageBeforeCut",2007
59,59,"Tim Herron",NA,70.91,3900,55,"ScoringAverageBeforeCut",2007
61,61,"Brandt Snedeker",NA,70.92,4326,61,"ScoringAverageBeforeCut",2007
62,62,"Matt Kuchar",NA,70.93,3901,55,"ScoringAverageBeforeCut",2007
62,62,"John Rollins",NA,70.93,4114,58,"ScoringAverageBeforeCut",2007
64,64,"Craig Barlow",NA,70.94,2412,34,"ScoringAverageBeforeCut",2007
65,65,"John Mallinger",NA,70.95,4328,61,"ScoringAverageBeforeCut",2007
65,65,"John Senden",NA,70.95,3973,56,"ScoringAverageBeforeCut",2007
67,67,"Jason Dufner",NA,70.97,4755,67,"ScoringAverageBeforeCut",2007
67,67,"Steve Flesch",NA,70.97,4542,64,"ScoringAverageBeforeCut",2007
67,67,"Joe Ogilvie",NA,70.97,4613,65,"ScoringAverageBeforeCut",2007
70,70,"John Merrick",NA,70.98,4259,60,"ScoringAverageBeforeCut",2007
70,70,"Bob Tway",NA,70.98,4685,66,"ScoringAverageBeforeCut",2007
70,70,"Nick Watney",NA,70.98,3904,55,"ScoringAverageBeforeCut",2007
73,73,"Bob Heintz",NA,71,4047,57,"ScoringAverageBeforeCut",2007
73,73,"Billy Mayfair",NA,71,4402,62,"ScoringAverageBeforeCut",2007
73,73,"Rocco Mediate",NA,71,3124,44,"ScoringAverageBeforeCut",2007
73,73,"Vaughn Taylor",NA,71,3976,56,"ScoringAverageBeforeCut",2007
77,77,"Craig Lile",NA,71.02,3480,49,"ScoringAverageBeforeCut",2007
77,77,"Jarrod Lyle",NA,71.02,3480,49,"ScoringAverageBeforeCut",2007
79,79,"Jason Bohn",NA,71.03,2486,35,"ScoringAverageBeforeCut",2007
79,79,"Ryan Moore",NA,71.03,4191,59,"ScoringAverageBeforeCut",2007
81,81,"Jeff Maggert",NA,71.04,3481,49,"ScoringAverageBeforeCut",2007
82,82,"Ken Duke",NA,71.05,4618,65,"ScoringAverageBeforeCut",2007
82,82,"Hunter Mahan",NA,71.05,4050,57,"ScoringAverageBeforeCut",2007
84,84,"Glen Day",NA,71.06,3837,54,"ScoringAverageBeforeCut",2007
84,84,"Rod Pampling",NA,71.06,3411,48,"ScoringAverageBeforeCut",2007
86,86,"Jerry Kelly",NA,71.07,4193,59,"ScoringAverageBeforeCut",2007
86,86,"Peter Lonard",NA,71.07,3980,56,"ScoringAverageBeforeCut",2007
88,88,"Mathew Goggin",NA,71.08,4194,59,"ScoringAverageBeforeCut",2007
88,88,"Stephen Leaney",NA,71.08,3696,52,"ScoringAverageBeforeCut",2007
90,90,"DJ Brigman",NA,71.09,3199,45,"ScoringAverageBeforeCut",2007
90,90,"Anthony Kim",NA,71.09,3839,54,"ScoringAverageBeforeCut",2007
92,92,"Craig Bowden",NA,71.1,3697,52,"ScoringAverageBeforeCut",2007
93,93,"Rory Sabbatini",NA,71.11,3200,45,"ScoringAverageBeforeCut",2007
93,93,"Adam Scott",NA,71.11,2560,36,"ScoringAverageBeforeCut",2007
95,95,"George McNeill",NA,71.13,4268,60,"ScoringAverageBeforeCut",2007
95,95,"Mike Weir",NA,71.13,3272,46,"ScoringAverageBeforeCut",2007
97,97,"Duffy Waldorf",NA,71.14,3486,49,"ScoringAverageBeforeCut",2007
98,98,"Tim Petrovic",NA,71.15,4767,67,"ScoringAverageBeforeCut",2007
99,99,"Jonathan Byrd",NA,71.17,3416,48,"ScoringAverageBeforeCut",2007
99,99,"Zach Johnson",NA,71.17,2918,41,"ScoringAverageBeforeCut",2007
99,99,"Corey Pavin",NA,71.17,3772,53,"ScoringAverageBeforeCut",2007
99,99,"David Toms",NA,71.17,2918,41,"ScoringAverageBeforeCut",2007
103,103,"Gavin Coles",NA,71.18,3915,55,"ScoringAverageBeforeCut",2007
104,104,"JP Hayes",NA,71.19,4129,58,"ScoringAverageBeforeCut",2007
104,104,"Pat Perez",NA,71.19,3773,53,"ScoringAverageBeforeCut",2007
106,106,"Rich Barcelo",NA,71.22,3917,55,"ScoringAverageBeforeCut",2007
107,107,"Frank Lickliter II",NA,71.24,4203,59,"ScoringAverageBeforeCut",2007
107,107,"Ted Purdy",NA,71.24,4702,66,"ScoringAverageBeforeCut",2007
109,109,"Bob Estes",NA,71.25,3990,56,"ScoringAverageBeforeCut",2007
109,109,"Kent Jones",NA,71.25,4489,63,"ScoringAverageBeforeCut",2007
111,111,"Marco Dawson",NA,71.26,3349,47,"ScoringAverageBeforeCut",2007
111,111,"Geoff Ogilvy",NA,71.26,2993,42,"ScoringAverageBeforeCut",2007
111,111,"Tom Pernice Jr",NA,71.26,4632,65,"ScoringAverageBeforeCut",2007
114,114,"Mark Calcavecchia",NA,71.27,3991,56,"ScoringAverageBeforeCut",2007
114,114,"Jose Coceres",NA,71.27,2352,33,"ScoringAverageBeforeCut",2007
116,116,"Johnson Wagner",NA,71.28,4918,69,"ScoringAverageBeforeCut",2007
117,117,"Jeff Quinney",NA,71.3,4278,60,"ScoringAverageBeforeCut",2007
118,118,"Boo Weekley",NA,71.33,4351,61,"ScoringAverageBeforeCut",2007
119,119,"Mathias Gronberg",NA,71.35,4495,63,"ScoringAverageBeforeCut",2007
120,120,"Brendon de Jonge",NA,71.36,3782,53,"ScoringAverageBeforeCut",2007
120,120,"Steve Elkington",NA,71.36,3782,53,"ScoringAverageBeforeCut",2007
122,122,"Charles Howell III",NA,71.37,3711,52,"ScoringAverageBeforeCut",2007
123,123,"Charley Hoffman",NA,71.38,4497,63,"ScoringAverageBeforeCut",2007
123,123,"Richard Johnson",NA,71.38,4568,64,"ScoringAverageBeforeCut",2007
123,123,"Mark Wilson",NA,71.38,3783,53,"ScoringAverageBeforeCut",2007
126,126,"Tripp Isenhour",NA,71.39,4212,59,"ScoringAverageBeforeCut",2007
127,127,"Shigeki Maruyama",NA,71.4,4141,58,"ScoringAverageBeforeCut",2007
128,128,"Billy Andrade",NA,71.41,3999,56,"ScoringAverageBeforeCut",2007
129,129,"Rich Beem",NA,71.42,3928,55,"ScoringAverageBeforeCut",2007
129,129,"Doug LaBelle II",NA,71.42,4928,69,"ScoringAverageBeforeCut",2007
131,131,"Bubba Watson",NA,71.44,3858,54,"ScoringAverageBeforeCut",2007
132,132,"Robert Allenby",NA,71.45,4001,56,"ScoringAverageBeforeCut",2007
133,133,"Daisuke Maruyama",NA,71.46,4002,56,"ScoringAverageBeforeCut",2007
134,134,"Troy Matteson",NA,71.49,3789,53,"ScoringAverageBeforeCut",2007
134,134,"DJ Trahan",NA,71.49,4504,63,"ScoringAverageBeforeCut",2007
136,136,"Robert Garrigus",NA,71.51,4219,59,"ScoringAverageBeforeCut",2007
136,136,"Justin Leonard",NA,71.51,4362,61,"ScoringAverageBeforeCut",2007
136,136,"Joey Sindelar",NA,71.51,3647,51,"ScoringAverageBeforeCut",2007
139,139,"Chris Stroud",NA,71.54,3434,48,"ScoringAverageBeforeCut",2007
140,140,"Anders Hansen",NA,71.56,2576,36,"ScoringAverageBeforeCut",2007
141,141,"Tom Johnson",NA,71.61,3867,54,"ScoringAverageBeforeCut",2007
142,142,"Steve Wheatcroft",NA,71.62,3796,53,"ScoringAverageBeforeCut",2007
143,143,"Fred Funk",NA,71.66,2938,41,"ScoringAverageBeforeCut",2007
144,144,"Jason Schultz",NA,71.67,3225,45,"ScoringAverageBeforeCut",2007
145,145,"Parker McLachlin",NA,71.68,4086,57,"ScoringAverageBeforeCut",2007
145,145,"Shaun Micheel",NA,71.68,4086,57,"ScoringAverageBeforeCut",2007
147,147,"Chad Campbell",NA,71.7,4015,56,"ScoringAverageBeforeCut",2007
147,147,"Trevor Immelman",NA,71.7,2868,40,"ScoringAverageBeforeCut",2007
149,149,"Andrew Buckle",NA,71.72,3873,54,"ScoringAverageBeforeCut",2007
150,150,"Stuart Appleby",NA,71.73,3228,45,"ScoringAverageBeforeCut",2007
150,150,"JJ Henry",NA,71.73,3658,51,"ScoringAverageBeforeCut",2007
150,150,"Dicky Pride",NA,71.73,3658,51,"ScoringAverageBeforeCut",2007
153,153,"Mark Brooks",NA,71.74,2798,39,"ScoringAverageBeforeCut",2007
153,153,"Dean Wilson",NA,71.74,4161,58,"ScoringAverageBeforeCut",2007
155,155,"Robert Gamez",NA,71.76,4521,63,"ScoringAverageBeforeCut",2007
156,156,"Michael Boyd",NA,71.77,3086,43,"ScoringAverageBeforeCut",2007
156,156,"Jeff Brehaut",NA,71.77,3086,43,"ScoringAverageBeforeCut",2007
156,156,"Joe Durant",NA,71.77,4019,56,"ScoringAverageBeforeCut",2007
159,159,"JB Holmes",NA,71.79,3446,48,"ScoringAverageBeforeCut",2007
160,160,"Brett Quigley",NA,71.8,3518,49,"ScoringAverageBeforeCut",2007
161,161,"Luke Donald",NA,71.82,2801,39,"ScoringAverageBeforeCut",2007
162,162,"Harrison Frazar",NA,71.85,4814,67,"ScoringAverageBeforeCut",2007
163,163,"Ian Poulter",NA,71.86,2515,35,"ScoringAverageBeforeCut",2007
164,164,"Paul Goydos",NA,71.9,2804,39,"ScoringAverageBeforeCut",2007
165,165,"Chris Couch",NA,71.91,4027,56,"ScoringAverageBeforeCut",2007
165,165,"Scott Gutschewski",NA,71.91,3236,45,"ScoringAverageBeforeCut",2007
167,167,"Kirk Triplett",NA,71.92,3812,53,"ScoringAverageBeforeCut",2007
168,168,"Brett Wetterich",NA,71.93,3956,55,"ScoringAverageBeforeCut",2007
169,169,"Chris DiMarco",NA,71.94,3381,47,"ScoringAverageBeforeCut",2007
170,170,"Brian Bateman",NA,71.95,2662,37,"ScoringAverageBeforeCut",2007
171,171,"Paul Gow",NA,71.96,3814,53,"ScoringAverageBeforeCut",2007
172,172,"Paul Stankowski",NA,71.97,2807,39,"ScoringAverageBeforeCut",2007
173,173,"Retief Goosen",NA,72,1872,26,"ScoringAverageBeforeCut",2007
173,173,"Ryan Palmer",NA,72,4464,62,"ScoringAverageBeforeCut",2007
173,173,"Darron Stiles",NA,72,3528,49,"ScoringAverageBeforeCut",2007
176,176,"Eric Axley",NA,72.05,5332,74,"ScoringAverageBeforeCut",2007
176,176,"Nick OHern",NA,72.05,3026,42,"ScoringAverageBeforeCut",2007
178,178,"Kevin Stadler",NA,72.08,4613,64,"ScoringAverageBeforeCut",2007
179,179,"Lee Janzen",NA,72.12,3678,51,"ScoringAverageBeforeCut",2007
180,180,"Greg Owen",NA,72.13,4328,60,"ScoringAverageBeforeCut",2007
181,181,"Chris Tidland",NA,72.16,3103,43,"ScoringAverageBeforeCut",2007
182,182,"David Branshaw",NA,72.17,4547,63,"ScoringAverageBeforeCut",2007
182,182,"Kyle Reifers",NA,72.17,3825,53,"ScoringAverageBeforeCut",2007
184,184,"Davis Love III",NA,72.22,2961,41,"ScoringAverageBeforeCut",2007
185,185,"Jaco Van Zyl",NA,72.23,3106,43,"ScoringAverageBeforeCut",2007
186,186,"Matt Hendrix",NA,72.31,3543,49,"ScoringAverageBeforeCut",2007
187,187,"John Daly",NA,72.45,3043,42,"ScoringAverageBeforeCut",2007
188,188,"Tom Byrum",NA,72.48,2899,40,"ScoringAverageBeforeCut",2007
189,189,"Bubba Dickerson",NA,72.51,2828,39,"ScoringAverageBeforeCut",2007
190,190,"Jim Rutledge",NA,72.53,3554,49,"ScoringAverageBeforeCut",2007
191,191,"Ben Curtis",NA,72.54,3627,50,"ScoringAverageBeforeCut",2007
192,192,"Henrik Stenson",NA,72.61,2033,28,"ScoringAverageBeforeCut",2007
193,193,"Bryce Molder",NA,72.69,3053,42,"ScoringAverageBeforeCut",2007
194,194,"Jose Maria Olazabal",NA,72.84,2258,31,"ScoringAverageBeforeCut",2007
195,195,"Jeff Sluman",NA,73,3212,44,"ScoringAverageBeforeCut",2007
196,196,"Todd Hamilton",NA,73.38,4256,58,"ScoringAverageBeforeCut",2007
