"LeftRoughTendency_RANKTHISWEEK_2012","LeftRoughTendency_RANKLASTWEEK_2012","LeftRoughTendency_PLAYERNAME_2012","LeftRoughTendency_ROUNDS_2012","LeftRoughTendency_Pct_2012","LeftRoughTendency_TOTALLEFTROUGH_2012","LeftRoughTendency_POSSIBLEFWYS_2012","LeftRoughTendency_RELATIVETOPAR_2012","stat_name","year"
26,26,"Brian Davis",91,11.42,125,1095,0.15,"LeftRoughTendency",2012
27,27,"Alexandre Rocha",62,11.46,80,698,0.29,"LeftRoughTendency",2012
27,27,"Justin Rose",69,11.46,84,733,-0.06,"LeftRoughTendency",2012
29,29,"Colt Knost",79,11.63,108,929,0.22,"LeftRoughTendency",2012
30,30,"David Hearn",95,11.65,142,1219,0.12,"LeftRoughTendency",2012
31,31,"Harris English",98,11.68,141,1207,0.06,"LeftRoughTendency",2012
32,32,"Jeff Maggert",83,11.75,127,1081,0.21,"LeftRoughTendency",2012
33,33,"Rory Sabbatini",84,11.76,118,1003,0.07,"LeftRoughTendency",2012
34,34,"John Senden",81,11.81,101,855,0.05,"LeftRoughTendency",2012
35,35,"Zach Johnson",95,11.87,122,1028,0.2,"LeftRoughTendency",2012
36,36,"Cameron Tringale",88,11.88,126,1061,0.18,"LeftRoughTendency",2012
36,36,"Nick Watney",97,11.88,125,1052,0.1,"LeftRoughTendency",2012
38,38,"Ryan Moore",89,11.9,134,1126,0.13,"LeftRoughTendency",2012
39,39,"Jim Furyk",85,11.93,108,905,0.03,"LeftRoughTendency",2012
40,40,"Richard Lee",71,11.95,95,795,0.13,"LeftRoughTendency",2012
40,40,"Kevin Na",80,11.95,108,904,0.06,"LeftRoughTendency",2012
40,40,"Charlie Wi",86,11.95,120,1004,0.14,"LeftRoughTendency",2012
43,43,"Brian Harman",101,11.98,146,1219,0.14,"LeftRoughTendency",2012
44,44,"Roland Thatcher",55,12.01,73,608,0.01,"LeftRoughTendency",2012
45,45,"Jeff Overton",101,12.09,154,1274,0.02,"LeftRoughTendency",2012
45,45,"Vijay Singh",99,12.09,136,1125,0.08,"LeftRoughTendency",2012
47,47,"Stuart Appleby",75,12.17,110,904,0.09,"LeftRoughTendency",2012
48,48,"Stephen Gangluff",57,12.29,72,586,0.21,"LeftRoughTendency",2012
49,49,"Marc Leishman",84,12.34,129,1045,0.09,"LeftRoughTendency",2012
50,50,"Brandt Jobe",57,12.36,77,623,0.1,"LeftRoughTendency",2012
50,50,"Brendan Steele",77,12.36,111,898,0.12,"LeftRoughTendency",2012
52,52,"Charl Schwartzel",56,12.5,69,552,-0.1,"LeftRoughTendency",2012
53,53,"Chris Kirk",93,12.56,148,1178,0.03,"LeftRoughTendency",2012
53,53,"George McNeill",85,12.56,123,979,0.15,"LeftRoughTendency",2012
55,55,"Billy Horschel",63,12.59,84,667,-0.04,"LeftRoughTendency",2012
56,56,"John Rollins",81,12.6,124,984,0.09,"LeftRoughTendency",2012
57,57,"Billy Mayfair",90,12.65,136,1075,0.1,"LeftRoughTendency",2012
58,58,"John Merrick",83,12.66,126,995,0.09,"LeftRoughTendency",2012
59,59,"Brandt Snedeker",81,12.67,114,900,0.04,"LeftRoughTendency",2012
60,60,"Rod Pampling",88,12.73,122,958,0.17,"LeftRoughTendency",2012
61,61,"Adam Scott",59,12.77,72,564,0.07,"LeftRoughTendency",2012
62,62,"Charley Hoffman",88,12.83,135,1052,0.06,"LeftRoughTendency",2012
63,63,"Greg Chalmers",88,12.89,133,1032,0.08,"LeftRoughTendency",2012
64,64,"Matt Every",80,12.91,114,883,0.04,"LeftRoughTendency",2012
64,64,"Brian Gay",91,12.91,139,1077,0.12,"LeftRoughTendency",2012
66,66,"Bob Estes",78,12.93,116,897,0.22,"LeftRoughTendency",2012
67,67,"Ben Crane",73,13.01,112,861,-0.05,"LeftRoughTendency",2012
67,67,"Martin Laird",77,13.01,98,753,0.09,"LeftRoughTendency",2012
67,67,"Greg Owen",90,13.01,138,1061,0.08,"LeftRoughTendency",2012
70,70,"Charles Howell III",98,13.04,138,1058,0.03,"LeftRoughTendency",2012
71,71,"Kevin Kisner",69,13.06,96,735,0.08,"LeftRoughTendency",2012
72,72,"DA Points",88,13.08,146,1116,0.04,"LeftRoughTendency",2012
73,73,"Cameron Beckman",81,13.1,125,954,0.2,"LeftRoughTendency",2012
74,74,"Rickie Fowler",84,13.13,120,914,0.18,"LeftRoughTendency",2012
74,74,"David Mathis",83,13.13,126,960,0.13,"LeftRoughTendency",2012
76,76,"Chris Stroud",86,13.16,137,1041,0.16,"LeftRoughTendency",2012
77,77,"Roberto Castro",92,13.31,139,1044,0.06,"LeftRoughTendency",2012
78,78,"Kevin Chappell",91,13.33,133,998,0.2,"LeftRoughTendency",2012
79,79,"Henrik Stenson",51,13.38,78,583,0.12,"LeftRoughTendency",2012
80,80,"KJ Choi",71,13.39,105,784,0.25,"LeftRoughTendency",2012
81,81,"Kevin Streelman",89,13.41,143,1066,0.07,"LeftRoughTendency",2012
82,82,"Danny Lee",74,13.43,108,804,-0.05,"LeftRoughTendency",2012
83,83,"Sean OHair",84,13.45,142,1056,0.15,"LeftRoughTendency",2012
84,84,"Angel Cabrera",54,13.5,69,511,0.03,"LeftRoughTendency",2012
85,85,"Tim Herron",88,13.52,143,1058,0.15,"LeftRoughTendency",2012
86,86,"Jason Bohn",81,13.57,124,914,0.09,"LeftRoughTendency",2012
87,87,"Bud Cauley",99,13.58,170,1252,0.08,"LeftRoughTendency",2012
88,88,"Ben Curtis",62,13.6,91,669,0.11,"LeftRoughTendency",2012
89,89,"Tom Pernice Jr",62,13.71,98,715,0.1,"LeftRoughTendency",2012
90,90,"Padraig Harrington",67,13.73,85,619,0.09,"LeftRoughTendency",2012
91,91,"Will Claxton",99,13.76,164,1192,0.04,"LeftRoughTendency",2012
92,92,"Scott Brown",65,13.78,97,704,0.11,"LeftRoughTendency",2012
93,93,"Matt Kuchar",86,13.82,126,912,0.09,"LeftRoughTendency",2012
94,94,"Luke Donald",63,13.88,92,663,-0.03,"LeftRoughTendency",2012
95,95,"Bill Lunde",83,13.92,129,927,0,"LeftRoughTendency",2012
96,96,"Chad Campbell",84,14,141,1007,0.14,"LeftRoughTendency",2012
96,96,"Bobby Gates",87,14,146,1043,0.12,"LeftRoughTendency",2012
96,96,"Michael Thompson",80,14,125,893,0.25,"LeftRoughTendency",2012
99,99,"Louis Oosthuizen",65,14.03,94,670,-0.05,"LeftRoughTendency",2012
100,100,"Rocco Mediate",70,14.04,113,805,0.05,"LeftRoughTendency",2012
101,101,"Brendon de Jonge",115,14.08,199,1413,0.01,"LeftRoughTendency",2012
102,102,"JJ Killeen",101,14.09,163,1157,0.07,"LeftRoughTendency",2012
103,103,"Stephen Ames",54,14.15,76,537,0.11,"LeftRoughTendency",2012
103,103,"Ricky Barnes",92,14.15,161,1138,0.07,"LeftRoughTendency",2012
103,103,"Patrick Sheehan",58,14.15,87,615,0.14,"LeftRoughTendency",2012
106,106,"William McGirt",96,14.19,155,1092,0.08,"LeftRoughTendency",2012
107,107,"Kyle Thompson",51,14.26,73,512,0.15,"LeftRoughTendency",2012
108,108,"Tommy Biershenk",74,14.27,114,799,0.06,"LeftRoughTendency",2012
109,109,"Mark Anderson",75,14.29,119,833,0.08,"LeftRoughTendency",2012
110,110,"Andres Romero",68,14.3,106,741,0.04,"LeftRoughTendency",2012
111,111,"Hunter Haas",69,14.42,104,721,0.07,"LeftRoughTendency",2012
112,112,"Tom Gillis",75,14.44,138,956,0.09,"LeftRoughTendency",2012
113,113,"Graham DeLaet",79,14.45,142,983,0.06,"LeftRoughTendency",2012
114,114,"Keegan Bradley",90,14.52,143,985,0.03,"LeftRoughTendency",2012
114,114,"Scott Piercy",95,14.52,171,1178,0.08,"LeftRoughTendency",2012
116,116,"Sung Kang",75,14.59,124,850,0.11,"LeftRoughTendency",2012
116,116,"Daniel Summerhays",81,14.59,138,946,0.2,"LeftRoughTendency",2012
118,118,"DJ Trahan",73,14.62,125,855,0.14,"LeftRoughTendency",2012
119,119,"Nick OHern",78,14.65,137,935,0.16,"LeftRoughTendency",2012
120,120,"Miguel Angel Carballo",73,14.66,116,791,0.15,"LeftRoughTendency",2012
121,121,"Kevin Stadler",85,14.71,143,972,0.15,"LeftRoughTendency",2012
122,122,"Steve Stricker",73,14.72,111,754,0.03,"LeftRoughTendency",2012
123,123,"Tommy Gainey",98,14.77,184,1246,0.17,"LeftRoughTendency",2012
124,124,"Vaughn Taylor",81,14.8,131,885,0.11,"LeftRoughTendency",2012
125,125,"Arjun Atwal",79,14.88,136,914,0.29,"LeftRoughTendency",2012
126,126,"Freddie Jacobson",61,14.89,91,611,0.18,"LeftRoughTendency",2012
127,127,"Seung Yul Noh",105,14.91,175,1174,0.06,"LeftRoughTendency",2012
128,128,"Pat Perez",81,14.93,142,951,0.08,"LeftRoughTendency",2012
129,129,"YE Yang",64,14.97,100,668,0.14,"LeftRoughTendency",2012
130,130,"Erik Compton",81,14.99,133,887,0.23,"LeftRoughTendency",2012
131,131,"Dicky Pride",62,15,102,680,0.24,"LeftRoughTendency",2012
132,132,"Charlie Beljan",61,15.01,89,593,0.03,"LeftRoughTendency",2012
132,132,"Kyle Stanley",86,15.01,146,973,0,"LeftRoughTendency",2012
134,134,"Camilo Villegas",79,15.08,152,1008,0.16,"LeftRoughTendency",2012
135,135,"Robert Karlsson",54,15.14,86,568,0.17,"LeftRoughTendency",2012
136,136,"Davis Love III",64,15.16,109,719,0.01,"LeftRoughTendency",2012
136,136,"Ted Potter Jr",77,15.16,129,851,0.11,"LeftRoughTendency",2012
138,138,"Garth Mulroy",59,15.25,97,636,0.01,"LeftRoughTendency",2012
139,139,"Scott Stallings",78,15.37,144,937,-0.01,"LeftRoughTendency",2012
139,139,"Bubba Watson",68,15.37,109,709,-0.05,"LeftRoughTendency",2012
141,141,"JJ Henry",93,15.42,152,986,0.18,"LeftRoughTendency",2012
142,142,"Sergio Garcia",57,15.44,94,609,-0.05,"LeftRoughTendency",2012
143,143,"Robert Allenby",76,15.51,141,909,0.19,"LeftRoughTendency",2012
144,144,"Jimmy Walker",101,15.53,194,1249,-0.01,"LeftRoughTendency",2012
144,144,"Steve Wheatcroft",56,15.53,91,586,0.09,"LeftRoughTendency",2012
146,146,"Ryan Palmer",81,15.56,153,983,0.04,"LeftRoughTendency",2012
146,146,"Bo Van Pelt",84,15.56,140,900,0.06,"LeftRoughTendency",2012
148,148,"JB Holmes",90,15.63,166,1062,0.03,"LeftRoughTendency",2012
149,149,"James Driscoll",83,15.76,150,952,0.14,"LeftRoughTendency",2012
150,150,"Jonas Blixt",72,15.88,141,888,0.05,"LeftRoughTendency",2012
151,151,"Mathew Goggin",65,15.99,122,763,0.03,"LeftRoughTendency",2012
152,152,"Justin Leonard",79,16,151,944,0.14,"LeftRoughTendency",2012
153,153,"Kyle Reifers",86,16.03,164,1023,0.02,"LeftRoughTendency",2012
154,154,"Ryo Ishikawa",54,16.14,82,508,0.12,"LeftRoughTendency",2012
155,155,"Sangmoon Bae",81,16.2,128,790,0.16,"LeftRoughTendency",2012
156,156,"Aaron Baddeley",73,16.21,123,759,0.02,"LeftRoughTendency",2012
157,157,"Nathan Green",73,16.27,129,793,0.15,"LeftRoughTendency",2012
158,158,"Matt Jones",53,16.36,99,605,0.13,"LeftRoughTendency",2012
159,159,"Brendon Todd",78,16.44,142,864,0.08,"LeftRoughTendency",2012
160,160,"Daniel Chopra",55,16.46,95,577,-0.02,"LeftRoughTendency",2012
161,161,"Johnson Wagner",88,16.49,175,1061,0.05,"LeftRoughTendency",2012
162,162,"Jason Kokrak",79,16.51,156,945,0.08,"LeftRoughTendency",2012
163,163,"Geoff Ogilvy",73,16.58,126,760,0.15,"LeftRoughTendency",2012
164,164,"Derek Lamely",64,16.6,127,765,0.09,"LeftRoughTendency",2012
165,165,"Ernie Els",80,16.76,150,895,0.06,"LeftRoughTendency",2012
166,166,"Gavin Coles",72,16.77,133,793,0.12,"LeftRoughTendency",2012
167,167,"Stewart Cink",71,16.8,124,738,0.06,"LeftRoughTendency",2012
168,168,"Webb Simpson",77,17.12,157,917,-0.03,"LeftRoughTendency",2012
169,169,"Jason Day",57,17.26,111,643,0.01,"LeftRoughTendency",2012
170,170,"Tiger Woods",69,17.27,115,666,-0.03,"LeftRoughTendency",2012
171,171,"Troy Matteson",100,17.3,196,1133,-0.03,"LeftRoughTendency",2012
171,171,"Lee Westwood",60,17.3,96,555,0.04,"LeftRoughTendency",2012
173,173,"John Daly",50,17.31,90,520,0.12,"LeftRoughTendency",2012
174,174,"Carl Pettersson",92,17.39,193,1110,0.05,"LeftRoughTendency",2012
175,175,"Matt Bettencourt",80,17.45,144,825,0.22,"LeftRoughTendency",2012
176,176,"Troy Kelly",68,17.65,123,697,0.13,"LeftRoughTendency",2012
177,177,"Jonathan Byrd",69,17.68,137,775,0.07,"LeftRoughTendency",2012
178,178,"Robert Garrigus",89,17.71,181,1022,0.06,"LeftRoughTendency",2012
179,179,"Billy Hurley III",70,17.92,141,787,0.13,"LeftRoughTendency",2012
180,180,"Rory McIlroy",60,17.99,100,556,-0.09,"LeftRoughTendency",2012
181,181,"Dustin Johnson",70,18.34,133,725,-0.01,"LeftRoughTendency",2012
182,182,"Jhonattan Vegas",77,18.4,175,951,0.1,"LeftRoughTendency",2012
183,183,"Ryuji Imada",78,18.46,175,948,0.07,"LeftRoughTendency",2012
184,184,"Spencer Levin",81,18.5,170,919,0.12,"LeftRoughTendency",2012
185,185,"Martin Flores",95,18.62,211,1133,0.1,"LeftRoughTendency",2012
186,186,"Harrison Frazar",56,18.65,124,665,0.06,"LeftRoughTendency",2012
187,187,"Marco Dawson",60,18.96,120,633,0.14,"LeftRoughTendency",2012
188,188,"Michael Bradley",63,19.17,144,751,0.11,"LeftRoughTendency",2012
189,189,"Phil Mickelson",79,19.63,161,820,-0.07,"LeftRoughTendency",2012
190,190,"Edward Loar",59,20,119,595,0.19,"LeftRoughTendency",2012
190,190,"Gary Woodland",70,20,145,725,0.06,"LeftRoughTendency",2012
