"Front9ScoringAverage_RANKTHISWEEK_2016","Front9ScoringAverage_RANKLASTWEEK_2016","Front9ScoringAverage_PLAYERNAME_2016","Front9ScoringAverage_ROUNDS_2016","Front9ScoringAverage_AVG_2016","Front9ScoringAverage_TOTALSTROKES_2016","Front9ScoringAverage_TOTALHOLES_2016","stat_name","year"
21,15,"Hideki Matsuyama",40,35,1295,37,"Front9ScoringAverage",2016
21,26,"Brandt Snedeker",47,35,1505,43,"Front9ScoringAverage",2016
21,26,"Jimmy Walker",43,35,1400,40,"Front9ScoringAverage",2016
25,15,"Patton Kizzire",57,35.02,1856,53,"Front9ScoringAverage",2016
26,22,"Jason Bohn",37,35.03,1296,37,"Front9ScoringAverage",2016
27,32,"KJ Choi",47,35.04,1647,47,"Front9ScoringAverage",2016
28,38,"Luke List",51,35.06,1788,51,"Front9ScoringAverage",2016
28,15,"Adam Scott",39,35.06,1262,36,"Front9ScoringAverage",2016
30,35,"Russell Henley",42,35.07,1473,42,"Front9ScoringAverage",2016
30,35,"Charley Hoffman",49,35.07,1613,46,"Front9ScoringAverage",2016
32,26,"Kevin Chappell",49,35.08,1719,49,"Front9ScoringAverage",2016
33,25,"Brendan Steele",48,35.1,1685,48,"Front9ScoringAverage",2016
34,40,"Zac Blair",56,35.13,1967,56,"Front9ScoringAverage",2016
34,40,"Freddie Jacobson",54,35.13,1897,54,"Front9ScoringAverage",2016
34,33,"Sean OHair",45,35.13,1581,45,"Front9ScoringAverage",2016
37,33,"Martin Laird",46,35.15,1617,46,"Front9ScoringAverage",2016
37,23,"Cameron Tringale",47,35.15,1652,47,"Front9ScoringAverage",2016
39,60,"Roberto Castro",55,35.16,1934,55,"Front9ScoringAverage",2016
39,26,"Padraig Harrington",38,35.16,1336,38,"Front9ScoringAverage",2016
39,44,"Jerry Kelly",44,35.16,1547,44,"Front9ScoringAverage",2016
39,52,"Patrick Reed",53,35.16,1723,49,"Front9ScoringAverage",2016
39,44,"Steve Stricker",25,35.16,879,25,"Front9ScoringAverage",2016
44,42,"David Lingmerth",54,35.18,1794,51,"Front9ScoringAverage",2016
44,39,"Patrick Rodgers",49,35.18,1724,49,"Front9ScoringAverage",2016
44,35,"Gary Woodland",45,35.18,1583,45,"Front9ScoringAverage",2016
47,51,"Matt Kuchar",46,35.19,1478,42,"Front9ScoringAverage",2016
48,52,"Aaron Baddeley",51,35.2,1795,51,"Front9ScoringAverage",2016
48,52,"Ryan Palmer",46,35.2,1619,46,"Front9ScoringAverage",2016
50,58,"Scott Piercy",45,35.21,1479,42,"Front9ScoringAverage",2016
51,58,"Brian Harman",60,35.22,2113,60,"Front9ScoringAverage",2016
52,42,"Ricky Barnes",57,35.23,2008,57,"Front9ScoringAverage",2016
53,63,"Jon Curran",55,35.24,1938,55,"Front9ScoringAverage",2016
54,44,"Adam Hadwin",53,35.25,1868,53,"Front9ScoringAverage",2016
54,52,"Sung Kang",51,35.25,1798,51,"Front9ScoringAverage",2016
54,44,"Francesco Molinari",36,35.25,1269,36,"Front9ScoringAverage",2016
57,99,"Fabian Gomez",49,35.26,1622,46,"Front9ScoringAverage",2016
57,65,"Billy Horschel",45,35.26,1481,42,"Front9ScoringAverage",2016
57,65,"Zach Johnson",42,35.26,1340,38,"Front9ScoringAverage",2016
57,62,"Matt Jones",45,35.26,1481,42,"Front9ScoringAverage",2016
57,52,"Peter Malnati",53,35.26,1869,53,"Front9ScoringAverage",2016
57,60,"Scott Pinckney",53,35.26,1869,53,"Front9ScoringAverage",2016
63,69,"Stewart Cink",45,35.27,1587,45,"Front9ScoringAverage",2016
63,69,"Charl Schwartzel",29,35.27,917,26,"Front9ScoringAverage",2016
63,48,"John Senden",48,35.27,1693,48,"Front9ScoringAverage",2016
63,77,"Johnson Wagner",44,35.27,1552,44,"Front9ScoringAverage",2016
67,80,"Tim Wilkinson",40,35.28,1411,40,"Front9ScoringAverage",2016
68,94,"James Hahn",45,35.29,1588,45,"Front9ScoringAverage",2016
68,74,"Brooks Koepka",39,35.29,1200,34,"Front9ScoringAverage",2016
70,89,"Danny Lee",53,35.3,1765,50,"Front9ScoringAverage",2016
70,77,"Bryce Molder",50,35.3,1765,50,"Front9ScoringAverage",2016
70,48,"Will Wilcox",47,35.3,1659,47,"Front9ScoringAverage",2016
73,80,"Brice Garnett",29,35.31,1024,29,"Front9ScoringAverage",2016
73,65,"Harold Varner III",58,35.31,2048,58,"Front9ScoringAverage",2016
75,89,"Lucas Glover",53,35.32,1872,53,"Front9ScoringAverage",2016
75,64,"Colt Knost",56,35.32,1978,56,"Front9ScoringAverage",2016
77,48,"Brian Stuard",24,35.33,848,24,"Front9ScoringAverage",2016
78,84,"Chez Reavie",56,35.34,1979,56,"Front9ScoringAverage",2016
79,74,"Daniel Berger",52,35.35,1732,49,"Front9ScoringAverage",2016
79,72,"Spencer Levin",62,35.35,2192,62,"Front9ScoringAverage",2016
81,82,"Mark Hubbard",73,35.36,2581,73,"Front9ScoringAverage",2016
81,92,"Billy Hurley III",22,35.36,778,22,"Front9ScoringAverage",2016
81,114,"Andrew Loupe",50,35.36,1768,50,"Front9ScoringAverage",2016
81,92,"Pat Perez",28,35.36,990,28,"Front9ScoringAverage",2016
81,69,"Justin Thomas",53,35.36,1768,50,"Front9ScoringAverage",2016
86,72,"Bill Haas",42,35.37,1344,38,"Front9ScoringAverage",2016
86,94,"Troy Merritt",41,35.37,1450,41,"Front9ScoringAverage",2016
88,84,"Webb Simpson",34,35.38,1203,34,"Front9ScoringAverage",2016
88,94,"Daniel Summerhays",55,35.38,1946,55,"Front9ScoringAverage",2016
90,84,"Kevin Streelman",46,35.39,1628,46,"Front9ScoringAverage",2016
90,89,"Nick Taylor",57,35.39,2017,57,"Front9ScoringAverage",2016
92,52,"Graham DeLaet",50,35.4,1770,50,"Front9ScoringAverage",2016
92,103,"Sergio Garcia",28,35.4,885,25,"Front9ScoringAverage",2016
92,77,"Ryan Moore",40,35.4,1239,35,"Front9ScoringAverage",2016
95,107,"Stuart Appleby",39,35.41,1381,39,"Front9ScoringAverage",2016
95,107,"Anirban Lahiri",44,35.41,1452,41,"Front9ScoringAverage",2016
95,84,"Kyle Reifers",63,35.41,2231,63,"Front9ScoringAverage",2016
98,94,"Boo Weekley",53,35.42,1877,53,"Front9ScoringAverage",2016
99,99,"Jeff Overton",51,35.43,1807,51,"Front9ScoringAverage",2016
100,65,"Ben Crane",48,35.44,1701,48,"Front9ScoringAverage",2016
100,103,"David Hearn",55,35.44,1949,55,"Front9ScoringAverage",2016
100,103,"Michael Kim",62,35.44,2197,62,"Front9ScoringAverage",2016
103,94,"Tom Hoge",47,35.45,1666,47,"Front9ScoringAverage",2016
104,103,"Scott Brown",59,35.46,2092,59,"Front9ScoringAverage",2016
104,122,"Retief Goosen",37,35.46,1312,37,"Front9ScoringAverage",2016
104,114,"Seung Yul Noh",54,35.46,1915,54,"Front9ScoringAverage",2016
104,99,"Scott Stallings",46,35.46,1631,46,"Front9ScoringAverage",2016
108,84,"Morgan Hoffmann",43,35.47,1525,43,"Front9ScoringAverage",2016
109,82,"Derek Fathauer",58,35.48,2058,58,"Front9ScoringAverage",2016
109,107,"Michael Thompson",46,35.48,1632,46,"Front9ScoringAverage",2016
111,111,"Scott Langley",41,35.49,1455,41,"Front9ScoringAverage",2016
111,99,"Brett Stegmaier",57,35.49,2023,57,"Front9ScoringAverage",2016
113,125,"Rhein Gibson",36,35.5,1278,36,"Front9ScoringAverage",2016
113,129,"Robert Streb",51,35.5,1704,48,"Front9ScoringAverage",2016
113,114,"Camilo Villegas",50,35.5,1775,50,"Front9ScoringAverage",2016
116,126,"John Huh",51,35.51,1811,51,"Front9ScoringAverage",2016
116,112,"Si Woo Kim",63,35.51,2237,63,"Front9ScoringAverage",2016
116,123,"Tyrone Van Aswegen",67,35.51,2379,67,"Front9ScoringAverage",2016
116,118,"Steve Wheatcroft",53,35.51,1882,53,"Front9ScoringAverage",2016
120,134,"Vijay Singh",42,35.52,1492,42,"Front9ScoringAverage",2016
121,123,"Cameron Smith",45,35.53,1599,45,"Front9ScoringAverage",2016
121,74,"Henrik Stenson",30,35.53,1066,30,"Front9ScoringAverage",2016
123,114,"Chad Campbell",54,35.54,1919,54,"Front9ScoringAverage",2016
124,134,"Thomas Aiken",42,35.55,1493,42,"Front9ScoringAverage",2016
124,113,"Tyler Aldridge",53,35.55,1884,53,"Front9ScoringAverage",2016
124,146,"Harris English",51,35.55,1813,51,"Front9ScoringAverage",2016
124,129,"Matthew Fitzpatrick",23,35.55,711,20,"Front9ScoringAverage",2016
124,118,"David Toms",38,35.55,1351,38,"Front9ScoringAverage",2016
129,128,"Ben Martin",48,35.56,1707,48,"Front9ScoringAverage",2016
129,118,"Kyle Stanley",57,35.56,2027,57,"Front9ScoringAverage",2016
131,132,"Chris Kirk",51,35.57,1636,46,"Front9ScoringAverage",2016
131,126,"Jhonattan Vegas",49,35.57,1743,49,"Front9ScoringAverage",2016
133,134,"Rory Sabbatini",40,35.58,1423,40,"Front9ScoringAverage",2016
134,140,"Graeme McDowell",33,35.6,1068,30,"Front9ScoringAverage",2016
134,118,"Carlos Ortiz",47,35.6,1673,47,"Front9ScoringAverage",2016
136,107,"Paul Casey",39,35.61,1282,36,"Front9ScoringAverage",2016
137,131,"Derek Ernst",36,35.64,1283,36,"Front9ScoringAverage",2016
138,148,"Keegan Bradley",40,35.65,1426,40,"Front9ScoringAverage",2016
138,140,"Robert Garrigus",34,35.65,1212,34,"Front9ScoringAverage",2016
140,145,"Whee Kim",54,35.67,1926,54,"Front9ScoringAverage",2016
141,140,"Blayne Barber",44,35.68,1570,44,"Front9ScoringAverage",2016
141,138,"Bronson Burgoon",53,35.68,1891,53,"Front9ScoringAverage",2016
141,150,"Cameron Percy",22,35.68,785,22,"Front9ScoringAverage",2016
144,134,"Jim Herman",55,35.69,1963,55,"Front9ScoringAverage",2016
144,154,"Jason Kokrak",52,35.69,1856,52,"Front9ScoringAverage",2016
144,148,"Mark Wilson",42,35.69,1499,42,"Front9ScoringAverage",2016
147,150,"Sam Saunders",40,35.7,1428,40,"Front9ScoringAverage",2016
148,155,"Luke Guthrie",31,35.71,1107,31,"Front9ScoringAverage",2016
148,132,"Henrik Norlander",41,35.71,1464,41,"Front9ScoringAverage",2016
148,153,"Chris Stroud",52,35.71,1857,52,"Front9ScoringAverage",2016
148,155,"Hudson Swafford",52,35.71,1857,52,"Front9ScoringAverage",2016
148,143,"Dawie van der Walt",48,35.71,1714,48,"Front9ScoringAverage",2016
153,150,"Jason Gore",51,35.73,1822,51,"Front9ScoringAverage",2016
154,146,"Chesson Hadley",51,35.75,1823,51,"Front9ScoringAverage",2016
155,162,"Shane Bertsch",30,35.77,1073,30,"Front9ScoringAverage",2016
156,138,"Hiroshi Iwata",51,35.78,1825,51,"Front9ScoringAverage",2016
156,159,"Geoff Ogilvy",37,35.78,1324,37,"Front9ScoringAverage",2016
158,166,"Greg Owen",56,35.79,2004,56,"Front9ScoringAverage",2016
159,143,"Jamie Donaldson",28,35.8,895,25,"Front9ScoringAverage",2016
160,163,"JB Holmes",39,35.81,1289,36,"Front9ScoringAverage",2016
161,168,"Justin Leonard",28,35.82,1003,28,"Front9ScoringAverage",2016
162,157,"Kelly Kraft",35,35.83,1254,35,"Front9ScoringAverage",2016
162,170,"DJ Trahan",23,35.83,824,23,"Front9ScoringAverage",2016
164,157,"Rob Oppenheim",37,35.84,1326,37,"Front9ScoringAverage",2016
164,160,"Martin Piller",37,35.84,1326,37,"Front9ScoringAverage",2016
166,175,"Jonas Blixt",46,35.85,1649,46,"Front9ScoringAverage",2016
166,172,"Ken Duke",26,35.85,932,26,"Front9ScoringAverage",2016
168,173,"Brian Gay",22,35.86,789,22,"Front9ScoringAverage",2016
168,173,"Andres Romero",22,35.86,789,22,"Front9ScoringAverage",2016
170,164,"Shawn Stefani",45,35.87,1614,45,"Front9ScoringAverage",2016
171,160,"Byeong Hun An",23,35.89,682,19,"Front9ScoringAverage",2016
171,165,"Erik Compton",45,35.89,1615,45,"Front9ScoringAverage",2016
173,182,"Vaughn Taylor",30,35.9,1077,30,"Front9ScoringAverage",2016
174,178,"JJ Henry",44,35.93,1581,44,"Front9ScoringAverage",2016
175,177,"DA Points",32,35.94,1150,32,"Front9ScoringAverage",2016
176,181,"Lucas Lee",22,35.95,791,22,"Front9ScoringAverage",2016
176,168,"Ian Poulter",37,35.95,1330,37,"Front9ScoringAverage",2016
178,183,"Wes Roach",33,35.97,1187,33,"Front9ScoringAverage",2016
179,175,"Brendon de Jonge",55,35.98,1979,55,"Front9ScoringAverage",2016
180,187,"Emiliano Grillo",47,36,1584,44,"Front9ScoringAverage",2016
180,170,"Justin Hicks",26,36,936,26,"Front9ScoringAverage",2016
180,183,"George McNeill",33,36,1188,33,"Front9ScoringAverage",2016
180,187,"Darron Stiles",28,36,1008,28,"Front9ScoringAverage",2016
184,178,"Chad Collins",45,36.04,1622,45,"Front9ScoringAverage",2016
184,189,"Andrew Landry",24,36.04,865,24,"Front9ScoringAverage",2016
186,186,"Will Ma Kenzie",54,36.06,1947,54,"Front9ScoringAverage",2016
187,191,"Dicky Pride",33,36.09,1191,33,"Front9ScoringAverage",2016
187,192,"Brendon Todd",43,36.09,1552,43,"Front9ScoringAverage",2016
189,183,"Davis Love III",40,36.1,1444,40,"Front9ScoringAverage",2016
190,194,"Hunter Mahan",43,36.12,1553,43,"Front9ScoringAverage",2016
191,190,"Shane Lowry",35,36.13,1156,32,"Front9ScoringAverage",2016
192,192,"Ernie Els",34,36.15,1229,34,"Front9ScoringAverage",2016
193,196,"Andres Gonzales",46,36.17,1664,46,"Front9ScoringAverage",2016
194,180,"Steve Marino",40,36.2,1448,40,"Front9ScoringAverage",2016
195,197,"Miguel Angel Carballo",24,36.21,869,24,"Front9ScoringAverage",2016
196,199,"Abraham Ancer",26,36.23,942,26,"Front9ScoringAverage",2016
197,198,"Matt Every",34,36.24,1232,34,"Front9ScoringAverage",2016
198,195,"Ollie Schniederjans",23,36.26,834,23,"Front9ScoringAverage",2016
199,200,"Carl Pettersson",31,36.35,1127,31,"Front9ScoringAverage",2016
200,202,"Louis Oosthuizen",25,36.44,656,18,"Front9ScoringAverage",2016
201,203,"Bernd Wiesberger",23,36.45,729,20,"Front9ScoringAverage",2016
202,204,"Angel Cabrera",42,36.48,1532,42,"Front9ScoringAverage",2016
203,201,"Robert Allenby",35,36.54,1279,35,"Front9ScoringAverage",2016
204,205,"Charlie Beljan",26,36.62,952,26,"Front9ScoringAverage",2016
205,206,"DH Lee",35,36.77,1287,35,"Front9ScoringAverage",2016
206,206,"Andy Sullivan",25,36.82,810,22,"Front9ScoringAverage",2016
207,208,"Steven Bowditch",40,36.98,1479,40,"Front9ScoringAverage",2016
