"MissedFairwayPercentOther_RANKTHISWEEK_2007","MissedFairwayPercentOther_RANKLASTWEEK_2007","MissedFairwayPercentOther_PLAYERNAME_2007","MissedFairwayPercentOther_ROUNDS_2007","MissedFairwayPercentOther_Pct_2007","MissedFairwayPercentOther_TOTALMISSED_2007","MissedFairwayPercentOther_TOTALFWYS_2007","MissedFairwayPercentOther_RELATIVETOPAR_2007","stat_name","year"
72,72,"Paul Goydos",60,4.77,35,734,0.46,"MissedFairwayPercentOther",2007
73,73,"Mark Wilson",87,4.8,54,1124,0.13,"MissedFairwayPercentOther",2007
74,74,"Ken Duke",112,4.81,70,1454,0.49,"MissedFairwayPercentOther",2007
75,75,"Stuart Appleby",74,4.83,40,828,0.78,"MissedFairwayPercentOther",2007
75,75,"Kenny Perry",83,4.83,53,1097,0.4,"MissedFairwayPercentOther",2007
77,77,"Mark Brooks",53,4.88,32,656,0.34,"MissedFairwayPercentOther",2007
78,78,"Steve Lowery",74,4.91,51,1039,0.47,"MissedFairwayPercentOther",2007
79,79,"Mathew Goggin",97,4.94,64,1295,0.3,"MissedFairwayPercentOther",2007
79,79,"Jeff Overton",60,4.94,40,809,0.2,"MissedFairwayPercentOther",2007
81,81,"Rory Sabbatini",81,4.99,47,941,0.11,"MissedFairwayPercentOther",2007
82,82,"Shigeki Maruyama",84,5,58,1160,0.5,"MissedFairwayPercentOther",2007
83,83,"Doug LaBelle II",104,5.01,70,1396,0.36,"MissedFairwayPercentOther",2007
84,84,"Nathan Green",103,5.03,65,1293,0.23,"MissedFairwayPercentOther",2007
84,84,"Sean OHair",98,5.03,62,1233,0.11,"MissedFairwayPercentOther",2007
86,86,"Jason Bohn",57,5.04,40,793,0.43,"MissedFairwayPercentOther",2007
86,86,"Craig Lile",77,5.04,53,1051,0.42,"MissedFairwayPercentOther",2007
88,88,"Chris Stroud",66,5.06,44,869,0.14,"MissedFairwayPercentOther",2007
89,89,"Jeff Gove",103,5.08,73,1436,0.29,"MissedFairwayPercentOther",2007
90,90,"DJ Trahan",99,5.1,69,1352,0.33,"MissedFairwayPercentOther",2007
91,91,"Rocco Mediate",72,5.15,51,991,0.47,"MissedFairwayPercentOther",2007
91,91,"Dean Wilson",92,5.15,59,1146,0.31,"MissedFairwayPercentOther",2007
93,93,"Lucas Glover",98,5.17,60,1161,0.35,"MissedFairwayPercentOther",2007
94,94,"Charles Warren",101,5.18,73,1410,0.52,"MissedFairwayPercentOther",2007
95,95,"Chris DiMarco",79,5.19,47,905,0.55,"MissedFairwayPercentOther",2007
96,96,"Tommy Armour III",81,5.2,56,1076,0.16,"MissedFairwayPercentOther",2007
97,97,"Steve Flesch",100,5.22,70,1341,0.44,"MissedFairwayPercentOther",2007
98,98,"Carl Pettersson",111,5.24,72,1375,0.32,"MissedFairwayPercentOther",2007
99,99,"Tom Pernice Jr",104,5.29,68,1286,0.4,"MissedFairwayPercentOther",2007
100,100,"Corey Pavin",81,5.3,57,1076,0.37,"MissedFairwayPercentOther",2007
101,101,"Brian Davis",101,5.31,72,1356,0.33,"MissedFairwayPercentOther",2007
102,102,"Padraig Harrington",64,5.37,36,671,0.56,"MissedFairwayPercentOther",2007
103,103,"Briny Baird",115,5.42,84,1549,0.37,"MissedFairwayPercentOther",2007
104,104,"Justin Rose",63,5.49,33,601,0.06,"MissedFairwayPercentOther",2007
105,105,"Ian Poulter",63,5.53,34,615,0.03,"MissedFairwayPercentOther",2007
106,106,"Mike Weir",82,5.56,52,936,0.19,"MissedFairwayPercentOther",2007
107,107,"Sergio Garcia",68,5.64,44,780,0.27,"MissedFairwayPercentOther",2007
108,108,"Johnson Wagner",97,5.73,76,1326,0.37,"MissedFairwayPercentOther",2007
109,109,"Brett Quigley",79,5.74,53,923,0.4,"MissedFairwayPercentOther",2007
110,110,"Mark Hensby",81,5.82,64,1100,0.48,"MissedFairwayPercentOther",2007
111,111,"Cliff Kresge",107,5.83,87,1493,0.4,"MissedFairwayPercentOther",2007
112,112,"Richard Johnson",93,5.92,75,1266,0.44,"MissedFairwayPercentOther",2007
113,113,"Michael Allen",74,5.95,58,975,0.38,"MissedFairwayPercentOther",2007
113,113,"Bob Tway",103,5.95,79,1327,0.48,"MissedFairwayPercentOther",2007
115,115,"John Merrick",92,6.01,74,1231,0.45,"MissedFairwayPercentOther",2007
116,116,"Tim Herron",98,6.09,73,1199,0.41,"MissedFairwayPercentOther",2007
117,117,"Troy Matteson",87,6.1,69,1131,0.29,"MissedFairwayPercentOther",2007
118,118,"Jaco Van Zyl",51,6.13,42,685,0.52,"MissedFairwayPercentOther",2007
119,119,"Cameron Beckman",96,6.15,79,1285,0.32,"MissedFairwayPercentOther",2007
119,119,"Matt Kuchar",85,6.15,68,1106,0.31,"MissedFairwayPercentOther",2007
121,121,"Ted Purdy",102,6.18,83,1342,0.18,"MissedFairwayPercentOther",2007
121,121,"Brett Wetterich",88,6.18,65,1051,0.4,"MissedFairwayPercentOther",2007
123,123,"Dicky Pride",71,6.19,58,937,0.43,"MissedFairwayPercentOther",2007
124,124,"Frank Lickliter II",95,6.22,79,1271,0.46,"MissedFairwayPercentOther",2007
125,125,"Greg Owen",81,6.23,69,1108,0.41,"MissedFairwayPercentOther",2007
126,126,"Mathias Gronberg",95,6.26,83,1325,0.24,"MissedFairwayPercentOther",2007
126,126,"Pat Perez",84,6.26,61,975,0.43,"MissedFairwayPercentOther",2007
128,128,"Tripp Isenhour",86,6.27,70,1117,0.49,"MissedFairwayPercentOther",2007
129,129,"Anthony Kim",93,6.35,75,1181,0.35,"MissedFairwayPercentOther",2007
130,130,"Nick Watney",87,6.36,70,1100,0.36,"MissedFairwayPercentOther",2007
131,131,"Brandt Snedeker",105,6.4,83,1296,0.02,"MissedFairwayPercentOther",2007
132,132,"Rich Beem",89,6.41,69,1077,0.46,"MissedFairwayPercentOther",2007
133,133,"Tim Petrovic",106,6.48,94,1450,0.3,"MissedFairwayPercentOther",2007
133,133,"Michael Putnam",96,6.48,78,1203,0.38,"MissedFairwayPercentOther",2007
135,135,"JP Hayes",89,6.54,81,1239,0.51,"MissedFairwayPercentOther",2007
136,136,"Kevin Na",84,6.55,77,1175,0.4,"MissedFairwayPercentOther",2007
137,137,"Jason Dufner",100,6.57,88,1340,0.39,"MissedFairwayPercentOther",2007
138,138,"Steve Allan",63,6.58,54,821,0.52,"MissedFairwayPercentOther",2007
139,139,"Ryuji Imada",104,6.64,89,1341,0.28,"MissedFairwayPercentOther",2007
140,140,"David Branshaw",83,6.66,77,1156,0.6,"MissedFairwayPercentOther",2007
141,141,"DJ Brigman",67,6.67,55,825,0.18,"MissedFairwayPercentOther",2007
142,142,"Joey Sindelar",75,6.7,68,1015,0.37,"MissedFairwayPercentOther",2007
142,142,"Kevin Sutherland",85,6.7,72,1074,0.17,"MissedFairwayPercentOther",2007
144,144,"Bubba Dickerson",51,6.72,44,655,0.36,"MissedFairwayPercentOther",2007
145,145,"Ryan Moore",92,6.75,79,1170,0.2,"MissedFairwayPercentOther",2007
146,146,"Jarrod Lyle",77,6.77,69,1019,0.41,"MissedFairwayPercentOther",2007
147,147,"Jeff Sluman",60,6.78,45,664,0.73,"MissedFairwayPercentOther",2007
148,148,"Tom Johnson",74,6.79,68,1002,0.38,"MissedFairwayPercentOther",2007
149,149,"Duffy Waldorf",69,6.82,64,938,0.09,"MissedFairwayPercentOther",2007
150,150,"Jason Gore",86,6.92,83,1200,0.19,"MissedFairwayPercentOther",2007
151,151,"Anders Hansen",55,6.97,38,545,0.37,"MissedFairwayPercentOther",2007
152,152,"Jeff Brehaut",59,7.04,52,739,0.52,"MissedFairwayPercentOther",2007
153,153,"Steve Wheatcroft",73,7.05,68,964,0.41,"MissedFairwayPercentOther",2007
154,154,"Chris Couch",76,7.06,75,1062,0.48,"MissedFairwayPercentOther",2007
155,155,"George McNeill",95,7.11,86,1209,0.24,"MissedFairwayPercentOther",2007
156,156,"Bill Haas",93,7.17,89,1241,0.2,"MissedFairwayPercentOther",2007
157,157,"Brendon de Jonge",76,7.26,73,1005,0.48,"MissedFairwayPercentOther",2007
158,158,"Matt Hendrix",63,7.29,62,851,0.37,"MissedFairwayPercentOther",2007
159,159,"Tom Lehman",62,7.32,55,751,0.45,"MissedFairwayPercentOther",2007
160,160,"Steve Marino",106,7.36,103,1400,0.37,"MissedFairwayPercentOther",2007
161,161,"Marco Dawson",73,7.37,73,991,0.36,"MissedFairwayPercentOther",2007
162,162,"Paul Gow",70,7.48,69,922,0.46,"MissedFairwayPercentOther",2007
162,162,"Kevin Stadler",95,7.48,91,1216,0.33,"MissedFairwayPercentOther",2007
164,164,"Jason Schultz",63,7.52,62,825,0.37,"MissedFairwayPercentOther",2007
165,165,"Ryan Palmer",91,7.57,94,1241,0.43,"MissedFairwayPercentOther",2007
166,166,"Jose Maria Olazabal",52,7.69,43,559,0.49,"MissedFairwayPercentOther",2007
166,166,"Chris Tidland",59,7.69,59,767,0.53,"MissedFairwayPercentOther",2007
168,168,"Andrew Buckle",77,7.72,79,1023,0.42,"MissedFairwayPercentOther",2007
168,168,"Joe Ogilvie",102,7.72,103,1334,0.55,"MissedFairwayPercentOther",2007
170,170,"Bob Heintz",85,7.73,87,1126,0.54,"MissedFairwayPercentOther",2007
171,171,"Jesper Parnevik",88,7.78,91,1170,0.41,"MissedFairwayPercentOther",2007
172,172,"Stewart Cink",91,7.82,81,1036,0.56,"MissedFairwayPercentOther",2007
173,173,"Parker McLachlin",83,7.96,88,1105,0.2,"MissedFairwayPercentOther",2007
174,174,"Charley Hoffman",97,7.97,101,1268,0.15,"MissedFairwayPercentOther",2007
175,175,"Jim Rutledge",59,8.05,62,770,0.58,"MissedFairwayPercentOther",2007
176,176,"Billy Andrade",88,8.09,99,1224,0.39,"MissedFairwayPercentOther",2007
177,177,"Jonathan Byrd",73,8.25,77,933,0.34,"MissedFairwayPercentOther",2007
178,178,"Brian Bateman",55,8.5,56,659,0.38,"MissedFairwayPercentOther",2007
178,178,"Phil Mickelson",73,8.5,70,824,0.19,"MissedFairwayPercentOther",2007
180,180,"Bryce Molder",56,8.6,65,756,0.55,"MissedFairwayPercentOther",2007
181,181,"Rich Barcelo",80,8.62,94,1090,0.54,"MissedFairwayPercentOther",2007
182,182,"Charles Howell III",89,8.67,87,1003,0.3,"MissedFairwayPercentOther",2007
183,183,"JB Holmes",71,8.7,84,966,0.46,"MissedFairwayPercentOther",2007
184,184,"Todd Hamilton",76,8.91,82,920,0.55,"MissedFairwayPercentOther",2007
185,185,"Craig Barlow",52,8.97,65,725,0.34,"MissedFairwayPercentOther",2007
186,186,"Kyle Reifers",71,9,87,967,0.43,"MissedFairwayPercentOther",2007
187,187,"Tag Ridings",52,9.04,63,697,0.44,"MissedFairwayPercentOther",2007
188,188,"Lee Janzen",66,9.19,77,838,0.42,"MissedFairwayPercentOther",2007
189,189,"Eric Axley",107,9.38,135,1440,0.51,"MissedFairwayPercentOther",2007
190,190,"Daniel Chopra",106,9.44,137,1452,0.23,"MissedFairwayPercentOther",2007
191,191,"Scott Gutschewski",67,9.53,84,881,0.39,"MissedFairwayPercentOther",2007
192,192,"Robert Garrigus",95,9.56,127,1328,0.4,"MissedFairwayPercentOther",2007
193,193,"Harrison Frazar",88,9.67,111,1148,0.35,"MissedFairwayPercentOther",2007
194,194,"Paul Stankowski",52,10.18,68,668,0.41,"MissedFairwayPercentOther",2007
195,195,"Bubba Watson",80,10.19,105,1030,0.38,"MissedFairwayPercentOther",2007
196,196,"John Daly",59,13.59,101,743,0.49,"MissedFairwayPercentOther",2007
