"DrivingPctMeasured_RANKTHISWEEK_2013","DrivingPctMeasured_RANKLASTWEEK_2013","DrivingPctMeasured_PLAYERNAME_2013","DrivingPctMeasured_ROUNDS_2013","DrivingPctMeasured_Pct_2013","DrivingPctMeasured_TOTALDRIVESFOR_2013","DrivingPctMeasured_TOTALDRVSOVERALL_2013","DrivingPctMeasured_RELATIVETOPAR_2013","stat_name","year"
65,65,"Brendon de Jonge",110,2.36,5,212,-0.4,"DrivingPctMeasured",2013
66,66,"Aaron Baddeley",68,2.34,3,128,0.33,"DrivingPctMeasured",2013
67,67,"Chris Stroud",88,2.33,4,172,1,"DrivingPctMeasured",2013
68,68,"Steven Bowditch",67,2.31,3,130,0.67,"DrivingPctMeasured",2013
69,69,"Tim Herron",45,2.22,2,90,0,"DrivingPctMeasured",2013
70,70,"Robert Karlsson",56,2.17,2,92,-0.5,"DrivingPctMeasured",2013
70,70,"Justin Rose",62,2.17,2,92,-1,"DrivingPctMeasured",2013
72,72,"Jerry Kelly",75,2.11,3,142,0.33,"DrivingPctMeasured",2013
72,72,"Scott Langley",79,2.11,3,142,0.67,"DrivingPctMeasured",2013
72,72,"Greg Owen",73,2.11,3,142,0,"DrivingPctMeasured",2013
75,75,"Jordan Spieth",82,2.03,3,148,0.33,"DrivingPctMeasured",2013
76,76,"Vijay Singh",61,1.96,2,102,-0.5,"DrivingPctMeasured",2013
77,77,"Michael Bradley",56,1.92,2,104,0,"DrivingPctMeasured",2013
77,77,"Jeff Overton",78,1.92,3,156,0.67,"DrivingPctMeasured",2013
79,79,"Justin Leonard",86,1.83,3,164,0.67,"DrivingPctMeasured",2013
80,80,"Daniel Summerhays",83,1.81,3,166,0.33,"DrivingPctMeasured",2013
81,81,"Brandt Jobe",62,1.79,2,112,-0.5,"DrivingPctMeasured",2013
81,81,"Martin Laird",68,1.79,2,112,0.5,"DrivingPctMeasured",2013
81,81,"Johnson Wagner",64,1.79,2,112,0.5,"DrivingPctMeasured",2013
84,84,"Brian Harman",89,1.76,3,170,0.33,"DrivingPctMeasured",2013
85,85,"Ted Potter Jr",65,1.75,2,114,0.5,"DrivingPctMeasured",2013
86,86,"Gary Woodland",94,1.74,3,172,0,"DrivingPctMeasured",2013
87,87,"Harris English",95,1.72,3,174,0,"DrivingPctMeasured",2013
87,87,"Matt Every",89,1.72,3,174,0.67,"DrivingPctMeasured",2013
89,89,"Graham DeLaet",94,1.7,3,176,0,"DrivingPctMeasured",2013
90,90,"Brian Davis",91,1.69,3,178,-0.33,"DrivingPctMeasured",2013
90,90,"Bubba Watson",76,1.69,2,118,0,"DrivingPctMeasured",2013
92,92,"Charlie Beljan",62,1.67,2,120,0.5,"DrivingPctMeasured",2013
93,93,"Roberto Castro",97,1.61,3,186,0,"DrivingPctMeasured",2013
94,94,"Scott Piercy",78,1.59,2,126,-1,"DrivingPctMeasured",2013
95,95,"John Senden",79,1.56,2,128,0.5,"DrivingPctMeasured",2013
96,96,"Tom Gillis",69,1.54,2,130,1,"DrivingPctMeasured",2013
97,97,"Bob Estes",66,1.52,2,132,0.5,"DrivingPctMeasured",2013
98,98,"KJ Choi",85,1.47,2,136,0,"DrivingPctMeasured",2013
98,98,"Doug LaBelle II",72,1.47,2,136,0,"DrivingPctMeasured",2013
98,98,"Casey Wittenberg",72,1.47,2,136,0.5,"DrivingPctMeasured",2013
101,101,"Jason Bohn",70,1.43,2,140,0.5,"DrivingPctMeasured",2013
102,102,"Keegan Bradley",88,1.37,2,146,0,"DrivingPctMeasured",2013
103,103,"Kevin Chappell",80,1.35,2,148,1,"DrivingPctMeasured",2013
103,103,"Luke Guthrie",82,1.35,2,148,0.5,"DrivingPctMeasured",2013
103,103,"Padraig Harrington",52,1.35,1,74,-1,"DrivingPctMeasured",2013
106,106,"William McGirt",75,1.33,2,150,0.5,"DrivingPctMeasured",2013
107,107,"Chad Campbell",78,1.32,2,152,-0.5,"DrivingPctMeasured",2013
107,107,"Jason Kokrak",78,1.32,2,152,2,"DrivingPctMeasured",2013
109,109,"Brendan Steele",86,1.25,2,160,0,"DrivingPctMeasured",2013
110,110,"Adam Scott",61,1.14,1,88,0,"DrivingPctMeasured",2013
110,110,"Aaron Watkins",46,1.14,1,88,0,"DrivingPctMeasured",2013
110,110,"Tiger Woods",61,1.14,1,88,0,"DrivingPctMeasured",2013
113,113,"Eric Meierdierks",48,1.09,1,92,1,"DrivingPctMeasured",2013
113,113,"Vaughn Taylor",50,1.09,1,92,0,"DrivingPctMeasured",2013
115,115,"Sergio Garcia",65,1.06,1,94,1,"DrivingPctMeasured",2013
115,115,"Geoff Ogilvy",57,1.06,1,94,0,"DrivingPctMeasured",2013
117,117,"Ernie Els",63,1.04,1,96,0,"DrivingPctMeasured",2013
117,117,"Freddie Jacobson",63,1.04,1,96,1,"DrivingPctMeasured",2013
117,117,"Henrik Stenson",65,1.04,1,96,1,"DrivingPctMeasured",2013
120,120,"Jim Herman",59,0.98,1,102,-2,"DrivingPctMeasured",2013
121,121,"Alistair Presnell",59,0.94,1,106,1,"DrivingPctMeasured",2013
122,122,"Robert Garrigus",69,0.93,1,108,3,"DrivingPctMeasured",2013
123,123,"Lucas Glover",65,0.91,1,110,0,"DrivingPctMeasured",2013
124,124,"Stewart Cink",71,0.85,1,118,0,"DrivingPctMeasured",2013
124,124,"Scott Gardiner",61,0.85,1,118,2,"DrivingPctMeasured",2013
124,124,"Andres Romero",63,0.85,1,118,1,"DrivingPctMeasured",2013
124,124,"Shawn Stefani",63,0.85,1,118,1,"DrivingPctMeasured",2013
128,128,"Scott Brown",65,0.82,1,122,1,"DrivingPctMeasured",2013
129,129,"David Lingmerth",68,0.81,1,124,0,"DrivingPctMeasured",2013
130,130,"Will Claxton",67,0.79,1,126,1,"DrivingPctMeasured",2013
131,131,"Trevor Immelman",73,0.77,1,130,0,"DrivingPctMeasured",2013
131,131,"Tag Ridings",69,0.77,1,130,2,"DrivingPctMeasured",2013
133,133,"Seung Yul Noh",71,0.75,1,134,-1,"DrivingPctMeasured",2013
134,134,"Ricky Barnes",74,0.71,1,140,1,"DrivingPctMeasured",2013
135,135,"James Driscoll",76,0.69,1,144,2,"DrivingPctMeasured",2013
136,136,"Camilo Villegas",79,0.68,1,146,-1,"DrivingPctMeasured",2013
137,137,"Richard Lee",81,0.65,1,154,1,"DrivingPctMeasured",2013
138,138,"Tommy Gainey",84,0.63,1,160,0,"DrivingPctMeasured",2013
138,138,"Cameron Tringale",80,0.63,1,160,-1,"DrivingPctMeasured",2013
140,140,"Charles Howell III",87,0.6,1,166,0,"DrivingPctMeasured",2013
141,141,"Billy Horschel",96,0.57,1,176,1,"DrivingPctMeasured",2013
142,142,"Boo Weekley",100,0.56,1,180,0,"DrivingPctMeasured",2013
143,143,"Nicholas Thompson",99,0.53,1,190,2,"DrivingPctMeasured",2013
144,144,"Robert Allenby",58,0,NA,112,0,"DrivingPctMeasured",2013
144,144,"Bud Cauley",67,0,NA,118,0,"DrivingPctMeasured",2013
144,144,"Nicolas Colsaerts",50,0,NA,74,0,"DrivingPctMeasured",2013
144,144,"Erik Compton",74,0,NA,148,0,"DrivingPctMeasured",2013
144,144,"Jason Day",86,0,NA,128,0,"DrivingPctMeasured",2013
144,144,"Derek Ernst",58,0,NA,112,0,"DrivingPctMeasured",2013
144,144,"Martin Flores",83,0,NA,166,0,"DrivingPctMeasured",2013
144,144,"Brad Fritsch",81,0,NA,154,0,"DrivingPctMeasured",2013
144,144,"Bobby Gates",49,0,NA,90,0,"DrivingPctMeasured",2013
144,144,"Fabian Gomez",65,0,NA,130,0,"DrivingPctMeasured",2013
144,144,"James Hahn",78,0,NA,148,0,"DrivingPctMeasured",2013
144,144,"Peter Hanson",45,0,NA,66,0,"DrivingPctMeasured",2013
144,144,"Morgan Hoffmann",64,0,NA,124,0,"DrivingPctMeasured",2013
144,144,"Ryo Ishikawa",72,0,NA,124,0,"DrivingPctMeasured",2013
144,144,"Dustin Johnson",71,0,NA,108,0,"DrivingPctMeasured",2013
144,144,"Martin Kaymer",61,0,NA,84,0,"DrivingPctMeasured",2013
144,144,"Ben Kohles",75,0,NA,142,0,"DrivingPctMeasured",2013
144,144,"Steve LeBrun",66,0,NA,124,0,"DrivingPctMeasured",2013
144,144,"Luke List",65,0,NA,122,0,"DrivingPctMeasured",2013
144,144,"Troy Matteson",68,0,NA,132,0,"DrivingPctMeasured",2013
144,144,"Rory McIlroy",56,0,NA,82,0,"DrivingPctMeasured",2013
144,144,"Henrik Norlander",70,0,NA,136,0,"DrivingPctMeasured",2013
144,144,"Sean OHair",56,0,NA,112,0,"DrivingPctMeasured",2013
144,144,"Ryan Palmer",79,0,NA,146,0,"DrivingPctMeasured",2013
144,144,"Cameron Percy",68,0,NA,132,0,"DrivingPctMeasured",2013
144,144,"Pat Perez",69,0,NA,138,0,"DrivingPctMeasured",2013
144,144,"Carl Pettersson",82,0,NA,132,0,"DrivingPctMeasured",2013
144,144,"John Rollins",77,0,NA,146,0,"DrivingPctMeasured",2013
144,144,"Charl Schwartzel",69,0,NA,108,0,"DrivingPctMeasured",2013
144,144,"Robert Streb",75,0,NA,142,0,"DrivingPctMeasured",2013
144,144,"Brian Stuard",78,0,NA,144,0,"DrivingPctMeasured",2013
144,144,"Andrew Svoboda",46,0,NA,84,0,"DrivingPctMeasured",2013
144,144,"Josh Teater",86,0,NA,140,0,"DrivingPctMeasured",2013
144,144,"DJ Trahan",48,0,NA,92,0,"DrivingPctMeasured",2013
144,144,"Bo Van Pelt",72,0,NA,114,0,"DrivingPctMeasured",2013
144,144,"Charlie Wi",75,0,NA,142,0,"DrivingPctMeasured",2013
144,144,"YE Yang",56,0,NA,92,0,"DrivingPctMeasured",2013
